# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-CPM
UniRef50_I3TMW1: Phosphoribosylformylglycinamidine synthase II	350.771
UniRef50_I3TMW1: Phosphoribosylformylglycinamidine synthase II|unclassified	350.771
UniRef50_UPI000478175A: hypothetical protein	348.454
UniRef50_UPI000478175A: hypothetical protein|unclassified	348.454
UniRef50_P07244: Bifunctional purine biosynthetic protein ADE5,7	346.739
UniRef50_P07244: Bifunctional purine biosynthetic protein ADE5,7|unclassified	346.739
UniRef50_UPI0003622604: MULTISPECIES: hypothetical protein	346.597
UniRef50_UPI0003622604: MULTISPECIES: hypothetical protein|unclassified	346.597
UniRef50_Q26255: Trifunctional purine biosynthetic protein adenosine-3	345.439
UniRef50_Q26255: Trifunctional purine biosynthetic protein adenosine-3|unclassified	345.439
UniRef50_J9BYQ5: Phosphoribosylformylglycinamidine synthase (Fragment)	341.461
UniRef50_J9BYQ5: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	341.461
UniRef50_W7YB24: Phosphoribosylformylglycinamidine synthase	340.083
UniRef50_W7YB24: Phosphoribosylformylglycinamidine synthase|unclassified	340.083
UniRef50_O26272: Phosphoribosylaminoimidazole-succinocarboxamide synthase	338.869
UniRef50_O26272: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	338.869
UniRef50_X1YKD9	336.948
UniRef50_X1YKD9|unclassified	336.948
UniRef50_Q8D245: Phosphoribosylamine--glycine ligase	336.74
UniRef50_Q8D245: Phosphoribosylamine--glycine ligase|unclassified	336.74
UniRef50_Z2DLB2	335.318
UniRef50_Z2DLB2|unclassified	335.318
UniRef50_P74724: N5-carboxyaminoimidazole ribonucleotide synthase	335.258
UniRef50_P74724: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	335.258
UniRef50_T5ABA5: Phosphoribosylformylglycinamidine synthase	334.786
UniRef50_T5ABA5: Phosphoribosylformylglycinamidine synthase|unclassified	334.786
UniRef50_R7EYC5: Putative phosphoribosylformylglycinamidine synthase	334.708
UniRef50_R7EYC5: Putative phosphoribosylformylglycinamidine synthase|unclassified	334.708
UniRef50_P00967: Trifunctional purine biosynthetic protein adenosine-3	331.742
UniRef50_P00967: Trifunctional purine biosynthetic protein adenosine-3|unclassified	331.742
UniRef50_UPI00023B31A9: PREDICTED: phosphoribosylaminoimidazole carboxylase, chloroplastic-like	331
UniRef50_UPI00023B31A9: PREDICTED: phosphoribosylaminoimidazole carboxylase, chloroplastic-like|unclassified	331
UniRef50_W1XPI6: Phosphoribosylformylglycinamidine synthase (Fragment)	330.033
UniRef50_W1XPI6: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	330.033
UniRef50_A0A009H1H7: Putative phosphoribosylpyrophosphate synthetase	328.229
UniRef50_A0A009H1H7: Putative phosphoribosylpyrophosphate synthetase|unclassified	328.229
UniRef50_R7E7B7	326.651
UniRef50_R7E7B7|unclassified	326.651
UniRef50_W1X0C5: Phosphoribosylformylglycinamidine synthase (Fragment)	326.32
UniRef50_W1X0C5: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	326.32
UniRef50_UPI0003DF4F49: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like isoform X2	325.556
UniRef50_UPI0003DF4F49: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like isoform X2|unclassified	325.556
UniRef50_UPI0002E17370: hypothetical protein	325.145
UniRef50_UPI0002E17370: hypothetical protein|unclassified	325.145
UniRef50_UPI0003B3FDAC: phosphoribosylglycinamide formyltransferase	324.018
UniRef50_UPI0003B3FDAC: phosphoribosylglycinamide formyltransferase|unclassified	324.018
UniRef50_Q06203: Amidophosphoribosyltransferase	323.565
UniRef50_Q06203: Amidophosphoribosyltransferase|unclassified	323.565
UniRef50_T1CI91: Phosphoribosylformylglycinamidine synthase (Fragment)	323.38
UniRef50_T1CI91: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	323.38
UniRef50_UPI0002D284B2: phosphoribosylaminoimidazole synthetase	322.771
UniRef50_UPI0002D284B2: phosphoribosylaminoimidazole synthetase|unclassified	322.771
UniRef50_UPI00035962EA: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	321.581
UniRef50_UPI00035962EA: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	321.581
UniRef50_UPI000476C674: hypothetical protein	316.66
UniRef50_UPI000476C674: hypothetical protein|unclassified	316.66
UniRef50_W7WUA2	315.176
UniRef50_W7WUA2|unclassified	315.176
UniRef50_M5Y1W9	314.513
UniRef50_M5Y1W9|unclassified	314.513
UniRef50_Q57656: Phosphoribosylformylglycinamidine cyclo-ligase	313.154
UniRef50_Q57656: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	313.154
UniRef50_UPI000471A19F: hypothetical protein	312.958
UniRef50_UPI000471A19F: hypothetical protein|unclassified	312.958
UniRef50_W5X4L8: Cytochrome c oxidase, subunit I	312.63
UniRef50_W5X4L8: Cytochrome c oxidase, subunit I|unclassified	312.63
UniRef50_UPI000415100D: hypothetical protein	312.223
UniRef50_UPI000415100D: hypothetical protein|unclassified	312.223
UniRef50_Q9RUF5: Phosphoribosylamine--glycine ligase	309.508
UniRef50_Q9RUF5: Phosphoribosylamine--glycine ligase|unclassified	309.508
UniRef50_R5EQY2: Phosphoribosylformylglycinamidine synthase	309.303
UniRef50_R5EQY2: Phosphoribosylformylglycinamidine synthase|unclassified	309.303
UniRef50_UPI0004733132: hypothetical protein, partial	307.27
UniRef50_UPI0004733132: hypothetical protein, partial|unclassified	307.27
UniRef50_UPI000379657C: MULTISPECIES: hypothetical protein	305.948
UniRef50_UPI000379657C: MULTISPECIES: hypothetical protein|unclassified	305.948
UniRef50_W0BE94	303.043
UniRef50_W0BE94|unclassified	303.043
UniRef50_X1NRC9: Marine sediment metagenome DNA, contig: S06H3_S02731	302.799
UniRef50_X1NRC9: Marine sediment metagenome DNA, contig: S06H3_S02731|unclassified	302.799
UniRef50_UPI000374D09E: hypothetical protein, partial	302.648
UniRef50_UPI000374D09E: hypothetical protein, partial|unclassified	302.648
UniRef50_UPI0004736538: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial	301.188
UniRef50_UPI0004736538: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial|unclassified	301.188
UniRef50_UPI00036AC1CB: hypothetical protein, partial	300.92
UniRef50_UPI00036AC1CB: hypothetical protein, partial|unclassified	300.92
UniRef50_UPI000299D338: phosphoribosylglycinamide formyltransferase 2	300.075
UniRef50_UPI000299D338: phosphoribosylglycinamide formyltransferase 2|unclassified	300.075
UniRef50_C5Z4V6	298.833
UniRef50_C5Z4V6|unclassified	298.833
UniRef50_UPI00036BCB0A: hypothetical protein	297.349
UniRef50_UPI00036BCB0A: hypothetical protein|unclassified	297.349
UniRef50_UPI00047D11C8: hypothetical protein	297.038
UniRef50_UPI00047D11C8: hypothetical protein|unclassified	297.038
UniRef50_K7HE54	295.537
UniRef50_K7HE54|unclassified	295.537
UniRef50_X1NRT0: Marine sediment metagenome DNA, contig: S06H3_S09888 (Fragment)	294.576
UniRef50_X1NRT0: Marine sediment metagenome DNA, contig: S06H3_S09888 (Fragment)|unclassified	294.576
UniRef50_X0XAY6: Marine sediment metagenome DNA, contig: S01H1_S32722 (Fragment)	293.396
UniRef50_X0XAY6: Marine sediment metagenome DNA, contig: S01H1_S32722 (Fragment)|unclassified	293.396
UniRef50_X0TZU3: Marine sediment metagenome DNA, contig: S01H1_S03501	292.53
UniRef50_X0TZU3: Marine sediment metagenome DNA, contig: S01H1_S03501|unclassified	292.53
UniRef50_UPI00035E3FC9: hypothetical protein, partial	291.593
UniRef50_UPI00035E3FC9: hypothetical protein, partial|unclassified	291.593
UniRef50_V9GJ22: Phosphoribosylformylglycinamidine synthase, synthetase subunit	290.294
UniRef50_V9GJ22: Phosphoribosylformylglycinamidine synthase, synthetase subunit|unclassified	290.294
UniRef50_UPI000469E05C: phosphoribosylglycinamide formyltransferase	288.829
UniRef50_UPI000469E05C: phosphoribosylglycinamide formyltransferase|unclassified	288.829
UniRef50_UPI000473A1D7: hypothetical protein, partial	288.453
UniRef50_UPI000473A1D7: hypothetical protein, partial|unclassified	288.453
UniRef50_UPI00046B2623: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial	285.129
UniRef50_UPI00046B2623: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial|unclassified	285.129
UniRef50_UPI0003720E84: hypothetical protein	284.347
UniRef50_UPI0003720E84: hypothetical protein|unclassified	284.347
UniRef50_UPI0003461718: hypothetical protein	283.309
UniRef50_UPI0003461718: hypothetical protein|unclassified	283.309
UniRef50_P38009: Bifunctional purine biosynthesis protein ADE17	282.752
UniRef50_P38009: Bifunctional purine biosynthesis protein ADE17|unclassified	282.752
UniRef50_O66608: N5-carboxyaminoimidazole ribonucleotide synthase	280.052
UniRef50_O66608: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	280.052
UniRef50_Q9X0X3: Phosphoribosylformylglycinamidine synthase 2	279.135
UniRef50_Q9X0X3: Phosphoribosylformylglycinamidine synthase 2|unclassified	279.135
UniRef50_R5GNB8	278.026
UniRef50_R5GNB8|unclassified	278.026
UniRef50_UPI00035C4C24: hypothetical protein, partial	277.31
UniRef50_UPI00035C4C24: hypothetical protein, partial|unclassified	277.31
UniRef50_UPI00031ACEC6: hypothetical protein	276.211
UniRef50_UPI00031ACEC6: hypothetical protein|unclassified	276.211
UniRef50_X1ECQ8: Marine sediment metagenome DNA, contig: S01H4_S25510 (Fragment)	272.367
UniRef50_X1ECQ8: Marine sediment metagenome DNA, contig: S01H4_S25510 (Fragment)|unclassified	272.367
UniRef50_UPI0003688D59: phosphoribosylaminoimidazole synthetase	271.959
UniRef50_UPI0003688D59: phosphoribosylaminoimidazole synthetase|unclassified	271.959
UniRef50_B6XXD5	271.948
UniRef50_B6XXD5|unclassified	271.948
UniRef50_T0ZJ02: Phosphoribosylformylglycinamidine synthase (Fragment)	270.398
UniRef50_T0ZJ02: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	270.398
UniRef50_UPI00037BDBC0: hypothetical protein	269.744
UniRef50_UPI00037BDBC0: hypothetical protein|unclassified	269.744
UniRef50_X1LKP2: Marine sediment metagenome DNA, contig: S06H3_S06569 (Fragment)	269.601
UniRef50_X1LKP2: Marine sediment metagenome DNA, contig: S06H3_S06569 (Fragment)|unclassified	269.601
UniRef50_UPI000383E0D3: PREDICTED: LOW QUALITY PROTEIN: adenylosuccinate lyase-like	265.554
UniRef50_UPI000383E0D3: PREDICTED: LOW QUALITY PROTEIN: adenylosuccinate lyase-like|unclassified	265.554
UniRef50_D3L9U5	264.711
UniRef50_D3L9U5|unclassified	264.711
UniRef50_UPI0004770A14: hypothetical protein	264.236
UniRef50_UPI0004770A14: hypothetical protein|unclassified	264.236
UniRef50_R5C648	264.12
UniRef50_R5C648|unclassified	264.12
UniRef50_A7IAF5: Phosphoribosylaminoimidazole-succinocarboxamide synthase	263.706
UniRef50_A7IAF5: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	263.706
UniRef50_UPI0003B50477: phosphoribosylaminoimidazole carboxylase	263.339
UniRef50_UPI0003B50477: phosphoribosylaminoimidazole carboxylase|unclassified	263.339
UniRef50_K1TKE7: Phosphoribosylformylglycinamidine synthase (Fragment)	260.508
UniRef50_K1TKE7: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	260.508
UniRef50_UPI00047400C5: phosphoribosylformylglycinamidine synthase, partial	259.942
UniRef50_UPI00047400C5: phosphoribosylformylglycinamidine synthase, partial|unclassified	259.942
UniRef50_UPI0003690782: phosphoribosylaminoimidazole synthetase	259.126
UniRef50_UPI0003690782: phosphoribosylaminoimidazole synthetase|unclassified	259.126
UniRef50_K1U8V3: Phosphoribosylformylglycinamidine synthase (Fragment)	258.961
UniRef50_K1U8V3: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	258.961
UniRef50_A6N229	258.87
UniRef50_A6N229|unclassified	258.87
UniRef50_V8D0P4	258.661
UniRef50_V8D0P4|unclassified	258.661
UniRef50_R5SM43	256.011
UniRef50_R5SM43|unclassified	256.011
UniRef50_X1CAL4: Marine sediment metagenome DNA, contig: S01H4_S13667 (Fragment)	255.816
UniRef50_X1CAL4: Marine sediment metagenome DNA, contig: S01H4_S13667 (Fragment)|unclassified	255.816
UniRef50_F4XRB5	254.484
UniRef50_F4XRB5|unclassified	254.484
UniRef50_X0X9X5: Marine sediment metagenome DNA, contig: S01H1_S18301	254.229
UniRef50_X0X9X5: Marine sediment metagenome DNA, contig: S01H1_S18301|unclassified	254.229
UniRef50_X1NAG8: Marine sediment metagenome DNA, contig: S06H3_L04992 (Fragment)	254.074
UniRef50_X1NAG8: Marine sediment metagenome DNA, contig: S06H3_L04992 (Fragment)|unclassified	254.074
UniRef50_UPI00037F3B8B: MULTISPECIES: IMP cyclohydrolase	252.5
UniRef50_UPI00037F3B8B: MULTISPECIES: IMP cyclohydrolase|unclassified	252.5
UniRef50_X4Z6N4: AIR synthase related, C-terminal domain protein	252.355
UniRef50_X4Z6N4: AIR synthase related, C-terminal domain protein|unclassified	252.355
UniRef50_UPI0002487D5F: phosphoribosylaminoimidazole carboxylase ATPase subunit, partial	250.831
UniRef50_UPI0002487D5F: phosphoribosylaminoimidazole carboxylase ATPase subunit, partial|unclassified	250.831
UniRef50_UPI0001910F8B: amidophosphoribosyltransferase, partial	250.544
UniRef50_UPI0001910F8B: amidophosphoribosyltransferase, partial|unclassified	250.544
UniRef50_J3JJ09	244.164
UniRef50_J3JJ09|unclassified	244.164
UniRef50_UPI00017586D9: PREDICTED: hypothetical protein	243.692
UniRef50_UPI00017586D9: PREDICTED: hypothetical protein|unclassified	243.692
UniRef50_W5FFU3	241.394
UniRef50_W5FFU3|unclassified	241.394
UniRef50_A0A015KDL6: Bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase	241.342
UniRef50_A0A015KDL6: Bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase|unclassified	241.342
UniRef50_UPI00047A8814: hypothetical protein	240.635
UniRef50_UPI00047A8814: hypothetical protein|unclassified	240.635
UniRef50_B8GCM2: Phosphoribosylaminoimidazole-succinocarboxamide synthase	239.113
UniRef50_B8GCM2: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	239.113
UniRef50_UPI0003B5ED19: hypothetical protein	238.161
UniRef50_UPI0003B5ED19: hypothetical protein|unclassified	238.161
UniRef50_UPI0004720763: hypothetical protein	235.989
UniRef50_UPI0004720763: hypothetical protein|unclassified	235.989
UniRef50_Q8TKT6: Phosphoribosylamine--glycine ligase	234.909
UniRef50_Q8TKT6: Phosphoribosylamine--glycine ligase|unclassified	234.909
UniRef50_UPI0004670C39: phosphoribosylaminoimidazole carboxylase	232.554
UniRef50_UPI0004670C39: phosphoribosylaminoimidazole carboxylase|unclassified	232.554
UniRef50_G9YFR8	232.192
UniRef50_G9YFR8|unclassified	232.192
UniRef50_Q21774-2: Isoform b of Adenylosuccinate lyase	231.662
UniRef50_Q21774-2: Isoform b of Adenylosuccinate lyase|unclassified	231.662
UniRef50_Q9UX21: Phosphoribosylformylglycinamidine synthase 1	231.282
UniRef50_Q9UX21: Phosphoribosylformylglycinamidine synthase 1|unclassified	231.282
UniRef50_UPI00039D920B: MULTISPECIES: phosphoribosylglycinamide formyltransferase	230.502
UniRef50_UPI00039D920B: MULTISPECIES: phosphoribosylglycinamide formyltransferase|unclassified	230.502
UniRef50_UPI0004416FCF: YjgF-like protein	229.948
UniRef50_UPI0004416FCF: YjgF-like protein|unclassified	229.948
UniRef50_T0N3S7	229.054
UniRef50_T0N3S7|unclassified	229.054
UniRef50_UPI0001EA74DB: hypothetical protein PGTG_05591	228.744
UniRef50_UPI0001EA74DB: hypothetical protein PGTG_05591|unclassified	228.744
UniRef50_A0A044VFK4	228.67
UniRef50_A0A044VFK4|unclassified	228.67
UniRef50_P87171: Ribose-phosphate pyrophosphokinase 5	227.521
UniRef50_P87171: Ribose-phosphate pyrophosphokinase 5|unclassified	227.521
UniRef50_UPI000372866E: hypothetical protein	225.043
UniRef50_UPI000372866E: hypothetical protein|unclassified	225.043
UniRef50_UPI000368B6BA: hypothetical protein	224.926
UniRef50_UPI000368B6BA: hypothetical protein|unclassified	224.926
UniRef50_UPI0003720140: hypothetical protein	224.211
UniRef50_UPI0003720140: hypothetical protein|unclassified	224.211
UniRef50_UPI00039F8927: phosphoribosylamine--glycine ligase	223.185
UniRef50_UPI00039F8927: phosphoribosylamine--glycine ligase|unclassified	223.185
UniRef50_UPI000477CC09: ribose-phosphate pyrophosphokinase	220.974
UniRef50_UPI000477CC09: ribose-phosphate pyrophosphokinase|unclassified	220.974
UniRef50_UPI0003B307F0: phosphoribosylaminoimidazole synthetase	220.342
UniRef50_UPI0003B307F0: phosphoribosylaminoimidazole synthetase|unclassified	220.342
UniRef50_UPI0003317AAB: PREDICTED: amidophosphoribosyltransferase-like, partial	218.407
UniRef50_UPI0003317AAB: PREDICTED: amidophosphoribosyltransferase-like, partial|unclassified	218.407
UniRef50_E4BI66	218.086
UniRef50_E4BI66|unclassified	218.086
UniRef50_UPI00036C85DC: hypothetical protein	216.715
UniRef50_UPI00036C85DC: hypothetical protein|unclassified	216.715
UniRef50_UPI00038074E2: hypothetical protein	213.277
UniRef50_UPI00038074E2: hypothetical protein|unclassified	213.277
UniRef50_A9BIH4: Phosphoribosylformylglycinamidine synthase 2	212.934
UniRef50_A9BIH4: Phosphoribosylformylglycinamidine synthase 2|unclassified	212.934
UniRef50_UPI0003599110: PREDICTED: ribonuclease UK114-like isoform X1	212.698
UniRef50_UPI0003599110: PREDICTED: ribonuclease UK114-like isoform X1|unclassified	212.698
UniRef50_UPI00047CA8BA: phosphoribosylglycinamide formyltransferase	210.543
UniRef50_UPI00047CA8BA: phosphoribosylglycinamide formyltransferase|unclassified	210.543
UniRef50_Q58761: Ribose-phosphate pyrophosphokinase	209.44
UniRef50_Q58761: Ribose-phosphate pyrophosphokinase|unclassified	209.44
UniRef50_P31335: Bifunctional purine biosynthesis protein PURH	208.498
UniRef50_P31335: Bifunctional purine biosynthesis protein PURH|unclassified	208.498
UniRef50_Q8PX06: Phosphoribosylformylglycinamidine cyclo-ligase	207.846
UniRef50_Q8PX06: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	207.846
UniRef50_F9PRJ7	207.436
UniRef50_F9PRJ7|unclassified	207.436
UniRef50_P31939: Bifunctional purine biosynthesis protein PURH	206.993
UniRef50_P31939: Bifunctional purine biosynthesis protein PURH|unclassified	206.993
UniRef50_P52422: Phosphoribosylglycinamide formyltransferase, chloroplastic	206.533
UniRef50_P52422: Phosphoribosylglycinamide formyltransferase, chloroplastic|unclassified	206.533
UniRef50_UPI0003F0C34C: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial	206.438
UniRef50_UPI0003F0C34C: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial|unclassified	206.438
UniRef50_X1G7H5: Marine sediment metagenome DNA, contig: S03H2_S00404 (Fragment)	205.1
UniRef50_X1G7H5: Marine sediment metagenome DNA, contig: S03H2_S00404 (Fragment)|unclassified	205.1
UniRef50_F0G5Z7	203.973
UniRef50_F0G5Z7|unclassified	203.973
UniRef50_UPI00045E7538: hypothetical protein	203.583
UniRef50_UPI00045E7538: hypothetical protein|unclassified	203.583
UniRef50_T1BNN3: Phosphoribosylformylglycinamidine synthase II (Fragment)	203.158
UniRef50_T1BNN3: Phosphoribosylformylglycinamidine synthase II (Fragment)|unclassified	203.158
UniRef50_F5TB37	200.284
UniRef50_F5TB37|unclassified	200.284
UniRef50_B2JLX3	196.28
UniRef50_B2JLX3|unclassified	196.28
UniRef50_R5NE21	196.064
UniRef50_R5NE21|unclassified	196.064
UniRef50_W7T5B3: Phosphoribosylaminoimidazole-succinocarboxamide synthase	195.894
UniRef50_W7T5B3: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	195.894
UniRef50_Q0U514	191.382
UniRef50_Q0U514|unclassified	191.382
UniRef50_X1LVK2: Marine sediment metagenome DNA, contig: S06H3_L04506 (Fragment)	191.075
UniRef50_X1LVK2: Marine sediment metagenome DNA, contig: S06H3_L04506 (Fragment)|unclassified	191.075
UniRef50_UPI000392EF72: PREDICTED: bifunctional purine biosynthesis protein PURH-like	190.34
UniRef50_UPI000392EF72: PREDICTED: bifunctional purine biosynthesis protein PURH-like|unclassified	190.34
UniRef50_UPI000197615A: hypothetical protein	190.046
UniRef50_UPI000197615A: hypothetical protein|unclassified	190.046
UniRef50_W5XBA7: Phosphoribosylamine--glycine ligase	190.018
UniRef50_W5XBA7: Phosphoribosylamine--glycine ligase|unclassified	190.018
UniRef50_Q9X0X6: Bifunctional purine biosynthesis protein PurH	188.166
UniRef50_Q9X0X6: Bifunctional purine biosynthesis protein PurH|unclassified	188.166
UniRef50_UPI0003648A3B: hypothetical protein	188.081
UniRef50_UPI0003648A3B: hypothetical protein|unclassified	188.081
UniRef50_UPI000477286C: phosphoribosylaminoimidazole synthetase	187.557
UniRef50_UPI000477286C: phosphoribosylaminoimidazole synthetase|unclassified	187.557
UniRef50_UPI0003A935DD: phosphoribosylaminoimidazole synthetase	186.49
UniRef50_UPI0003A935DD: phosphoribosylaminoimidazole synthetase|unclassified	186.49
UniRef50_Q55037: FGAM synthetase (Fragment)	186.154
UniRef50_Q55037: FGAM synthetase (Fragment)|unclassified	186.154
UniRef50_Q8TY09: Phosphoribosylformylglycinamidine synthase 2	185.038
UniRef50_Q8TY09: Phosphoribosylformylglycinamidine synthase 2|unclassified	185.038
UniRef50_T0Z0I9: Phosphoribosylpyrophosphate synthetase	184.846
UniRef50_T0Z0I9: Phosphoribosylpyrophosphate synthetase|unclassified	184.846
UniRef50_UPI000444964B: YjgF-like protein	183.431
UniRef50_UPI000444964B: YjgF-like protein|unclassified	183.431
UniRef50_UPI0003B5217C: phosphoribosylamine--glycine ligase	182.5
UniRef50_UPI0003B5217C: phosphoribosylamine--glycine ligase|unclassified	182.5
UniRef50_UPI0003A59927: 3-carboxy-cis,cis-muconate cycloisomerase	182.276
UniRef50_UPI0003A59927: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	182.276
UniRef50_N9K873	180.448
UniRef50_N9K873|unclassified	180.448
UniRef50_Q21774: Adenylosuccinate lyase	178.005
UniRef50_Q21774: Adenylosuccinate lyase|unclassified	178.005
UniRef50_Q4J8G0: Phosphoribosylaminoimidazole-succinocarboxamide synthase	176.522
UniRef50_Q4J8G0: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	176.522
UniRef50_UPI0004254FA2: hypothetical protein	176.144
UniRef50_UPI0004254FA2: hypothetical protein|unclassified	176.144
UniRef50_UPI0004085870: phosphoribosylamine--glycine ligase	175.933
UniRef50_UPI0004085870: phosphoribosylamine--glycine ligase|unclassified	175.933
UniRef50_UPI0003717E93: phosphoribosylglycinamide synthetase	174.989
UniRef50_UPI0003717E93: phosphoribosylglycinamide synthetase|unclassified	174.989
UniRef50_UPI00039FDC30: IMP cyclohydrolase	174.626
UniRef50_UPI00039FDC30: IMP cyclohydrolase|unclassified	174.626
UniRef50_X1LCD9: Marine sediment metagenome DNA, contig: S06H3_L05303 (Fragment)	173.746
UniRef50_X1LCD9: Marine sediment metagenome DNA, contig: S06H3_L05303 (Fragment)|unclassified	173.746
UniRef50_A6VIG8: Phosphoribosylformylglycinamidine synthase 1	173.174
UniRef50_A6VIG8: Phosphoribosylformylglycinamidine synthase 1|unclassified	173.174
UniRef50_B0R7B4: Ribose-phosphate pyrophosphokinase	171.633
UniRef50_B0R7B4: Ribose-phosphate pyrophosphokinase|unclassified	171.633
UniRef50_X1H535: Marine sediment metagenome DNA, contig: S03H2_S14111 (Fragment)	171.553
UniRef50_X1H535: Marine sediment metagenome DNA, contig: S03H2_S14111 (Fragment)|unclassified	171.553
UniRef50_A0A038FKH8	170.615
UniRef50_A0A038FKH8|unclassified	170.615
UniRef50_X1QL65: Marine sediment metagenome DNA, contig: S06H3_S22072	170.158
UniRef50_X1QL65: Marine sediment metagenome DNA, contig: S06H3_S22072|unclassified	170.158
UniRef50_K2EE96	169.727
UniRef50_K2EE96|unclassified	169.727
UniRef50_G3LKX5: AT1G74260-like protein (Fragment)	167.745
UniRef50_G3LKX5: AT1G74260-like protein (Fragment)|unclassified	167.745
UniRef50_UPI000478BC0D: hypothetical protein	166.745
UniRef50_UPI000478BC0D: hypothetical protein|unclassified	166.745
UniRef50_Q8PUX3: Ribose-phosphate pyrophosphokinase	166.487
UniRef50_Q8PUX3: Ribose-phosphate pyrophosphokinase|unclassified	166.487
UniRef50_O27494: Phosphoribosylamine--glycine ligase	166.452
UniRef50_O27494: Phosphoribosylamine--glycine ligase|unclassified	166.452
UniRef50_UPI0003A66C96: hypothetical protein	166.071
UniRef50_UPI0003A66C96: hypothetical protein|unclassified	166.071
UniRef50_Q9HLY3: Phosphoribosylformylglycinamidine cyclo-ligase	164.776
UniRef50_Q9HLY3: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	164.776
UniRef50_E1MH23	163.477
UniRef50_E1MH23|unclassified	163.477
UniRef50_UPI0003734CCE: hypothetical protein	160.37
UniRef50_UPI0003734CCE: hypothetical protein|unclassified	160.37
UniRef50_P22348: Probable N5-carboxyaminoimidazole ribonucleotide mutase	159.858
UniRef50_P22348: Probable N5-carboxyaminoimidazole ribonucleotide mutase|unclassified	159.858
UniRef50_J9FUF9: Phosphoribosylformylglycinamidine synthase (Fragment)	159.639
UniRef50_J9FUF9: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	159.639
UniRef50_O06457: N5-carboxyaminoimidazole ribonucleotide synthase	158.155
UniRef50_O06457: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	158.155
UniRef50_UPI0003635262: phosphoribosylaminoimidazole carboxylase	157.009
UniRef50_UPI0003635262: phosphoribosylaminoimidazole carboxylase|unclassified	157.009
UniRef50_UPI00047AE29C: hypothetical protein	156.541
UniRef50_UPI00047AE29C: hypothetical protein|unclassified	156.541
UniRef50_Q58660: Phosphoribosylformylglycinamidine synthase 2	156.021
UniRef50_Q58660: Phosphoribosylformylglycinamidine synthase 2|unclassified	156.021
UniRef50_Q89B23: Bifunctional purine biosynthesis protein PurH	155.625
UniRef50_Q89B23: Bifunctional purine biosynthesis protein PurH|unclassified	155.625
UniRef50_O27269: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	154.348
UniRef50_O27269: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	154.348
UniRef50_F5T114: Phosphoribosylpyrophosphate synthetase	153.903
UniRef50_F5T114: Phosphoribosylpyrophosphate synthetase|unclassified	153.903
UniRef50_X1YA62	153.799
UniRef50_X1YA62|unclassified	153.799
UniRef50_X1JH59: Marine sediment metagenome DNA, contig: S03H2_S27973 (Fragment)	153.421
UniRef50_X1JH59: Marine sediment metagenome DNA, contig: S03H2_S27973 (Fragment)|unclassified	153.421
UniRef50_J5KM08: Endoribonuclease L-PSP	152.058
UniRef50_J5KM08: Endoribonuclease L-PSP|unclassified	152.058
UniRef50_UPI000363F022: IMP cyclohydrolase	150.059
UniRef50_UPI000363F022: IMP cyclohydrolase|unclassified	150.059
UniRef50_W4UFG7: Phosphoribosylaminoimidazole-succinocarboxamide synthase	150.033
UniRef50_W4UFG7: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	150.033
UniRef50_G8Y691: Piso0_004724 protein	150.005
UniRef50_G8Y691: Piso0_004724 protein|unclassified	150.005
