# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-RPKs
UniRef50_Q3Z9H5: Phosphoribosylformylglycinamidine synthase 1|unclassified	101.9590097506
UniRef50_UPI0003608931: hypothetical protein	101.9567818366
UniRef50_UPI0003608931: hypothetical protein|unclassified	101.9567818366
UniRef50_I3TMW1: Phosphoribosylformylglycinamidine synthase II	101.5411294719
UniRef50_I3TMW1: Phosphoribosylformylglycinamidine synthase II|unclassified	101.5411294719
UniRef50_UPI000478175A: hypothetical protein	100.8703401232
UniRef50_UPI000478175A: hypothetical protein|unclassified	100.8703401232
UniRef50_P07244: Bifunctional purine biosynthetic protein ADE5,7	100.3738196938
UniRef50_P07244: Bifunctional purine biosynthetic protein ADE5,7|unclassified	100.3738196938
UniRef50_UPI0003622604: MULTISPECIES: hypothetical protein	100.3328619060
UniRef50_UPI0003622604: MULTISPECIES: hypothetical protein|unclassified	100.3328619060
UniRef50_Q26255: Trifunctional purine biosynthetic protein adenosine-3	99.9975415985
UniRef50_Q26255: Trifunctional purine biosynthetic protein adenosine-3|unclassified	99.9975415985
UniRef50_J9BYQ5: Phosphoribosylformylglycinamidine synthase (Fragment)	98.8460706897
UniRef50_J9BYQ5: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	98.8460706897
UniRef50_W7YB24: Phosphoribosylformylglycinamidine synthase	98.4471495495
UniRef50_W7YB24: Phosphoribosylformylglycinamidine synthase|unclassified	98.4471495495
UniRef50_O26272: Phosphoribosylaminoimidazole-succinocarboxamide synthase	98.0957565621
UniRef50_O26272: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	98.0957565621
UniRef50_X1YKD9	97.5396495275
UniRef50_X1YKD9|unclassified	97.5396495275
UniRef50_Q8D245: Phosphoribosylamine--glycine ligase	97.4794288391
UniRef50_Q8D245: Phosphoribosylamine--glycine ligase|unclassified	97.4794288391
UniRef50_Z2DLB2	97.0678847903
UniRef50_Z2DLB2|unclassified	97.0678847903
UniRef50_P74724: N5-carboxyaminoimidazole ribonucleotide synthase	97.0502844694
UniRef50_P74724: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	97.0502844694
UniRef50_T5ABA5: Phosphoribosylformylglycinamidine synthase	96.9138564899
UniRef50_T5ABA5: Phosphoribosylformylglycinamidine synthase|unclassified	96.9138564899
UniRef50_R7EYC5: Putative phosphoribosylformylglycinamidine synthase	96.8910976190
UniRef50_R7EYC5: Putative phosphoribosylformylglycinamidine synthase|unclassified	96.8910976190
UniRef50_P00967: Trifunctional purine biosynthetic protein adenosine-3	96.0325343722
UniRef50_P00967: Trifunctional purine biosynthetic protein adenosine-3|unclassified	96.0325343722
UniRef50_UPI00023B31A9: PREDICTED: phosphoribosylaminoimidazole carboxylase, chloroplastic-like	95.8177346785
UniRef50_UPI00023B31A9: PREDICTED: phosphoribosylaminoimidazole carboxylase, chloroplastic-like|unclassified	95.8177346785
UniRef50_W1XPI6: Phosphoribosylformylglycinamidine synthase (Fragment)	95.5379566781
UniRef50_W1XPI6: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	95.5379566781
UniRef50_A0A009H1H7: Putative phosphoribosylpyrophosphate synthetase	95.0155895786
UniRef50_A0A009H1H7: Putative phosphoribosylpyrophosphate synthetase|unclassified	95.0155895786
UniRef50_R7E7B7	94.5589857381
UniRef50_R7E7B7|unclassified	94.5589857381
UniRef50_W1X0C5: Phosphoribosylformylglycinamidine synthase (Fragment)	94.4630825296
UniRef50_W1X0C5: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	94.4630825296
UniRef50_UPI0003DF4F49: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like isoform X2	94.2418663246
UniRef50_UPI0003DF4F49: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like isoform X2|unclassified	94.2418663246
UniRef50_UPI0002E17370: hypothetical protein	94.1229342050
UniRef50_UPI0002E17370: hypothetical protein|unclassified	94.1229342050
UniRef50_UPI0003B3FDAC: phosphoribosylglycinamide formyltransferase	93.7967491837
UniRef50_UPI0003B3FDAC: phosphoribosylglycinamide formyltransferase|unclassified	93.7967491837
UniRef50_Q06203: Amidophosphoribosyltransferase	93.6656683040
UniRef50_Q06203: Amidophosphoribosyltransferase|unclassified	93.6656683040
UniRef50_T1CI91: Phosphoribosylformylglycinamidine synthase (Fragment)	93.6119230223
UniRef50_T1CI91: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	93.6119230223
UniRef50_UPI0002D284B2: phosphoribosylaminoimidazole synthetase	93.4357568564
UniRef50_UPI0002D284B2: phosphoribosylaminoimidazole synthetase|unclassified	93.4357568564
UniRef50_UPI00035962EA: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	93.0911375441
UniRef50_UPI00035962EA: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	93.0911375441
UniRef50_UPI000476C674: hypothetical protein	91.6665664680
UniRef50_UPI000476C674: hypothetical protein|unclassified	91.6665664680
UniRef50_W7WUA2	91.2372010942
UniRef50_W7WUA2|unclassified	91.2372010942
UniRef50_M5Y1W9	91.0450873833
UniRef50_M5Y1W9|unclassified	91.0450873833
UniRef50_Q57656: Phosphoribosylformylglycinamidine cyclo-ligase	90.6518231242
UniRef50_Q57656: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	90.6518231242
UniRef50_UPI000471A19F: hypothetical protein	90.5951285064
UniRef50_UPI000471A19F: hypothetical protein|unclassified	90.5951285064
UniRef50_W5X4L8: Cytochrome c oxidase, subunit I	90.5001079309
UniRef50_W5X4L8: Cytochrome c oxidase, subunit I|unclassified	90.5001079309
UniRef50_UPI000415100D: hypothetical protein	90.3821185583
UniRef50_UPI000415100D: hypothetical protein|unclassified	90.3821185583
UniRef50_Q9RUF5: Phosphoribosylamine--glycine ligase	89.5963148730
UniRef50_Q9RUF5: Phosphoribosylamine--glycine ligase|unclassified	89.5963148730
UniRef50_R5EQY2: Phosphoribosylformylglycinamidine synthase	89.5369848472
UniRef50_R5EQY2: Phosphoribosylformylglycinamidine synthase|unclassified	89.5369848472
UniRef50_UPI0004733132: hypothetical protein, partial	88.9485121076
UniRef50_UPI0004733132: hypothetical protein, partial|unclassified	88.9485121076
UniRef50_UPI000379657C: MULTISPECIES: hypothetical protein	88.5658144882
UniRef50_UPI000379657C: MULTISPECIES: hypothetical protein|unclassified	88.5658144882
UniRef50_W0BE94	87.7247986434
UniRef50_W0BE94|unclassified	87.7247986434
UniRef50_X1NRC9: Marine sediment metagenome DNA, contig: S06H3_S02731	87.6542578345
UniRef50_X1NRC9: Marine sediment metagenome DNA, contig: S06H3_S02731|unclassified	87.6542578345
UniRef50_UPI000374D09E: hypothetical protein, partial	87.6105944805
UniRef50_UPI000374D09E: hypothetical protein, partial|unclassified	87.6105944805
UniRef50_UPI0004736538: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial	87.1878728681
UniRef50_UPI0004736538: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial|unclassified	87.1878728681
UniRef50_UPI00036AC1CB: hypothetical protein, partial	87.1102212023
UniRef50_UPI00036AC1CB: hypothetical protein, partial|unclassified	87.1102212023
UniRef50_UPI000299D338: phosphoribosylglycinamide formyltransferase 2	86.8655454728
UniRef50_UPI000299D338: phosphoribosylglycinamide formyltransferase 2|unclassified	86.8655454728
UniRef50_C5Z4V6	86.5062346966
UniRef50_C5Z4V6|unclassified	86.5062346966
UniRef50_UPI00036BCB0A: hypothetical protein	86.0765095075
UniRef50_UPI00036BCB0A: hypothetical protein|unclassified	86.0765095075
UniRef50_UPI00047D11C8: hypothetical protein	85.9864100932
UniRef50_UPI00047D11C8: hypothetical protein|unclassified	85.9864100932
UniRef50_K7HE54	85.5518797920
UniRef50_K7HE54|unclassified	85.5518797920
UniRef50_X1NRT0: Marine sediment metagenome DNA, contig: S06H3_S09888 (Fragment)	85.2737249930
UniRef50_X1NRT0: Marine sediment metagenome DNA, contig: S06H3_S09888 (Fragment)|unclassified	85.2737249930
UniRef50_X0XAY6: Marine sediment metagenome DNA, contig: S01H1_S32722 (Fragment)	84.9321810279
UniRef50_X0XAY6: Marine sediment metagenome DNA, contig: S01H1_S32722 (Fragment)|unclassified	84.9321810279
UniRef50_X0TZU3: Marine sediment metagenome DNA, contig: S01H1_S03501	84.6814242177
UniRef50_X0TZU3: Marine sediment metagenome DNA, contig: S01H1_S03501|unclassified	84.6814242177
UniRef50_UPI00035E3FC9: hypothetical protein, partial	84.4103055326
UniRef50_UPI00035E3FC9: hypothetical protein, partial|unclassified	84.4103055326
UniRef50_V9GJ22: Phosphoribosylformylglycinamidine synthase, synthetase subunit	84.0343434629
UniRef50_V9GJ22: Phosphoribosylformylglycinamidine synthase, synthetase subunit|unclassified	84.0343434629
UniRef50_UPI000469E05C: phosphoribosylglycinamide formyltransferase	83.6100667627
UniRef50_UPI000469E05C: phosphoribosylglycinamide formyltransferase|unclassified	83.6100667627
UniRef50_UPI000473A1D7: hypothetical protein, partial	83.5013241511
UniRef50_UPI000473A1D7: hypothetical protein, partial|unclassified	83.5013241511
UniRef50_UPI00046B2623: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial	82.5391167245
UniRef50_UPI00046B2623: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial|unclassified	82.5391167245
UniRef50_UPI0003720E84: hypothetical protein	82.3127856593
UniRef50_UPI0003720E84: hypothetical protein|unclassified	82.3127856593
UniRef50_UPI0003461718: hypothetical protein	82.0123593819
UniRef50_UPI0003461718: hypothetical protein|unclassified	82.0123593819
UniRef50_P38009: Bifunctional purine biosynthesis protein ADE17	81.8509394349
UniRef50_P38009: Bifunctional purine biosynthesis protein ADE17|unclassified	81.8509394349
UniRef50_O66608: N5-carboxyaminoimidazole ribonucleotide synthase	81.0693995142
UniRef50_O66608: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	81.0693995142
UniRef50_Q9X0X3: Phosphoribosylformylglycinamidine synthase 2	80.8039795232
UniRef50_Q9X0X3: Phosphoribosylformylglycinamidine synthase 2|unclassified	80.8039795232
UniRef50_R5GNB8	80.4829674605
UniRef50_R5GNB8|unclassified	80.4829674605
UniRef50_UPI00035C4C24: hypothetical protein, partial	80.2757482551
UniRef50_UPI00035C4C24: hypothetical protein, partial|unclassified	80.2757482551
UniRef50_UPI00031ACEC6: hypothetical protein	79.9576151641
UniRef50_UPI00031ACEC6: hypothetical protein|unclassified	79.9576151641
UniRef50_X1ECQ8: Marine sediment metagenome DNA, contig: S01H4_S25510 (Fragment)	78.8446642720
UniRef50_X1ECQ8: Marine sediment metagenome DNA, contig: S01H4_S25510 (Fragment)|unclassified	78.8446642720
UniRef50_UPI0003688D59: phosphoribosylaminoimidazole synthetase	78.7265132488
UniRef50_UPI0003688D59: phosphoribosylaminoimidazole synthetase|unclassified	78.7265132488
UniRef50_B6XXD5	78.7233884910
UniRef50_B6XXD5|unclassified	78.7233884910
UniRef50_T0ZJ02: Phosphoribosylformylglycinamidine synthase (Fragment)	78.2748493315
UniRef50_T0ZJ02: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	78.2748493315
UniRef50_UPI00037BDBC0: hypothetical protein	78.0853117914
UniRef50_UPI00037BDBC0: hypothetical protein|unclassified	78.0853117914
UniRef50_X1LKP2: Marine sediment metagenome DNA, contig: S06H3_S06569 (Fragment)	78.0440778055
UniRef50_X1LKP2: Marine sediment metagenome DNA, contig: S06H3_S06569 (Fragment)|unclassified	78.0440778055
UniRef50_UPI000383E0D3: PREDICTED: LOW QUALITY PROTEIN: adenylosuccinate lyase-like	76.8725295771
UniRef50_UPI000383E0D3: PREDICTED: LOW QUALITY PROTEIN: adenylosuccinate lyase-like|unclassified	76.8725295771
UniRef50_D3L9U5	76.6285128696
UniRef50_D3L9U5|unclassified	76.6285128696
UniRef50_UPI0004770A14: hypothetical protein	76.4910802848
UniRef50_UPI0004770A14: hypothetical protein|unclassified	76.4910802848
UniRef50_R5C648	76.4573906943
UniRef50_R5C648|unclassified	76.4573906943
UniRef50_A7IAF5: Phosphoribosylaminoimidazole-succinocarboxamide synthase	76.3374254281
UniRef50_A7IAF5: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	76.3374254281
UniRef50_UPI0003B50477: phosphoribosylaminoimidazole carboxylase	76.2313921528
UniRef50_UPI0003B50477: phosphoribosylaminoimidazole carboxylase|unclassified	76.2313921528
UniRef50_K1TKE7: Phosphoribosylformylglycinamidine synthase (Fragment)	75.4116778067
UniRef50_K1TKE7: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	75.4116778067
UniRef50_UPI00047400C5: phosphoribosylformylglycinamidine synthase, partial	75.2479957520
UniRef50_UPI00047400C5: phosphoribosylformylglycinamidine synthase, partial|unclassified	75.2479957520
UniRef50_UPI0003690782: phosphoribosylaminoimidazole synthetase	75.0117176710
UniRef50_UPI0003690782: phosphoribosylaminoimidazole synthetase|unclassified	75.0117176710
UniRef50_K1U8V3: Phosphoribosylformylglycinamidine synthase (Fragment)	74.9640039184
UniRef50_K1U8V3: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	74.9640039184
UniRef50_A6N229	74.9375754501
UniRef50_A6N229|unclassified	74.9375754501
UniRef50_V8D0P4	74.8770727498
UniRef50_V8D0P4|unclassified	74.8770727498
UniRef50_R5SM43	74.1101564763
UniRef50_R5SM43|unclassified	74.1101564763
UniRef50_X1CAL4: Marine sediment metagenome DNA, contig: S01H4_S13667 (Fragment)	74.0536951713
UniRef50_X1CAL4: Marine sediment metagenome DNA, contig: S01H4_S13667 (Fragment)|unclassified	74.0536951713
UniRef50_F4XRB5	73.6678639866
UniRef50_F4XRB5|unclassified	73.6678639866
UniRef50_X0X9X5: Marine sediment metagenome DNA, contig: S01H1_S18301	73.5941746456
UniRef50_X0X9X5: Marine sediment metagenome DNA, contig: S01H1_S18301|unclassified	73.5941746456
UniRef50_X1NAG8: Marine sediment metagenome DNA, contig: S06H3_L04992 (Fragment)	73.5492923724
UniRef50_X1NAG8: Marine sediment metagenome DNA, contig: S06H3_L04992 (Fragment)|unclassified	73.5492923724
UniRef50_UPI00037F3B8B: MULTISPECIES: IMP cyclohydrolase	73.0935375597
UniRef50_UPI00037F3B8B: MULTISPECIES: IMP cyclohydrolase|unclassified	73.0935375597
UniRef50_X4Z6N4: AIR synthase related, C-terminal domain protein	73.0517552821
UniRef50_X4Z6N4: AIR synthase related, C-terminal domain protein|unclassified	73.0517552821
UniRef50_UPI0002487D5F: phosphoribosylaminoimidazole carboxylase ATPase subunit, partial	72.6106440741
UniRef50_UPI0002487D5F: phosphoribosylaminoimidazole carboxylase ATPase subunit, partial|unclassified	72.6106440741
UniRef50_UPI0001910F8B: amidophosphoribosyltransferase, partial	72.5273354382
UniRef50_UPI0001910F8B: amidophosphoribosyltransferase, partial|unclassified	72.5273354382
UniRef50_J3JJ09	70.6806328248
UniRef50_J3JJ09|unclassified	70.6806328248
UniRef50_UPI00017586D9: PREDICTED: hypothetical protein	70.5440332345
UniRef50_UPI00017586D9: PREDICTED: hypothetical protein|unclassified	70.5440332345
UniRef50_W5FFU3	69.8787130920
UniRef50_W5FFU3|unclassified	69.8787130920
UniRef50_A0A015KDL6: Bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase	69.8635019220
UniRef50_A0A015KDL6: Bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase|unclassified	69.8635019220
UniRef50_UPI00047A8814: hypothetical protein	69.6590014743
UniRef50_UPI00047A8814: hypothetical protein|unclassified	69.6590014743
UniRef50_B8GCM2: Phosphoribosylaminoimidazole-succinocarboxamide synthase	69.2182570453
UniRef50_B8GCM2: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	69.2182570453
UniRef50_UPI0003B5ED19: hypothetical protein	68.9428387474
UniRef50_UPI0003B5ED19: hypothetical protein|unclassified	68.9428387474
UniRef50_UPI0004720763: hypothetical protein	68.3139403773
UniRef50_UPI0004720763: hypothetical protein|unclassified	68.3139403773
UniRef50_Q8TKT6: Phosphoribosylamine--glycine ligase	68.0015473429
UniRef50_Q8TKT6: Phosphoribosylamine--glycine ligase|unclassified	68.0015473429
UniRef50_UPI0004670C39: phosphoribosylaminoimidazole carboxylase	67.3197317303
UniRef50_UPI0004670C39: phosphoribosylaminoimidazole carboxylase|unclassified	67.3197317303
UniRef50_G9YFR8	67.2148212807
UniRef50_G9YFR8|unclassified	67.2148212807
UniRef50_Q21774-2: Isoform b of Adenylosuccinate lyase	67.0615049327
UniRef50_Q21774-2: Isoform b of Adenylosuccinate lyase|unclassified	67.0615049327
UniRef50_Q9UX21: Phosphoribosylformylglycinamidine synthase 1	66.9513888148
UniRef50_Q9UX21: Phosphoribosylformylglycinamidine synthase 1|unclassified	66.9513888148
UniRef50_UPI00039D920B: MULTISPECIES: phosphoribosylglycinamide formyltransferase	66.7256887448
UniRef50_UPI00039D920B: MULTISPECIES: phosphoribosylglycinamide formyltransferase|unclassified	66.7256887448
UniRef50_UPI0004416FCF: YjgF-like protein	66.5652647220
UniRef50_UPI0004416FCF: YjgF-like protein|unclassified	66.5652647220
UniRef50_T0N3S7	66.3066488684
UniRef50_T0N3S7|unclassified	66.3066488684
UniRef50_UPI0001EA74DB: hypothetical protein PGTG_05591	66.2167852326
UniRef50_UPI0001EA74DB: hypothetical protein PGTG_05591|unclassified	66.2167852326
UniRef50_A0A044VFK4	66.1952908989
UniRef50_A0A044VFK4|unclassified	66.1952908989
UniRef50_P87171: Ribose-phosphate pyrophosphokinase 5	65.8626027346
UniRef50_P87171: Ribose-phosphate pyrophosphokinase 5|unclassified	65.8626027346
UniRef50_UPI000372866E: hypothetical protein	65.1452873019
UniRef50_UPI000372866E: hypothetical protein|unclassified	65.1452873019
UniRef50_UPI000368B6BA: hypothetical protein	65.1114945409
UniRef50_UPI000368B6BA: hypothetical protein|unclassified	65.1114945409
UniRef50_UPI0003720140: hypothetical protein	64.9046694389
UniRef50_UPI0003720140: hypothetical protein|unclassified	64.9046694389
UniRef50_UPI00039F8927: phosphoribosylamine--glycine ligase	64.6075608303
UniRef50_UPI00039F8927: phosphoribosylamine--glycine ligase|unclassified	64.6075608303
UniRef50_UPI000477CC09: ribose-phosphate pyrophosphokinase	63.9674070508
UniRef50_UPI000477CC09: ribose-phosphate pyrophosphokinase|unclassified	63.9674070508
UniRef50_UPI0003B307F0: phosphoribosylaminoimidazole synthetase	63.7844817560
UniRef50_UPI0003B307F0: phosphoribosylaminoimidazole synthetase|unclassified	63.7844817560
UniRef50_UPI0003317AAB: PREDICTED: amidophosphoribosyltransferase-like, partial	63.2244188559
UniRef50_UPI0003317AAB: PREDICTED: amidophosphoribosyltransferase-like, partial|unclassified	63.2244188559
UniRef50_E4BI66	63.1315780754
UniRef50_E4BI66|unclassified	63.1315780754
UniRef50_UPI00036C85DC: hypothetical protein	62.7346622799
UniRef50_UPI00036C85DC: hypothetical protein|unclassified	62.7346622799
UniRef50_UPI00038074E2: hypothetical protein	61.7392667146
UniRef50_UPI00038074E2: hypothetical protein|unclassified	61.7392667146
UniRef50_A9BIH4: Phosphoribosylformylglycinamidine synthase 2	61.6401011355
UniRef50_A9BIH4: Phosphoribosylformylglycinamidine synthase 2|unclassified	61.6401011355
UniRef50_UPI0003599110: PREDICTED: ribonuclease UK114-like isoform X1	61.5718041615
UniRef50_UPI0003599110: PREDICTED: ribonuclease UK114-like isoform X1|unclassified	61.5718041615
UniRef50_UPI00047CA8BA: phosphoribosylglycinamide formyltransferase	60.9479055231
UniRef50_UPI00047CA8BA: phosphoribosylglycinamide formyltransferase|unclassified	60.9479055231
UniRef50_Q58761: Ribose-phosphate pyrophosphokinase	60.6285234949
UniRef50_Q58761: Ribose-phosphate pyrophosphokinase|unclassified	60.6285234949
UniRef50_P31335: Bifunctional purine biosynthesis protein PURH	60.3559535487
UniRef50_P31335: Bifunctional purine biosynthesis protein PURH|unclassified	60.3559535487
UniRef50_Q8PX06: Phosphoribosylformylglycinamidine cyclo-ligase	60.1673433396
UniRef50_Q8PX06: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	60.1673433396
UniRef50_F9PRJ7	60.0484956086
UniRef50_F9PRJ7|unclassified	60.0484956086
UniRef50_P31939: Bifunctional purine biosynthesis protein PURH	59.9202292359
UniRef50_P31939: Bifunctional purine biosynthesis protein PURH|unclassified	59.9202292359
UniRef50_P52422: Phosphoribosylglycinamide formyltransferase, chloroplastic	59.7871871873
UniRef50_P52422: Phosphoribosylglycinamide formyltransferase, chloroplastic|unclassified	59.7871871873
UniRef50_UPI0003F0C34C: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial	59.7595048848
UniRef50_UPI0003F0C34C: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like, partial|unclassified	59.7595048848
UniRef50_X1G7H5: Marine sediment metagenome DNA, contig: S03H2_S00404 (Fragment)	59.3723395330
UniRef50_X1G7H5: Marine sediment metagenome DNA, contig: S03H2_S00404 (Fragment)|unclassified	59.3723395330
UniRef50_F0G5Z7	59.0460873240
UniRef50_F0G5Z7|unclassified	59.0460873240
UniRef50_UPI00045E7538: hypothetical protein	58.9331789724
UniRef50_UPI00045E7538: hypothetical protein|unclassified	58.9331789724
UniRef50_T1BNN3: Phosphoribosylformylglycinamidine synthase II (Fragment)	58.8101122802
UniRef50_T1BNN3: Phosphoribosylformylglycinamidine synthase II (Fragment)|unclassified	58.8101122802
UniRef50_F5TB37	57.9781949706
UniRef50_F5TB37|unclassified	57.9781949706
UniRef50_B2JLX3	56.8190210654
UniRef50_B2JLX3|unclassified	56.8190210654
UniRef50_R5NE21	56.7564724907
UniRef50_R5NE21|unclassified	56.7564724907
UniRef50_W7T5B3: Phosphoribosylaminoimidazole-succinocarboxamide synthase	56.7074894068
UniRef50_W7T5B3: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	56.7074894068
UniRef50_Q0U514	55.4013332849
UniRef50_Q0U514|unclassified	55.4013332849
UniRef50_X1LVK2: Marine sediment metagenome DNA, contig: S06H3_L04506 (Fragment)	55.3122318740
UniRef50_X1LVK2: Marine sediment metagenome DNA, contig: S06H3_L04506 (Fragment)|unclassified	55.3122318740
UniRef50_UPI000392EF72: PREDICTED: bifunctional purine biosynthesis protein PURH-like	55.0995264634
UniRef50_UPI000392EF72: PREDICTED: bifunctional purine biosynthesis protein PURH-like|unclassified	55.0995264634
UniRef50_UPI000197615A: hypothetical protein	55.0144382823
UniRef50_UPI000197615A: hypothetical protein|unclassified	55.0144382823
UniRef50_W5XBA7: Phosphoribosylamine--glycine ligase	55.0063217670
UniRef50_W5XBA7: Phosphoribosylamine--glycine ligase|unclassified	55.0063217670
UniRef50_Q9X0X6: Bifunctional purine biosynthesis protein PurH	54.4703258226
UniRef50_Q9X0X6: Bifunctional purine biosynthesis protein PurH|unclassified	54.4703258226
UniRef50_UPI0003648A3B: hypothetical protein	54.4457566057
UniRef50_UPI0003648A3B: hypothetical protein|unclassified	54.4457566057
UniRef50_UPI000477286C: phosphoribosylaminoimidazole synthetase	54.2938556069
UniRef50_UPI000477286C: phosphoribosylaminoimidazole synthetase|unclassified	54.2938556069
UniRef50_UPI0003A935DD: phosphoribosylaminoimidazole synthetase	53.9851340811
UniRef50_UPI0003A935DD: phosphoribosylaminoimidazole synthetase|unclassified	53.9851340811
UniRef50_Q55037: FGAM synthetase (Fragment)	53.8878304046
UniRef50_Q55037: FGAM synthetase (Fragment)|unclassified	53.8878304046
UniRef50_Q8TY09: Phosphoribosylformylglycinamidine synthase 2	53.5647558860
UniRef50_Q8TY09: Phosphoribosylformylglycinamidine synthase 2|unclassified	53.5647558860
UniRef50_T0Z0I9: Phosphoribosylpyrophosphate synthetase	53.5092409040
UniRef50_T0Z0I9: Phosphoribosylpyrophosphate synthetase|unclassified	53.5092409040
UniRef50_UPI000444964B: YjgF-like protein	53.0997048102
UniRef50_UPI000444964B: YjgF-like protein|unclassified	53.0997048102
UniRef50_UPI0003B5217C: phosphoribosylamine--glycine ligase	52.8300151265
UniRef50_UPI0003B5217C: phosphoribosylamine--glycine ligase|unclassified	52.8300151265
UniRef50_UPI0003A59927: 3-carboxy-cis,cis-muconate cycloisomerase	52.7652125097
UniRef50_UPI0003A59927: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	52.7652125097
UniRef50_N9K873	52.2359654006
UniRef50_N9K873|unclassified	52.2359654006
UniRef50_Q21774: Adenylosuccinate lyase	51.5289048270
UniRef50_Q21774: Adenylosuccinate lyase|unclassified	51.5289048270
UniRef50_Q4J8G0: Phosphoribosylaminoimidazole-succinocarboxamide synthase	51.0996416578
UniRef50_Q4J8G0: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	51.0996416578
UniRef50_UPI0004254FA2: hypothetical protein	50.9901869224
UniRef50_UPI0004254FA2: hypothetical protein|unclassified	50.9901869224
UniRef50_UPI0004085870: phosphoribosylamine--glycine ligase	50.9291537188
UniRef50_UPI0004085870: phosphoribosylamine--glycine ligase|unclassified	50.9291537188
UniRef50_UPI0003717E93: phosphoribosylglycinamide synthetase	50.6558003443
UniRef50_UPI0003717E93: phosphoribosylglycinamide synthetase|unclassified	50.6558003443
UniRef50_UPI00039FDC30: IMP cyclohydrolase	50.5505865037
UniRef50_UPI00039FDC30: IMP cyclohydrolase|unclassified	50.5505865037
UniRef50_X1LCD9: Marine sediment metagenome DNA, contig: S06H3_L05303 (Fragment)	50.2959303400
UniRef50_X1LCD9: Marine sediment metagenome DNA, contig: S06H3_L05303 (Fragment)|unclassified	50.2959303400
UniRef50_A6VIG8: Phosphoribosylformylglycinamidine synthase 1	50.1304820915
UniRef50_A6VIG8: Phosphoribosylformylglycinamidine synthase 1|unclassified	50.1304820915
UniRef50_B0R7B4: Ribose-phosphate pyrophosphokinase	49.6843998802
UniRef50_B0R7B4: Ribose-phosphate pyrophosphokinase|unclassified	49.6843998802
UniRef50_X1H535: Marine sediment metagenome DNA, contig: S03H2_S14111 (Fragment)	49.6612299763
UniRef50_X1H535: Marine sediment metagenome DNA, contig: S03H2_S14111 (Fragment)|unclassified	49.6612299763
UniRef50_A0A038FKH8	49.3896870585
UniRef50_A0A038FKH8|unclassified	49.3896870585
UniRef50_X1QL65: Marine sediment metagenome DNA, contig: S06H3_S22072	49.2573951062
UniRef50_X1QL65: Marine sediment metagenome DNA, contig: S06H3_S22072|unclassified	49.2573951062
UniRef50_K2EE96	49.1325569979
UniRef50_K2EE96|unclassified	49.1325569979
UniRef50_G3LKX5: AT1G74260-like protein (Fragment)	48.5586493120
UniRef50_G3LKX5: AT1G74260-like protein (Fragment)|unclassified	48.5586493120
UniRef50_UPI000478BC0D: hypothetical protein	48.2692994644
UniRef50_UPI000478BC0D: hypothetical protein|unclassified	48.2692994644
UniRef50_Q8PUX3: Ribose-phosphate pyrophosphokinase	48.1945717557
UniRef50_Q8PUX3: Ribose-phosphate pyrophosphokinase|unclassified	48.1945717557
UniRef50_O27494: Phosphoribosylamine--glycine ligase	48.1843709419
UniRef50_O27494: Phosphoribosylamine--glycine ligase|unclassified	48.1843709419
UniRef50_UPI0003A66C96: hypothetical protein	48.0742612302
UniRef50_UPI0003A66C96: hypothetical protein|unclassified	48.0742612302
UniRef50_Q9HLY3: Phosphoribosylformylglycinamidine cyclo-ligase	47.6992749390
UniRef50_Q9HLY3: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	47.6992749390
UniRef50_E1MH23	47.3232638584
UniRef50_E1MH23|unclassified	47.3232638584
UniRef50_UPI0003734CCE: hypothetical protein	46.4238026350
UniRef50_UPI0003734CCE: hypothetical protein|unclassified	46.4238026350
