ID	PHYLLO09_pathabundance	PHYLLO10_pathabundance	PHYLLO11_pathabundance	PHYLLO12_pathabundance	PHYLLO13_pathabundance	PHYLLO14_pathabundance	PHYLLO15_pathabundance	PHYLLO16_pathabundance	PHYLLO17_pathabundance	PHYLLO18_pathabundance	PHYLLO19_pathabundance	PHYLLO20_pathabundance	PHYLLO21_pathabundance	PHYLLO22_pathabundance	PHYLLO23_pathabundance	PHYLLO24_pathabundance	PHYLLO25_pathabundance	PHYLLO26_pathabundance	PHYLLO27_pathabundance	PHYLLO28_pathabundance	PHYLLO29_pathabundance
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7390190208	0.0	0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Microbacterium.s__Microbacterium_testaceum	0.0	7.0678546377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0701274076	0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Pantoea.s__Pantoea_agglomerans	0.0	18.5179641053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Pseudomonas.s__Pseudomonas_psychrotolerans	3.4868049344	10.0860932963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	0.0	7.9543358510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5280990350	0.0
PWY-6182: superpathway of salicylate degradation	61.6847815495	6.8979718294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5193206660	0.0
PWY-621: sucrose degradation III (sucrose invertase)	8.6146591655	36.0448787748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0402373688	3.4096661653	4.8275145396	3.6056104490	11.7036942207	1.6225781964	0.0
PWY-621: sucrose degradation III (sucrose invertase)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7036942207	0.0	0.0
PWY-621: sucrose degradation III (sucrose invertase)|g__Pantoea.s__Pantoea_agglomerans	0.0	14.2093229866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6761079916	3.4096661653	2.2002703946	0.0	0.0	0.0	0.0
PWY-621: sucrose degradation III (sucrose invertase)|g__Pantoea.s__Pantoea_ananatis	0.0	3.2111948197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-621: sucrose degradation III (sucrose invertase)|g__Pseudomonas.s__Pseudomonas_putida	0.0	3.4146235320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	90.3421454526	909.5218298130	0.0	0.0	4.1785174915	0.0	5.1592553061	2.3771284107	0.0	0.0	0.0	0.0	2.4912776815	0.0	27.6123159469	1.6157467137	16.4189407610	25.0837576949	23.4381978039	128.1808862874	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	42.4662587373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0592235457	0.0	0.0	0.0	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Azospirillum.s__Azospirillum_lipoferum	1.8466880331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Corynebacterium.s__Corynebacterium_maris	0.0	1.9821818593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3795481980	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9559200247	0.0	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Microbacterium.s__Microbacterium_testaceum	0.0	39.3662758634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.3875045284	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.0	4.4994644173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4672467087	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Pantoea.s__Pantoea_ananatis	0.0	1.6746914085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Propionibacterium.s__Propionibacterium_acnes	4.9602339818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	14.2182106600	10.0408995282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5816759714	0.0	9.3747008421	15.1184632873	15.2108531608	48.0788009640	0.0
PWY-6305: putrescine biosynthesis IV	23.4272118354	41.9961080061	0.0	0.0	0.0	2.1997307501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3031710397	0.0	4.7354481433	0.0	2.0486630957	8.3340517709	0.0
PWY-6305: putrescine biosynthesis IV|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0125786164	0.0	0.0
PWY-6305: putrescine biosynthesis IV|g__Pantoea.s__Pantoea_agglomerans	0.0	14.3993037523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8724102258	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6305: putrescine biosynthesis IV|g__Pantoea.s__Pantoea_ananatis	0.0	2.9728984977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6305: putrescine biosynthesis IV|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2204987089	0.0
PWY-6305: putrescine biosynthesis IV|g__Pseudomonas.s__Pseudomonas_psychrotolerans	9.2000242968	16.9720101762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6305: putrescine biosynthesis IV|unclassified	0.0	0.0	0.0	0.0	0.0	2.1997307501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0846383512	0.0	0.0	5.9722214049	0.0
PWY-6313: serotonin degradation	28.4418296672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6313: serotonin degradation|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	22.9872465154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6317: galactose degradation I (Leloir pathway)	0.0	68.3312095669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2163437352	0.0	4.8807362595	0.0	9.4707511030	10.5453051032	0.0
PWY-6317: galactose degradation I (Leloir pathway)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7179594126	0.0	0.0
PWY-6317: galactose degradation I (Leloir pathway)|g__Pantoea.s__Pantoea_agglomerans	0.0	14.7257908851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7721314225	0.0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	96.6636216426	122.8268789904	0.0	0.0	3.7852736291	1.4851350575	0.0	4.2045656662	0.0	0.0	0.0	0.0	1.7441097372	0.0	17.4018787421	0.0	11.0059132443	20.4234050030	18.2665549201	58.5296278542	4.7534439090
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	3.7852736291	1.4851350575	0.0	1.1179429849	0.0	0.0	0.0	0.0	1.7441097372	0.0	8.7368616790	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	60.5014339756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2952484941	0.0	2.0583860831	0.0	0.0	0.0	0.0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	28.6902331682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|g__Pantoea.s__Pantoea_ananatis	0.0	1.1200907099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0641925815	0.0	0.0	0.0	0.0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	21.4332904892	22.4086642781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|unclassified	4.5100716992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3954054248	13.9616857787	12.4996796396	36.5876539299	4.7534439090
PWY-6353: purine nucleotides degradation II (aerobic)	0.0	107.3638926800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2628132248	0.0	8.1939216539	10.8384023279	18.2971706675	9.9718872644	0.0
PWY-6353: purine nucleotides degradation II (aerobic)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7759202629	0.0	0.0
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	0.0	8.7092469599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7041272805	0.0
PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1379218510	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	82.0997370581	667.2927300865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0860461991	0.0	8.8644127159	12.4970998626	12.4370299023	79.4804541600	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Acidovorax.s__Acidovorax_avenae	34.3022300591	119.1402598593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7246466269	0.0	1.7015566371	3.7025018882	0.0	32.1161179553	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Acidovorax.s__Acidovorax_citrulli	0.0	162.5551771751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	20.3761777666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5642326099	0.0	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Pantoea.s__Pantoea_agglomerans	0.0	13.1126854578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1923755986	0.0	0.0	0.0	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	8.8042954094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Pseudomonas.s__Pseudomonas_putida	0.0	4.0277973729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	76.6622150567	610.1264151463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.8276041655	0.0	9.2422420687	11.8840754962	11.3232518087	78.1461091300	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_avenae	31.2059766602	99.2035378280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.9876962606	0.0	1.5199847444	3.3645940950	0.0	28.3749873582	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_citrulli	0.0	151.4968100601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	18.5931077177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5945717827	0.0	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Pantoea.s__Pantoea_agglomerans	0.0	14.2825363170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3072422990	0.0	0.0	0.0	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	8.6557190922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_putida	0.0	3.9072090468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1866967770	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	4.0176748997	36.9513243105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5878823402	2.7658269786	0.0	0.0	5.6250332210	0.0	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6169855695	0.0	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Pantoea.s__Pantoea_agglomerans	0.0	12.8159982017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2032909319	2.7658269786	0.0	0.0	0.0	0.0	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Pantoea.s__Pantoea_ananatis	0.0	2.7375119923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.0	97.8561154241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6678385200	1.9257938144	0.0	0.0	0.0	0.0	0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Pantoea.s__Pantoea_agglomerans	0.0	13.9256481451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6527: stachyose degradation	5.0223751243	16.5304122803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3267862590	0.0	0.0	0.0	8.8761237123	16.1199542568	0.0
PWY-6527: stachyose degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1815313706	0.0	0.0
PWY-6527: stachyose degradation|unclassified	0.0	6.4255251698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9428041631	0.0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.0	22.9500854994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6549: L-glutamine biosynthesis III	16.7549600329	2.4457420589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6446427742	0.0	3.0114875796	6.9580192071	9.8505359310	27.0256965150	0.0
PWY-6549: L-glutamine biosynthesis III|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7415599786	0.0	20.0576407105	0.0
PWY-6608: guanosine nucleotides degradation III	0.0	94.5003154200	0.0	0.0	0.0	0.0	0.0	1.2869426357	0.0	0.0	0.0	0.0	0.0	0.0	13.2673148582	0.0	7.0087749638	7.7464193820	15.4080522010	4.1227732424	0.0
PWY-6608: guanosine nucleotides degradation III|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1229594194	0.0	0.0
PWY-6608: guanosine nucleotides degradation III|unclassified	0.0	9.6756183160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8056730854	0.0
PWY-6609: adenine and adenosine salvage III	12.4079743317	67.3142220421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3410739703	0.0	7.0229178941	10.7286611982	25.5579103722	38.6674263250	0.0
PWY-6609: adenine and adenosine salvage III|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.4456534541	0.0	0.0
PWY-6609: adenine and adenosine salvage III|g__Pantoea.s__Pantoea_agglomerans	0.0	14.5518599920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8264339373	0.0	0.0	0.0	0.0
PWY-6609: adenine and adenosine salvage III|g__Pantoea.s__Pantoea_ananatis	0.0	2.9899064626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6609: adenine and adenosine salvage III|unclassified	0.0	4.5073907952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.8061792686	10.6416765397	14.3008627749	0.0
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.0	47.3382120068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6628: superpathway of L-phenylalanine biosynthesis	24.0300963440	298.5426121413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.6840272452	0.0	7.9340282683	8.7186702915	0.0	57.8480365671	0.0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.0	12.6614616864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0703438214	0.0
PWY-6630: superpathway of L-tyrosine biosynthesis	18.1574971267	91.7375775676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1386399656	0.0	5.8343886087	0.0	0.0	21.6473058098	0.0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.0	17.7028658260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7363032712	0.0
PWY-6700: queuosine biosynthesis	87.1407636102	562.3433744137	0.0	0.0	5.6720635091	0.0	0.0	2.0175565118	0.0	0.0	0.0	0.0	0.0	0.0	17.9790289754	4.6670398664	6.4342472400	16.4488052438	15.8289284853	57.3071455333	0.0
PWY-6700: queuosine biosynthesis|g__Acidovorax.s__Acidovorax_citrulli	0.0	137.4734008230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	2.6273725851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3859287738	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	51.0197021249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4166033291	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	27.5615087579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis|g__Pseudomonas.s__Pseudomonas_psychrotolerans	5.2096145881	7.2740551137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis|g__Pseudomonas.s__Pseudomonas_putida	0.0	2.7996091432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis|unclassified	0.0	28.2668292184	0.0	0.0	2.5838773225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3136101116	9.0621645360	35.9959464256	0.0
PWY-6703: preQ0 biosynthesis	12.8894049734	27.1087858281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1818353329	8.3483862105	0.0
PWY-6703: preQ0 biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8780551769	0.0	0.0
PWY-6703: preQ0 biosynthesis|unclassified	6.8063749102	9.5188793074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5541072735	0.0
