# Gene Family	SampleBacterial_Chemotaxis_Abundance-RPKs
UniRef50_B1WQL3: Putative ribose ABC transporter	29.7266698092
UniRef50_B1WQL3: Putative ribose ABC transporter|unclassified	29.7266698092
UniRef50_UPI00037045CB: hypothetical protein	29.6893440304
UniRef50_UPI00037045CB: hypothetical protein|unclassified	29.6893440304
UniRef50_UPI00036E8808: hypothetical protein	29.6120531147
UniRef50_UPI00036E8808: hypothetical protein|unclassified	29.6120531147
UniRef50_UPI000382B05E: hypothetical protein	29.6078566687
UniRef50_UPI000382B05E: hypothetical protein|unclassified	29.6078566687
UniRef50_UPI00035F1BA7: hypothetical protein	29.5469391312
UniRef50_UPI00035F1BA7: hypothetical protein|unclassified	29.5469391312
UniRef50_W5XBY9: Sugar ABC transporter permease	29.5289688245
UniRef50_W5XBY9: Sugar ABC transporter permease|unclassified	29.5289688245
UniRef50_UPI00046AAE66: membrane protein, partial	29.4994760371
UniRef50_UPI00046AAE66: membrane protein, partial|unclassified	29.4994760371
UniRef50_UPI000478E7E7: flagellar motor switch protein FliM	29.4664181209
UniRef50_UPI000478E7E7: flagellar motor switch protein FliM|unclassified	29.4664181209
UniRef50_UPI00037B8EF1: hypothetical protein	29.4511907345
UniRef50_UPI00037B8EF1: hypothetical protein|unclassified	29.4511907345
UniRef50_G5HHB5	29.4074487756
UniRef50_G5HHB5|unclassified	29.4074487756
UniRef50_UPI00047DE7A6: histidine kinase	29.3825013374
UniRef50_UPI00047DE7A6: histidine kinase|unclassified	29.3825013374
UniRef50_UPI00025598C0: CheC, inhibitor of MCP methylation	29.3148750973
UniRef50_UPI00025598C0: CheC, inhibitor of MCP methylation|unclassified	29.3148750973
UniRef50_Q2KV65: Chemotaxis response regulator protein-glutamate methylesterase 1	29.2606194269
UniRef50_Q2KV65: Chemotaxis response regulator protein-glutamate methylesterase 1|unclassified	29.2606194269
UniRef50_J7W4R5	29.2429882432
UniRef50_J7W4R5|unclassified	29.2429882432
UniRef50_UPI0003B46F2A: ArsR family transcriptional regulator	29.2220415268
UniRef50_UPI0003B46F2A: ArsR family transcriptional regulator|unclassified	29.2220415268
UniRef50_UPI0003710984: hypothetical protein	29.2131431602
UniRef50_UPI0003710984: hypothetical protein|unclassified	29.2131431602
UniRef50_UPI000474AA5A: hypothetical protein, partial	29.1901083274
UniRef50_UPI000474AA5A: hypothetical protein, partial|unclassified	29.1901083274
UniRef50_Q2YC79: Chemotaxis response regulator protein-glutamate methylesterase	29.1765188937
UniRef50_Q2YC79: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	29.1765188937
UniRef50_U5MVQ9: D-galactose-binding periplasmic protein MglB	29.1665859060
UniRef50_U5MVQ9: D-galactose-binding periplasmic protein MglB|unclassified	29.1665859060
UniRef50_UPI00039B1952: chemotaxis protein	28.9604829262
UniRef50_UPI00039B1952: chemotaxis protein|unclassified	28.9604829262
UniRef50_Q3A8N0: Protein phosphoaspartate phosphatase CheX associated with MCPs of class 40H	28.9374884933
UniRef50_Q3A8N0: Protein phosphoaspartate phosphatase CheX associated with MCPs of class 40H|unclassified	28.9374884933
UniRef50_D6LSZ2	28.8813068686
UniRef50_D6LSZ2|unclassified	28.8813068686
UniRef50_B9TD72	28.8475931586
UniRef50_B9TD72|unclassified	28.8475931586
UniRef50_W4T1U1	28.8451874188
UniRef50_W4T1U1|unclassified	28.8451874188
UniRef50_UPI00047B81D3: chemotaxis protein CheR	28.8187173824
UniRef50_UPI00047B81D3: chemotaxis protein CheR|unclassified	28.8187173824
UniRef50_UPI000263070C: chemotaxis protein CheW	28.8015840752
UniRef50_UPI000263070C: chemotaxis protein CheW|unclassified	28.8015840752
UniRef50_UPI00035DF7A6: hypothetical protein	28.7672208306
UniRef50_UPI00035DF7A6: hypothetical protein|unclassified	28.7672208306
UniRef50_UPI0003812CC3: hypothetical protein	28.7342667746
UniRef50_UPI0003812CC3: hypothetical protein|unclassified	28.7342667746
UniRef50_E7NUV6	28.7302065732
UniRef50_E7NUV6|unclassified	28.7302065732
UniRef50_UPI00037FFFA5: hypothetical protein	28.7036218276
UniRef50_UPI00037FFFA5: hypothetical protein|unclassified	28.7036218276
UniRef50_UPI00037ED6A8: hypothetical protein	28.6958341651
UniRef50_UPI00037ED6A8: hypothetical protein|unclassified	28.6958341651
UniRef50_UPI0003B5C7CC: histidine kinase	28.6839852535
UniRef50_UPI0003B5C7CC: histidine kinase|unclassified	28.6839852535
UniRef50_C2SI74: Flagellar motor switch protein	28.6815638322
UniRef50_C2SI74: Flagellar motor switch protein|unclassified	28.6815638322
UniRef50_A1WIH3: Periplasmic binding protein/LacI transcriptional regulator	28.6802721912
UniRef50_A1WIH3: Periplasmic binding protein/LacI transcriptional regulator|unclassified	28.6802721912
UniRef50_UPI00016A2A79: CheB methylesterase	28.5926115395
UniRef50_UPI00016A2A79: CheB methylesterase|unclassified	28.5926115395
UniRef50_UPI0004771C14: hypothetical protein	28.5455020396
UniRef50_UPI0004771C14: hypothetical protein|unclassified	28.5455020396
UniRef50_W4SUW2	28.5405674983
UniRef50_W4SUW2|unclassified	28.5405674983
UniRef50_O83639: Chemotaxis response regulator protein-glutamate methylesterase	28.4831922522
UniRef50_O83639: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	28.4831922522
UniRef50_B3PIZ9: Methyl-accepting chemotaxis protein	28.4679997259
UniRef50_B3PIZ9: Methyl-accepting chemotaxis protein|unclassified	28.4679997259
UniRef50_A6LXY0: D-galactose-binding periplasmic protein	28.4364311855
UniRef50_A6LXY0: D-galactose-binding periplasmic protein|unclassified	28.4364311855
UniRef50_UPI0003728A77: hypothetical protein	28.4195423216
UniRef50_UPI0003728A77: hypothetical protein|unclassified	28.4195423216
UniRef50_UPI000262B19C: methyl-accepting chemotaxis protein, partial	28.3621461623
UniRef50_UPI000262B19C: methyl-accepting chemotaxis protein, partial|unclassified	28.3621461623
UniRef50_UPI0002DE914A: chemotaxis protein	28.3431196670
UniRef50_UPI0002DE914A: chemotaxis protein|unclassified	28.3431196670
UniRef50_A0A011QD54	28.3365562502
UniRef50_A0A011QD54|unclassified	28.3365562502
UniRef50_W1JHY1	28.3255432722
UniRef50_W1JHY1|unclassified	28.3255432722
UniRef50_UPI00036D25A1: hypothetical protein	28.2828553704
UniRef50_UPI00036D25A1: hypothetical protein|unclassified	28.2828553704
UniRef50_UPI00046CF3D5: hypothetical protein, partial	28.2693893747
UniRef50_UPI00046CF3D5: hypothetical protein, partial|unclassified	28.2693893747
UniRef50_UPI0003B712CE: histidine kinase	28.2402248840
UniRef50_UPI0003B712CE: histidine kinase|unclassified	28.2402248840
UniRef50_A0L8I3: Inhibitor of MCP methylation-like protein	28.2274053974
UniRef50_A0L8I3: Inhibitor of MCP methylation-like protein|unclassified	28.2274053974
UniRef50_UPI00039E92B0: SAM-dependent methlyltransferase	28.2014115341
UniRef50_UPI00039E92B0: SAM-dependent methlyltransferase|unclassified	28.2014115341
UniRef50_B1Y299: Periplasmic binding protein/LacI transcriptional regulator	28.1612236867
UniRef50_B1Y299: Periplasmic binding protein/LacI transcriptional regulator|unclassified	28.1612236867
UniRef50_X3Z2Z3	28.0284917061
UniRef50_X3Z2Z3|unclassified	28.0284917061
UniRef50_UPI0004776CEB: hypothetical protein, partial	27.9996339539
UniRef50_UPI0004776CEB: hypothetical protein, partial|unclassified	27.9996339539
UniRef50_UPI0002627AE9: protein-glutamate O-methyltransferase	27.9792319591
UniRef50_UPI0002627AE9: protein-glutamate O-methyltransferase|unclassified	27.9792319591
UniRef50_UPI000381AD4A: hypothetical protein	27.9752938188
UniRef50_UPI000381AD4A: hypothetical protein|unclassified	27.9752938188
UniRef50_C6NYH0: Flagellar motor switch protein fliG	27.8987418558
UniRef50_C6NYH0: Flagellar motor switch protein fliG|unclassified	27.8987418558
UniRef50_A1WN14: ABC transporter substrate-binding protein	27.8108362784
UniRef50_A1WN14: ABC transporter substrate-binding protein|unclassified	27.8108362784
UniRef50_UPI0003B61A9F: chemotaxis protein B	27.7789971591
UniRef50_UPI0003B61A9F: chemotaxis protein B|unclassified	27.7789971591
UniRef50_UPI000368D049: hypothetical protein	27.7519257384
UniRef50_UPI000368D049: hypothetical protein|unclassified	27.7519257384
UniRef50_C7LN70: Chemotaxis protein CheX, putative	27.7150325274
UniRef50_C7LN70: Chemotaxis protein CheX, putative|unclassified	27.7150325274
UniRef50_E6W2X3: CheC domain protein	27.6480659933
UniRef50_E6W2X3: CheC domain protein|unclassified	27.6480659933
UniRef50_J8USV9	27.5254978821
UniRef50_J8USV9|unclassified	27.5254978821
UniRef50_I9C1Z6: Methyl-accepting chemotaxis protein (Fragment)	27.4923673044
UniRef50_I9C1Z6: Methyl-accepting chemotaxis protein (Fragment)|unclassified	27.4923673044
UniRef50_UPI0004638C7F: hypothetical protein	27.4018454895
UniRef50_UPI0004638C7F: hypothetical protein|unclassified	27.4018454895
UniRef50_UPI0003B2ED62: chemotaxis protein	27.3849827755
UniRef50_UPI0003B2ED62: chemotaxis protein|unclassified	27.3849827755
UniRef50_UPI00029A5322: Che family two-component system response regulator	27.3300813304
UniRef50_UPI00029A5322: Che family two-component system response regulator|unclassified	27.3300813304
UniRef50_UPI00046604A4: histidine kinase	27.1660935219
UniRef50_UPI00046604A4: histidine kinase|unclassified	27.1660935219
UniRef50_UPI0004785D28: membrane protein	27.1651672333
UniRef50_UPI0004785D28: membrane protein|unclassified	27.1651672333
UniRef50_UPI0001BF5FD5: hypothetical protein SMAC_10302, partial	27.1534287270
UniRef50_UPI0001BF5FD5: hypothetical protein SMAC_10302, partial|unclassified	27.1534287270
UniRef50_UPI00036FD1D7: hypothetical protein	27.1296295442
UniRef50_UPI00036FD1D7: hypothetical protein|unclassified	27.1296295442
UniRef50_Q3ADG9: Chemotaxis response regulator protein-glutamate methylesterase 1	27.0854444288
UniRef50_Q3ADG9: Chemotaxis response regulator protein-glutamate methylesterase 1|unclassified	27.0854444288
UniRef50_R9LI97: Chemotaxis protein CheX	27.0467355442
UniRef50_R9LI97: Chemotaxis protein CheX|unclassified	27.0467355442
UniRef50_UPI000467189F: hypothetical protein	27.0333873898
UniRef50_UPI000467189F: hypothetical protein|unclassified	27.0333873898
UniRef50_UPI0002558FA5: chemotaxis protein CheD	27.0261527434
UniRef50_UPI0002558FA5: chemotaxis protein CheD|unclassified	27.0261527434
UniRef50_UPI000255A313: methyl-accepting chemotaxis protein signaling domain-containing protein	26.9103643019
UniRef50_UPI000255A313: methyl-accepting chemotaxis protein signaling domain-containing protein|unclassified	26.9103643019
UniRef50_UPI00037938EA: hypothetical protein	26.8606594372
UniRef50_UPI00037938EA: hypothetical protein|unclassified	26.8606594372
UniRef50_S4YMM4: Rhizopine-binding protein	26.7234886683
UniRef50_S4YMM4: Rhizopine-binding protein|unclassified	26.7234886683
UniRef50_A5XRE6	26.7220541582
UniRef50_A5XRE6|unclassified	26.7220541582
UniRef50_UPI00034A9E20: hypothetical protein	26.7046215388
UniRef50_UPI00034A9E20: hypothetical protein|unclassified	26.7046215388
UniRef50_UPI00037E6922: hypothetical protein	26.6817020241
UniRef50_UPI00037E6922: hypothetical protein|unclassified	26.6817020241
UniRef50_Q0BAE1: Monosaccharide ABC transporter substrate-binding protein, CUT2 family	26.6768529730
UniRef50_Q0BAE1: Monosaccharide ABC transporter substrate-binding protein, CUT2 family|unclassified	26.6768529730
UniRef50_A0A011QVR5	26.5667623977
UniRef50_A0A011QVR5|unclassified	26.5667623977
UniRef50_A1ALI8	26.5647549264
UniRef50_A1ALI8|unclassified	26.5647549264
UniRef50_UPI000369D74C: hypothetical protein	26.5581600089
UniRef50_UPI000369D74C: hypothetical protein|unclassified	26.5581600089
UniRef50_UPI00016C0EF6: CheC, inhibitor of MCP methylation	26.5472256486
UniRef50_UPI00016C0EF6: CheC, inhibitor of MCP methylation|unclassified	26.5472256486
UniRef50_W9TJ36	26.5379350537
UniRef50_W9TJ36|unclassified	26.5379350537
UniRef50_UPI0004748547: transcriptional regulator	26.5293333063
UniRef50_UPI0004748547: transcriptional regulator|unclassified	26.5293333063
UniRef50_Q74E20: Probable chemoreceptor glutamine deamidase CheD 2	26.4820243786
UniRef50_Q74E20: Probable chemoreceptor glutamine deamidase CheD 2|unclassified	26.4820243786
UniRef50_UPI0004765BC6: hypothetical protein, partial	26.4749848994
UniRef50_UPI0004765BC6: hypothetical protein, partial|unclassified	26.4749848994
UniRef50_UPI0003719287: hypothetical protein	26.3342994620
UniRef50_UPI0003719287: hypothetical protein|unclassified	26.3342994620
UniRef50_UPI00040D4F76: hypothetical protein	26.3220808605
UniRef50_UPI00040D4F76: hypothetical protein|unclassified	26.3220808605
UniRef50_E1VFP2: D-ribose periplasmic binding protein	26.2342816187
UniRef50_E1VFP2: D-ribose periplasmic binding protein|unclassified	26.2342816187
UniRef50_D9ST76: Periplasmic binding protein/LacI transcriptional regulator	26.0356286077
UniRef50_D9ST76: Periplasmic binding protein/LacI transcriptional regulator|unclassified	26.0356286077
UniRef50_C8WZ26: Inhibitor of MCP methylation, CheC-like protein	26.0146197140
UniRef50_C8WZ26: Inhibitor of MCP methylation, CheC-like protein|unclassified	26.0146197140
UniRef50_UPI00026C9C58: chemotaxis protein CheB, partial	26.0012776878
UniRef50_UPI00026C9C58: chemotaxis protein CheB, partial|unclassified	26.0012776878
UniRef50_V5ZKL1	25.9835022868
UniRef50_V5ZKL1|unclassified	25.9835022868
UniRef50_E5ZYG5	25.9731920073
UniRef50_E5ZYG5|unclassified	25.9731920073
UniRef50_UPI00036ACF18: hypothetical protein	25.9533680834
UniRef50_UPI00036ACF18: hypothetical protein|unclassified	25.9533680834
UniRef50_UPI000366A3CD: hypothetical protein	25.9310276928
UniRef50_UPI000366A3CD: hypothetical protein|unclassified	25.9310276928
UniRef50_Q2LR65: Chemotaxis response regulator protein-glutamate methylesterase 1	25.9222777773
UniRef50_Q2LR65: Chemotaxis response regulator protein-glutamate methylesterase 1|unclassified	25.9222777773
UniRef50_UPI00016A6A46: MCP methyltransferase, CheR-type, partial	25.9126523701
UniRef50_UPI00016A6A46: MCP methyltransferase, CheR-type, partial|unclassified	25.9126523701
UniRef50_UPI0002625F55: winged helix family two component transcriptional regulator	25.8565480866
UniRef50_UPI0002625F55: winged helix family two component transcriptional regulator|unclassified	25.8565480866
UniRef50_UPI000400F0E0: chemotaxis protein CheR	25.8340814810
UniRef50_UPI000400F0E0: chemotaxis protein CheR|unclassified	25.8340814810
UniRef50_UPI00037F37CE: hypothetical protein	25.7649366491
UniRef50_UPI00037F37CE: hypothetical protein|unclassified	25.7649366491
UniRef50_UPI00046CD4AF: chemotaxis protein	25.7571223480
UniRef50_UPI00046CD4AF: chemotaxis protein|unclassified	25.7571223480
UniRef50_UPI00047E80CF: hypothetical protein	25.6568417507
UniRef50_UPI00047E80CF: hypothetical protein|unclassified	25.6568417507
UniRef50_UPI000395D07B: chemotaxis protein CheY	25.6014688885
UniRef50_UPI000395D07B: chemotaxis protein CheY|unclassified	25.6014688885
UniRef50_V4R308	25.5995780518
UniRef50_V4R308|unclassified	25.5995780518
UniRef50_UPI00034688AC: chemotaxis protein CheA	25.5887865005
UniRef50_UPI00034688AC: chemotaxis protein CheA|unclassified	25.5887865005
UniRef50_K8CCH7	25.5694115389
UniRef50_K8CCH7|unclassified	25.5694115389
UniRef50_UPI000462E95C: hypothetical protein, partial	25.5134236237
UniRef50_UPI000462E95C: hypothetical protein, partial|unclassified	25.5134236237
UniRef50_G7Q506: Cache type 2 domain protein	25.3588870333
UniRef50_G7Q506: Cache type 2 domain protein|unclassified	25.3588870333
UniRef50_UPI0003760929: hypothetical protein, partial	25.3472045451
UniRef50_UPI0003760929: hypothetical protein, partial|unclassified	25.3472045451
UniRef50_UPI00037B395A: hypothetical protein	25.3033571781
UniRef50_UPI00037B395A: hypothetical protein|unclassified	25.3033571781
UniRef50_UPI0003763223: hypothetical protein	25.2711669809
UniRef50_UPI0003763223: hypothetical protein|unclassified	25.2711669809
UniRef50_M1LUI1: D-galactose-binding periplasmic protein MglB	25.2440355707
UniRef50_M1LUI1: D-galactose-binding periplasmic protein MglB|unclassified	25.2440355707
UniRef50_UPI00016C37CA: chemotaxis protein methyltransferase CheR	25.1990555473
UniRef50_UPI00016C37CA: chemotaxis protein methyltransferase CheR|unclassified	25.1990555473
UniRef50_UPI000225AF4B: chemotaxis-specific methylesterase	25.1712146703
UniRef50_UPI000225AF4B: chemotaxis-specific methylesterase|unclassified	25.1712146703
UniRef50_A0L858: Cache, type 2 domain protein	25.1487882235
UniRef50_A0L858: Cache, type 2 domain protein|unclassified	25.1487882235
UniRef50_UPI00047B784E: hypothetical protein	25.1402717342
UniRef50_UPI00047B784E: hypothetical protein|unclassified	25.1402717342
UniRef50_UPI000345B9CD: hypothetical protein	25.1138474230
UniRef50_UPI000345B9CD: hypothetical protein|unclassified	25.1138474230
UniRef50_UPI0004763CF8: hypothetical protein	25.0520626740
UniRef50_UPI0004763CF8: hypothetical protein|unclassified	25.0520626740
UniRef50_D6U282	25.0402098387
UniRef50_D6U282|unclassified	25.0402098387
UniRef50_UPI0002630710: chemotaxis protein CheY	25.0347179893
UniRef50_UPI0002630710: chemotaxis protein CheY|unclassified	25.0347179893
UniRef50_Q24T61: Chemotaxis response regulator protein-glutamate methylesterase	25.0038539881
UniRef50_Q24T61: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	25.0038539881
UniRef50_F2EWY0	24.9499680677
UniRef50_F2EWY0|unclassified	24.9499680677
UniRef50_UPI00045E6B5A: chemotaxis protein CheA	24.9071141942
UniRef50_UPI00045E6B5A: chemotaxis protein CheA|unclassified	24.9071141942
UniRef50_UPI0003B6BA2C: chemotaxis protein CheY	24.8374799964
UniRef50_UPI0003B6BA2C: chemotaxis protein CheY|unclassified	24.8374799964
UniRef50_UPI0004765B52: sugar ABC transporter substrate-binding protein	24.8065005528
UniRef50_UPI0004765B52: sugar ABC transporter substrate-binding protein|unclassified	24.8065005528
UniRef50_A6LXH7: D-galactose-binding periplasmic protein	24.7823379179
UniRef50_A6LXH7: D-galactose-binding periplasmic protein|unclassified	24.7823379179
UniRef50_UPI000364F305: hypothetical protein	24.7302540647
UniRef50_UPI000364F305: hypothetical protein|unclassified	24.7302540647
UniRef50_K1NS26	24.7179475059
UniRef50_K1NS26|unclassified	24.7179475059
UniRef50_D2TE32: Methyl-accepting chemotaxis serine transducer	24.6780370574
UniRef50_D2TE32: Methyl-accepting chemotaxis serine transducer|unclassified	24.6780370574
UniRef50_UPI000375D628: hypothetical protein	24.6555820283
UniRef50_UPI000375D628: hypothetical protein|unclassified	24.6555820283
UniRef50_UPI000466D982: hypothetical protein	24.6479162832
UniRef50_UPI000466D982: hypothetical protein|unclassified	24.6479162832
UniRef50_A0A022GW88: Chemotaxis protein (Fragment)	24.6363253478
UniRef50_A0A022GW88: Chemotaxis protein (Fragment)|unclassified	24.6363253478
UniRef50_M1MVA2: D-galactose-binding periplasmic protein MglB	24.6132425681
UniRef50_M1MVA2: D-galactose-binding periplasmic protein MglB|unclassified	24.6132425681
UniRef50_B1G388: Periplasmic binding protein/LacI transcriptional regulator	24.5706562197
UniRef50_B1G388: Periplasmic binding protein/LacI transcriptional regulator|unclassified	24.5706562197
UniRef50_UPI0003B310A9: chemotaxis protein CheY	24.5460582978
UniRef50_UPI0003B310A9: chemotaxis protein CheY|unclassified	24.5460582978
UniRef50_UPI00047EAD63: hypothetical protein	24.5005746065
UniRef50_UPI00047EAD63: hypothetical protein|unclassified	24.5005746065
UniRef50_UPI0003B6CE3E: chemotaxis protein CheA	24.4777153372
UniRef50_UPI0003B6CE3E: chemotaxis protein CheA|unclassified	24.4777153372
UniRef50_UPI00037837AD: hypothetical protein	24.4716389579
UniRef50_UPI00037837AD: hypothetical protein|unclassified	24.4716389579
UniRef50_UPI0003600851: hypothetical protein	24.4254679136
UniRef50_UPI0003600851: hypothetical protein|unclassified	24.4254679136
UniRef50_E8RH14: CheC domain protein	24.4213826880
UniRef50_E8RH14: CheC domain protein|unclassified	24.4213826880
UniRef50_UPI00016C3A39: multi-sensor hybrid histidine kinase	24.3164784142
UniRef50_UPI00016C3A39: multi-sensor hybrid histidine kinase|unclassified	24.3164784142
UniRef50_G8LHY7	24.3161784077
UniRef50_G8LHY7|unclassified	24.3161784077
UniRef50_D1BD03: Monosaccharide-binding protein	24.2224720489
UniRef50_D1BD03: Monosaccharide-binding protein|unclassified	24.2224720489
UniRef50_UPI00026276F2: chemotaxis protein	24.1450177655
UniRef50_UPI00026276F2: chemotaxis protein|unclassified	24.1450177655
UniRef50_UPI0003608D8E: hypothetical protein	24.0971624905
UniRef50_UPI0003608D8E: hypothetical protein|unclassified	24.0971624905
UniRef50_UPI00036415E8: hypothetical protein, partial	24.0653820883
UniRef50_UPI00036415E8: hypothetical protein, partial|unclassified	24.0653820883
UniRef50_UPI0003634324: hypothetical protein	24.0488218404
UniRef50_UPI0003634324: hypothetical protein|unclassified	24.0488218404
UniRef50_K8BA66: Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	24.0425069573
UniRef50_K8BA66: Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)|unclassified	24.0425069573
UniRef50_UPI0003690D06: hypothetical protein	24.0340279518
UniRef50_UPI0003690D06: hypothetical protein|unclassified	24.0340279518
UniRef50_UPI0003649806: hypothetical protein	24.0042155052
UniRef50_UPI0003649806: hypothetical protein|unclassified	24.0042155052
UniRef50_N1ZN82	23.9938389721
UniRef50_N1ZN82|unclassified	23.9938389721
UniRef50_B3E7P9: Probable chemoreceptor glutamine deamidase CheD	23.9925782516
UniRef50_B3E7P9: Probable chemoreceptor glutamine deamidase CheD|unclassified	23.9925782516
UniRef50_UPI00046D2A0A: hypothetical protein	23.9570134941
UniRef50_UPI00046D2A0A: hypothetical protein|unclassified	23.9570134941
UniRef50_V5ZWF9: ABC transporter, substrate-binding protein	23.8981642653
UniRef50_V5ZWF9: ABC transporter, substrate-binding protein|unclassified	23.8981642653
UniRef50_W4T0M1	23.8977793686
UniRef50_W4T0M1|unclassified	23.8977793686
UniRef50_N6U5R6	23.7114469333
UniRef50_N6U5R6|unclassified	23.7114469333
UniRef50_UPI00034C06E7: hypothetical protein	23.6934405707
UniRef50_UPI00034C06E7: hypothetical protein|unclassified	23.6934405707
UniRef50_R1AY75	23.5920337330
UniRef50_R1AY75|unclassified	23.5920337330
UniRef50_K7ZZT0: Methyl-accepting chemotaxis protein III (ribose and galactose chemoreceptor protein)	23.5642774383
UniRef50_K7ZZT0: Methyl-accepting chemotaxis protein III (ribose and galactose chemoreceptor protein)|unclassified	23.5642774383
UniRef50_UPI00036E6726: hypothetical protein	23.5330054677
UniRef50_UPI00036E6726: hypothetical protein|unclassified	23.5330054677
UniRef50_UPI000467688D: chemotaxis protein CheA, partial	23.4416472473
UniRef50_UPI000467688D: chemotaxis protein CheA, partial|unclassified	23.4416472473
UniRef50_F2LTK7: CheC domain protein	23.4030978776
UniRef50_F2LTK7: CheC domain protein|unclassified	23.4030978776
UniRef50_UPI000477854A: chemotaxis protein CheD	23.3866971543
UniRef50_UPI000477854A: chemotaxis protein CheD|unclassified	23.3866971543
UniRef50_K2EGT3	23.3826211239
UniRef50_K2EGT3|unclassified	23.3826211239
UniRef50_UPI00036F8DE9: hypothetical protein	23.3067945244
UniRef50_UPI00036F8DE9: hypothetical protein|unclassified	23.3067945244
UniRef50_UPI0004679F1B: hypothetical protein	23.2599538638
UniRef50_UPI0004679F1B: hypothetical protein|unclassified	23.2599538638
UniRef50_B9THB8	23.2368028215
UniRef50_B9THB8|unclassified	23.2368028215
UniRef50_UPI000473674D: hypothetical protein, partial	23.2273455621
UniRef50_UPI000473674D: hypothetical protein, partial|unclassified	23.2273455621
UniRef50_UPI00034B2B54: hypothetical protein	23.2132573210
UniRef50_UPI00034B2B54: hypothetical protein|unclassified	23.2132573210
UniRef50_UPI00016C54D0: signal transduction histidine kinase with CheB and CheR activity	23.2031414549
UniRef50_UPI00016C54D0: signal transduction histidine kinase with CheB and CheR activity|unclassified	23.2031414549
UniRef50_K2DH14	23.1887962412
UniRef50_K2DH14|unclassified	23.1887962412
UniRef50_C5BSI5	23.1591962463
UniRef50_C5BSI5|unclassified	23.1591962463
UniRef50_R5GWR9	23.1303935973
UniRef50_R5GWR9|unclassified	23.1303935973
UniRef50_M1MMR1: D-galactose-binding periplasmic protein MglB	23.0830635661
UniRef50_M1MMR1: D-galactose-binding periplasmic protein MglB|unclassified	23.0830635661
UniRef50_W4SUJ9	23.0755644320
UniRef50_W4SUJ9|unclassified	23.0755644320
UniRef50_Q8Q009: Chemotaxis response regulator protein-glutamate methylesterase of group 1 operon	23.0635791334
UniRef50_Q8Q009: Chemotaxis response regulator protein-glutamate methylesterase of group 1 operon|unclassified	23.0635791334
UniRef50_UPI0003173EF9: chemotaxis protein	22.9932087371
UniRef50_UPI0003173EF9: chemotaxis protein|unclassified	22.9932087371
UniRef50_UPI000378494C: hypothetical protein	22.9581651341
UniRef50_UPI000378494C: hypothetical protein|unclassified	22.9581651341
UniRef50_UPI0003670BBF: hypothetical protein	22.9094057256
UniRef50_UPI0003670BBF: hypothetical protein|unclassified	22.9094057256
UniRef50_M8JKB9: D-galactose-binding periplasmic protein	22.7939256719
UniRef50_M8JKB9: D-galactose-binding periplasmic protein|unclassified	22.7939256719
UniRef50_K8DLA0: Methyl-accepting chemotaxis protein	22.7263397610
UniRef50_K8DLA0: Methyl-accepting chemotaxis protein|unclassified	22.7263397610
UniRef50_UPI0001B42546: flagellar motor switch protein FliM	22.6910983028
UniRef50_UPI0001B42546: flagellar motor switch protein FliM|unclassified	22.6910983028
UniRef50_H3RCI7	22.6290515586
UniRef50_H3RCI7|unclassified	22.6290515586
UniRef50_UPI000367EBA5: hypothetical protein, partial	22.6230241269
UniRef50_UPI000367EBA5: hypothetical protein, partial|unclassified	22.6230241269
UniRef50_UPI00037A045E: hypothetical protein	22.6198556842
UniRef50_UPI00037A045E: hypothetical protein|unclassified	22.6198556842
UniRef50_X5P4J8: Sugar ABC transporter substrate-binding protein	22.5501556930
UniRef50_X5P4J8: Sugar ABC transporter substrate-binding protein|unclassified	22.5501556930
UniRef50_UPI0003B59490: chemotaxis protein CheY	22.4952558349
UniRef50_UPI0003B59490: chemotaxis protein CheY|unclassified	22.4952558349
UniRef50_J3QI67	22.4946051735
UniRef50_J3QI67|unclassified	22.4946051735
UniRef50_D9SUT1: D-galactose-binding periplasmic protein	22.4794635406
UniRef50_D9SUT1: D-galactose-binding periplasmic protein|unclassified	22.4794635406
UniRef50_UPI0004632434: hypothetical protein	22.4650203916
UniRef50_UPI0004632434: hypothetical protein|unclassified	22.4650203916
UniRef50_UPI0003B3AD0F: methyl-accepting chemotaxis protein	22.3099230650
UniRef50_UPI0003B3AD0F: methyl-accepting chemotaxis protein|unclassified	22.3099230650
UniRef50_UPI00046CE820: hypothetical protein	22.2899330101
UniRef50_UPI00046CE820: hypothetical protein|unclassified	22.2899330101
UniRef50_D7I171: Methyl-accepting chemotaxis protein	22.2887489624
UniRef50_D7I171: Methyl-accepting chemotaxis protein|unclassified	22.2887489624
UniRef50_UPI00036FF191: hypothetical protein	22.2548724206
UniRef50_UPI00036FF191: hypothetical protein|unclassified	22.2548724206
UniRef50_UPI000366550E: hypothetical protein	22.2280771063
UniRef50_UPI000366550E: hypothetical protein|unclassified	22.2280771063
UniRef50_UPI00046D707A: hypothetical protein	22.2257039480
UniRef50_UPI00046D707A: hypothetical protein|unclassified	22.2257039480
UniRef50_U5MMM3: D-galactose-binding periplasmic protein MglB	22.2204758208
UniRef50_U5MMM3: D-galactose-binding periplasmic protein MglB|unclassified	22.2204758208
