# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-RPKs
UniRef50_UPI000471FAF2: hypothetical protein|unclassified	82.6108899901
UniRef50_UPI0003B6E092: phosphopantetheine adenylyltransferase	82.5763922075
UniRef50_UPI0003B6E092: phosphopantetheine adenylyltransferase|unclassified	82.5763922075
UniRef50_Q18GT4: Ketol-acid reductoisomerase	82.5152436791
UniRef50_Q18GT4: Ketol-acid reductoisomerase|unclassified	82.5152436791
UniRef50_UPI000255F52F: dephospho-CoA kinase/protein folding accessory domain-containing protein	82.4956682271
UniRef50_UPI000255F52F: dephospho-CoA kinase/protein folding accessory domain-containing protein|unclassified	82.4956682271
UniRef50_Q3JEA9: Dephospho-CoA kinase	82.4630407428
UniRef50_Q3JEA9: Dephospho-CoA kinase|unclassified	82.4630407428
UniRef50_Q2RHF1: Dephospho-CoA kinase	82.2979464583
UniRef50_Q2RHF1: Dephospho-CoA kinase|unclassified	82.2979464583
UniRef50_UPI00016C0748: pantetheine-phosphate adenylyltransferase	82.1556780215
UniRef50_UPI00016C0748: pantetheine-phosphate adenylyltransferase|unclassified	82.1556780215
UniRef50_UPI0003742D03: hypothetical protein	81.9620170322
UniRef50_UPI0003742D03: hypothetical protein|unclassified	81.9620170322
UniRef50_UPI0002EFA58C: hypothetical protein	81.8544819520
UniRef50_UPI0002EFA58C: hypothetical protein|unclassified	81.8544819520
UniRef50_UPI0002627B86: phosphopantothenoylcysteine decarboxylase	81.8428464898
UniRef50_UPI0002627B86: phosphopantothenoylcysteine decarboxylase|unclassified	81.8428464898
UniRef50_Q46I08: Dephospho-CoA kinase	81.6762712040
UniRef50_Q46I08: Dephospho-CoA kinase|unclassified	81.6762712040
UniRef50_UPI00036D0844: hypothetical protein	81.4953245013
UniRef50_UPI00036D0844: hypothetical protein|unclassified	81.4953245013
UniRef50_B2KBD0: Type III pantothenate kinase	81.3467189086
UniRef50_B2KBD0: Type III pantothenate kinase|unclassified	81.3467189086
UniRef50_Q8D2A6: Pantothenate synthetase	81.2842038936
UniRef50_Q8D2A6: Pantothenate synthetase|unclassified	81.2842038936
UniRef50_B1GZJ9: Pantothenate synthetase	81.1684666777
UniRef50_B1GZJ9: Pantothenate synthetase|unclassified	81.1684666777
UniRef50_Q9FKB3: Pantoate--beta-alanine ligase	81.0917020434
UniRef50_Q9FKB3: Pantoate--beta-alanine ligase|unclassified	81.0917020434
UniRef50_UPI0003758B5F: hypothetical protein	81.0737049900
UniRef50_UPI0003758B5F: hypothetical protein|unclassified	81.0737049900
UniRef50_UPI0003B631EB: hypothetical protein, partial	80.9821469685
UniRef50_UPI0003B631EB: hypothetical protein, partial|unclassified	80.9821469685
UniRef50_X2NCQ8	80.9602812903
UniRef50_X2NCQ8|unclassified	80.9602812903
UniRef50_UPI00041CFD0A: hypothetical protein	80.6802051998
UniRef50_UPI00041CFD0A: hypothetical protein|unclassified	80.6802051998
UniRef50_Q73MY1: Phosphopantetheine adenylyltransferase	80.1962853007
UniRef50_Q73MY1: Phosphopantetheine adenylyltransferase|unclassified	80.1962853007
UniRef50_UPI0003B4E17B: pantothenate metabolism flavoprotein	79.4075385274
UniRef50_UPI0003B4E17B: pantothenate metabolism flavoprotein|unclassified	79.4075385274
UniRef50_UPI0004713C39: dephospho-CoA kinase, partial	78.8718609979
UniRef50_UPI0004713C39: dephospho-CoA kinase, partial|unclassified	78.8718609979
UniRef50_Q31DD4: Dephospho-CoA kinase	78.4643169587
UniRef50_Q31DD4: Dephospho-CoA kinase|unclassified	78.4643169587
UniRef50_Q2JJ30: Bifunctional pantoate ligase/cytidylate kinase	78.3100992834
UniRef50_Q2JJ30: Bifunctional pantoate ligase/cytidylate kinase|unclassified	78.3100992834
UniRef50_UPI000468AF2E: dephospho-CoA kinase	78.2810184032
UniRef50_UPI000468AF2E: dephospho-CoA kinase|unclassified	78.2810184032
UniRef50_UPI00046AFC23: dephospho-CoA kinase	77.9869112384
UniRef50_UPI00046AFC23: dephospho-CoA kinase|unclassified	77.9869112384
UniRef50_R4W8J8	77.7792651956
UniRef50_R4W8J8|unclassified	77.7792651956
UniRef50_Q5JHF1: Pantoate kinase	77.5130182949
UniRef50_Q5JHF1: Pantoate kinase|unclassified	77.5130182949
UniRef50_W1VKE6: Bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase (Fragment)	77.4740388399
UniRef50_W1VKE6: Bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase (Fragment)|unclassified	77.4740388399
UniRef50_Q2S560: Type III pantothenate kinase	77.3075369810
UniRef50_Q2S560: Type III pantothenate kinase|unclassified	77.3075369810
UniRef50_UPI000360539F: hypothetical protein	77.0035409666
UniRef50_UPI000360539F: hypothetical protein|unclassified	77.0035409666
UniRef50_UPI0003639FBE: hypothetical protein, partial	76.9640341997
UniRef50_UPI0003639FBE: hypothetical protein, partial|unclassified	76.9640341997
UniRef50_Q30S65: Type III pantothenate kinase	76.0036557946
UniRef50_Q30S65: Type III pantothenate kinase|unclassified	76.0036557946
UniRef50_UPI00039EA5EE: dephospho-CoA kinase	75.9473558496
UniRef50_UPI00039EA5EE: dephospho-CoA kinase|unclassified	75.9473558496
UniRef50_UPI0002F5778C: hypothetical protein	75.8838382585
UniRef50_UPI0002F5778C: hypothetical protein|unclassified	75.8838382585
UniRef50_UPI00047709F1: hypothetical protein	75.8490183227
UniRef50_UPI00047709F1: hypothetical protein|unclassified	75.8490183227
UniRef50_A1SCK2	75.6966194611
UniRef50_A1SCK2|unclassified	75.6966194611
UniRef50_Q72SD0: Pantothenate synthetase	75.2518473159
UniRef50_Q72SD0: Pantothenate synthetase|unclassified	75.2518473159
UniRef50_K2BPF1	75.2033780905
UniRef50_K2BPF1|unclassified	75.2033780905
UniRef50_Q8YQD7: Type III pantothenate kinase	75.1886390899
UniRef50_Q8YQD7: Type III pantothenate kinase|unclassified	75.1886390899
UniRef50_Q3ZYN7: Dephospho-CoA kinase	74.9876603222
UniRef50_Q3ZYN7: Dephospho-CoA kinase|unclassified	74.9876603222
UniRef50_C3NGW2: Ketol-acid reductoisomerase	74.8905831275
UniRef50_C3NGW2: Ketol-acid reductoisomerase|unclassified	74.8905831275
UniRef50_U1QY44	74.6497746537
UniRef50_U1QY44|unclassified	74.6497746537
UniRef50_UPI0003F98BEC: dephospho-CoA kinase	74.5335621848
UniRef50_UPI0003F98BEC: dephospho-CoA kinase|unclassified	74.5335621848
UniRef50_O83319: Dephospho-CoA kinase	74.4518066665
UniRef50_O83319: Dephospho-CoA kinase|unclassified	74.4518066665
UniRef50_UPI00047269DB: hypothetical protein	74.3998873603
UniRef50_UPI00047269DB: hypothetical protein|unclassified	74.3998873603
UniRef50_Q2JLD5: Type III pantothenate kinase	74.2876168161
UniRef50_Q2JLD5: Type III pantothenate kinase|unclassified	74.2876168161
UniRef50_Q83I84: Phosphopantetheine adenylyltransferase	74.0922918907
UniRef50_Q83I84: Phosphopantetheine adenylyltransferase|unclassified	74.0922918907
UniRef50_UPI00047444FF: hypothetical protein	74.0900597516
UniRef50_UPI00047444FF: hypothetical protein|unclassified	74.0900597516
UniRef50_UPI000289BFBD: dephospho-CoA kinase	74.0723587079
UniRef50_UPI000289BFBD: dephospho-CoA kinase|unclassified	74.0723587079
UniRef50_V5CH12: 2-dehydropantoate 2-reductase	73.7156870286
UniRef50_V5CH12: 2-dehydropantoate 2-reductase|unclassified	73.7156870286
UniRef50_D7DS35	73.5779068646
UniRef50_D7DS35|unclassified	73.5779068646
UniRef50_Q8ZT70: Putative 2-dehydropantoate 2-reductase	73.4247724852
UniRef50_Q8ZT70: Putative 2-dehydropantoate 2-reductase|unclassified	73.4247724852
UniRef50_Q03F16: Phosphopantetheine adenylyltransferase	72.6824610806
UniRef50_Q03F16: Phosphopantetheine adenylyltransferase|unclassified	72.6824610806
UniRef50_UPI0004650520: hypothetical protein	72.3573777568
UniRef50_UPI0004650520: hypothetical protein|unclassified	72.3573777568
UniRef50_Q3MC63: Type III pantothenate kinase	72.2877105435
UniRef50_Q3MC63: Type III pantothenate kinase|unclassified	72.2877105435
UniRef50_O83446: Type III pantothenate kinase	71.9719318341
UniRef50_O83446: Type III pantothenate kinase|unclassified	71.9719318341
UniRef50_Q21VD6	71.9638707197
UniRef50_Q21VD6|unclassified	71.9638707197
UniRef50_UPI000381AD8C: hypothetical protein	71.8991998294
UniRef50_UPI000381AD8C: hypothetical protein|unclassified	71.8991998294
UniRef50_UPI000219773E: dephospho-CoA kinase	71.8273941681
UniRef50_UPI000219773E: dephospho-CoA kinase|unclassified	71.8273941681
UniRef50_UPI00041D52B5: pantothenate kinase	71.8030122379
UniRef50_UPI00041D52B5: pantothenate kinase|unclassified	71.8030122379
UniRef50_UPI00047EF908: 2-dehydropantoate 2-reductase	71.0421788651
UniRef50_UPI00047EF908: 2-dehydropantoate 2-reductase|unclassified	71.0421788651
UniRef50_Q72MQ2: Panthotenate metabolism flavoprotein	71.0024121765
UniRef50_Q72MQ2: Panthotenate metabolism flavoprotein|unclassified	71.0024121765
UniRef50_Q98RB3: Probable phosphopantetheine adenylyltransferase	70.6566333348
UniRef50_Q98RB3: Probable phosphopantetheine adenylyltransferase|unclassified	70.6566333348
UniRef50_B3TAW6	70.0866076554
UniRef50_B3TAW6|unclassified	70.0866076554
UniRef50_UPI000473F93A: hypothetical protein, partial	70.0483897894
UniRef50_UPI000473F93A: hypothetical protein, partial|unclassified	70.0483897894
UniRef50_UPI000465F64C: pantothenate kinase, partial	70.0358038541
UniRef50_UPI000465F64C: pantothenate kinase, partial|unclassified	70.0358038541
UniRef50_UPI00047A7D81: hypothetical protein	69.5923881863
UniRef50_UPI00047A7D81: hypothetical protein|unclassified	69.5923881863
UniRef50_E4NBA3	69.5896752021
UniRef50_E4NBA3|unclassified	69.5896752021
UniRef50_UPI000395850F: dephospho-CoA kinase	69.4513894672
UniRef50_UPI000395850F: dephospho-CoA kinase|unclassified	69.4513894672
UniRef50_Q3AR95: Type III pantothenate kinase	69.4235711484
UniRef50_Q3AR95: Type III pantothenate kinase|unclassified	69.4235711484
UniRef50_W4SY40	69.1665186211
UniRef50_W4SY40|unclassified	69.1665186211
UniRef50_Q83ID9: Pantothenate synthetase	68.9994076603
UniRef50_Q83ID9: Pantothenate synthetase|unclassified	68.9994076603
UniRef50_Q46A30: Phosphopantetheine adenylyltransferase	68.8681490036
UniRef50_Q46A30: Phosphopantetheine adenylyltransferase|unclassified	68.8681490036
UniRef50_Q0AJF4: Type III pantothenate kinase	68.8267955819
UniRef50_Q0AJF4: Type III pantothenate kinase|unclassified	68.8267955819
UniRef50_UPI00036B50BF: hypothetical protein	68.5249345714
UniRef50_UPI00036B50BF: hypothetical protein|unclassified	68.5249345714
UniRef50_UPI0004773268: hypothetical protein	67.9816025856
UniRef50_UPI0004773268: hypothetical protein|unclassified	67.9816025856
UniRef50_UPI00046C994B: hypothetical protein	67.9486096950
UniRef50_UPI00046C994B: hypothetical protein|unclassified	67.9486096950
UniRef50_A7HM80: Type III pantothenate kinase	67.7109035875
UniRef50_A7HM80: Type III pantothenate kinase|unclassified	67.7109035875
UniRef50_UPI0002194C57: membrane protein	67.6845744055
UniRef50_UPI0002194C57: membrane protein|unclassified	67.6845744055
UniRef50_Q6NEB8: Pantothenate synthetase	67.4996609161
UniRef50_Q6NEB8: Pantothenate synthetase|unclassified	67.4996609161
UniRef50_UPI0004779113: hypothetical protein	67.0234092853
UniRef50_UPI0004779113: hypothetical protein|unclassified	67.0234092853
UniRef50_UPI000369F109: hypothetical protein	66.7002655988
UniRef50_UPI000369F109: hypothetical protein|unclassified	66.7002655988
UniRef50_UPI000311F20D: hypothetical protein	66.6455302932
UniRef50_UPI000311F20D: hypothetical protein|unclassified	66.6455302932
UniRef50_UPI00036503D2: hypothetical protein	66.2869100247
UniRef50_UPI00036503D2: hypothetical protein|unclassified	66.2869100247
UniRef50_Q6MEQ3: Dephospho-CoA kinase	66.2705978015
UniRef50_Q6MEQ3: Dephospho-CoA kinase|unclassified	66.2705978015
UniRef50_Q7VFH6: Dephospho-CoA kinase	66.0635602155
UniRef50_Q7VFH6: Dephospho-CoA kinase|unclassified	66.0635602155
UniRef50_UPI00042124A4: hypothetical protein	65.8541564373
UniRef50_UPI00042124A4: hypothetical protein|unclassified	65.8541564373
UniRef50_J1ARH1	65.6783781808
UniRef50_J1ARH1|unclassified	65.6783781808
UniRef50_UPI00046AEBFC: hypothetical protein	65.4024815866
UniRef50_UPI00046AEBFC: hypothetical protein|unclassified	65.4024815866
UniRef50_UPI0003B59E26: pantothenate kinase	65.3192352028
UniRef50_UPI0003B59E26: pantothenate kinase|unclassified	65.3192352028
UniRef50_Q7VEG0: Dephospho-CoA kinase	65.2223667011
UniRef50_Q7VEG0: Dephospho-CoA kinase|unclassified	65.2223667011
UniRef50_W5X4N2: Response regulator	65.2014273326
UniRef50_W5X4N2: Response regulator|unclassified	65.2014273326
UniRef50_Q6NHI5: Dephospho-CoA kinase	65.1406275079
UniRef50_Q6NHI5: Dephospho-CoA kinase|unclassified	65.1406275079
UniRef50_UPI0003B66DD2: 3-methyl-2-oxobutanoate hydroxymethyltransferase	64.6821053685
UniRef50_UPI0003B66DD2: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	64.6821053685
UniRef50_O29335	64.5912961819
UniRef50_O29335|unclassified	64.5912961819
UniRef50_UPI00035E6AB1: hypothetical protein	64.2012679367
UniRef50_UPI00035E6AB1: hypothetical protein|unclassified	64.2012679367
UniRef50_Q479J6: Type III pantothenate kinase	64.1690469360
UniRef50_Q479J6: Type III pantothenate kinase|unclassified	64.1690469360
UniRef50_UPI000375847A: hypothetical protein	64.1588775031
UniRef50_UPI000375847A: hypothetical protein|unclassified	64.1588775031
UniRef50_Q118E6: Aspartate 1-decarboxylase	63.8063351055
UniRef50_Q118E6: Aspartate 1-decarboxylase|unclassified	63.8063351055
UniRef50_F0YYG0: 2-dehydropantoate 2-reductase	63.7109980644
UniRef50_F0YYG0: 2-dehydropantoate 2-reductase|unclassified	63.7109980644
UniRef50_R6NVY6	63.4769484655
UniRef50_R6NVY6|unclassified	63.4769484655
UniRef50_UPI0004770C2E: 2-dehydropantoate 2-reductase	63.4258285379
UniRef50_UPI0004770C2E: 2-dehydropantoate 2-reductase|unclassified	63.4258285379
UniRef50_UPI00036FF687: hypothetical protein	63.2953658174
UniRef50_UPI00036FF687: hypothetical protein|unclassified	63.2953658174
UniRef50_UPI0004780BBF: pantothenate kinase	62.9762926461
UniRef50_UPI0004780BBF: pantothenate kinase|unclassified	62.9762926461
UniRef50_UPI00045E97EA: 2-dehydropantoate 2-reductase	62.7983914267
UniRef50_UPI00045E97EA: 2-dehydropantoate 2-reductase|unclassified	62.7983914267
UniRef50_UPI000472A13E: pantothenate kinase	62.5393466740
UniRef50_UPI000472A13E: pantothenate kinase|unclassified	62.5393466740
UniRef50_UPI000463B749: pantothenate kinase	62.4980092005
UniRef50_UPI000463B749: pantothenate kinase|unclassified	62.4980092005
UniRef50_Q3JEM4: Type III pantothenate kinase	62.3052081543
UniRef50_Q3JEM4: Type III pantothenate kinase|unclassified	62.3052081543
UniRef50_UPI00030FCEA0: hypothetical protein	62.2355531352
UniRef50_UPI00030FCEA0: hypothetical protein|unclassified	62.2355531352
UniRef50_Q7V3M6: Dephospho-CoA kinase	61.9147618908
UniRef50_Q7V3M6: Dephospho-CoA kinase|unclassified	61.9147618908
UniRef50_X0Y6M0: Marine sediment metagenome DNA, contig: S01H1_S41308 (Fragment)	61.5504151644
UniRef50_X0Y6M0: Marine sediment metagenome DNA, contig: S01H1_S41308 (Fragment)|unclassified	61.5504151644
UniRef50_F3KLR0	61.5321175437
UniRef50_F3KLR0|unclassified	61.5321175437
UniRef50_A1WVD8: Type III pantothenate kinase	61.4439621693
UniRef50_A1WVD8: Type III pantothenate kinase|unclassified	61.4439621693
UniRef50_A1RUA9: Aspartate 1-decarboxylase	61.4270169731
UniRef50_A1RUA9: Aspartate 1-decarboxylase|unclassified	61.4270169731
UniRef50_UPI00040A7090: pantoate--beta-alanine ligase	61.2900835161
UniRef50_UPI00040A7090: pantoate--beta-alanine ligase|unclassified	61.2900835161
UniRef50_UPI00041E3E68: dephospho-CoA kinase	61.1519520221
UniRef50_UPI00041E3E68: dephospho-CoA kinase|unclassified	61.1519520221
UniRef50_Q54I80: Pantoate--beta-alanine ligase	61.1373578143
UniRef50_Q54I80: Pantoate--beta-alanine ligase|unclassified	61.1373578143
UniRef50_UPI00047C6BD2: phosphopantetheine adenylyltransferase	60.9126758670
UniRef50_UPI00047C6BD2: phosphopantetheine adenylyltransferase|unclassified	60.9126758670
UniRef50_O24210: Pantoate--beta-alanine ligase	60.8400049121
UniRef50_O24210: Pantoate--beta-alanine ligase|unclassified	60.8400049121
UniRef50_UPI0003A862A9: hypothetical protein	60.5854027014
UniRef50_UPI0003A862A9: hypothetical protein|unclassified	60.5854027014
UniRef50_UPI0004769534: dephospho-CoA kinase	59.9112134650
UniRef50_UPI0004769534: dephospho-CoA kinase|unclassified	59.9112134650
UniRef50_Q5MZP5: Type III pantothenate kinase	59.7111793096
UniRef50_Q5MZP5: Type III pantothenate kinase|unclassified	59.7111793096
UniRef50_C5CFU0: Type III pantothenate kinase	59.6527985246
UniRef50_C5CFU0: Type III pantothenate kinase|unclassified	59.6527985246
UniRef50_Q58379: Putative pantoate kinase	59.5819087934
UniRef50_Q58379: Putative pantoate kinase|unclassified	59.5819087934
UniRef50_D0YSV8: DNA / pantothenate metabolism flavoprotein	59.5443971732
UniRef50_D0YSV8: DNA / pantothenate metabolism flavoprotein|unclassified	59.5443971732
UniRef50_UPI00047859D5: dephospho-CoA kinase	59.1867098818
UniRef50_UPI00047859D5: dephospho-CoA kinase|unclassified	59.1867098818
UniRef50_UPI00030F5079: hypothetical protein	59.1728593088
UniRef50_UPI00030F5079: hypothetical protein|unclassified	59.1728593088
UniRef50_UPI00036DFDAE: hypothetical protein	59.1474419817
UniRef50_UPI00036DFDAE: hypothetical protein|unclassified	59.1474419817
UniRef50_Q2Y796: Type III pantothenate kinase	58.6844622781
UniRef50_Q2Y796: Type III pantothenate kinase|unclassified	58.6844622781
UniRef50_Q0RC35: Pantothenate synthetase 3	58.5620152303
UniRef50_Q0RC35: Pantothenate synthetase 3|unclassified	58.5620152303
UniRef50_UPI0003C77E2B: phosphopantetheine adenylyltransferase, partial	58.4034639983
UniRef50_UPI0003C77E2B: phosphopantetheine adenylyltransferase, partial|unclassified	58.4034639983
UniRef50_UPI0003466DCB: hypothetical protein	58.2444492716
UniRef50_UPI0003466DCB: hypothetical protein|unclassified	58.2444492716
UniRef50_UPI00046ECC15: hypothetical protein	58.0808612496
UniRef50_UPI00046ECC15: hypothetical protein|unclassified	58.0808612496
UniRef50_UPI000378A4CE: hypothetical protein	57.8627396776
UniRef50_UPI000378A4CE: hypothetical protein|unclassified	57.8627396776
UniRef50_Q110U9: Bifunctional pantoate ligase/cytidylate kinase	57.8250054316
UniRef50_Q110U9: Bifunctional pantoate ligase/cytidylate kinase|unclassified	57.8250054316
UniRef50_UPI000417FE97: hypothetical protein	57.3798134713
UniRef50_UPI000417FE97: hypothetical protein|unclassified	57.3798134713
UniRef50_Q7NJM6: Bifunctional pantoate ligase/cytidylate kinase	57.2149050471
UniRef50_Q7NJM6: Bifunctional pantoate ligase/cytidylate kinase|unclassified	57.2149050471
UniRef50_UPI00047D73AC: hypothetical protein	56.9807821703
UniRef50_UPI00047D73AC: hypothetical protein|unclassified	56.9807821703
UniRef50_UPI00036E0F7E: hypothetical protein	56.9696444379
UniRef50_UPI00036E0F7E: hypothetical protein|unclassified	56.9696444379
UniRef50_A6W3A7: Type III pantothenate kinase	56.9515358270
UniRef50_A6W3A7: Type III pantothenate kinase|unclassified	56.9515358270
UniRef50_UPI000395C571: 2-dehydropantoate 2-reductase	56.9421363501
UniRef50_UPI000395C571: 2-dehydropantoate 2-reductase|unclassified	56.9421363501
UniRef50_UPI00042B88CF: Phosphoenolpyruvate carboxylase family protein isoform 3	56.9319885765
UniRef50_UPI00042B88CF: Phosphoenolpyruvate carboxylase family protein isoform 3|unclassified	56.9319885765
UniRef50_UPI0001E89526: 2-dehydropantoate 2-reductase	56.5750685841
UniRef50_UPI0001E89526: 2-dehydropantoate 2-reductase|unclassified	56.5750685841
UniRef50_UPI00047DA426: 3-methyl-2-oxobutanoate hydroxymethyltransferase	56.4510000136
UniRef50_UPI00047DA426: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	56.4510000136
UniRef50_UPI00046FDEFF: dephospho-CoA kinase, partial	56.3428205655
UniRef50_UPI00046FDEFF: dephospho-CoA kinase, partial|unclassified	56.3428205655
UniRef50_O58252	56.2939206189
UniRef50_O58252|unclassified	56.2939206189
UniRef50_UPI0001E8921B: pantoate--beta-alanine ligase	56.0657429825
UniRef50_UPI0001E8921B: pantoate--beta-alanine ligase|unclassified	56.0657429825
UniRef50_UPI0004651FE5: hypothetical protein	55.9264715739
UniRef50_UPI0004651FE5: hypothetical protein|unclassified	55.9264715739
UniRef50_UPI00035D2FFF: hypothetical protein	55.7208607629
UniRef50_UPI00035D2FFF: hypothetical protein|unclassified	55.7208607629
UniRef50_W4LTR2	55.6555493038
UniRef50_W4LTR2|unclassified	55.6555493038
UniRef50_UPI000050F734: Dephospho-CoA kinase	55.6091624486
UniRef50_UPI000050F734: Dephospho-CoA kinase|unclassified	55.6091624486
UniRef50_B3DWU5: Type III pantothenate kinase	55.5073576378
UniRef50_B3DWU5: Type III pantothenate kinase|unclassified	55.5073576378
UniRef50_UPI00036781E2: MULTISPECIES: hypothetical protein	55.2891947177
UniRef50_UPI00036781E2: MULTISPECIES: hypothetical protein|unclassified	55.2891947177
UniRef50_Q7P0S9: Type III pantothenate kinase	54.8727888033
UniRef50_Q7P0S9: Type III pantothenate kinase|unclassified	54.8727888033
UniRef50_UPI000466626E: hypothetical protein	54.8247949958
UniRef50_UPI000466626E: hypothetical protein|unclassified	54.8247949958
UniRef50_D7EBF5	54.6034964295
UniRef50_D7EBF5|unclassified	54.6034964295
UniRef50_Q4FM76: Type III pantothenate kinase	54.5439916667
UniRef50_Q4FM76: Type III pantothenate kinase|unclassified	54.5439916667
UniRef50_P74045: Type III pantothenate kinase	54.3024864071
UniRef50_P74045: Type III pantothenate kinase|unclassified	54.3024864071
UniRef50_UPI00035D090C: hypothetical protein	54.2895220803
UniRef50_UPI00035D090C: hypothetical protein|unclassified	54.2895220803
UniRef50_J8VBS7	54.1152487390
UniRef50_J8VBS7|unclassified	54.1152487390
UniRef50_Q0RK33: Pantothenate synthetase 1	54.1099922206
UniRef50_Q0RK33: Pantothenate synthetase 1|unclassified	54.1099922206
UniRef50_R7IET9	54.0436747718
UniRef50_R7IET9|unclassified	54.0436747718
UniRef50_Q5QY78: Type III pantothenate kinase	53.9549062875
UniRef50_Q5QY78: Type III pantothenate kinase|unclassified	53.9549062875
UniRef50_UPI000476ABC3: transcriptional regulator	53.8547278637
UniRef50_UPI000476ABC3: transcriptional regulator|unclassified	53.8547278637
UniRef50_A1TYI2: Type III pantothenate kinase	53.7675037854
UniRef50_A1TYI2: Type III pantothenate kinase|unclassified	53.7675037854
UniRef50_Q2RYU8: Dephospho-CoA kinase	53.6799212923
UniRef50_Q2RYU8: Dephospho-CoA kinase|unclassified	53.6799212923
UniRef50_UPI0000E0E87B: 2-dehydropantoate 2-reductase	53.6619836020
UniRef50_UPI0000E0E87B: 2-dehydropantoate 2-reductase|unclassified	53.6619836020
UniRef50_UPI0003B64AC9: ApbA	53.6086744467
UniRef50_UPI0003B64AC9: ApbA|unclassified	53.6086744467
UniRef50_UPI000414FCE8: pantoate--beta-alanine ligase	53.5923802757
UniRef50_UPI000414FCE8: pantoate--beta-alanine ligase|unclassified	53.5923802757
UniRef50_UPI0002491D2D: dephospho-CoA kinase	53.3024426648
UniRef50_UPI0002491D2D: dephospho-CoA kinase|unclassified	53.3024426648
UniRef50_U3AFU8: Phosphopantothenoylcysteine decarboxylase / phosphopantothenoylcysteine synthetase	53.2420825094
UniRef50_U3AFU8: Phosphopantothenoylcysteine decarboxylase / phosphopantothenoylcysteine synthetase|unclassified	53.2420825094
UniRef50_UPI000374951A: hypothetical protein	53.2294493359
UniRef50_UPI000374951A: hypothetical protein|unclassified	53.2294493359
UniRef50_UPI0003713001: hypothetical protein	53.1771427888
UniRef50_UPI0003713001: hypothetical protein|unclassified	53.1771427888
UniRef50_Q3IJV0: Type III pantothenate kinase	52.9624529603
UniRef50_Q3IJV0: Type III pantothenate kinase|unclassified	52.9624529603
UniRef50_UPI000375B25F: hypothetical protein	52.8582073245
UniRef50_UPI000375B25F: hypothetical protein|unclassified	52.8582073245
UniRef50_Q607I0: Type III pantothenate kinase	52.8562369285
UniRef50_Q607I0: Type III pantothenate kinase|unclassified	52.8562369285
UniRef50_E1R684	52.7879423050
UniRef50_E1R684|unclassified	52.7879423050
UniRef50_UPI0003771405: hypothetical protein	52.6650715306
UniRef50_UPI0003771405: hypothetical protein|unclassified	52.6650715306
UniRef50_UPI000472EE26: fructose transporter	52.5062458510
UniRef50_UPI000472EE26: fructose transporter|unclassified	52.5062458510
UniRef50_UPI0004122803: dephospho-CoA kinase	51.8429764567
UniRef50_UPI0004122803: dephospho-CoA kinase|unclassified	51.8429764567
UniRef50_B0S9F1: Pantothenate synthetase	51.8075907152
UniRef50_B0S9F1: Pantothenate synthetase|unclassified	51.8075907152
UniRef50_R6NYF6	51.3177667080
UniRef50_R6NYF6|unclassified	51.3177667080
UniRef50_UPI0003FD14D6: hypothetical protein	51.1726102568
UniRef50_UPI0003FD14D6: hypothetical protein|unclassified	51.1726102568
UniRef50_UPI0002196D3C: membrane protein	50.9204453648
UniRef50_UPI0002196D3C: membrane protein|unclassified	50.9204453648
UniRef50_UPI0002557FB1: pantothenate kinase	50.8587124322
UniRef50_UPI0002557FB1: pantothenate kinase|unclassified	50.8587124322
UniRef50_UPI0003794F23: hypothetical protein	50.7343933628
UniRef50_UPI0003794F23: hypothetical protein|unclassified	50.7343933628
UniRef50_UPI00036431D3: hypothetical protein	50.7198684620
UniRef50_UPI00036431D3: hypothetical protein|unclassified	50.7198684620
UniRef50_C0ZTP4	50.5226061986
UniRef50_C0ZTP4|unclassified	50.5226061986
UniRef50_A9IH79: Type III pantothenate kinase	50.3772390931
UniRef50_A9IH79: Type III pantothenate kinase|unclassified	50.3772390931
UniRef50_UPI000248FFE5: dephospho-CoA kinase	50.2287446149
UniRef50_UPI000248FFE5: dephospho-CoA kinase|unclassified	50.2287446149
UniRef50_UPI0004731902: hypothetical protein, partial	50.0037168178
UniRef50_UPI0004731902: hypothetical protein, partial|unclassified	50.0037168178
UniRef50_Q31I33: Dephospho-CoA kinase	49.5243558435
UniRef50_Q31I33: Dephospho-CoA kinase|unclassified	49.5243558435
UniRef50_UPI00047B6EAA: hypothetical protein	49.3888733652
UniRef50_UPI00047B6EAA: hypothetical protein|unclassified	49.3888733652
UniRef50_K9EFQ5	49.3700244976
UniRef50_K9EFQ5|unclassified	49.3700244976
UniRef50_Q0VSN1: Type III pantothenate kinase	49.2179135327
UniRef50_Q0VSN1: Type III pantothenate kinase|unclassified	49.2179135327
UniRef50_Q1R0I9: Type III pantothenate kinase	49.1609076955
UniRef50_Q1R0I9: Type III pantothenate kinase|unclassified	49.1609076955
UniRef50_UPI0001B42DB2: 3-methyl-2-oxobutanoate hydroxymethyltransferase, partial	49.0857676887
UniRef50_UPI0001B42DB2: 3-methyl-2-oxobutanoate hydroxymethyltransferase, partial|unclassified	49.0857676887
UniRef50_A5EVK4: Type III pantothenate kinase	49.0823344932
