# Gene Family	SampleCobalamin_synthesis_Abundance-CPM
UniRef50_M6FLM6: Histidine phosphatase superfamily (Branch 1) domain protein	217.533
UniRef50_M6FLM6: Histidine phosphatase superfamily (Branch 1) domain protein|unclassified	217.533
UniRef50_UPI000472AC01: phosphoglycerate mutase, partial	217.274
UniRef50_UPI000472AC01: phosphoglycerate mutase, partial|unclassified	217.274
UniRef50_A4J6U5: Phosphoglycerate mutase	217.225
UniRef50_A4J6U5: Phosphoglycerate mutase|unclassified	217.225
UniRef50_UPI000470D1EE: cobalamin biosynthesis protein CobS	216.972
UniRef50_UPI000470D1EE: cobalamin biosynthesis protein CobS|unclassified	216.972
UniRef50_UPI000470E2AC: hypothetical protein	216.71
UniRef50_UPI000470E2AC: hypothetical protein|unclassified	216.71
UniRef50_UPI0003B77178: cobyrinic acid a,c-diamide synthase	216.463
UniRef50_UPI0003B77178: cobyrinic acid a,c-diamide synthase|unclassified	216.463
UniRef50_UPI0003B30957: threonine-phosphate decarboxylase	215.643
UniRef50_UPI0003B30957: threonine-phosphate decarboxylase|unclassified	215.643
UniRef50_U4K4V5: Putative phosphatase	215.605
UniRef50_U4K4V5: Putative phosphatase|unclassified	215.605
UniRef50_UPI00037FD220: hypothetical protein	215.054
UniRef50_UPI00037FD220: hypothetical protein|unclassified	215.054
UniRef50_V6SJZ0: GpmA protein	214.964
UniRef50_V6SJZ0: GpmA protein|unclassified	214.964
UniRef50_UPI0001BF5A9F: hypothetical protein SMAC_11746, partial	214.3
UniRef50_UPI0001BF5A9F: hypothetical protein SMAC_11746, partial|unclassified	214.3
UniRef50_B0R5X2: Probable cobyric acid synthase	214.264
UniRef50_B0R5X2: Probable cobyric acid synthase|unclassified	214.264
UniRef50_C7JEX5: Phosphoglycerate mutase	213.756
UniRef50_C7JEX5: Phosphoglycerate mutase|unclassified	213.756
UniRef50_C6PWX0	212.739
UniRef50_C6PWX0|unclassified	212.739
UniRef50_A3Q1R8: Cobalamin synthase	211.54
UniRef50_A3Q1R8: Cobalamin synthase|unclassified	211.54
UniRef50_Q97JA2: Cobalamin synthase	211.208
UniRef50_Q97JA2: Cobalamin synthase|unclassified	211.208
UniRef50_UPI0003784645: hypothetical protein	210.171
UniRef50_UPI0003784645: hypothetical protein|unclassified	210.171
UniRef50_Q8TVH5: Probable cobyric acid synthase	209.823
UniRef50_Q8TVH5: Probable cobyric acid synthase|unclassified	209.823
UniRef50_A5V212: Cobalamin synthase	209.072
UniRef50_A5V212: Cobalamin synthase|unclassified	209.072
UniRef50_W1WD32: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)	208.958
UniRef50_W1WD32: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)|unclassified	208.958
UniRef50_UPI000471CCA0: hypothetical protein	206.833
UniRef50_UPI000471CCA0: hypothetical protein|unclassified	206.833
UniRef50_UPI0003B567B1: cobalamin biosynthesis protein CbiG	206.414
UniRef50_UPI0003B567B1: cobalamin biosynthesis protein CbiG|unclassified	206.414
UniRef50_A2CCL0: Cobalamin synthase	206.152
UniRef50_A2CCL0: Cobalamin synthase|unclassified	206.152
UniRef50_G2FY49: CobQ/CobB/MinD/ParA nucleotide binding domain protein	206.079
UniRef50_G2FY49: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	206.079
UniRef50_R6AN45	205.371
UniRef50_R6AN45|unclassified	205.371
UniRef50_UPI00037C6964: hypothetical protein	204.185
UniRef50_UPI00037C6964: hypothetical protein|unclassified	204.185
UniRef50_G2I053: Phosphoglycerate mutase	203.759
UniRef50_G2I053: Phosphoglycerate mutase|unclassified	203.759
UniRef50_UPI00036B152E: hypothetical protein	203.707
UniRef50_UPI00036B152E: hypothetical protein|unclassified	203.707
UniRef50_UPI0004678729: hypothetical protein, partial	203.518
UniRef50_UPI0004678729: hypothetical protein, partial|unclassified	203.518
UniRef50_P21157: Probable cobyric acid synthase (Fragment)	200.016
UniRef50_P21157: Probable cobyric acid synthase (Fragment)|unclassified	200.016
UniRef50_UPI000471AEBC: hypothetical protein	199.821
UniRef50_UPI000471AEBC: hypothetical protein|unclassified	199.821
UniRef50_R6CUX8: Cobyrinic acid a c-diamide synthase	199.014
UniRef50_R6CUX8: Cobyrinic acid a c-diamide synthase|unclassified	199.014
UniRef50_UPI0001FFF2D5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial	198.932
UniRef50_UPI0001FFF2D5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial|unclassified	198.932
UniRef50_M2U1R3: Alpha-ribazole-5'-phosphate phosphatase	197.779
UniRef50_M2U1R3: Alpha-ribazole-5'-phosphate phosphatase|unclassified	197.779
UniRef50_A0L8B9: Cobyrinic acid A,C-diamide synthase	197.453
UniRef50_A0L8B9: Cobyrinic acid A,C-diamide synthase|unclassified	197.453
UniRef50_K0CKX1: Phosphoglycerate mutase family protein, putative	197.201
UniRef50_K0CKX1: Phosphoglycerate mutase family protein, putative|unclassified	197.201
UniRef50_L6U6J0: Propanediol utilization (Fragment)	196.962
UniRef50_L6U6J0: Propanediol utilization (Fragment)|unclassified	196.962
UniRef50_E4LFY3	196.429
UniRef50_E4LFY3|unclassified	196.429
UniRef50_UPI000382ED57: hypothetical protein	194.208
UniRef50_UPI000382ED57: hypothetical protein|unclassified	194.208
UniRef50_UPI0003731729: hypothetical protein	194.071
UniRef50_UPI0003731729: hypothetical protein|unclassified	194.071
UniRef50_UPI0003787E45: hypothetical protein, partial	193.566
UniRef50_UPI0003787E45: hypothetical protein, partial|unclassified	193.566
UniRef50_Q72M34: Cobalamin synthase	193.272
UniRef50_Q72M34: Cobalamin synthase|unclassified	193.272
UniRef50_Q980B1: Probable cobyrinic acid A,C-diamide synthase	192.538
UniRef50_Q980B1: Probable cobyrinic acid A,C-diamide synthase|unclassified	192.538
UniRef50_Q57972: Cobalt-precorrin-6A reductase	191.85
UniRef50_Q57972: Cobalt-precorrin-6A reductase|unclassified	191.85
UniRef50_UPI00046D2A1A: hypothetical protein	191.631
UniRef50_UPI00046D2A1A: hypothetical protein|unclassified	191.631
UniRef50_UPI00047860EC: hypothetical protein	191.24
UniRef50_UPI00047860EC: hypothetical protein|unclassified	191.24
UniRef50_UPI000473ADBD: threonine-phosphate decarboxylase	190.62
UniRef50_UPI000473ADBD: threonine-phosphate decarboxylase|unclassified	190.62
UniRef50_B8CJ34: Phosphoglycerate/bisphosphoglycerate mutase	190.482
UniRef50_B8CJ34: Phosphoglycerate/bisphosphoglycerate mutase|unclassified	190.482
UniRef50_M2AK55	189.969
UniRef50_M2AK55|unclassified	189.969
UniRef50_V4XNR8: Cobalamin biosynthesis protein CbiG	189.161
UniRef50_V4XNR8: Cobalamin biosynthesis protein CbiG|unclassified	189.161
UniRef50_UPI00037085DC: hypothetical protein	188.143
UniRef50_UPI00037085DC: hypothetical protein|unclassified	188.143
UniRef50_UPI0004634580: hypothetical protein	187.524
UniRef50_UPI0004634580: hypothetical protein|unclassified	187.524
UniRef50_UPI0003B5C192: cobyric acid synthase	187.421
UniRef50_UPI0003B5C192: cobyric acid synthase|unclassified	187.421
UniRef50_UPI0002891AD2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	186.887
UniRef50_UPI0002891AD2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	186.887
UniRef50_Q3V8B2: Cobalt-precorrin-5B C(1)-methyltransferase	186.244
UniRef50_Q3V8B2: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	186.244
UniRef50_UPI00036ABE5A: hypothetical protein	185.235
UniRef50_UPI00036ABE5A: hypothetical protein|unclassified	185.235
UniRef50_UPI00046D1234: hypothetical protein	185.031
UniRef50_UPI00046D1234: hypothetical protein|unclassified	185.031
UniRef50_UPI0003945820: alpha-ribazole-5''''-phosphate phosphatase	184.759
UniRef50_UPI0003945820: alpha-ribazole-5''''-phosphate phosphatase|unclassified	184.759
UniRef50_Q12FJ6: Cobalamin synthase	184.36
UniRef50_Q12FJ6: Cobalamin synthase|unclassified	184.36
UniRef50_UPI00037BA7F7: hypothetical protein	184.297
UniRef50_UPI00037BA7F7: hypothetical protein|unclassified	184.297
UniRef50_B0T3P8	183.75
UniRef50_B0T3P8|unclassified	183.75
UniRef50_A1TXA6: Phosphoglycerate mutase	183.263
UniRef50_A1TXA6: Phosphoglycerate mutase|unclassified	183.263
UniRef50_UPI0003476853: hypothetical protein	183.077
UniRef50_UPI0003476853: hypothetical protein|unclassified	183.077
UniRef50_C9CEL5: Cobyric acid synthase	183.044
UniRef50_C9CEL5: Cobyric acid synthase|unclassified	183.044
UniRef50_UPI00016A89E1: cobalamin biosynthesis protein CbiG, partial	180.254
UniRef50_UPI00016A89E1: cobalamin biosynthesis protein CbiG, partial|unclassified	180.254
UniRef50_Q97BP4: Probable cobyrinic acid A,C-diamide synthase	178.472
UniRef50_Q97BP4: Probable cobyrinic acid A,C-diamide synthase|unclassified	178.472
UniRef50_B1Y854: Cobalamin synthase	178.408
UniRef50_B1Y854: Cobalamin synthase|unclassified	178.408
UniRef50_P61987: Cobalt-precorrin-5B C(1)-methyltransferase	178.15
UniRef50_P61987: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	178.15
UniRef50_R5LI41: CbiG protein	177.985
UniRef50_R5LI41: CbiG protein|unclassified	177.985
UniRef50_UPI0003B60ECF: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	177.973
UniRef50_UPI0003B60ECF: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	177.973
UniRef50_UPI0004662535: hypothetical protein	177.644
UniRef50_UPI0004662535: hypothetical protein|unclassified	177.644
UniRef50_U5UT11: CobQ/CobB/MinD/ParA nucleotide binding domain protein	177.493
UniRef50_U5UT11: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	177.493
UniRef50_A0L5I1: Transcriptional regulator, Fis family	177.294
UniRef50_A0L5I1: Transcriptional regulator, Fis family|unclassified	177.294
UniRef50_UPI00035F3835: hypothetical protein	177.268
UniRef50_UPI00035F3835: hypothetical protein|unclassified	177.268
UniRef50_UPI000478677D: hypothetical protein	177.051
UniRef50_UPI000478677D: hypothetical protein|unclassified	177.051
UniRef50_UPI00039A1C02: cobalamin biosynthesis protein CbiB	176.075
UniRef50_UPI00039A1C02: cobalamin biosynthesis protein CbiB|unclassified	176.075
UniRef50_A1ANJ7: Cobalt-precorrin-5B C(1)-methyltransferase	175.181
UniRef50_A1ANJ7: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	175.181
UniRef50_R6Z9Y3	175.034
UniRef50_R6Z9Y3|unclassified	175.034
UniRef50_UPI00046D799A: hypothetical protein	174.064
UniRef50_UPI00046D799A: hypothetical protein|unclassified	174.064
UniRef50_A4QFR6: Cobalamin synthase	173.869
UniRef50_A4QFR6: Cobalamin synthase|unclassified	173.869
UniRef50_E7DRR9: Cobyrinic acid a,c-diamide synthase (Fragment)	173.546
UniRef50_E7DRR9: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	173.546
UniRef50_UPI00047ADFAC: hypothetical protein, partial	172.057
UniRef50_UPI00047ADFAC: hypothetical protein, partial|unclassified	172.057
UniRef50_UPI000363A306: hypothetical protein	171.547
UniRef50_UPI000363A306: hypothetical protein|unclassified	171.547
UniRef50_A3CSU7: Cobalt-precorrin-5B C(1)-methyltransferase	170.59
UniRef50_A3CSU7: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	170.59
UniRef50_F2UFF3: Phosphoglycerate mutase	170.458
UniRef50_F2UFF3: Phosphoglycerate mutase|unclassified	170.458
UniRef50_Q97CS1: Probable cobalamin biosynthesis protein CobD	170.225
UniRef50_Q97CS1: Probable cobalamin biosynthesis protein CobD|unclassified	170.225
UniRef50_UPI00037CD0FE: hypothetical protein	169.881
UniRef50_UPI00037CD0FE: hypothetical protein|unclassified	169.881
UniRef50_Q8ZZB0: Cobalt-precorrin-5B C(1)-methyltransferase	169.832
UniRef50_Q8ZZB0: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	169.832
UniRef50_C8W6P5: Phosphoglycerate mutase	169.541
UniRef50_C8W6P5: Phosphoglycerate mutase|unclassified	169.541
UniRef50_A6SWY2: Phosphoglycerate mutase family protein	169.084
UniRef50_A6SWY2: Phosphoglycerate mutase family protein|unclassified	169.084
UniRef50_Q24Z77	169.034
UniRef50_Q24Z77|unclassified	169.034
UniRef50_A5WDQ6: Phosphoglycerate mutase	168.154
UniRef50_A5WDQ6: Phosphoglycerate mutase|unclassified	168.154
UniRef50_G2J1Y1: Phosphoglycerate mutase	168.07
UniRef50_G2J1Y1: Phosphoglycerate mutase|unclassified	168.07
UniRef50_UPI00035C35CA: cobalamin biosynthesis protein CbiG	167.351
UniRef50_UPI00035C35CA: cobalamin biosynthesis protein CbiG|unclassified	167.351
UniRef50_Q975N0: Probable cobyrinic acid A,C-diamide synthase	166.34
UniRef50_Q975N0: Probable cobyrinic acid A,C-diamide synthase|unclassified	166.34
UniRef50_X7X6P9: Putative cobyric acid synthase	166.316
UniRef50_X7X6P9: Putative cobyric acid synthase|unclassified	166.316
UniRef50_UPI00036EB72A: hypothetical protein	165.602
UniRef50_UPI00036EB72A: hypothetical protein|unclassified	165.602
UniRef50_A8MG25: Cobalt-precorrin-5B C(1)-methyltransferase	165.023
UniRef50_A8MG25: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	165.023
UniRef50_UPI00016C0DCF: cobyrinic acid a,c-diamide synthase	164.67
UniRef50_UPI00016C0DCF: cobyrinic acid a,c-diamide synthase|unclassified	164.67
UniRef50_F1ZXR4: Cobalamin (Vitamin B12) biosynthesis CbiG protein	163.834
UniRef50_F1ZXR4: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	163.834
UniRef50_UPI0003FD8464: precorrin-6x reductase	163.414
UniRef50_UPI0003FD8464: precorrin-6x reductase|unclassified	163.414
UniRef50_UPI00047C3337: hypothetical protein	163.274
UniRef50_UPI00047C3337: hypothetical protein|unclassified	163.274
UniRef50_UPI00036BE13E: hypothetical protein, partial	163.097
UniRef50_UPI00036BE13E: hypothetical protein, partial|unclassified	163.097
UniRef50_B6IPQ3: Phosphoglycerate mutase family protein	162.802
UniRef50_B6IPQ3: Phosphoglycerate mutase family protein|unclassified	162.802
UniRef50_UPI0002631571: cobyric acid synthase, partial	162.566
UniRef50_UPI0002631571: cobyric acid synthase, partial|unclassified	162.566
UniRef50_UPI00031698B0: hypothetical protein	162.314
UniRef50_UPI00031698B0: hypothetical protein|unclassified	162.314
UniRef50_D9R017: Phosphoglycerate mutase	161.31
UniRef50_D9R017: Phosphoglycerate mutase|unclassified	161.31
UniRef50_Q2J8A4: Cobalamin synthase	161.15
UniRef50_Q2J8A4: Cobalamin synthase|unclassified	161.15
UniRef50_A4J804: Cobalamin synthase	160.382
UniRef50_A4J804: Cobalamin synthase|unclassified	160.382
UniRef50_K4RCF7	159.096
UniRef50_K4RCF7|unclassified	159.096
UniRef50_Q7R739	158.774
UniRef50_Q7R739|unclassified	158.774
UniRef50_D1AFI1: Phosphoglycerate mutase	158.397
UniRef50_D1AFI1: Phosphoglycerate mutase|unclassified	158.397
UniRef50_A8FV95	156.599
UniRef50_A8FV95|unclassified	156.599
UniRef50_UPI00037D0ED2: hypothetical protein	156.431
UniRef50_UPI00037D0ED2: hypothetical protein|unclassified	156.431
UniRef50_I6Z144: Cobalamin synthase	156.279
UniRef50_I6Z144: Cobalamin synthase|unclassified	156.279
UniRef50_UPI0004660EEA: hypothetical protein	156.243
UniRef50_UPI0004660EEA: hypothetical protein|unclassified	156.243
UniRef50_M6RJW0: CobQ/CobB/MinD/ParA nucleotide binding domain protein	155.414
UniRef50_M6RJW0: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	155.414
UniRef50_UPI000473FC85: hypothetical protein, partial	155.231
UniRef50_UPI000473FC85: hypothetical protein, partial|unclassified	155.231
UniRef50_UPI0003B63A94: protein CbiG	154.944
UniRef50_UPI0003B63A94: protein CbiG|unclassified	154.944
UniRef50_UPI000468E01A: precorrin-2 C20-methyltransferase	154.374
UniRef50_UPI000468E01A: precorrin-2 C20-methyltransferase|unclassified	154.374
UniRef50_A1S3L0: Alpha-ribazole-5'-phosphate phosphatase, putative	154.054
UniRef50_A1S3L0: Alpha-ribazole-5'-phosphate phosphatase, putative|unclassified	154.054
UniRef50_F7YQG8: Alpha-ribazole-5'-phosphate phosphatase	153.993
UniRef50_F7YQG8: Alpha-ribazole-5'-phosphate phosphatase|unclassified	153.993
UniRef50_E7DRR4: Cobyrinic acid a,c-diamide synthase (Fragment)	153.53
UniRef50_E7DRR4: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	153.53
UniRef50_A4C9U0: Alpha-ribazole-5'-phosphate phosphatase, putative	153.018
UniRef50_A4C9U0: Alpha-ribazole-5'-phosphate phosphatase, putative|unclassified	153.018
UniRef50_UPI00030CD8BF: hypothetical protein	152.842
UniRef50_UPI00030CD8BF: hypothetical protein|unclassified	152.842
UniRef50_D6Z0T7	152.504
UniRef50_D6Z0T7|unclassified	152.504
UniRef50_UPI0003B6245C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	151.529
UniRef50_UPI0003B6245C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	151.529
UniRef50_UPI000377D0AB: hypothetical protein, partial	150.828
UniRef50_UPI000377D0AB: hypothetical protein, partial|unclassified	150.828
UniRef50_K1YNG8	150.632
UniRef50_K1YNG8|unclassified	150.632
UniRef50_W9TDM5: Cobyrinic acid a,c-diamide synthase	150.546
UniRef50_W9TDM5: Cobyrinic acid a,c-diamide synthase|unclassified	150.546
UniRef50_Q6LX75: Cobyrinic acid a,c-diamide synthase	150.408
UniRef50_Q6LX75: Cobyrinic acid a,c-diamide synthase|unclassified	150.408
UniRef50_E2SD37	150.289
UniRef50_E2SD37|unclassified	150.289
UniRef50_UPI0004735BBA: hypothetical protein, partial	149.882
UniRef50_UPI0004735BBA: hypothetical protein, partial|unclassified	149.882
UniRef50_U6ZZJ3	149.014
UniRef50_U6ZZJ3|unclassified	149.014
UniRef50_J5B2C0: Putative threonine-phosphate decarboxylase (Fragment)	148.972
UniRef50_J5B2C0: Putative threonine-phosphate decarboxylase (Fragment)|unclassified	148.972
UniRef50_A8ID91: Cobalamin synthase	148.382
UniRef50_A8ID91: Cobalamin synthase|unclassified	148.382
UniRef50_D4H0Q6	147.876
UniRef50_D4H0Q6|unclassified	147.876
UniRef50_Q6ALU2	147.076
UniRef50_Q6ALU2|unclassified	147.076
UniRef50_UPI000300F7A3: hypothetical protein	146.972
UniRef50_UPI000300F7A3: hypothetical protein|unclassified	146.972
UniRef50_UPI0003709F2C: hypothetical protein	146.947
UniRef50_UPI0003709F2C: hypothetical protein|unclassified	146.947
UniRef50_UPI00046F8194: cobyrinic acid a,c-diamide synthase	146.518
UniRef50_UPI00046F8194: cobyrinic acid a,c-diamide synthase|unclassified	146.518
UniRef50_UPI00016C0DCC: cobalamin (vitamin B12) biosynthesis CbiG protein	146.115
UniRef50_UPI00016C0DCC: cobalamin (vitamin B12) biosynthesis CbiG protein|unclassified	146.115
UniRef50_UPI000422471D: cobalamin biosynthesis protein CbiG	145.767
UniRef50_UPI000422471D: cobalamin biosynthesis protein CbiG|unclassified	145.767
UniRef50_UPI0003775978: hypothetical protein	145.508
UniRef50_UPI0003775978: hypothetical protein|unclassified	145.508
UniRef50_G2DZE7: Cobalamin (Vitamin B12) biosynthesis CbiG protein	144.431
UniRef50_G2DZE7: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	144.431
UniRef50_Q24VN7: Cobalamin synthase	144.247
UniRef50_Q24VN7: Cobalamin synthase|unclassified	144.247
UniRef50_Q2W9Y0: Fructose-2,6-bisphosphatase	144.095
UniRef50_Q2W9Y0: Fructose-2,6-bisphosphatase|unclassified	144.095
UniRef50_UPI000472BA14: hypothetical protein, partial	144.018
UniRef50_UPI000472BA14: hypothetical protein, partial|unclassified	144.018
UniRef50_UPI0003779717: hypothetical protein	143.65
UniRef50_UPI0003779717: hypothetical protein|unclassified	143.65
UniRef50_UPI00036F9014: hypothetical protein	143.58
UniRef50_UPI00036F9014: hypothetical protein|unclassified	143.58
UniRef50_M4U7E7: Phosphoglycerate mutase	143.457
UniRef50_M4U7E7: Phosphoglycerate mutase|unclassified	143.457
UniRef50_UPI0003B476E4: cobalamin biosynthesis protein CbiG	142.033
UniRef50_UPI0003B476E4: cobalamin biosynthesis protein CbiG|unclassified	142.033
UniRef50_UPI0003B3E294: cobalamin biosynthesis protein CbiD	141.687
UniRef50_UPI0003B3E294: cobalamin biosynthesis protein CbiD|unclassified	141.687
UniRef50_UPI00042690A8: hypothetical protein	141.064
UniRef50_UPI00042690A8: hypothetical protein|unclassified	141.064
UniRef50_UPI000466DCA1: hypothetical protein, partial	139.818
UniRef50_UPI000466DCA1: hypothetical protein, partial|unclassified	139.818
UniRef50_UPI00046563C7: hypothetical protein	138.759
UniRef50_UPI00046563C7: hypothetical protein|unclassified	138.759
UniRef50_A3QAT5: Phosphoglycerate mutase	138.219
UniRef50_A3QAT5: Phosphoglycerate mutase|unclassified	138.219
UniRef50_F6CWA0: Phosphoglycerate mutase	138.005
UniRef50_F6CWA0: Phosphoglycerate mutase|unclassified	138.005
UniRef50_UPI00036EB2B5: hypothetical protein	137.452
UniRef50_UPI00036EB2B5: hypothetical protein|unclassified	137.452
UniRef50_UPI0002DBAC53: hypothetical protein	136.88
UniRef50_UPI0002DBAC53: hypothetical protein|unclassified	136.88
UniRef50_A0A024YJR3	136.742
UniRef50_A0A024YJR3|unclassified	136.742
UniRef50_D5BZ11: Alpha-ribazole phosphatase	136.459
UniRef50_D5BZ11: Alpha-ribazole phosphatase|unclassified	136.459
UniRef50_A6TU75: Cobalamin synthase	136.201
UniRef50_A6TU75: Cobalamin synthase|unclassified	136.201
UniRef50_F3KV46: Phosphoglycerate mutase	135.893
UniRef50_F3KV46: Phosphoglycerate mutase|unclassified	135.893
UniRef50_UPI0004739D07: hypothetical protein, partial	135.849
UniRef50_UPI0004739D07: hypothetical protein, partial|unclassified	135.849
UniRef50_A8MIW2: Cobalamin synthase	135.433
UniRef50_A8MIW2: Cobalamin synthase|unclassified	135.433
UniRef50_UPI000470F02C: hypothetical protein	135.277
UniRef50_UPI000470F02C: hypothetical protein|unclassified	135.277
UniRef50_A0A059FQY7: Cobyric acid synthase CobQ	134.899
UniRef50_A0A059FQY7: Cobyric acid synthase CobQ|unclassified	134.899
UniRef50_L8E3F9: C-diamide synthase	134.598
UniRef50_L8E3F9: C-diamide synthase|unclassified	134.598
UniRef50_UPI00026292E1: precorrin-8x methylmutase (cobh/cbic), partial	134.541
UniRef50_UPI00026292E1: precorrin-8x methylmutase (cobh/cbic), partial|unclassified	134.541
UniRef50_UPI000379ED6D: hypothetical protein	134.482
UniRef50_UPI000379ED6D: hypothetical protein|unclassified	134.482
UniRef50_UPI0004742507: hypothetical protein	134.301
UniRef50_UPI0004742507: hypothetical protein|unclassified	134.301
UniRef50_Q897L5: Cobalamin synthase	134.246
UniRef50_Q897L5: Cobalamin synthase|unclassified	134.246
UniRef50_U5MX08: Phosphoglycerate mutase	134.154
UniRef50_U5MX08: Phosphoglycerate mutase|unclassified	134.154
UniRef50_A5WG75	133.591
UniRef50_A5WG75|unclassified	133.591
UniRef50_C6VU88: Phosphoglycerate mutase	133.578
UniRef50_C6VU88: Phosphoglycerate mutase|unclassified	133.578
UniRef50_UPI00037BFFF8: hypothetical protein	133.351
UniRef50_UPI00037BFFF8: hypothetical protein|unclassified	133.351
UniRef50_UPI00040DCB53: hypothetical protein	133.08
UniRef50_UPI00040DCB53: hypothetical protein|unclassified	133.08
UniRef50_F7JF60	132.684
UniRef50_F7JF60|unclassified	132.684
UniRef50_X0Y2L3: Marine sediment metagenome DNA, contig: S01H1_S27657 (Fragment)	132.163
UniRef50_X0Y2L3: Marine sediment metagenome DNA, contig: S01H1_S27657 (Fragment)|unclassified	132.163
UniRef50_UPI00037F87D1: hypothetical protein	131.237
UniRef50_UPI00037F87D1: hypothetical protein|unclassified	131.237
UniRef50_UPI0004793BD8: hypothetical protein	131.172
UniRef50_UPI0004793BD8: hypothetical protein|unclassified	131.172
UniRef50_UPI00041072FB: hypothetical protein	129.998
UniRef50_UPI00041072FB: hypothetical protein|unclassified	129.998
UniRef50_UPI00047D2AE6: hypothetical protein	129.298
UniRef50_UPI00047D2AE6: hypothetical protein|unclassified	129.298
UniRef50_B8J253: Phosphoglycerate mutase	128.546
UniRef50_B8J253: Phosphoglycerate mutase|unclassified	128.546
UniRef50_UPI00029CD32D: cobalamin biosynthesis protein, partial	127.72
UniRef50_UPI00029CD32D: cobalamin biosynthesis protein, partial|unclassified	127.72
UniRef50_UPI00037555D5: hypothetical protein	127.058
UniRef50_UPI00037555D5: hypothetical protein|unclassified	127.058
UniRef50_UPI00047066C5: class I and II aminotransferase	127.024
UniRef50_UPI00047066C5: class I and II aminotransferase|unclassified	127.024
UniRef50_UPI00016ADB04: cobalamin ABC transporter, ATP-binding protein, partial	126.049
UniRef50_UPI00016ADB04: cobalamin ABC transporter, ATP-binding protein, partial|unclassified	126.049
UniRef50_UPI0003084A5A: hypothetical protein	126.018
UniRef50_UPI0003084A5A: hypothetical protein|unclassified	126.018
UniRef50_UPI00046EFF99: hypothetical protein, partial	125.064
UniRef50_UPI00046EFF99: hypothetical protein, partial|unclassified	125.064
UniRef50_O27083: Cobalt-precorrin-6A reductase	124.484
UniRef50_O27083: Cobalt-precorrin-6A reductase|unclassified	124.484
UniRef50_UPI0003B7A70B: cobalamin-5-phosphate synthase	124.12
UniRef50_UPI0003B7A70B: cobalamin-5-phosphate synthase|unclassified	124.12
UniRef50_B8K5W4: Fructose-2,6-bisphosphatase	123.945
UniRef50_B8K5W4: Fructose-2,6-bisphosphatase|unclassified	123.945
UniRef50_A4BIB3: Phosphoglycerate mutase	123.883
UniRef50_A4BIB3: Phosphoglycerate mutase|unclassified	123.883
UniRef50_U1QF11: Cobyric acid synthase	123.565
UniRef50_U1QF11: Cobyric acid synthase|unclassified	123.565
UniRef50_UPI00016C0C97: L-threonine-O-3-phosphate decarboxylase	123.096
UniRef50_UPI00016C0C97: L-threonine-O-3-phosphate decarboxylase|unclassified	123.096
UniRef50_UPI00046F07B9: hypothetical protein, partial	122.739
UniRef50_UPI00046F07B9: hypothetical protein, partial|unclassified	122.739
UniRef50_Q086T9: Phosphoglycerate mutase	122.644
UniRef50_Q086T9: Phosphoglycerate mutase|unclassified	122.644
UniRef50_A6U9W5: Cobalamin synthase	122.18
UniRef50_A6U9W5: Cobalamin synthase|unclassified	122.18
UniRef50_UPI00036F495D: hypothetical protein	122.01
UniRef50_UPI00036F495D: hypothetical protein|unclassified	122.01
UniRef50_S3NC30: Phosphoglycerate mutase	121.857
UniRef50_S3NC30: Phosphoglycerate mutase|unclassified	121.857
UniRef50_UPI0004638FC8: hypothetical protein	121.509
UniRef50_UPI0004638FC8: hypothetical protein|unclassified	121.509
UniRef50_UPI00047CF952: hypothetical protein	121.231
UniRef50_UPI00047CF952: hypothetical protein|unclassified	121.231
UniRef50_Q47XZ6: Phosphoglycerate mutase family protein	121.216
UniRef50_Q47XZ6: Phosphoglycerate mutase family protein|unclassified	121.216
UniRef50_H7E3Q5	120.839
UniRef50_H7E3Q5|unclassified	120.839
UniRef50_UPI00047CD93C: phosphoglycerate kinase	120.815
UniRef50_UPI00047CD93C: phosphoglycerate kinase|unclassified	120.815
UniRef50_A1WY57: Phosphoglycerate mutase	120.259
