# Gene Family	SampleCobalamin_synthesis_Abundance-RPKs
UniRef50_Q8GMS2: Cobalamin synthase|unclassified	70.1710021815
UniRef50_UPI0002260170: L-threonine-O-3-phosphate decarboxylase	69.8457319875
UniRef50_UPI0002260170: L-threonine-O-3-phosphate decarboxylase|unclassified	69.8457319875
UniRef50_Q6LIL4	69.8436812340
UniRef50_Q6LIL4|unclassified	69.8436812340
UniRef50_UPI0004788434: hypothetical protein	69.0097279397
UniRef50_UPI0004788434: hypothetical protein|unclassified	69.0097279397
UniRef50_UPI0001D2F063: aminotransferase class I and II	68.6255692540
UniRef50_UPI0001D2F063: aminotransferase class I and II|unclassified	68.6255692540
UniRef50_UPI0003B32880: cobyrinic acid a,c-diamide synthase	68.5177071798
UniRef50_UPI0003B32880: cobyrinic acid a,c-diamide synthase|unclassified	68.5177071798
UniRef50_UPI0004738B14: precorrin-2 C20-methyltransferase, partial	68.3190981008
UniRef50_UPI0004738B14: precorrin-2 C20-methyltransferase, partial|unclassified	68.3190981008
UniRef50_UPI00047BD994: cobyrinic acid a,c-diamide synthase	68.1959669433
UniRef50_UPI00047BD994: cobyrinic acid a,c-diamide synthase|unclassified	68.1959669433
UniRef50_UPI00047A02E3: hypothetical protein	67.8600002767
UniRef50_UPI00047A02E3: hypothetical protein|unclassified	67.8600002767
UniRef50_T0Z3X5: Cobalamin biosynthesis CbiG protein (Fragment)	67.3774134317
UniRef50_T0Z3X5: Cobalamin biosynthesis CbiG protein (Fragment)|unclassified	67.3774134317
UniRef50_UPI000473F237: cobalamin biosynthesis protein CobS	66.9977498720
UniRef50_UPI000473F237: cobalamin biosynthesis protein CobS|unclassified	66.9977498720
UniRef50_UPI00047A15F2: hypothetical protein	66.8801405548
UniRef50_UPI00047A15F2: hypothetical protein|unclassified	66.8801405548
UniRef50_UPI00047A501E: hypothetical protein	66.8207703137
UniRef50_UPI00047A501E: hypothetical protein|unclassified	66.8207703137
UniRef50_Q7NK51: Cobalt-precorrin-5B C(1)-methyltransferase	66.8102167597
UniRef50_Q7NK51: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	66.8102167597
UniRef50_Q55714: Cobalamin synthase	66.7836184335
UniRef50_Q55714: Cobalamin synthase|unclassified	66.7836184335
UniRef50_A1WWQ1: Cobalamin (Vitamin B12) biosynthesis CbiG protein	66.5046079977
UniRef50_A1WWQ1: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	66.5046079977
UniRef50_Q89Q75: Cobalamin synthase	66.3129571285
UniRef50_Q89Q75: Cobalamin synthase|unclassified	66.3129571285
UniRef50_UPI0003778A0C: hypothetical protein	66.1444080849
UniRef50_UPI0003778A0C: hypothetical protein|unclassified	66.1444080849
UniRef50_UPI00036625CD: hypothetical protein	65.7654357209
UniRef50_UPI00036625CD: hypothetical protein|unclassified	65.7654357209
UniRef50_UPI0003B57EB9: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	65.7322385244
UniRef50_UPI0003B57EB9: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	65.7322385244
UniRef50_UPI0003B467E0: cobyrinic acid a,c-diamide synthase	65.7087064556
UniRef50_UPI0003B467E0: cobyrinic acid a,c-diamide synthase|unclassified	65.7087064556
UniRef50_UPI0003161161: hypothetical protein	65.4092876413
UniRef50_UPI0003161161: hypothetical protein|unclassified	65.4092876413
UniRef50_W7VP02: Cobyrinic acid a,c-diamide synthase	65.3453110606
UniRef50_W7VP02: Cobyrinic acid a,c-diamide synthase|unclassified	65.3453110606
UniRef50_UPI00047EA1D3: hypothetical protein	65.2131512475
UniRef50_UPI00047EA1D3: hypothetical protein|unclassified	65.2131512475
UniRef50_UPI000365CA2A: hypothetical protein, partial	65.1124449776
UniRef50_UPI000365CA2A: hypothetical protein, partial|unclassified	65.1124449776
UniRef50_P0CY58: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (Fragment)	64.9238311575
UniRef50_P0CY58: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (Fragment)|unclassified	64.9238311575
UniRef50_UPI00046D14D2: hypothetical protein	64.8621939358
UniRef50_UPI00046D14D2: hypothetical protein|unclassified	64.8621939358
UniRef50_O28054: Probable cobyrinic acid A,C-diamide synthase	64.6811106256
UniRef50_O28054: Probable cobyrinic acid A,C-diamide synthase|unclassified	64.6811106256
UniRef50_U1P5Z1: Cobyrinic acid a,c-diamide synthase	64.6684526204
UniRef50_U1P5Z1: Cobyrinic acid a,c-diamide synthase|unclassified	64.6684526204
UniRef50_UPI00037310A3: hypothetical protein	64.6102067123
UniRef50_UPI00037310A3: hypothetical protein|unclassified	64.6102067123
UniRef50_UPI0003148EEC: hypothetical protein	64.4700695531
UniRef50_UPI0003148EEC: hypothetical protein|unclassified	64.4700695531
UniRef50_UPI00036AD718: hypothetical protein	64.3925226640
UniRef50_UPI00036AD718: hypothetical protein|unclassified	64.3925226640
UniRef50_UPI000469E4C3: hypothetical protein	64.2957208469
UniRef50_UPI000469E4C3: hypothetical protein|unclassified	64.2957208469
UniRef50_O28933: Probable cobalamin biosynthesis protein CobD	63.9549957686
UniRef50_O28933: Probable cobalamin biosynthesis protein CobD|unclassified	63.9549957686
UniRef50_UPI00046CCF13: hypothetical protein	63.2530013490
UniRef50_UPI00046CCF13: hypothetical protein|unclassified	63.2530013490
UniRef50_M6FLM6: Histidine phosphatase superfamily (Branch 1) domain protein	63.2141141980
UniRef50_M6FLM6: Histidine phosphatase superfamily (Branch 1) domain protein|unclassified	63.2141141980
UniRef50_UPI000472AC01: phosphoglycerate mutase, partial	63.1388739891
UniRef50_UPI000472AC01: phosphoglycerate mutase, partial|unclassified	63.1388739891
UniRef50_A4J6U5: Phosphoglycerate mutase	63.1246065900
UniRef50_A4J6U5: Phosphoglycerate mutase|unclassified	63.1246065900
UniRef50_UPI000470D1EE: cobalamin biosynthesis protein CobS	63.0510433379
UniRef50_UPI000470D1EE: cobalamin biosynthesis protein CobS|unclassified	63.0510433379
UniRef50_UPI000470E2AC: hypothetical protein	62.9749945908
UniRef50_UPI000470E2AC: hypothetical protein|unclassified	62.9749945908
UniRef50_UPI0003B77178: cobyrinic acid a,c-diamide synthase	62.9031124795
UniRef50_UPI0003B77178: cobyrinic acid a,c-diamide synthase|unclassified	62.9031124795
UniRef50_UPI0003B30957: threonine-phosphate decarboxylase	62.6648236510
UniRef50_UPI0003B30957: threonine-phosphate decarboxylase|unclassified	62.6648236510
UniRef50_U4K4V5: Putative phosphatase	62.6539396183
UniRef50_U4K4V5: Putative phosphatase|unclassified	62.6539396183
UniRef50_UPI00037FD220: hypothetical protein	62.4937716042
UniRef50_UPI00037FD220: hypothetical protein|unclassified	62.4937716042
UniRef50_V6SJZ0: GpmA protein	62.4675821394
UniRef50_V6SJZ0: GpmA protein|unclassified	62.4675821394
UniRef50_UPI0001BF5A9F: hypothetical protein SMAC_11746, partial	62.2746574644
UniRef50_UPI0001BF5A9F: hypothetical protein SMAC_11746, partial|unclassified	62.2746574644
UniRef50_B0R5X2: Probable cobyric acid synthase	62.2643548147
UniRef50_B0R5X2: Probable cobyric acid synthase|unclassified	62.2643548147
UniRef50_C7JEX5: Phosphoglycerate mutase	62.1166799451
UniRef50_C7JEX5: Phosphoglycerate mutase|unclassified	62.1166799451
UniRef50_C6PWX0	61.8210380638
UniRef50_C6PWX0|unclassified	61.8210380638
UniRef50_A3Q1R8: Cobalamin synthase	61.4726293098
UniRef50_A3Q1R8: Cobalamin synthase|unclassified	61.4726293098
UniRef50_Q97JA2: Cobalamin synthase	61.3762297196
UniRef50_Q97JA2: Cobalamin synthase|unclassified	61.3762297196
UniRef50_UPI0003784645: hypothetical protein	61.0749623879
UniRef50_UPI0003784645: hypothetical protein|unclassified	61.0749623879
UniRef50_Q8TVH5: Probable cobyric acid synthase	60.9736673423
UniRef50_Q8TVH5: Probable cobyric acid synthase|unclassified	60.9736673423
UniRef50_A5V212: Cobalamin synthase	60.7554620393
UniRef50_A5V212: Cobalamin synthase|unclassified	60.7554620393
UniRef50_W1WD32: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)	60.7223637091
UniRef50_W1WD32: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)|unclassified	60.7223637091
UniRef50_UPI000471CCA0: hypothetical protein	60.1048604588
UniRef50_UPI000471CCA0: hypothetical protein|unclassified	60.1048604588
UniRef50_UPI0003B567B1: cobalamin biosynthesis protein CbiG	59.9831156222
UniRef50_UPI0003B567B1: cobalamin biosynthesis protein CbiG|unclassified	59.9831156222
UniRef50_A2CCL0: Cobalamin synthase	59.9068043897
UniRef50_A2CCL0: Cobalamin synthase|unclassified	59.9068043897
UniRef50_G2FY49: CobQ/CobB/MinD/ParA nucleotide binding domain protein	59.8856154676
UniRef50_G2FY49: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	59.8856154676
UniRef50_R6AN45	59.6799448347
UniRef50_R6AN45|unclassified	59.6799448347
UniRef50_UPI00037C6964: hypothetical protein	59.3354341068
UniRef50_UPI00037C6964: hypothetical protein|unclassified	59.3354341068
UniRef50_G2I053: Phosphoglycerate mutase	59.2115307731
UniRef50_G2I053: Phosphoglycerate mutase|unclassified	59.2115307731
UniRef50_UPI00036B152E: hypothetical protein	59.1963041340
UniRef50_UPI00036B152E: hypothetical protein|unclassified	59.1963041340
UniRef50_UPI0004678729: hypothetical protein, partial	59.1415942055
UniRef50_UPI0004678729: hypothetical protein, partial|unclassified	59.1415942055
UniRef50_P21157: Probable cobyric acid synthase (Fragment)	58.1237389527
UniRef50_P21157: Probable cobyric acid synthase (Fragment)|unclassified	58.1237389527
UniRef50_UPI000471AEBC: hypothetical protein	58.0670563673
UniRef50_UPI000471AEBC: hypothetical protein|unclassified	58.0670563673
UniRef50_R6CUX8: Cobyrinic acid a c-diamide synthase	57.8327459324
UniRef50_R6CUX8: Cobyrinic acid a c-diamide synthase|unclassified	57.8327459324
UniRef50_UPI0001FFF2D5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial	57.8088255637
UniRef50_UPI0001FFF2D5: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, partial|unclassified	57.8088255637
UniRef50_M2U1R3: Alpha-ribazole-5'-phosphate phosphatase	57.4737425485
UniRef50_M2U1R3: Alpha-ribazole-5'-phosphate phosphatase|unclassified	57.4737425485
UniRef50_A0L8B9: Cobyrinic acid A,C-diamide synthase	57.3789032144
UniRef50_A0L8B9: Cobyrinic acid A,C-diamide synthase|unclassified	57.3789032144
UniRef50_K0CKX1: Phosphoglycerate mutase family protein, putative	57.3057955989
UniRef50_K0CKX1: Phosphoglycerate mutase family protein, putative|unclassified	57.3057955989
UniRef50_L6U6J0: Propanediol utilization (Fragment)	57.2363414306
UniRef50_L6U6J0: Propanediol utilization (Fragment)|unclassified	57.2363414306
UniRef50_E4LFY3	57.0814923606
UniRef50_E4LFY3|unclassified	57.0814923606
UniRef50_UPI000382ED57: hypothetical protein	56.4359625363
UniRef50_UPI000382ED57: hypothetical protein|unclassified	56.4359625363
UniRef50_UPI0003731729: hypothetical protein	56.3963724218
UniRef50_UPI0003731729: hypothetical protein|unclassified	56.3963724218
UniRef50_UPI0003787E45: hypothetical protein, partial	56.2494315623
UniRef50_UPI0003787E45: hypothetical protein, partial|unclassified	56.2494315623
UniRef50_Q72M34: Cobalamin synthase	56.1640191237
UniRef50_Q72M34: Cobalamin synthase|unclassified	56.1640191237
UniRef50_Q980B1: Probable cobyrinic acid A,C-diamide synthase	55.9506220281
UniRef50_Q980B1: Probable cobyrinic acid A,C-diamide synthase|unclassified	55.9506220281
UniRef50_Q57972: Cobalt-precorrin-6A reductase	55.7508579829
UniRef50_Q57972: Cobalt-precorrin-6A reductase|unclassified	55.7508579829
UniRef50_UPI00046D2A1A: hypothetical protein	55.6872333420
UniRef50_UPI00046D2A1A: hypothetical protein|unclassified	55.6872333420
UniRef50_UPI00047860EC: hypothetical protein	55.5736611304
UniRef50_UPI00047860EC: hypothetical protein|unclassified	55.5736611304
UniRef50_UPI000473ADBD: threonine-phosphate decarboxylase	55.3934523302
UniRef50_UPI000473ADBD: threonine-phosphate decarboxylase|unclassified	55.3934523302
UniRef50_B8CJ34: Phosphoglycerate/bisphosphoglycerate mutase	55.3533464393
UniRef50_B8CJ34: Phosphoglycerate/bisphosphoglycerate mutase|unclassified	55.3533464393
UniRef50_M2AK55	55.2042909532
UniRef50_M2AK55|unclassified	55.2042909532
UniRef50_V4XNR8: Cobalamin biosynthesis protein CbiG	54.9694552826
UniRef50_V4XNR8: Cobalamin biosynthesis protein CbiG|unclassified	54.9694552826
UniRef50_UPI00037085DC: hypothetical protein	54.6734663411
UniRef50_UPI00037085DC: hypothetical protein|unclassified	54.6734663411
UniRef50_UPI0004634580: hypothetical protein	54.4935591217
UniRef50_UPI0004634580: hypothetical protein|unclassified	54.4935591217
UniRef50_UPI0003B5C192: cobyric acid synthase	54.4637781283
UniRef50_UPI0003B5C192: cobyric acid synthase|unclassified	54.4637781283
UniRef50_UPI0002891AD2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	54.3086122250
UniRef50_UPI0002891AD2: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	54.3086122250
UniRef50_Q3V8B2: Cobalt-precorrin-5B C(1)-methyltransferase	54.1218730039
UniRef50_Q3V8B2: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	54.1218730039
UniRef50_UPI00036ABE5A: hypothetical protein	53.8284905827
UniRef50_UPI00036ABE5A: hypothetical protein|unclassified	53.8284905827
UniRef50_UPI00046D1234: hypothetical protein	53.7691095602
UniRef50_UPI00046D1234: hypothetical protein|unclassified	53.7691095602
UniRef50_UPI0003945820: alpha-ribazole-5''''-phosphate phosphatase	53.6902774966
UniRef50_UPI0003945820: alpha-ribazole-5''''-phosphate phosphatase|unclassified	53.6902774966
UniRef50_Q12FJ6: Cobalamin synthase	53.5743760951
UniRef50_Q12FJ6: Cobalamin synthase|unclassified	53.5743760951
UniRef50_UPI00037BA7F7: hypothetical protein	53.5559367483
UniRef50_UPI00037BA7F7: hypothetical protein|unclassified	53.5559367483
UniRef50_B0T3P8	53.3970625864
UniRef50_B0T3P8|unclassified	53.3970625864
UniRef50_A1TXA6: Phosphoglycerate mutase	53.2553858797
UniRef50_A1TXA6: Phosphoglycerate mutase|unclassified	53.2553858797
UniRef50_UPI0003476853: hypothetical protein	53.2014474260
UniRef50_UPI0003476853: hypothetical protein|unclassified	53.2014474260
UniRef50_C9CEL5: Cobyric acid synthase	53.1917059746
UniRef50_C9CEL5: Cobyric acid synthase|unclassified	53.1917059746
UniRef50_UPI00016A89E1: cobalamin biosynthesis protein CbiG, partial	52.3809958602
UniRef50_UPI00016A89E1: cobalamin biosynthesis protein CbiG, partial|unclassified	52.3809958602
UniRef50_Q97BP4: Probable cobyrinic acid A,C-diamide synthase	51.8632840031
UniRef50_Q97BP4: Probable cobyrinic acid A,C-diamide synthase|unclassified	51.8632840031
UniRef50_B1Y854: Cobalamin synthase	51.8445346558
UniRef50_B1Y854: Cobalamin synthase|unclassified	51.8445346558
UniRef50_P61987: Cobalt-precorrin-5B C(1)-methyltransferase	51.7697793885
UniRef50_P61987: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	51.7697793885
UniRef50_R5LI41: CbiG protein	51.7216527219
UniRef50_R5LI41: CbiG protein|unclassified	51.7216527219
UniRef50_UPI0003B60ECF: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	51.7182242338
UniRef50_UPI0003B60ECF: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	51.7182242338
UniRef50_UPI0004662535: hypothetical protein	51.6226287869
UniRef50_UPI0004662535: hypothetical protein|unclassified	51.6226287869
UniRef50_U5UT11: CobQ/CobB/MinD/ParA nucleotide binding domain protein	51.5788745948
UniRef50_U5UT11: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	51.5788745948
UniRef50_A0L5I1: Transcriptional regulator, Fis family	51.5207959247
UniRef50_A0L5I1: Transcriptional regulator, Fis family|unclassified	51.5207959247
UniRef50_UPI00035F3835: hypothetical protein	51.5132257899
UniRef50_UPI00035F3835: hypothetical protein|unclassified	51.5132257899
UniRef50_UPI000478677D: hypothetical protein	51.4501845342
UniRef50_UPI000478677D: hypothetical protein|unclassified	51.4501845342
UniRef50_UPI00039A1C02: cobalamin biosynthesis protein CbiB	51.1666361604
UniRef50_UPI00039A1C02: cobalamin biosynthesis protein CbiB|unclassified	51.1666361604
UniRef50_A1ANJ7: Cobalt-precorrin-5B C(1)-methyltransferase	50.9068354345
UniRef50_A1ANJ7: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	50.9068354345
UniRef50_R6Z9Y3	50.8640836506
UniRef50_R6Z9Y3|unclassified	50.8640836506
UniRef50_UPI00046D799A: hypothetical protein	50.5822709009
UniRef50_UPI00046D799A: hypothetical protein|unclassified	50.5822709009
UniRef50_A4QFR6: Cobalamin synthase	50.5256537243
UniRef50_A4QFR6: Cobalamin synthase|unclassified	50.5256537243
UniRef50_E7DRR9: Cobyrinic acid a,c-diamide synthase (Fragment)	50.4318015939
UniRef50_E7DRR9: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	50.4318015939
UniRef50_UPI00047ADFAC: hypothetical protein, partial	49.9990987391
UniRef50_UPI00047ADFAC: hypothetical protein, partial|unclassified	49.9990987391
UniRef50_UPI000363A306: hypothetical protein	49.8507881762
UniRef50_UPI000363A306: hypothetical protein|unclassified	49.8507881762
UniRef50_A3CSU7: Cobalt-precorrin-5B C(1)-methyltransferase	49.5727414154
UniRef50_A3CSU7: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	49.5727414154
UniRef50_F2UFF3: Phosphoglycerate mutase	49.5344140884
UniRef50_F2UFF3: Phosphoglycerate mutase|unclassified	49.5344140884
UniRef50_Q97CS1: Probable cobalamin biosynthesis protein CobD	49.4666469487
UniRef50_Q97CS1: Probable cobalamin biosynthesis protein CobD|unclassified	49.4666469487
UniRef50_UPI00037CD0FE: hypothetical protein	49.3666817853
UniRef50_UPI00037CD0FE: hypothetical protein|unclassified	49.3666817853
UniRef50_Q8ZZB0: Cobalt-precorrin-5B C(1)-methyltransferase	49.3525784000
UniRef50_Q8ZZB0: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	49.3525784000
UniRef50_C8W6P5: Phosphoglycerate mutase	49.2680308206
UniRef50_C8W6P5: Phosphoglycerate mutase|unclassified	49.2680308206
UniRef50_A6SWY2: Phosphoglycerate mutase family protein	49.1351325280
UniRef50_A6SWY2: Phosphoglycerate mutase family protein|unclassified	49.1351325280
UniRef50_Q24Z77	49.1205545468
UniRef50_Q24Z77|unclassified	49.1205545468
UniRef50_A5WDQ6: Phosphoglycerate mutase	48.8647842321
UniRef50_A5WDQ6: Phosphoglycerate mutase|unclassified	48.8647842321
UniRef50_G2J1Y1: Phosphoglycerate mutase	48.8405762199
UniRef50_G2J1Y1: Phosphoglycerate mutase|unclassified	48.8405762199
UniRef50_UPI00035C35CA: cobalamin biosynthesis protein CbiG	48.6313718374
UniRef50_UPI00035C35CA: cobalamin biosynthesis protein CbiG|unclassified	48.6313718374
UniRef50_Q975N0: Probable cobyrinic acid A,C-diamide synthase	48.3377470787
UniRef50_Q975N0: Probable cobyrinic acid A,C-diamide synthase|unclassified	48.3377470787
UniRef50_X7X6P9: Putative cobyric acid synthase	48.3306395437
UniRef50_X7X6P9: Putative cobyric acid synthase|unclassified	48.3306395437
UniRef50_UPI00036EB72A: hypothetical protein	48.1232505173
UniRef50_UPI00036EB72A: hypothetical protein|unclassified	48.1232505173
UniRef50_A8MG25: Cobalt-precorrin-5B C(1)-methyltransferase	47.9550850458
UniRef50_A8MG25: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	47.9550850458
UniRef50_UPI00016C0DCF: cobyrinic acid a,c-diamide synthase	47.8523035977
UniRef50_UPI00016C0DCF: cobyrinic acid a,c-diamide synthase|unclassified	47.8523035977
UniRef50_F1ZXR4: Cobalamin (Vitamin B12) biosynthesis CbiG protein	47.6095240083
UniRef50_F1ZXR4: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	47.6095240083
UniRef50_UPI0003FD8464: precorrin-6x reductase	47.4875396534
UniRef50_UPI0003FD8464: precorrin-6x reductase|unclassified	47.4875396534
UniRef50_UPI00047C3337: hypothetical protein	47.4467884589
UniRef50_UPI00047C3337: hypothetical protein|unclassified	47.4467884589
UniRef50_UPI00036BE13E: hypothetical protein, partial	47.3954252326
UniRef50_UPI00036BE13E: hypothetical protein, partial|unclassified	47.3954252326
UniRef50_B6IPQ3: Phosphoglycerate mutase family protein	47.3095759417
UniRef50_B6IPQ3: Phosphoglycerate mutase family protein|unclassified	47.3095759417
UniRef50_UPI0002631571: cobyric acid synthase, partial	47.2411368338
UniRef50_UPI0002631571: cobyric acid synthase, partial|unclassified	47.2411368338
UniRef50_UPI00031698B0: hypothetical protein	47.1677770898
UniRef50_UPI00031698B0: hypothetical protein|unclassified	47.1677770898
UniRef50_D9R017: Phosphoglycerate mutase	46.8758752368
UniRef50_D9R017: Phosphoglycerate mutase|unclassified	46.8758752368
UniRef50_Q2J8A4: Cobalamin synthase	46.8296665664
UniRef50_Q2J8A4: Cobalamin synthase|unclassified	46.8296665664
UniRef50_A4J804: Cobalamin synthase	46.6064453450
UniRef50_A4J804: Cobalamin synthase|unclassified	46.6064453450
UniRef50_K4RCF7	46.2327450296
UniRef50_K4RCF7|unclassified	46.2327450296
UniRef50_Q7R739	46.1389950752
UniRef50_Q7R739|unclassified	46.1389950752
UniRef50_D1AFI1: Phosphoglycerate mutase	46.0294662266
UniRef50_D1AFI1: Phosphoglycerate mutase|unclassified	46.0294662266
UniRef50_A8FV95	45.5069575475
UniRef50_A8FV95|unclassified	45.5069575475
UniRef50_UPI00037D0ED2: hypothetical protein	45.4580893943
UniRef50_UPI00037D0ED2: hypothetical protein|unclassified	45.4580893943
UniRef50_I6Z144: Cobalamin synthase	45.4139964177
UniRef50_I6Z144: Cobalamin synthase|unclassified	45.4139964177
UniRef50_UPI0004660EEA: hypothetical protein	45.4037037607
UniRef50_UPI0004660EEA: hypothetical protein|unclassified	45.4037037607
UniRef50_M6RJW0: CobQ/CobB/MinD/ParA nucleotide binding domain protein	45.1625425869
UniRef50_M6RJW0: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	45.1625425869
UniRef50_UPI000473FC85: hypothetical protein, partial	45.1094419811
UniRef50_UPI000473FC85: hypothetical protein, partial|unclassified	45.1094419811
UniRef50_UPI0003B63A94: protein CbiG	45.0262155211
UniRef50_UPI0003B63A94: protein CbiG|unclassified	45.0262155211
UniRef50_UPI000468E01A: precorrin-2 C20-methyltransferase	44.8605816704
UniRef50_UPI000468E01A: precorrin-2 C20-methyltransferase|unclassified	44.8605816704
UniRef50_A1S3L0: Alpha-ribazole-5'-phosphate phosphatase, putative	44.7673135338
UniRef50_A1S3L0: Alpha-ribazole-5'-phosphate phosphatase, putative|unclassified	44.7673135338
UniRef50_F7YQG8: Alpha-ribazole-5'-phosphate phosphatase	44.7498664559
UniRef50_F7YQG8: Alpha-ribazole-5'-phosphate phosphatase|unclassified	44.7498664559
UniRef50_E7DRR4: Cobyrinic acid a,c-diamide synthase (Fragment)	44.6150787301
UniRef50_E7DRR4: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	44.6150787301
UniRef50_A4C9U0: Alpha-ribazole-5'-phosphate phosphatase, putative	44.4663669132
UniRef50_A4C9U0: Alpha-ribazole-5'-phosphate phosphatase, putative|unclassified	44.4663669132
UniRef50_UPI00030CD8BF: hypothetical protein	44.4152280345
UniRef50_UPI00030CD8BF: hypothetical protein|unclassified	44.4152280345
UniRef50_D6Z0T7	44.3169632501
UniRef50_D6Z0T7|unclassified	44.3169632501
UniRef50_UPI0003B6245C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	44.0337842233
UniRef50_UPI0003B6245C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	44.0337842233
UniRef50_UPI000377D0AB: hypothetical protein, partial	43.8300265900
UniRef50_UPI000377D0AB: hypothetical protein, partial|unclassified	43.8300265900
UniRef50_K1YNG8	43.7730872072
UniRef50_K1YNG8|unclassified	43.7730872072
UniRef50_W9TDM5: Cobyrinic acid a,c-diamide synthase	43.7479531524
UniRef50_W9TDM5: Cobyrinic acid a,c-diamide synthase|unclassified	43.7479531524
UniRef50_Q6LX75: Cobyrinic acid a,c-diamide synthase	43.7078654547
UniRef50_Q6LX75: Cobyrinic acid a,c-diamide synthase|unclassified	43.7078654547
UniRef50_E2SD37	43.6734897893
UniRef50_E2SD37|unclassified	43.6734897893
UniRef50_UPI0004735BBA: hypothetical protein, partial	43.5550092288
UniRef50_UPI0004735BBA: hypothetical protein, partial|unclassified	43.5550092288
UniRef50_U6ZZJ3	43.3027808644
UniRef50_U6ZZJ3|unclassified	43.3027808644
UniRef50_J5B2C0: Putative threonine-phosphate decarboxylase (Fragment)	43.2905176796
UniRef50_J5B2C0: Putative threonine-phosphate decarboxylase (Fragment)|unclassified	43.2905176796
UniRef50_A8ID91: Cobalamin synthase	43.1192529005
UniRef50_A8ID91: Cobalamin synthase|unclassified	43.1192529005
UniRef50_D4H0Q6	42.9721483911
UniRef50_D4H0Q6|unclassified	42.9721483911
UniRef50_Q6ALU2	42.7397322590
UniRef50_Q6ALU2|unclassified	42.7397322590
UniRef50_UPI000300F7A3: hypothetical protein	42.7094131793
UniRef50_UPI000300F7A3: hypothetical protein|unclassified	42.7094131793
UniRef50_UPI0003709F2C: hypothetical protein	42.7021636511
UniRef50_UPI0003709F2C: hypothetical protein|unclassified	42.7021636511
UniRef50_UPI00046F8194: cobyrinic acid a,c-diamide synthase	42.5774678766
UniRef50_UPI00046F8194: cobyrinic acid a,c-diamide synthase|unclassified	42.5774678766
UniRef50_UPI00016C0DCC: cobalamin (vitamin B12) biosynthesis CbiG protein	42.4603962003
UniRef50_UPI00016C0DCC: cobalamin (vitamin B12) biosynthesis CbiG protein|unclassified	42.4603962003
UniRef50_UPI000422471D: cobalamin biosynthesis protein CbiG	42.3593112098
UniRef50_UPI000422471D: cobalamin biosynthesis protein CbiG|unclassified	42.3593112098
UniRef50_UPI0003775978: hypothetical protein	42.2840732946
UniRef50_UPI0003775978: hypothetical protein|unclassified	42.2840732946
UniRef50_G2DZE7: Cobalamin (Vitamin B12) biosynthesis CbiG protein	41.9709049157
UniRef50_G2DZE7: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	41.9709049157
UniRef50_Q24VN7: Cobalamin synthase	41.9175533335
UniRef50_Q24VN7: Cobalamin synthase|unclassified	41.9175533335
UniRef50_Q2W9Y0: Fructose-2,6-bisphosphatase	41.8734865463
UniRef50_Q2W9Y0: Fructose-2,6-bisphosphatase|unclassified	41.8734865463
UniRef50_UPI000472BA14: hypothetical protein, partial	41.8508999878
UniRef50_UPI000472BA14: hypothetical protein, partial|unclassified	41.8508999878
UniRef50_UPI0003779717: hypothetical protein	41.7441289229
UniRef50_UPI0003779717: hypothetical protein|unclassified	41.7441289229
UniRef50_UPI00036F9014: hypothetical protein	41.7237836585
UniRef50_UPI00036F9014: hypothetical protein|unclassified	41.7237836585
UniRef50_M4U7E7: Phosphoglycerate mutase	41.6880163539
UniRef50_M4U7E7: Phosphoglycerate mutase|unclassified	41.6880163539
UniRef50_UPI0003B476E4: cobalamin biosynthesis protein CbiG	41.2740901845
