# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-RPKs
UniRef50_UPI00037BE953: hypothetical protein|unclassified	236.2818664232
UniRef50_UPI0003F8482E: hypothetical protein	235.3563533519
UniRef50_UPI0003F8482E: hypothetical protein|unclassified	235.3563533519
UniRef50_UPI00028886C3: acetylornithine deacetylase	234.6880505194
UniRef50_UPI00028886C3: acetylornithine deacetylase|unclassified	234.6880505194
UniRef50_A8ACB1: Ornithine carbamoyltransferase	234.4080154216
UniRef50_A8ACB1: Ornithine carbamoyltransferase|unclassified	234.4080154216
UniRef50_UPI00036AEF5C: hypothetical protein	234.0528973614
UniRef50_UPI00036AEF5C: hypothetical protein|unclassified	234.0528973614
UniRef50_UPI000472E410: hypothetical protein, partial	233.9947459403
UniRef50_UPI000472E410: hypothetical protein, partial|unclassified	233.9947459403
UniRef50_B3DSZ3: N-acetyl-gamma-glutamyl-phosphate reductase	233.1286808403
UniRef50_B3DSZ3: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	233.1286808403
UniRef50_UPI000473B438: hypothetical protein, partial	232.5684658755
UniRef50_UPI000473B438: hypothetical protein, partial|unclassified	232.5684658755
UniRef50_F9WCV7: WGS project CAEQ00000000 data, annotated contig 228 (Fragment)	232.2136022059
UniRef50_F9WCV7: WGS project CAEQ00000000 data, annotated contig 228 (Fragment)|unclassified	232.2136022059
UniRef50_UPI000365166D: hypothetical protein	232.0857203140
UniRef50_UPI000365166D: hypothetical protein|unclassified	232.0857203140
UniRef50_Q8KDE3: N-acetyl-gamma-glutamyl-phosphate reductase	231.7694535938
UniRef50_Q8KDE3: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	231.7694535938
UniRef50_UPI000465E5CC: peptidase M20, partial	229.2119312391
UniRef50_UPI000465E5CC: peptidase M20, partial|unclassified	229.2119312391
UniRef50_UPI00047A0113: acetylornithine deacetylase	229.1873185775
UniRef50_UPI00047A0113: acetylornithine deacetylase|unclassified	229.1873185775
UniRef50_Q93Z70: Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic	228.5578814146
UniRef50_Q93Z70: Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic|unclassified	228.5578814146
UniRef50_T0Z4W8: Diaminopimelate desuccinylase (Fragment)	228.4376926109
UniRef50_T0Z4W8: Diaminopimelate desuccinylase (Fragment)|unclassified	228.4376926109
UniRef50_A9BAE1: N-acetyl-gamma-glutamyl-phosphate reductase	227.6259593986
UniRef50_A9BAE1: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	227.6259593986
UniRef50_UPI00037223FB: hypothetical protein	227.0691848808
UniRef50_UPI00037223FB: hypothetical protein|unclassified	227.0691848808
UniRef50_H9K6T2: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	226.3377462606
UniRef50_H9K6T2: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	226.3377462606
UniRef50_UPI00021A5E97: PREDICTED: arginine biosynthesis bifunctional protein ArgJ-like, partial	225.9617716775
UniRef50_UPI00021A5E97: PREDICTED: arginine biosynthesis bifunctional protein ArgJ-like, partial|unclassified	225.9617716775
UniRef50_A0A023KCS0	222.8081124888
UniRef50_A0A023KCS0|unclassified	222.8081124888
UniRef50_B0K4D2: N-acetyl-gamma-glutamyl-phosphate reductase	221.5948275797
UniRef50_B0K4D2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	221.5948275797
UniRef50_UPI00047CFC3F: acetylornithine aminotransferase	221.1756747567
UniRef50_UPI00047CFC3F: acetylornithine aminotransferase|unclassified	221.1756747567
UniRef50_UPI000367360B: hypothetical protein	221.1481166910
UniRef50_UPI000367360B: hypothetical protein|unclassified	221.1481166910
UniRef50_Q8RAC2: Arginine repressor	220.0818881518
UniRef50_Q8RAC2: Arginine repressor|unclassified	220.0818881518
UniRef50_UPI00035FE18B: N-acetylglutamate synthase	219.8899665086
UniRef50_UPI00035FE18B: N-acetylglutamate synthase|unclassified	219.8899665086
UniRef50_UPI00047AB688: acetylglutamate kinase	219.1003425358
UniRef50_UPI00047AB688: acetylglutamate kinase|unclassified	219.1003425358
UniRef50_Q93JQ8: Argininosuccinate synthase	216.0318351599
UniRef50_Q93JQ8: Argininosuccinate synthase|unclassified	216.0318351599
UniRef50_N7QFC7	215.5108151255
UniRef50_N7QFC7|unclassified	215.5108151255
UniRef50_UPI0003802C7D: hypothetical protein	215.3535004487
UniRef50_UPI0003802C7D: hypothetical protein|unclassified	215.3535004487
UniRef50_Q8TUE8: Acetylornithine aminotransferase	214.8125835340
UniRef50_Q8TUE8: Acetylornithine aminotransferase|unclassified	214.8125835340
UniRef50_W5X6I0: Metallophosphoesterase	214.6190859365
UniRef50_W5X6I0: Metallophosphoesterase|unclassified	214.6190859365
UniRef50_UPI000466C155: argininosuccinate synthase	213.7615463534
UniRef50_UPI000466C155: argininosuccinate synthase|unclassified	213.7615463534
UniRef50_R4M710	213.7168487573
UniRef50_R4M710|unclassified	213.7168487573
UniRef50_A9A8M9: Acetylglutamate kinase	212.4709325820
UniRef50_A9A8M9: Acetylglutamate kinase|unclassified	212.4709325820
UniRef50_Q4E8A9	212.1606334326
UniRef50_Q4E8A9|unclassified	212.1606334326
UniRef50_M7ABH3	211.6329830984
UniRef50_M7ABH3|unclassified	211.6329830984
UniRef50_UPI00046F4D70: arginine biosynthesis protein ArgJ, partial	211.3919965827
UniRef50_UPI00046F4D70: arginine biosynthesis protein ArgJ, partial|unclassified	211.3919965827
UniRef50_Q11QI8: Acetylglutamate kinase	210.8776237057
UniRef50_Q11QI8: Acetylglutamate kinase|unclassified	210.8776237057
UniRef50_Q3DBL1: Membrane protein, putative	210.8697642135
UniRef50_Q3DBL1: Membrane protein, putative|unclassified	210.8697642135
UniRef50_UPI000373E892: hypothetical protein	210.5685817764
UniRef50_UPI000373E892: hypothetical protein|unclassified	210.5685817764
UniRef50_UPI000468F63E: succinyl-diaminopimelate desuccinylase	210.2665509137
UniRef50_UPI000468F63E: succinyl-diaminopimelate desuccinylase|unclassified	210.2665509137
UniRef50_D4SRX1	208.3506320314
UniRef50_D4SRX1|unclassified	208.3506320314
UniRef50_R5K2P3	208.0171184082
UniRef50_R5K2P3|unclassified	208.0171184082
UniRef50_A8AYI7: N-acetyl-gamma-glutamyl-phosphate reductase	207.8884707694
UniRef50_A8AYI7: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	207.8884707694
UniRef50_A9ERU2: Ornithine carbamoyltransferase	207.8826735838
UniRef50_A9ERU2: Ornithine carbamoyltransferase|unclassified	207.8826735838
UniRef50_Q3Z629: N-acetyl-gamma-glutamyl-phosphate reductase	207.8524431353
UniRef50_Q3Z629: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	207.8524431353
UniRef50_O67607: Ornithine carbamoyltransferase	205.4244010832
UniRef50_O67607: Ornithine carbamoyltransferase|unclassified	205.4244010832
UniRef50_UPI00037F4E7D: hypothetical protein	204.1384104169
UniRef50_UPI00037F4E7D: hypothetical protein|unclassified	204.1384104169
UniRef50_A8EWG2: Acetylglutamate kinase	203.4951923558
UniRef50_A8EWG2: Acetylglutamate kinase|unclassified	203.4951923558
UniRef50_UPI0003744102: hypothetical protein, partial	202.9413557711
UniRef50_UPI0003744102: hypothetical protein, partial|unclassified	202.9413557711
UniRef50_Q4U185: Putative AraC/XylS family transcription factor (Fragment)	202.8706356960
UniRef50_Q4U185: Putative AraC/XylS family transcription factor (Fragment)|unclassified	202.8706356960
UniRef50_Q9M8M7: Acetylornithine aminotransferase, chloroplastic/mitochondrial	202.4554142083
UniRef50_Q9M8M7: Acetylornithine aminotransferase, chloroplastic/mitochondrial|unclassified	202.4554142083
UniRef50_B0SHK4: Argininosuccinate lyase	202.0210201441
UniRef50_B0SHK4: Argininosuccinate lyase|unclassified	202.0210201441
UniRef50_P59316: Acetylornithine aminotransferase	201.8843809454
UniRef50_P59316: Acetylornithine aminotransferase|unclassified	201.8843809454
UniRef50_R5SFY7: Membrane protein	200.7687416960
UniRef50_R5SFY7: Membrane protein|unclassified	200.7687416960
UniRef50_Q5SJ18: Arginine biosynthesis bifunctional protein ArgJ	200.3872445979
UniRef50_Q5SJ18: Arginine biosynthesis bifunctional protein ArgJ|unclassified	200.3872445979
UniRef50_E6PZX3	199.8294589008
UniRef50_E6PZX3|unclassified	199.8294589008
UniRef50_UPI000373EFCC: hypothetical protein, partial	199.1996478650
UniRef50_UPI000373EFCC: hypothetical protein, partial|unclassified	199.1996478650
UniRef50_J9C897	197.4173944136
UniRef50_J9C897|unclassified	197.4173944136
UniRef50_A8MFI5: Arginine repressor	196.8579219159
UniRef50_A8MFI5: Arginine repressor|unclassified	196.8579219159
UniRef50_UPI000367B6D1: hypothetical protein	195.9901805514
UniRef50_UPI000367B6D1: hypothetical protein|unclassified	195.9901805514
UniRef50_A6TTJ1: Acetylglutamate kinase	195.2937740977
UniRef50_A6TTJ1: Acetylglutamate kinase|unclassified	195.2937740977
UniRef50_A1A1W8: Arginine repressor	194.8434904873
UniRef50_A1A1W8: Arginine repressor|unclassified	194.8434904873
UniRef50_UPI0003800156: hypothetical protein, partial	194.1894213708
UniRef50_UPI0003800156: hypothetical protein, partial|unclassified	194.1894213708
UniRef50_Q4FNF5: Succinyl-diaminopimelate desuccinylase	194.0680513281
UniRef50_Q4FNF5: Succinyl-diaminopimelate desuccinylase|unclassified	194.0680513281
UniRef50_B8D1G6: N-acetyl-gamma-glutamyl-phosphate reductase	193.1311168946
UniRef50_B8D1G6: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	193.1311168946
UniRef50_UPI000288AB0A: succinyl-diaminopimelate desuccinylase	193.0608091924
UniRef50_UPI000288AB0A: succinyl-diaminopimelate desuccinylase|unclassified	193.0608091924
UniRef50_F3T2E2	192.7453064745
UniRef50_F3T2E2|unclassified	192.7453064745
UniRef50_UPI00037F5828: hypothetical protein	192.2116849400
UniRef50_UPI00037F5828: hypothetical protein|unclassified	192.2116849400
UniRef50_B8DU54: N-acetyl-gamma-glutamyl-phosphate reductase	191.7895780620
UniRef50_B8DU54: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	191.7895780620
UniRef50_Q9ZUR7: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic	191.2239004404
UniRef50_Q9ZUR7: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic|unclassified	191.2239004404
UniRef50_UPI0003B4808A: N-acetylglutamate synthase	191.0022656157
UniRef50_UPI0003B4808A: N-acetylglutamate synthase|unclassified	191.0022656157
UniRef50_UPI00047430C2: acetylornithine aminotransferase, partial	190.4874891475
UniRef50_UPI00047430C2: acetylornithine aminotransferase, partial|unclassified	190.4874891475
UniRef50_UPI00025564D8: acetylornithine deacetylase	190.3127917981
UniRef50_UPI00025564D8: acetylornithine deacetylase|unclassified	190.3127917981
UniRef50_UPI000373BA6A: hypothetical protein	190.0270219720
UniRef50_UPI000373BA6A: hypothetical protein|unclassified	190.0270219720
UniRef50_UPI0003814C33: hypothetical protein	189.3233440220
UniRef50_UPI0003814C33: hypothetical protein|unclassified	189.3233440220
UniRef50_Q9CHD5: N-acetyl-gamma-glutamyl-phosphate reductase	189.2179867244
UniRef50_Q9CHD5: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	189.2179867244
UniRef50_J3LFG4	188.9664042358
UniRef50_J3LFG4|unclassified	188.9664042358
UniRef50_P24058: Argininosuccinate lyase	188.8352416816
UniRef50_P24058: Argininosuccinate lyase|unclassified	188.8352416816
UniRef50_A4IL48: Acetylglutamate kinase	188.5290278563
UniRef50_A4IL48: Acetylglutamate kinase|unclassified	188.5290278563
UniRef50_UPI000373B96F: hypothetical protein, partial	188.3376675890
UniRef50_UPI000373B96F: hypothetical protein, partial|unclassified	188.3376675890
UniRef50_C0QYU9: Acetylglutamate kinase	188.0145180123
UniRef50_C0QYU9: Acetylglutamate kinase|unclassified	188.0145180123
UniRef50_UPI000309C6DF: N-acetyl-gamma-glutamyl-phosphate reductase	187.8640225395
UniRef50_UPI000309C6DF: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	187.8640225395
UniRef50_Q7VRT2: Succinyl-diaminopimelate desuccinylase	186.7528351969
UniRef50_Q7VRT2: Succinyl-diaminopimelate desuccinylase|unclassified	186.7528351969
UniRef50_UPI0003A689A5: hypothetical protein	186.4337418002
UniRef50_UPI0003A689A5: hypothetical protein|unclassified	186.4337418002
UniRef50_Q9RWC7: Arginine repressor	184.8993151961
UniRef50_Q9RWC7: Arginine repressor|unclassified	184.8993151961
UniRef50_T3P488: Peptidase dimerization domain protein (Fragment)	181.9685718740
UniRef50_T3P488: Peptidase dimerization domain protein (Fragment)|unclassified	181.9685718740
UniRef50_UPI00046EEC97: hypothetical protein	181.1254819065
UniRef50_UPI00046EEC97: hypothetical protein|unclassified	181.1254819065
UniRef50_A9RWU0: Predicted protein	180.3490944795
UniRef50_A9RWU0: Predicted protein|unclassified	180.3490944795
UniRef50_UPI000474E8F2: ornithine carbamoyltransferase	180.1084659474
UniRef50_UPI000474E8F2: ornithine carbamoyltransferase|unclassified	180.1084659474
UniRef50_N6V3E0	177.4806768400
UniRef50_N6V3E0|unclassified	177.4806768400
UniRef50_O08321: Acetylornithine aminotransferase	177.0714557051
UniRef50_O08321: Acetylornithine aminotransferase|unclassified	177.0714557051
UniRef50_A1BG26: Acetylglutamate kinase	176.2652221022
UniRef50_A1BG26: Acetylglutamate kinase|unclassified	176.2652221022
UniRef50_UPI0003808E7A: acetyltransferase	175.8769743215
UniRef50_UPI0003808E7A: acetyltransferase|unclassified	175.8769743215
UniRef50_P59315: Acetylornithine aminotransferase	174.7138789383
UniRef50_P59315: Acetylornithine aminotransferase|unclassified	174.7138789383
UniRef50_UPI000346275F: hypothetical protein	173.4436457600
UniRef50_UPI000346275F: hypothetical protein|unclassified	173.4436457600
UniRef50_Q8P8J6: Acetylglutamate kinase	173.0686395933
UniRef50_Q8P8J6: Acetylglutamate kinase|unclassified	173.0686395933
UniRef50_Q8D2S2: Succinyl-diaminopimelate desuccinylase	172.8729666384
UniRef50_Q8D2S2: Succinyl-diaminopimelate desuccinylase|unclassified	172.8729666384
UniRef50_Q9Z4S3: Argininosuccinate lyase	172.2427846551
UniRef50_Q9Z4S3: Argininosuccinate lyase|unclassified	172.2427846551
UniRef50_UPI0003088EAF: hypothetical protein	171.4166261114
UniRef50_UPI0003088EAF: hypothetical protein|unclassified	171.4166261114
UniRef50_UPI00035FBEA7: hypothetical protein, partial	171.0708659632
UniRef50_UPI00035FBEA7: hypothetical protein, partial|unclassified	171.0708659632
UniRef50_UPI0003778248: hypothetical protein	170.5648669285
UniRef50_UPI0003778248: hypothetical protein|unclassified	170.5648669285
UniRef50_B4S0H7: Acetylglutamate kinase	169.7480047930
UniRef50_B4S0H7: Acetylglutamate kinase|unclassified	169.7480047930
UniRef50_Z7MMV5: Putative n-acetyl-gamma-glutamyl-phosphate reductase	169.5705819050
UniRef50_Z7MMV5: Putative n-acetyl-gamma-glutamyl-phosphate reductase|unclassified	169.5705819050
UniRef50_UPI00035C59AE: hypothetical protein	168.4899181852
UniRef50_UPI00035C59AE: hypothetical protein|unclassified	168.4899181852
UniRef50_Q8CP35: N-acetyl-gamma-glutamyl-phosphate reductase	168.3975126590
UniRef50_Q8CP35: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	168.3975126590
UniRef50_UPI0003B57B2A: hypothetical protein	167.6966701179
UniRef50_UPI0003B57B2A: hypothetical protein|unclassified	167.6966701179
UniRef50_UPI000441B034: PREDICTED: argininosuccinate lyase-like isoform X2	167.5328940938
UniRef50_UPI000441B034: PREDICTED: argininosuccinate lyase-like isoform X2|unclassified	167.5328940938
UniRef50_UPI0003B6012F: ornithine carbamoyltransferase	167.3982688501
UniRef50_UPI0003B6012F: ornithine carbamoyltransferase|unclassified	167.3982688501
UniRef50_A6UWL8: N-acetyl-gamma-glutamyl-phosphate reductase	166.3168749937
UniRef50_A6UWL8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	166.3168749937
UniRef50_UPI0003B757CA: hypothetical protein	166.2935620327
UniRef50_UPI0003B757CA: hypothetical protein|unclassified	166.2935620327
UniRef50_Q0AZD9: Arginine repressor	166.1794948881
UniRef50_Q0AZD9: Arginine repressor|unclassified	166.1794948881
UniRef50_J8V991	166.1126360487
UniRef50_J8V991|unclassified	166.1126360487
UniRef50_UPI00047AFED5: succinyl-diaminopimelate desuccinylase	165.1095269464
UniRef50_UPI00047AFED5: succinyl-diaminopimelate desuccinylase|unclassified	165.1095269464
UniRef50_UPI0004120525: N-acetyl-gamma-glutamyl-phosphate reductase	164.7052990401
UniRef50_UPI0004120525: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	164.7052990401
UniRef50_Q8KDE1: Arginine repressor	163.0863268664
UniRef50_Q8KDE1: Arginine repressor|unclassified	163.0863268664
UniRef50_UPI0002D8838E: hypothetical protein	162.3862477362
UniRef50_UPI0002D8838E: hypothetical protein|unclassified	162.3862477362
UniRef50_Q8TUX2: Acetylglutamate kinase	162.3689397607
UniRef50_Q8TUX2: Acetylglutamate kinase|unclassified	162.3689397607
UniRef50_UPI00036947E2: hypothetical protein	161.4691309896
UniRef50_UPI00036947E2: hypothetical protein|unclassified	161.4691309896
UniRef50_UPI000363A6EC: hypothetical protein	158.9078319515
UniRef50_UPI000363A6EC: hypothetical protein|unclassified	158.9078319515
UniRef50_UPI000376CC33: hypothetical protein, partial	158.5398217783
UniRef50_UPI000376CC33: hypothetical protein, partial|unclassified	158.5398217783
UniRef50_X1YBE8	158.0563840214
UniRef50_X1YBE8|unclassified	158.0563840214
UniRef50_B2UKZ6: N-acetyl-gamma-glutamyl-phosphate reductase	156.4727878217
UniRef50_B2UKZ6: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	156.4727878217
UniRef50_UPI00037F94B2: hypothetical protein	155.2073083773
UniRef50_UPI00037F94B2: hypothetical protein|unclassified	155.2073083773
UniRef50_P96136: N-acetyl-gamma-glutamyl-phosphate reductase	154.4014786395
UniRef50_P96136: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	154.4014786395
UniRef50_O26284: Arginine biosynthesis bifunctional protein ArgJ	153.9198559177
UniRef50_O26284: Arginine biosynthesis bifunctional protein ArgJ|unclassified	153.9198559177
UniRef50_UPI000375C3AC: hypothetical protein	153.6397434337
UniRef50_UPI000375C3AC: hypothetical protein|unclassified	153.6397434337
UniRef50_UPI000474199D: acetylglutamate kinase, partial	153.5146471596
UniRef50_UPI000474199D: acetylglutamate kinase, partial|unclassified	153.5146471596
UniRef50_Q7UK64: Argininosuccinate lyase	152.3811736576
UniRef50_Q7UK64: Argininosuccinate lyase|unclassified	152.3811736576
UniRef50_UPI0003B2F391: N-acetylglutamate synthase	152.2249845977
UniRef50_UPI0003B2F391: N-acetylglutamate synthase|unclassified	152.2249845977
UniRef50_Q9PEM7: Acetylglutamate kinase	152.0950666260
UniRef50_Q9PEM7: Acetylglutamate kinase|unclassified	152.0950666260
UniRef50_UPI00029B1C2D: putative aminotransferase, partial	152.0128230127
UniRef50_UPI00029B1C2D: putative aminotransferase, partial|unclassified	152.0128230127
UniRef50_P38021: Ornithine aminotransferase	151.9316206016
UniRef50_P38021: Ornithine aminotransferase|unclassified	151.9316206016
UniRef50_Q8R7B8: N-acetyl-gamma-glutamyl-phosphate reductase	151.6426698518
UniRef50_Q8R7B8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	151.6426698518
UniRef50_O30156: Acetylornithine aminotransferase	151.2850777409
UniRef50_O30156: Acetylornithine aminotransferase|unclassified	151.2850777409
UniRef50_P04424: Argininosuccinate lyase	150.6841782547
UniRef50_P04424: Argininosuccinate lyase|unclassified	150.6841782547
UniRef50_P22768: Argininosuccinate synthase	150.4933133023
UniRef50_P22768: Argininosuccinate synthase|unclassified	150.4933133023
UniRef50_Q85FW5: Acetylglutamate kinase	150.3437422209
UniRef50_Q85FW5: Acetylglutamate kinase|unclassified	150.3437422209
UniRef50_Q7VMS6: Acetylglutamate kinase	149.6991632531
UniRef50_Q7VMS6: Acetylglutamate kinase|unclassified	149.6991632531
UniRef50_UPI000359B324: PREDICTED: argininosuccinate synthase-like	149.1505497484
UniRef50_UPI000359B324: PREDICTED: argininosuccinate synthase-like|unclassified	149.1505497484
UniRef50_W5X4S4: Arginine biosynthesis bifunctional protein ArgJ	148.9933318407
UniRef50_W5X4S4: Arginine biosynthesis bifunctional protein ArgJ|unclassified	148.9933318407
UniRef50_Q46I07: Arginine biosynthesis bifunctional protein ArgJ	148.9766640556
UniRef50_Q46I07: Arginine biosynthesis bifunctional protein ArgJ|unclassified	148.9766640556
UniRef50_UPI0001C37D5C: N-acetyltransferase GCN5	148.8762106956
UniRef50_UPI0001C37D5C: N-acetyltransferase GCN5|unclassified	148.8762106956
UniRef50_UPI0002B456F8: PREDICTED: argininosuccinate synthase-like, partial	148.8651568993
UniRef50_UPI0002B456F8: PREDICTED: argininosuccinate synthase-like, partial|unclassified	148.8651568993
UniRef50_A8F450: Acetylglutamate kinase	146.9621451726
UniRef50_A8F450: Acetylglutamate kinase|unclassified	146.9621451726
UniRef50_W1UW49: M20/DapE family protein YgeY (Fragment)	146.5992479599
UniRef50_W1UW49: M20/DapE family protein YgeY (Fragment)|unclassified	146.5992479599
UniRef50_UPI0001E2C734: N-acetyltransferase GCN5	145.8148900863
UniRef50_UPI0001E2C734: N-acetyltransferase GCN5|unclassified	145.8148900863
UniRef50_Q5HP23: Acetylglutamate kinase	145.6555026298
UniRef50_Q5HP23: Acetylglutamate kinase|unclassified	145.6555026298
UniRef50_Q024T3: Argininosuccinate lyase	145.5490424131
UniRef50_Q024T3: Argininosuccinate lyase|unclassified	145.5490424131
UniRef50_UPI0004748714: arginine repressor	145.3791348259
UniRef50_UPI0004748714: arginine repressor|unclassified	145.3791348259
UniRef50_UPI0004770A35: peptidase M20	145.3783918974
UniRef50_UPI0004770A35: peptidase M20|unclassified	145.3783918974
UniRef50_UPI0004688799: arginine repressor	145.1713222503
UniRef50_UPI0004688799: arginine repressor|unclassified	145.1713222503
UniRef50_UPI00047569F7: hypothetical protein, partial	144.4151678300
UniRef50_UPI00047569F7: hypothetical protein, partial|unclassified	144.4151678300
UniRef50_UPI0002488296: ornithine carbamoyltransferase, partial	143.9998478251
UniRef50_UPI0002488296: ornithine carbamoyltransferase, partial|unclassified	143.9998478251
UniRef50_UPI000225ABF5: succinyl-diaminopimelate desuccinylase	143.9747774182
UniRef50_UPI000225ABF5: succinyl-diaminopimelate desuccinylase|unclassified	143.9747774182
UniRef50_UPI000381D16A: hypothetical protein	143.3313809889
UniRef50_UPI000381D16A: hypothetical protein|unclassified	143.3313809889
UniRef50_UPI0004649CDF: ornithine aminotransferase	141.9500780732
UniRef50_UPI0004649CDF: ornithine aminotransferase|unclassified	141.9500780732
UniRef50_UPI0003C104D0: PREDICTED: ornithine carbamoyltransferase, chloroplastic-like	141.7269186368
UniRef50_UPI0003C104D0: PREDICTED: ornithine carbamoyltransferase, chloroplastic-like|unclassified	141.7269186368
UniRef50_UPI00047AA542: argininosuccinate lyase	141.5092362404
UniRef50_UPI00047AA542: argininosuccinate lyase|unclassified	141.5092362404
UniRef50_Q1IIZ3: Argininosuccinate lyase	141.1363727248
UniRef50_Q1IIZ3: Argininosuccinate lyase|unclassified	141.1363727248
UniRef50_UPI00037DA311: hypothetical protein	141.0083232630
UniRef50_UPI00037DA311: hypothetical protein|unclassified	141.0083232630
UniRef50_S6TBH7	140.8439637869
UniRef50_S6TBH7|unclassified	140.8439637869
UniRef50_F5L6W8: Nucleoside recognition domain-containing protein	140.5147675123
UniRef50_F5L6W8: Nucleoside recognition domain-containing protein|unclassified	140.5147675123
UniRef50_A6VFI9: Arginine biosynthesis bifunctional protein ArgJ	140.4653796465
UniRef50_A6VFI9: Arginine biosynthesis bifunctional protein ArgJ|unclassified	140.4653796465
UniRef50_A6Q7J0: Succinyl-diaminopimelate desuccinylase	139.8267136622
UniRef50_A6Q7J0: Succinyl-diaminopimelate desuccinylase|unclassified	139.8267136622
UniRef50_UPI00024935F5: ion transporter	139.8055782616
UniRef50_UPI00024935F5: ion transporter|unclassified	139.8055782616
UniRef50_UPI000262730C: ornithine carbamoyltransferase	139.1216045418
UniRef50_UPI000262730C: ornithine carbamoyltransferase|unclassified	139.1216045418
UniRef50_Q9RY70: Ornithine carbamoyltransferase	137.9702821190
UniRef50_Q9RY70: Ornithine carbamoyltransferase|unclassified	137.9702821190
UniRef50_UPI00046D0AA7: acetylornithine aminotransferase	137.6699354105
UniRef50_UPI00046D0AA7: acetylornithine aminotransferase|unclassified	137.6699354105
UniRef50_B8GH19: Argininosuccinate lyase	136.8525196078
UniRef50_B8GH19: Argininosuccinate lyase|unclassified	136.8525196078
UniRef50_T0E6M0: Putative membrane protein	136.3087466936
UniRef50_T0E6M0: Putative membrane protein|unclassified	136.3087466936
UniRef50_B8D2I6: Arginine repressor	134.9209149535
UniRef50_B8D2I6: Arginine repressor|unclassified	134.9209149535
UniRef50_Q7SI94: Acetylornithine/acetyl-lysine aminotransferase	134.8503745364
UniRef50_Q7SI94: Acetylornithine/acetyl-lysine aminotransferase|unclassified	134.8503745364
UniRef50_Q05FN6: Argininosuccinate synthase	134.5589667529
UniRef50_Q05FN6: Argininosuccinate synthase|unclassified	134.5589667529
UniRef50_Q7PR38: Argininosuccinate synthase	133.9945435083
UniRef50_Q7PR38: Argininosuccinate synthase|unclassified	133.9945435083
UniRef50_UPI000473FD4A: hypothetical protein, partial	133.6418538482
UniRef50_UPI000473FD4A: hypothetical protein, partial|unclassified	133.6418538482
UniRef50_C0QI21: N-acetyl-gamma-glutamyl-phosphate reductase	133.4530568669
UniRef50_C0QI21: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	133.4530568669
UniRef50_UPI00017465EA: acetylornithine aminotransferase	133.3684583079
UniRef50_UPI00017465EA: acetylornithine aminotransferase|unclassified	133.3684583079
UniRef50_K5WCQ3: Putative membrane protein (Fragment)	133.3470575526
UniRef50_K5WCQ3: Putative membrane protein (Fragment)|unclassified	133.3470575526
UniRef50_UPI00036F92CA: hypothetical protein	133.3261390355
UniRef50_UPI00036F92CA: hypothetical protein|unclassified	133.3261390355
UniRef50_UPI000473DB30: hypothetical protein, partial	131.4071124369
UniRef50_UPI000473DB30: hypothetical protein, partial|unclassified	131.4071124369
UniRef50_UPI000477CEDF: hypothetical protein	131.2212795331
UniRef50_UPI000477CEDF: hypothetical protein|unclassified	131.2212795331
UniRef50_UPI00036034F8: acetylornithine deacetylase, partial	131.0983085749
UniRef50_UPI00036034F8: acetylornithine deacetylase, partial|unclassified	131.0983085749
UniRef50_Q5UZ46: Argininosuccinate synthase	130.9815053212
UniRef50_Q5UZ46: Argininosuccinate synthase|unclassified	130.9815053212
UniRef50_B9E1X0: N-acetyl-gamma-glutamyl-phosphate reductase	130.6611542639
UniRef50_B9E1X0: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	130.6611542639
UniRef50_Q46D93: Acetylglutamate kinase	130.0477576925
UniRef50_Q46D93: Acetylglutamate kinase|unclassified	130.0477576925
UniRef50_UPI00047357A0: N-acetyl-gamma-glutamyl-phosphate reductase, partial	129.7840889563
UniRef50_UPI00047357A0: N-acetyl-gamma-glutamyl-phosphate reductase, partial|unclassified	129.7840889563
UniRef50_B6YS18: Acetylglutamate kinase	129.2545642204
UniRef50_B6YS18: Acetylglutamate kinase|unclassified	129.2545642204
UniRef50_Q48296: Ornithine carbamoyltransferase, catabolic	129.1902677445
UniRef50_Q48296: Ornithine carbamoyltransferase, catabolic|unclassified	129.1902677445
