# Gene Family	SampleCysteine_Biosynthesis_Abundance-RPKs
UniRef50_Q6HLQ9: Spermidine/putrescine import ATP-binding protein PotA	28.4795877653
UniRef50_Q6HLQ9: Spermidine/putrescine import ATP-binding protein PotA|unclassified	28.4795877653
UniRef50_Q4K681: Spermidine/putrescine import ATP-binding protein PotA	28.2654265973
UniRef50_Q4K681: Spermidine/putrescine import ATP-binding protein PotA|unclassified	28.2654265973
UniRef50_UPI0003787814: hypothetical protein	28.2652431579
UniRef50_UPI0003787814: hypothetical protein|unclassified	28.2652431579
UniRef50_D1RH51: Protein CysZ	28.1149481081
UniRef50_D1RH51: Protein CysZ|unclassified	28.1149481081
UniRef50_W7W6G3: YtnM family protein	27.8065497081
UniRef50_W7W6G3: YtnM family protein|unclassified	27.8065497081
UniRef50_UPI00037DC590: hypothetical protein	27.6835550108
UniRef50_UPI00037DC590: hypothetical protein|unclassified	27.6835550108
UniRef50_A6TNQ8: Pyridoxal-5'-phosphate-dependent protein, beta subunit	27.3990233208
UniRef50_A6TNQ8: Pyridoxal-5'-phosphate-dependent protein, beta subunit|unclassified	27.3990233208
UniRef50_Q6GJE0: Serine acetyltransferase	27.3812472665
UniRef50_Q6GJE0: Serine acetyltransferase|unclassified	27.3812472665
UniRef50_T0ZJM3: Cystathionine beta-synthase (Fragment)	27.3778139183
UniRef50_T0ZJM3: Cystathionine beta-synthase (Fragment)|unclassified	27.3778139183
UniRef50_UPI00047A3255: hypothetical protein	27.1414248373
UniRef50_UPI00047A3255: hypothetical protein|unclassified	27.1414248373
UniRef50_M0YGY8	26.9564115896
UniRef50_M0YGY8|unclassified	26.9564115896
UniRef50_UPI00041B7937: hypothetical protein	26.8773340391
UniRef50_UPI00041B7937: hypothetical protein|unclassified	26.8773340391
UniRef50_H6RHV5: Sulfate transporter	26.8153992223
UniRef50_H6RHV5: Sulfate transporter|unclassified	26.8153992223
UniRef50_UPI0003A7F193: sulfate:proton symporter	26.7979685298
UniRef50_UPI0003A7F193: sulfate:proton symporter|unclassified	26.7979685298
UniRef50_P43886: Serine acetyltransferase	26.6282619268
UniRef50_P43886: Serine acetyltransferase|unclassified	26.6282619268
UniRef50_UPI00035C6227: hypothetical protein	26.5533841897
UniRef50_UPI00035C6227: hypothetical protein|unclassified	26.5533841897
UniRef50_UPI0003738C2E: hypothetical protein	26.2924988588
UniRef50_UPI0003738C2E: hypothetical protein|unclassified	26.2924988588
UniRef50_U5WZQ3	26.0179023449
UniRef50_U5WZQ3|unclassified	26.0179023449
UniRef50_A4A5A6	25.7784222941
UniRef50_A4A5A6|unclassified	25.7784222941
UniRef50_A0LAI1	25.6696067129
UniRef50_A0LAI1|unclassified	25.6696067129
UniRef50_W8V3C0: Sulfate permease and transporter (MFS superfamily)	25.6529592988
UniRef50_W8V3C0: Sulfate permease and transporter (MFS superfamily)|unclassified	25.6529592988
UniRef50_UPI00037E66DE: hypothetical protein	25.6437580136
UniRef50_UPI00037E66DE: hypothetical protein|unclassified	25.6437580136
UniRef50_V7Z4V7: Cysteine synthase	25.5223319411
UniRef50_V7Z4V7: Cysteine synthase|unclassified	25.5223319411
UniRef50_UPI00036E2577: hypothetical protein	25.4307597029
UniRef50_UPI00036E2577: hypothetical protein|unclassified	25.4307597029
UniRef50_UPI000378E1D6: hypothetical protein	25.3909039971
UniRef50_UPI000378E1D6: hypothetical protein|unclassified	25.3909039971
UniRef50_L8UEE4	25.3597801048
UniRef50_L8UEE4|unclassified	25.3597801048
UniRef50_A8F961: Serine acetyltransferase	25.2735677491
UniRef50_A8F961: Serine acetyltransferase|unclassified	25.2735677491
UniRef50_N2LWD7: Pyridoxal-phosphate dependent enzyme family protein	25.2027992223
UniRef50_N2LWD7: Pyridoxal-phosphate dependent enzyme family protein|unclassified	25.2027992223
UniRef50_Q1IYH9: Sulfate adenylyltransferase	25.1206105378
UniRef50_Q1IYH9: Sulfate adenylyltransferase|unclassified	25.1206105378
UniRef50_UPI00035EDF34: ABC transporter ATP-binding protein	24.9466689537
UniRef50_UPI00035EDF34: ABC transporter ATP-binding protein|unclassified	24.9466689537
UniRef50_P95231: Serine acetyltransferase	24.9094870305
UniRef50_P95231: Serine acetyltransferase|unclassified	24.9094870305
UniRef50_X0XJV9: Marine sediment metagenome DNA, contig: S01H1_S41744 (Fragment)	24.8769077090
UniRef50_X0XJV9: Marine sediment metagenome DNA, contig: S01H1_S41744 (Fragment)|unclassified	24.8769077090
UniRef50_UPI0002626D6C: hypothetical protein	24.8474317615
UniRef50_UPI0002626D6C: hypothetical protein|unclassified	24.8474317615
UniRef50_UPI000417BA18: phosphoadenosine phosphosulfate reductase	24.6476447871
UniRef50_UPI000417BA18: phosphoadenosine phosphosulfate reductase|unclassified	24.6476447871
UniRef50_L7UJF6	24.5168269185
UniRef50_L7UJF6|unclassified	24.5168269185
UniRef50_UPI0003B35E8C: hypothetical protein	24.4879239337
UniRef50_UPI0003B35E8C: hypothetical protein|unclassified	24.4879239337
UniRef50_Q9LZ66: Sulfite reductase [ferredoxin], chloroplastic	24.4223493998
UniRef50_Q9LZ66: Sulfite reductase [ferredoxin], chloroplastic|unclassified	24.4223493998
UniRef50_UPI000174657D: Adenylylsulfate kinase	24.4173761370
UniRef50_UPI000174657D: Adenylylsulfate kinase|unclassified	24.4173761370
UniRef50_P55708: Putative cysteine synthase	24.3626726200
UniRef50_P55708: Putative cysteine synthase|unclassified	24.3626726200
UniRef50_UPI00046F7539: hypothetical protein	24.2725338325
UniRef50_UPI00046F7539: hypothetical protein|unclassified	24.2725338325
UniRef50_UPI00041DC2F9: ABC transporter	24.2335720156
UniRef50_UPI00041DC2F9: ABC transporter|unclassified	24.2335720156
UniRef50_R5MWD3: Cystathionine beta-synthase	24.1383877000
UniRef50_R5MWD3: Cystathionine beta-synthase|unclassified	24.1383877000
UniRef50_UPI000255EA5D: TrkA-C, di- and tricarboxylate transporters	24.1342779770
UniRef50_UPI000255EA5D: TrkA-C, di- and tricarboxylate transporters|unclassified	24.1342779770
UniRef50_C0ZCU8: Putative truncated sulfate transporter	24.0616017516
UniRef50_C0ZCU8: Putative truncated sulfate transporter|unclassified	24.0616017516
UniRef50_UPI00047EE2E3: sulfate transporter	23.4819172757
UniRef50_UPI00047EE2E3: sulfate transporter|unclassified	23.4819172757
UniRef50_G0EDR1: Pyridoxal-5'-phosphate-dependent protein beta subunit	23.4365568098
UniRef50_G0EDR1: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	23.4365568098
UniRef50_UPI000369B1B6: hypothetical protein	23.2972891628
UniRef50_UPI000369B1B6: hypothetical protein|unclassified	23.2972891628
UniRef50_UPI000478027D: hypothetical protein	22.1929095058
UniRef50_UPI000478027D: hypothetical protein|unclassified	22.1929095058
UniRef50_B5GLS6: Trypsin	21.9203087712
UniRef50_B5GLS6: Trypsin|unclassified	21.9203087712
UniRef50_L0GUH8	21.8053507453
UniRef50_L0GUH8|unclassified	21.8053507453
UniRef50_Q08SC6	21.7787291304
UniRef50_Q08SC6|unclassified	21.7787291304
UniRef50_P72854: Sulfite reductase [ferredoxin]	21.7038937217
UniRef50_P72854: Sulfite reductase [ferredoxin]|unclassified	21.7038937217
UniRef50_I7HK23: Cystathionine beta-synthase (Fragment)	21.5416322296
UniRef50_I7HK23: Cystathionine beta-synthase (Fragment)|unclassified	21.5416322296
UniRef50_UPI0003632DC8: hypothetical protein	21.4968084124
UniRef50_UPI0003632DC8: hypothetical protein|unclassified	21.4968084124
UniRef50_UPI00016A4D0A: binding-protein-dependent transport systems inner membrane component, partial	21.4865507212
UniRef50_UPI00016A4D0A: binding-protein-dependent transport systems inner membrane component, partial|unclassified	21.4865507212
UniRef50_B3PLE9: Putative sulfate transporter	21.4815713082
UniRef50_B3PLE9: Putative sulfate transporter|unclassified	21.4815713082
UniRef50_G8UIR9	21.4282432686
UniRef50_G8UIR9|unclassified	21.4282432686
UniRef50_UPI000476F019: molybdenum ABC transporter permease	21.3054239956
UniRef50_UPI000476F019: molybdenum ABC transporter permease|unclassified	21.3054239956
UniRef50_X1D9Z4: Marine sediment metagenome DNA, contig: S01H4_S18028 (Fragment)	21.2301992040
UniRef50_X1D9Z4: Marine sediment metagenome DNA, contig: S01H4_S18028 (Fragment)|unclassified	21.2301992040
UniRef50_G4YU58	21.2239049991
UniRef50_G4YU58|unclassified	21.2239049991
UniRef50_X0VTP0: Marine sediment metagenome DNA, contig: S01H1_S23592 (Fragment)	21.0330971121
UniRef50_X0VTP0: Marine sediment metagenome DNA, contig: S01H1_S23592 (Fragment)|unclassified	21.0330971121
UniRef50_UPI0004791DBF: serine acetyltransferase	20.7926607425
UniRef50_UPI0004791DBF: serine acetyltransferase|unclassified	20.7926607425
UniRef50_Q9CJE2	20.7132477836
UniRef50_Q9CJE2|unclassified	20.7132477836
UniRef50_UPI000288AD92: spermidine/putrescine ABC transporter ATPase	20.6160141778
UniRef50_UPI000288AD92: spermidine/putrescine ABC transporter ATPase|unclassified	20.6160141778
UniRef50_UPI0003B59286: adenylylsulfate kinase	20.6015927044
UniRef50_UPI0003B59286: adenylylsulfate kinase|unclassified	20.6015927044
UniRef50_X1KAI3: Marine sediment metagenome DNA, contig: S06H3_L06660	20.4338114368
UniRef50_X1KAI3: Marine sediment metagenome DNA, contig: S06H3_L06660|unclassified	20.4338114368
UniRef50_A0A011NUK0	20.4133902098
UniRef50_A0A011NUK0|unclassified	20.4133902098
UniRef50_D9XKV5: Cysteine synthase	20.4007504634
UniRef50_D9XKV5: Cysteine synthase|unclassified	20.4007504634
UniRef50_E1KR98: STAS domain protein	20.1778712301
UniRef50_E1KR98: STAS domain protein|unclassified	20.1778712301
UniRef50_W1MBZ6	20.1050717317
UniRef50_W1MBZ6|unclassified	20.1050717317
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein	19.9528025204
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein|unclassified	19.9528025204
UniRef50_X1A3E9: Marine sediment metagenome DNA, contig: S01H4_L02769 (Fragment)	19.5573402260
UniRef50_X1A3E9: Marine sediment metagenome DNA, contig: S01H4_L02769 (Fragment)|unclassified	19.5573402260
UniRef50_K1YX00: SulP3 (Fragment)	19.4730510541
UniRef50_K1YX00: SulP3 (Fragment)|unclassified	19.4730510541
UniRef50_Q6MCV4: Spermidine/putrescine import ATP-binding protein PotA	19.4018876012
UniRef50_Q6MCV4: Spermidine/putrescine import ATP-binding protein PotA|unclassified	19.4018876012
UniRef50_UPI0003B7B00D: spermidine/putrescine ABC transporter ATPase	19.3950028655
UniRef50_UPI0003B7B00D: spermidine/putrescine ABC transporter ATPase|unclassified	19.3950028655
UniRef50_U2T3Q5: Pyridoxal-phosphate dependent protein (Fragment)	19.2920124356
UniRef50_U2T3Q5: Pyridoxal-phosphate dependent protein (Fragment)|unclassified	19.2920124356
UniRef50_J2LQC6	19.2325473879
UniRef50_J2LQC6|unclassified	19.2325473879
UniRef50_UPI0001745084: putative sulfate transport protein	19.1544297226
UniRef50_UPI0001745084: putative sulfate transport protein|unclassified	19.1544297226
UniRef50_F0TFK9: Cysteine synthase	19.0350522056
UniRef50_F0TFK9: Cysteine synthase|unclassified	19.0350522056
UniRef50_UPI000302BF68: hypothetical protein	18.9106411558
UniRef50_UPI000302BF68: hypothetical protein|unclassified	18.9106411558
UniRef50_Q4EDT9: Mucin	18.8997181891
UniRef50_Q4EDT9: Mucin|unclassified	18.8997181891
UniRef50_UPI0004737BD0: hypothetical protein, partial	18.8100399620
UniRef50_UPI0004737BD0: hypothetical protein, partial|unclassified	18.8100399620
UniRef50_UPI0004634C4E: hypothetical protein	18.5892123299
UniRef50_UPI0004634C4E: hypothetical protein|unclassified	18.5892123299
UniRef50_Q92WJ0: Fe(3+) ions import ATP-binding protein FbpC 1	18.5335879035
UniRef50_Q92WJ0: Fe(3+) ions import ATP-binding protein FbpC 1|unclassified	18.5335879035
UniRef50_C6UN42: Putative cysteine synthase A	18.3267581306
UniRef50_C6UN42: Putative cysteine synthase A|unclassified	18.3267581306
UniRef50_UPI000255A1AF: sulfate ABC transporter ATPase	18.2563779817
UniRef50_UPI000255A1AF: sulfate ABC transporter ATPase|unclassified	18.2563779817
UniRef50_A6SUC9: Sulfate permease	18.0891766457
UniRef50_A6SUC9: Sulfate permease|unclassified	18.0891766457
UniRef50_D0KWD9	18.0867833658
UniRef50_D0KWD9|unclassified	18.0867833658
UniRef50_UPI000473D0B5: hypothetical protein, partial	17.9729561908
UniRef50_UPI000473D0B5: hypothetical protein, partial|unclassified	17.9729561908
UniRef50_UPI00037E947E: hypothetical protein	17.7619835062
UniRef50_UPI00037E947E: hypothetical protein|unclassified	17.7619835062
UniRef50_UPI000464542D: spermidine/putrescine ABC transporter	17.7217993450
UniRef50_UPI000464542D: spermidine/putrescine ABC transporter|unclassified	17.7217993450
UniRef50_UPI000466F3FE: hypothetical protein	17.6558079620
UniRef50_UPI000466F3FE: hypothetical protein|unclassified	17.6558079620
UniRef50_UPI000475BC5F: cysteine synthase	17.5664756894
UniRef50_UPI000475BC5F: cysteine synthase|unclassified	17.5664756894
UniRef50_UPI00047C9C40: hypothetical protein	17.5397928473
UniRef50_UPI00047C9C40: hypothetical protein|unclassified	17.5397928473
UniRef50_UPI00038F70A9: ABC transporter	17.5073697908
UniRef50_UPI00038F70A9: ABC transporter|unclassified	17.5073697908
UniRef50_K1RQ01: Protein containing sulfate transporter/antisigma-factor antagonist STAS domain protein (Fragment)	17.4544407141
UniRef50_K1RQ01: Protein containing sulfate transporter/antisigma-factor antagonist STAS domain protein (Fragment)|unclassified	17.4544407141
UniRef50_UPI00047A95D3: ABC transporter	17.3662555083
UniRef50_UPI00047A95D3: ABC transporter|unclassified	17.3662555083
UniRef50_A4VS44	17.3265186382
UniRef50_A4VS44|unclassified	17.3265186382
UniRef50_UPI0003A2CA4D: hypothetical protein	17.3147331896
UniRef50_UPI0003A2CA4D: hypothetical protein|unclassified	17.3147331896
UniRef50_UPI00047B34AD: ABC transporter	17.3037956358
UniRef50_UPI00047B34AD: ABC transporter|unclassified	17.3037956358
UniRef50_W9T7T8: Iron-regulated membrane protein	17.2335015144
UniRef50_W9T7T8: Iron-regulated membrane protein|unclassified	17.2335015144
UniRef50_B5JWI3: Protein CysZ	17.2314762405
UniRef50_B5JWI3: Protein CysZ|unclassified	17.2314762405
UniRef50_UPI00046586BB: hypothetical protein	17.1726784711
UniRef50_UPI00046586BB: hypothetical protein|unclassified	17.1726784711
UniRef50_UPI0004773072: transferase	17.1371536458
UniRef50_UPI0004773072: transferase|unclassified	17.1371536458
UniRef50_Q21Q71	17.1298054648
UniRef50_Q21Q71|unclassified	17.1298054648
UniRef50_U2DFA2	17.0040757181
UniRef50_U2DFA2|unclassified	17.0040757181
UniRef50_B7ZYN9	16.9711618927
UniRef50_B7ZYN9|unclassified	16.9711618927
UniRef50_UPI000377D7B1: ABC transporter	16.7844300895
UniRef50_UPI000377D7B1: ABC transporter|unclassified	16.7844300895
UniRef50_UPI0003B5C8AC: sulfate:proton symporter	16.7805420864
UniRef50_UPI0003B5C8AC: sulfate:proton symporter|unclassified	16.7805420864
UniRef50_Q2JU97: Sulfate adenylyltransferase	16.7392416853
UniRef50_Q2JU97: Sulfate adenylyltransferase|unclassified	16.7392416853
UniRef50_W8UW40	16.6000826560
UniRef50_W8UW40|unclassified	16.6000826560
UniRef50_UPI00036E0150: hypothetical protein, partial	16.5670866989
UniRef50_UPI00036E0150: hypothetical protein, partial|unclassified	16.5670866989
UniRef50_UPI0003615A4E: hypothetical protein	16.4213759870
UniRef50_UPI0003615A4E: hypothetical protein|unclassified	16.4213759870
UniRef50_UPI000470E306: serine acetyltransferase	16.3270235199
UniRef50_UPI000470E306: serine acetyltransferase|unclassified	16.3270235199
UniRef50_UPI00047C862B: cysteine synthase	16.2978549451
UniRef50_UPI00047C862B: cysteine synthase|unclassified	16.2978549451
UniRef50_A5N5J9: Predicted cysteine synthase	16.1673531505
UniRef50_A5N5J9: Predicted cysteine synthase|unclassified	16.1673531505
UniRef50_G5R3B1: Cysteine synthase	16.0981266725
UniRef50_G5R3B1: Cysteine synthase|unclassified	16.0981266725
UniRef50_UPI00036E39B6: hypothetical protein, partial	16.0814000189
UniRef50_UPI00036E39B6: hypothetical protein, partial|unclassified	16.0814000189
UniRef50_UPI0003B5AA9F: sulfate:proton symporter	15.9195916052
UniRef50_UPI0003B5AA9F: sulfate:proton symporter|unclassified	15.9195916052
UniRef50_UPI000360EC29: hypothetical protein	15.9078771538
UniRef50_UPI000360EC29: hypothetical protein|unclassified	15.9078771538
UniRef50_UPI0002F984C7: cysteine synthase	15.8456687411
UniRef50_UPI0002F984C7: cysteine synthase|unclassified	15.8456687411
UniRef50_UPI000377F527: hypothetical protein	15.7987201382
UniRef50_UPI000377F527: hypothetical protein|unclassified	15.7987201382
UniRef50_F3GPL1	15.7202992607
UniRef50_F3GPL1|unclassified	15.7202992607
UniRef50_UPI000366F4BD: hypothetical protein	15.7134689268
UniRef50_UPI000366F4BD: hypothetical protein|unclassified	15.7134689268
UniRef50_K2BKC6	15.7112035426
UniRef50_K2BKC6|unclassified	15.7112035426
UniRef50_UPI0003B6DCF9: cysteine synthase	15.5380042707
UniRef50_UPI0003B6DCF9: cysteine synthase|unclassified	15.5380042707
UniRef50_V8DN97	15.5187969925
UniRef50_V8DN97|unclassified	15.5187969925
UniRef50_Q1K2U1	15.5015519575
UniRef50_Q1K2U1|unclassified	15.5015519575
UniRef50_UPI000368B785: hypothetical protein	15.4855242929
UniRef50_UPI000368B785: hypothetical protein|unclassified	15.4855242929
UniRef50_W9QKD7: Cysteine synthase	15.3701545229
UniRef50_W9QKD7: Cysteine synthase|unclassified	15.3701545229
UniRef50_UPI0003B35AB7: phosphoadenosine phosphosulfate reductase	15.3478252077
UniRef50_UPI0003B35AB7: phosphoadenosine phosphosulfate reductase|unclassified	15.3478252077
UniRef50_C4U004: Cysteine synthase	15.2904939032
UniRef50_C4U004: Cysteine synthase|unclassified	15.2904939032
UniRef50_UPI00046CEEB8: hypothetical protein	15.2900545454
UniRef50_UPI00046CEEB8: hypothetical protein|unclassified	15.2900545454
UniRef50_W9UQP6: Putative sulfate transporterc	15.1693907685
UniRef50_W9UQP6: Putative sulfate transporterc|unclassified	15.1693907685
UniRef50_A0A011Q4X4	15.1515151515
UniRef50_A0A011Q4X4|unclassified	15.1515151515
UniRef50_R6NRJ5: Cysteine synthase A	15.0503247945
UniRef50_R6NRJ5: Cysteine synthase A|unclassified	15.0503247945
UniRef50_Q1C849: SulP family sulfate permease	14.9554576246
UniRef50_Q1C849: SulP family sulfate permease|unclassified	14.9554576246
UniRef50_UPI000465532B: cystathionine gamma-synthase	14.8708263959
UniRef50_UPI000465532B: cystathionine gamma-synthase|unclassified	14.8708263959
UniRef50_UPI000466D4C1: hypothetical protein	14.8139423141
UniRef50_UPI000466D4C1: hypothetical protein|unclassified	14.8139423141
UniRef50_UPI0004741A79: hypothetical protein, partial	14.7895891386
UniRef50_UPI0004741A79: hypothetical protein, partial|unclassified	14.7895891386
UniRef50_UPI0003B780A6: organic solvent ABC transporter ATP-binding protein	14.7817821572
UniRef50_UPI0003B780A6: organic solvent ABC transporter ATP-binding protein|unclassified	14.7817821572
UniRef50_UPI00046425D6: cysteine synthase	14.6890670527
UniRef50_UPI00046425D6: cysteine synthase|unclassified	14.6890670527
UniRef50_UPI0003AD17DC: hypothetical protein	14.6552884079
UniRef50_UPI0003AD17DC: hypothetical protein|unclassified	14.6552884079
UniRef50_UPI00040EC213: serine acetyltransferase	14.5742269256
UniRef50_UPI00040EC213: serine acetyltransferase|unclassified	14.5742269256
UniRef50_UPI000255AFF9: sulfate:proton symporter	14.4971599301
UniRef50_UPI000255AFF9: sulfate:proton symporter|unclassified	14.4971599301
UniRef50_X1MGD6: Marine sediment metagenome DNA, contig: S06H3_L02843 (Fragment)	14.4516717720
UniRef50_X1MGD6: Marine sediment metagenome DNA, contig: S06H3_L02843 (Fragment)|unclassified	14.4516717720
UniRef50_U4VK82	14.3726217933
UniRef50_U4VK82|unclassified	14.3726217933
UniRef50_H1QKQ9: Nitrite and sulphite reductase 4Fe-4S domain protein (Fragment)	14.3315852882
UniRef50_H1QKQ9: Nitrite and sulphite reductase 4Fe-4S domain protein (Fragment)|unclassified	14.3315852882
UniRef50_U7K4H8	14.3039555948
UniRef50_U7K4H8|unclassified	14.3039555948
UniRef50_X1KLQ6: Marine sediment metagenome DNA, contig: S06H3_L05670 (Fragment)	14.2921588703
UniRef50_X1KLQ6: Marine sediment metagenome DNA, contig: S06H3_L05670 (Fragment)|unclassified	14.2921588703
UniRef50_L5MN85: Sulfate transporter	14.2406106351
UniRef50_L5MN85: Sulfate transporter|unclassified	14.2406106351
UniRef50_U6ZPE5	14.2124361495
UniRef50_U6ZPE5|unclassified	14.2124361495
UniRef50_UPI00037CD6BB: hypothetical protein	14.0982225275
UniRef50_UPI00037CD6BB: hypothetical protein|unclassified	14.0982225275
UniRef50_Q50059: CysS	14.0919917658
UniRef50_Q50059: CysS|unclassified	14.0919917658
UniRef50_UPI0003480C96: polyamine ABC transporter ATPase	14.0683377602
UniRef50_UPI0003480C96: polyamine ABC transporter ATPase|unclassified	14.0683377602
UniRef50_UPI0002471246: hypothetical protein	14.0249792214
UniRef50_UPI0002471246: hypothetical protein|unclassified	14.0249792214
UniRef50_H1W242	13.8870024479
UniRef50_H1W242|unclassified	13.8870024479
UniRef50_O05393: O-acetylserine dependent cystathionine beta-synthase	13.8109020174
UniRef50_O05393: O-acetylserine dependent cystathionine beta-synthase|unclassified	13.8109020174
UniRef50_UPI0003733FE2: hypothetical protein	13.7963844953
UniRef50_UPI0003733FE2: hypothetical protein|unclassified	13.7963844953
UniRef50_F9CY24: Pyridoxal-5'-phosphate-dependent protein beta subunit	13.7610859819
UniRef50_F9CY24: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	13.7610859819
UniRef50_UPI000237541E: sulfate transporter, partial	13.7222253508
UniRef50_UPI000237541E: sulfate transporter, partial|unclassified	13.7222253508
UniRef50_G7H3V7	13.7159553208
UniRef50_G7H3V7|unclassified	13.7159553208
UniRef50_W9T9K1: Sulfate transporter	13.6184952907
UniRef50_W9T9K1: Sulfate transporter|unclassified	13.6184952907
UniRef50_C0Z3K2: AT5G28020 protein	13.6170482586
UniRef50_C0Z3K2: AT5G28020 protein|unclassified	13.6170482586
UniRef50_P23145: Probable serine acetyltransferase	13.5769839642
UniRef50_P23145: Probable serine acetyltransferase|unclassified	13.5769839642
UniRef50_W9T811: Iron-regulated membrane protein	13.4027801863
UniRef50_W9T811: Iron-regulated membrane protein|unclassified	13.4027801863
UniRef50_UPI0004797D76: sulfate transporter	13.3806253054
UniRef50_UPI0004797D76: sulfate transporter|unclassified	13.3806253054
UniRef50_Q4PK58: Predicted cystathionine beta-synthase	13.2570414649
UniRef50_Q4PK58: Predicted cystathionine beta-synthase|unclassified	13.2570414649
UniRef50_UPI00035DB73B: serine O-acetyltransferase	13.2458322073
UniRef50_UPI00035DB73B: serine O-acetyltransferase|unclassified	13.2458322073
UniRef50_UPI000466282F: MULTISPECIES: nitric oxide synthase	13.1713354127
UniRef50_UPI000466282F: MULTISPECIES: nitric oxide synthase|unclassified	13.1713354127
UniRef50_UPI00047A15F3: hypothetical protein	13.1293397010
UniRef50_UPI00047A15F3: hypothetical protein|unclassified	13.1293397010
UniRef50_T0ZTB1: Cysteine synthase A (Fragment)	13.0994430343
UniRef50_T0ZTB1: Cysteine synthase A (Fragment)|unclassified	13.0994430343
UniRef50_UPI0001C4F400: sulfate ABC transporter permease	13.0877619203
UniRef50_UPI0001C4F400: sulfate ABC transporter permease|unclassified	13.0877619203
UniRef50_Y8C042	13.0706252320
UniRef50_Y8C042|unclassified	13.0706252320
UniRef50_UPI0001BF5AD3: hypothetical protein SMAC_10644	13.0271432701
UniRef50_UPI0001BF5AD3: hypothetical protein SMAC_10644|unclassified	13.0271432701
UniRef50_UPI0004729754: hypothetical protein, partial	12.9532646192
UniRef50_UPI0004729754: hypothetical protein, partial|unclassified	12.9532646192
UniRef50_UPI0003772102: cysteine synthase, partial	12.9398411401
UniRef50_UPI0003772102: cysteine synthase, partial|unclassified	12.9398411401
UniRef50_P56859: Phosphoadenosine phosphosulfate reductase	12.8659661803
UniRef50_P56859: Phosphoadenosine phosphosulfate reductase|unclassified	12.8659661803
UniRef50_Z5X8G6: Spermidine/putrescine ABC transporter ATP-binding protein	12.8442278736
UniRef50_Z5X8G6: Spermidine/putrescine ABC transporter ATP-binding protein|unclassified	12.8442278736
UniRef50_Q2PYL3: Sulfate transport protein CysZ	12.7431042702
UniRef50_Q2PYL3: Sulfate transport protein CysZ|unclassified	12.7431042702
UniRef50_UPI0004736CB0: hypothetical protein, partial	12.7344114274
UniRef50_UPI0004736CB0: hypothetical protein, partial|unclassified	12.7344114274
UniRef50_R5EHA0: Putative sulfate transport protein CysZ	12.7215261464
UniRef50_R5EHA0: Putative sulfate transport protein CysZ|unclassified	12.7215261464
UniRef50_UPI0003A5FFC3: sulfate ABC transporter ATP-binding protein	12.7057665682
UniRef50_UPI0003A5FFC3: sulfate ABC transporter ATP-binding protein|unclassified	12.7057665682
UniRef50_Q6D4E2: Spermidine/putrescine import ATP-binding protein PotA	12.7049908374
UniRef50_Q6D4E2: Spermidine/putrescine import ATP-binding protein PotA|unclassified	12.7049908374
UniRef50_J6CSR0: Putative transporter (Fragment)	12.6705086969
UniRef50_J6CSR0: Putative transporter (Fragment)|unclassified	12.6705086969
UniRef50_UPI000473436E: sulfite reductase, partial	12.6232422611
UniRef50_UPI000473436E: sulfite reductase, partial|unclassified	12.6232422611
UniRef50_UPI0003740193: hypothetical protein	12.6148754605
UniRef50_UPI0003740193: hypothetical protein|unclassified	12.6148754605
UniRef50_UPI00035C23CC: spermidine/putrescine ABC transporter ATP-binding protein	12.4221848082
UniRef50_UPI00035C23CC: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	12.4221848082
UniRef50_R5U3L9	12.3721861829
UniRef50_R5U3L9|unclassified	12.3721861829
UniRef50_UPI00031A28E2: hypothetical protein	12.3218409621
UniRef50_UPI00031A28E2: hypothetical protein|unclassified	12.3218409621
UniRef50_W0DZ08	12.2795369706
UniRef50_W0DZ08|unclassified	12.2795369706
UniRef50_D2R1Z3	12.1024186324
UniRef50_D2R1Z3|unclassified	12.1024186324
UniRef50_G9ZDX0	12.0600694107
UniRef50_G9ZDX0|unclassified	12.0600694107
UniRef50_J9DMF9	12.0056275882
UniRef50_J9DMF9|unclassified	12.0056275882
UniRef50_P87131: Cysteine synthase 2	11.9736326286
UniRef50_P87131: Cysteine synthase 2|unclassified	11.9736326286
UniRef50_O31631: Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase	11.9009429557
UniRef50_O31631: Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase|unclassified	11.9009429557
UniRef50_R5C112	11.8979547501
UniRef50_R5C112|unclassified	11.8979547501
UniRef50_B0D259: Predicted protein (Fragment)	11.7632823557
UniRef50_B0D259: Predicted protein (Fragment)|unclassified	11.7632823557
UniRef50_P74241: Sulfate adenylyltransferase	11.7548952827
UniRef50_P74241: Sulfate adenylyltransferase|unclassified	11.7548952827
UniRef50_Q19QT7: Cystathionine gamma-lyase	11.6637388633
UniRef50_Q19QT7: Cystathionine gamma-lyase|unclassified	11.6637388633
UniRef50_UPI0002DC5D20: hypothetical protein	11.6537882430
UniRef50_UPI0002DC5D20: hypothetical protein|unclassified	11.6537882430
UniRef50_T4E716: Pyridoxal-phosphate dependent enzyme family protein	11.5845215190
