# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-RPKs
UniRef50_UPI0004691880: hypothetical protein|unclassified	20.4334298424
UniRef50_W1RP50: Adenylate cyclase	20.4176797379
UniRef50_W1RP50: Adenylate cyclase|unclassified	20.4176797379
UniRef50_UPI00036E8EAD: hypothetical protein	20.4173938742
UniRef50_UPI00036E8EAD: hypothetical protein|unclassified	20.4173938742
UniRef50_I7CRC5	20.4052809504
UniRef50_I7CRC5|unclassified	20.4052809504
UniRef50_B4VJY7: Conserved domain protein	20.3847405865
UniRef50_B4VJY7: Conserved domain protein|unclassified	20.3847405865
UniRef50_B5JJC9: Tetratricopeptide repeat domain protein	20.3812507208
UniRef50_B5JJC9: Tetratricopeptide repeat domain protein|unclassified	20.3812507208
UniRef50_V4XQS4: Helix-turn-helix domain protein (Fragment)	20.3666127704
UniRef50_V4XQS4: Helix-turn-helix domain protein (Fragment)|unclassified	20.3666127704
UniRef50_A6CF27	20.3665179761
UniRef50_A6CF27|unclassified	20.3665179761
UniRef50_U1BGB5	20.3536267132
UniRef50_U1BGB5|unclassified	20.3536267132
UniRef50_B8D1E1: Peptidase M23B	20.3494045205
UniRef50_B8D1E1: Peptidase M23B|unclassified	20.3494045205
UniRef50_M0CBA4: Transcriptional regulator	20.3310006307
UniRef50_M0CBA4: Transcriptional regulator|unclassified	20.3310006307
UniRef50_UPI00035E8D0E: hypothetical protein	20.3135176422
UniRef50_UPI00035E8D0E: hypothetical protein|unclassified	20.3135176422
UniRef50_G5IZB8: Adenylate cyclase	20.2709586512
UniRef50_G5IZB8: Adenylate cyclase|unclassified	20.2709586512
UniRef50_T0ZYN5: Phospholipase D/transphosphatidylase (Fragment)	20.2456974920
UniRef50_T0ZYN5: Phospholipase D/transphosphatidylase (Fragment)|unclassified	20.2456974920
UniRef50_A0B7W8: Transcriptional regulator, ArsR family	20.2427278457
UniRef50_A0B7W8: Transcriptional regulator, ArsR family|unclassified	20.2427278457
UniRef50_UPI00040351F1: hypothetical protein	20.2280001594
UniRef50_UPI00040351F1: hypothetical protein|unclassified	20.2280001594
UniRef50_C7NGY8: Metalloendopeptidase-like membrane protein	20.2190049495
UniRef50_C7NGY8: Metalloendopeptidase-like membrane protein|unclassified	20.2190049495
UniRef50_X0TZV7: Marine sediment metagenome DNA, contig: S01H1_L10574 (Fragment)	20.1710601830
UniRef50_X0TZV7: Marine sediment metagenome DNA, contig: S01H1_L10574 (Fragment)|unclassified	20.1710601830
UniRef50_O28291	20.1510623286
UniRef50_O28291|unclassified	20.1510623286
UniRef50_D5VAD8: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	20.1506779191
UniRef50_D5VAD8: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	20.1506779191
UniRef50_B5HWR6: Peptidase	20.1504589625
UniRef50_B5HWR6: Peptidase|unclassified	20.1504589625
UniRef50_E1QMH6: Peptidase M23	20.1425811042
UniRef50_E1QMH6: Peptidase M23|unclassified	20.1425811042
UniRef50_W5X8L9	20.1333500118
UniRef50_W5X8L9|unclassified	20.1333500118
UniRef50_UPI0003601C57: hypothetical protein	20.1302725500
UniRef50_UPI0003601C57: hypothetical protein|unclassified	20.1302725500
UniRef50_A1ZMS0	20.0613738199
UniRef50_A1ZMS0|unclassified	20.0613738199
UniRef50_M1P9J0: Transcriptional regulator, ArsR family	20.0557292556
UniRef50_M1P9J0: Transcriptional regulator, ArsR family|unclassified	20.0557292556
UniRef50_U5WF35: Putative M23-family peptidase	20.0469706785
UniRef50_U5WF35: Putative M23-family peptidase|unclassified	20.0469706785
UniRef50_UPI0003ACE17A: hypothetical protein	20.0453181534
UniRef50_UPI0003ACE17A: hypothetical protein|unclassified	20.0453181534
UniRef50_A8ZX14: Peptidase M23B	20.0144906710
UniRef50_A8ZX14: Peptidase M23B|unclassified	20.0144906710
UniRef50_UPI00034CDD60: hypothetical protein	20.0019474779
UniRef50_UPI00034CDD60: hypothetical protein|unclassified	20.0019474779
UniRef50_H2JK22: Putative ArsR-family transcriptional regulator	19.9877766672
UniRef50_H2JK22: Putative ArsR-family transcriptional regulator|unclassified	19.9877766672
UniRef50_UPI00037D127F: hypothetical protein	19.9501642875
UniRef50_UPI00037D127F: hypothetical protein|unclassified	19.9501642875
UniRef50_UPI000478FF43: ArsR family transcriptional regulator	19.9324009070
UniRef50_UPI000478FF43: ArsR family transcriptional regulator|unclassified	19.9324009070
UniRef50_UPI0002E1F706: hypothetical protein	19.9253001426
UniRef50_UPI0002E1F706: hypothetical protein|unclassified	19.9253001426
UniRef50_K9WEV5: GAF domain-containing protein	19.9183511535
UniRef50_K9WEV5: GAF domain-containing protein|unclassified	19.9183511535
UniRef50_UPI00046E9D6B: hypothetical protein, partial	19.9139515871
UniRef50_UPI00046E9D6B: hypothetical protein, partial|unclassified	19.9139515871
UniRef50_A5D5I0: HD-GYP domain	19.8915163873
UniRef50_A5D5I0: HD-GYP domain|unclassified	19.8915163873
UniRef50_B8KJR3: TPR repeat-containing protein	19.8849674576
UniRef50_B8KJR3: TPR repeat-containing protein|unclassified	19.8849674576
UniRef50_Q3A0A7: Zinc metalloendopeptidase, M23 family	19.8838114927
UniRef50_Q3A0A7: Zinc metalloendopeptidase, M23 family|unclassified	19.8838114927
UniRef50_D6U5R8: Regulatory protein ArsR	19.8582776415
UniRef50_D6U5R8: Regulatory protein ArsR|unclassified	19.8582776415
UniRef50_UPI0003046714: hypothetical protein	19.8529675799
UniRef50_UPI0003046714: hypothetical protein|unclassified	19.8529675799
UniRef50_UPI0004790845: hypothetical protein	19.8440423356
UniRef50_UPI0004790845: hypothetical protein|unclassified	19.8440423356
UniRef50_UPI00034790B0: hypothetical protein	19.8382877860
UniRef50_UPI00034790B0: hypothetical protein|unclassified	19.8382877860
UniRef50_Q04W35	19.8155525782
UniRef50_Q04W35|unclassified	19.8155525782
UniRef50_A3TN11	19.8123270643
UniRef50_A3TN11|unclassified	19.8123270643
UniRef50_B2JTM3: Diguanylate cyclase	19.7981267462
UniRef50_B2JTM3: Diguanylate cyclase|unclassified	19.7981267462
UniRef50_B4VNL4: Conserved domain protein	19.7888103085
UniRef50_B4VNL4: Conserved domain protein|unclassified	19.7888103085
UniRef50_B5JDU0: CHAD domain family	19.7828190024
UniRef50_B5JDU0: CHAD domain family|unclassified	19.7828190024
UniRef50_C8NPM6: Peptidase, M23 family	19.7727350543
UniRef50_C8NPM6: Peptidase, M23 family|unclassified	19.7727350543
UniRef50_UPI00035D2331: hypothetical protein	19.7670771371
UniRef50_UPI00035D2331: hypothetical protein|unclassified	19.7670771371
UniRef50_UPI0003602DAC: hypothetical protein	19.7419033098
UniRef50_UPI0003602DAC: hypothetical protein|unclassified	19.7419033098
UniRef50_X7XZ90: Polyketide cyclase / dehydrase and lipid transport family protein	19.7392502855
UniRef50_X7XZ90: Polyketide cyclase / dehydrase and lipid transport family protein|unclassified	19.7392502855
UniRef50_Q2IQP2: Peptidase M23B	19.7183941897
UniRef50_Q2IQP2: Peptidase M23B|unclassified	19.7183941897
UniRef50_L9UXI6	19.7133430130
UniRef50_L9UXI6|unclassified	19.7133430130
UniRef50_M3HLT1	19.6976055603
UniRef50_M3HLT1|unclassified	19.6976055603
UniRef50_A0YZV1: Adenylate cyclase	19.6958059860
UniRef50_A0YZV1: Adenylate cyclase|unclassified	19.6958059860
UniRef50_U5W8A4: Regulatory protein ArsR	19.6955834212
UniRef50_U5W8A4: Regulatory protein ArsR|unclassified	19.6955834212
UniRef50_W1XS22: Peptidase M23 (Fragment)	19.6739454797
UniRef50_W1XS22: Peptidase M23 (Fragment)|unclassified	19.6739454797
UniRef50_B1X1H9	19.6646477057
UniRef50_B1X1H9|unclassified	19.6646477057
UniRef50_B5IMA0: CHAD domain superfamily	19.6461208185
UniRef50_B5IMA0: CHAD domain superfamily|unclassified	19.6461208185
UniRef50_E4R2S3	19.6459311839
UniRef50_E4R2S3|unclassified	19.6459311839
UniRef50_B8GEL2	19.6285353415
UniRef50_B8GEL2|unclassified	19.6285353415
UniRef50_UPI0003654D15: hypothetical protein	19.6282154503
UniRef50_UPI0003654D15: hypothetical protein|unclassified	19.6282154503
UniRef50_A8MCR5: Putative adenylyl cyclase CyaB	19.6279288631
UniRef50_A8MCR5: Putative adenylyl cyclase CyaB|unclassified	19.6279288631
UniRef50_Q9X8G7	19.6062526235
UniRef50_Q9X8G7|unclassified	19.6062526235
UniRef50_A0YY62	19.6053557347
UniRef50_A0YY62|unclassified	19.6053557347
UniRef50_UPI00046568DB: MULTISPECIES: hypothetical protein	19.6036792074
UniRef50_UPI00046568DB: MULTISPECIES: hypothetical protein|unclassified	19.6036792074
UniRef50_B5HK05: FHA domain-containing protein	19.5810958790
UniRef50_B5HK05: FHA domain-containing protein|unclassified	19.5810958790
UniRef50_X6EH39	19.5734492904
UniRef50_X6EH39|unclassified	19.5734492904
UniRef50_C7RQR1: CHAD domain containing protein	19.5442271911
UniRef50_C7RQR1: CHAD domain containing protein|unclassified	19.5442271911
UniRef50_UPI0004751C33: hypothetical protein, partial	19.5347357079
UniRef50_UPI0004751C33: hypothetical protein, partial|unclassified	19.5347357079
UniRef50_A0YRU5	19.5292405592
UniRef50_A0YRU5|unclassified	19.5292405592
UniRef50_A0A038FSH9	19.5095102520
UniRef50_A0A038FSH9|unclassified	19.5095102520
UniRef50_A0A038J5M8: CHAD domain protein	19.4938790772
UniRef50_A0A038J5M8: CHAD domain protein|unclassified	19.4938790772
UniRef50_B8HYS6: Appr-1-p processing domain protein	19.4153384511
UniRef50_B8HYS6: Appr-1-p processing domain protein|unclassified	19.4153384511
UniRef50_UPI00035DE6DE: hypothetical protein	19.4111171430
UniRef50_UPI00035DE6DE: hypothetical protein|unclassified	19.4111171430
UniRef50_UPI00047C5A3D: peptidase	19.3805686194
UniRef50_UPI00047C5A3D: peptidase|unclassified	19.3805686194
UniRef50_W3V1P9	19.3670714193
UniRef50_W3V1P9|unclassified	19.3670714193
UniRef50_UPI000369F310: adenylate cyclase	19.3625922823
UniRef50_UPI000369F310: adenylate cyclase|unclassified	19.3625922823
UniRef50_D4TSF9	19.3297104739
UniRef50_D4TSF9|unclassified	19.3297104739
UniRef50_C7M738: Cyclic nucleotide-binding protein	19.2968816795
UniRef50_C7M738: Cyclic nucleotide-binding protein|unclassified	19.2968816795
UniRef50_UPI0004675EB1: hypothetical protein	19.2830183957
UniRef50_UPI0004675EB1: hypothetical protein|unclassified	19.2830183957
UniRef50_UPI000174441C: probable adenylyl cyclase	19.2790823635
UniRef50_UPI000174441C: probable adenylyl cyclase|unclassified	19.2790823635
UniRef50_K9PN03: Putative Chase2 sensor protein	19.2679534806
UniRef50_K9PN03: Putative Chase2 sensor protein|unclassified	19.2679534806
UniRef50_Q12WV4	19.2338566308
UniRef50_Q12WV4|unclassified	19.2338566308
UniRef50_D7E741	19.2280968650
UniRef50_D7E741|unclassified	19.2280968650
UniRef50_A3PIZ7: Peptidase M23B	19.2164029710
UniRef50_A3PIZ7: Peptidase M23B|unclassified	19.2164029710
UniRef50_C7QFP9: FHA domain containing protein	19.2119389471
UniRef50_C7QFP9: FHA domain containing protein|unclassified	19.2119389471
UniRef50_B0CBE0	19.1977847418
UniRef50_B0CBE0|unclassified	19.1977847418
UniRef50_X1TQK9: Marine sediment metagenome DNA, contig: S12H4_S14870 (Fragment)	19.1728150015
UniRef50_X1TQK9: Marine sediment metagenome DNA, contig: S12H4_S14870 (Fragment)|unclassified	19.1728150015
UniRef50_B3PWR1	19.1689961981
UniRef50_B3PWR1|unclassified	19.1689961981
UniRef50_F3CEM4: Phosphate transport system regulatory protein PhoU (Fragment)	19.1476544391
UniRef50_F3CEM4: Phosphate transport system regulatory protein PhoU (Fragment)|unclassified	19.1476544391
UniRef50_UPI00016C5438: hypothetical protein	19.1466023295
UniRef50_UPI00016C5438: hypothetical protein|unclassified	19.1466023295
UniRef50_UPI000368E3BF: MULTISPECIES: hypothetical protein	19.1465001721
UniRef50_UPI000368E3BF: MULTISPECIES: hypothetical protein|unclassified	19.1465001721
UniRef50_UPI0001746075: Activator of Hsp90 ATPase 1 family protein	19.1415661120
UniRef50_UPI0001746075: Activator of Hsp90 ATPase 1 family protein|unclassified	19.1415661120
UniRef50_A0A011Q412	19.1329636752
UniRef50_A0A011Q412|unclassified	19.1329636752
UniRef50_R6RQK5: Peptidase family M23	19.1303830732
UniRef50_R6RQK5: Peptidase family M23|unclassified	19.1303830732
UniRef50_M3IK56	19.1224575851
UniRef50_M3IK56|unclassified	19.1224575851
UniRef50_UPI0004643294: hypothetical protein	19.1202595436
UniRef50_UPI0004643294: hypothetical protein|unclassified	19.1202595436
UniRef50_D0WR50: Peptidase, M23 family	19.1148161369
UniRef50_D0WR50: Peptidase, M23 family|unclassified	19.1148161369
UniRef50_B8ISW5: TPR repeat-containing protein	19.0640992742
UniRef50_B8ISW5: TPR repeat-containing protein|unclassified	19.0640992742
UniRef50_X6I330	19.0368436582
UniRef50_X6I330|unclassified	19.0368436582
UniRef50_UPI0001745388: Ser/Thr protein phosphatase family protein	19.0339909207
UniRef50_UPI0001745388: Ser/Thr protein phosphatase family protein|unclassified	19.0339909207
UniRef50_G8NVE2	19.0331809455
UniRef50_G8NVE2|unclassified	19.0331809455
UniRef50_UPI00047CB7FB: signal peptide protein	19.0215563333
UniRef50_UPI00047CB7FB: signal peptide protein|unclassified	19.0215563333
UniRef50_A3Z6W9	19.0151530508
UniRef50_A3Z6W9|unclassified	19.0151530508
UniRef50_M4KDG6	19.0069683724
UniRef50_M4KDG6|unclassified	19.0069683724
UniRef50_UPI000255AF58: adenylate cyclase-like protein	19.0069384823
UniRef50_UPI000255AF58: adenylate cyclase-like protein|unclassified	19.0069384823
UniRef50_UPI00037D8B7C: hypothetical protein	18.9998087700
UniRef50_UPI00037D8B7C: hypothetical protein|unclassified	18.9998087700
UniRef50_B9LUS7: Adenylyl cyclase CyaB	18.9995309779
UniRef50_B9LUS7: Adenylyl cyclase CyaB|unclassified	18.9995309779
UniRef50_UPI0003459F92: hypothetical protein	18.9989556668
UniRef50_UPI0003459F92: hypothetical protein|unclassified	18.9989556668
UniRef50_UPI000360E8E0: hypothetical protein	18.9860872028
UniRef50_UPI000360E8E0: hypothetical protein|unclassified	18.9860872028
UniRef50_UPI00034DC204: hypothetical protein	18.9587836967
UniRef50_UPI00034DC204: hypothetical protein|unclassified	18.9587836967
UniRef50_B4CYM5: Anti-FecI sigma factor, FecR	18.9352867674
UniRef50_B4CYM5: Anti-FecI sigma factor, FecR|unclassified	18.9352867674
UniRef50_B0C7I4: CHASE2 domain protein	18.9352594104
UniRef50_B0C7I4: CHASE2 domain protein|unclassified	18.9352594104
UniRef50_UPI00037C8D5E: hypothetical protein	18.9297703308
UniRef50_UPI00037C8D5E: hypothetical protein|unclassified	18.9297703308
UniRef50_B4VNE1	18.9170493846
UniRef50_B4VNE1|unclassified	18.9170493846
UniRef50_D6SR84: Peptidase M23	18.9101976984
UniRef50_D6SR84: Peptidase M23|unclassified	18.9101976984
UniRef50_Q0EZS4: Membrane protein	18.9094092908
UniRef50_Q0EZS4: Membrane protein|unclassified	18.9094092908
UniRef50_K9D9U6: Diguanylate cyclase (GGDEF) domain-containing protein	18.8980134122
UniRef50_K9D9U6: Diguanylate cyclase (GGDEF) domain-containing protein|unclassified	18.8980134122
UniRef50_UPI000469A641: hypothetical protein	18.8800171149
UniRef50_UPI000469A641: hypothetical protein|unclassified	18.8800171149
UniRef50_E0U934: ABC-type phosphate transport system periplasmic component-like protein	18.8758733490
UniRef50_E0U934: ABC-type phosphate transport system periplasmic component-like protein|unclassified	18.8758733490
UniRef50_F3JT04: YD repeat-containing protein (Fragment)	18.8650316381
UniRef50_F3JT04: YD repeat-containing protein (Fragment)|unclassified	18.8650316381
UniRef50_UPI00034DE43B: hypothetical protein	18.8614588515
UniRef50_UPI00034DE43B: hypothetical protein|unclassified	18.8614588515
UniRef50_A5ULE5: Predicted transcriptional regulator	18.8348162005
UniRef50_A5ULE5: Predicted transcriptional regulator|unclassified	18.8348162005
UniRef50_B1J449: Peptidase M23B	18.8282974752
UniRef50_B1J449: Peptidase M23B|unclassified	18.8282974752
UniRef50_A9AX48: Peptidoglycan-binding LysM	18.8072448101
UniRef50_A9AX48: Peptidoglycan-binding LysM|unclassified	18.8072448101
UniRef50_D0IZX0: CHAD domain containing protein	18.7905145757
UniRef50_D0IZX0: CHAD domain containing protein|unclassified	18.7905145757
UniRef50_C9RNB9: Peptidase M23	18.7743229062
UniRef50_C9RNB9: Peptidase M23|unclassified	18.7743229062
UniRef50_UPI00047933CE: hypothetical protein	18.7430617820
UniRef50_UPI00047933CE: hypothetical protein|unclassified	18.7430617820
UniRef50_U1P328	18.7051767771
UniRef50_U1P328|unclassified	18.7051767771
UniRef50_B8HLP0: Peptidase M23	18.7041077248
UniRef50_B8HLP0: Peptidase M23|unclassified	18.7041077248
UniRef50_UPI00035C6390: hypothetical protein	18.7012049240
UniRef50_UPI00035C6390: hypothetical protein|unclassified	18.7012049240
UniRef50_C5BS98: Putative chad domain containing protein	18.6794011957
UniRef50_C5BS98: Putative chad domain containing protein|unclassified	18.6794011957
UniRef50_D6ZJR0: FHA domain protein	18.6592511298
UniRef50_D6ZJR0: FHA domain protein|unclassified	18.6592511298
UniRef50_UPI0003804F22: hypothetical protein	18.6512094918
UniRef50_UPI0003804F22: hypothetical protein|unclassified	18.6512094918
UniRef50_G8NNT1	18.6287280186
UniRef50_G8NNT1|unclassified	18.6287280186
UniRef50_X6BV57	18.6276529119
UniRef50_X6BV57|unclassified	18.6276529119
UniRef50_H6RJD4	18.5989310785
UniRef50_H6RJD4|unclassified	18.5989310785
UniRef50_D9QI92: Peptidase U35 phage prohead HK97	18.5923545829
UniRef50_D9QI92: Peptidase U35 phage prohead HK97|unclassified	18.5923545829
UniRef50_UPI000363DBC4: hypothetical protein	18.5908587328
UniRef50_UPI000363DBC4: hypothetical protein|unclassified	18.5908587328
UniRef50_X0SKH2: Marine sediment metagenome DNA, contig: S01H1_L02451 (Fragment)	18.5643659539
UniRef50_X0SKH2: Marine sediment metagenome DNA, contig: S01H1_L02451 (Fragment)|unclassified	18.5643659539
UniRef50_B4VRD3	18.5511275665
UniRef50_B4VRD3|unclassified	18.5511275665
UniRef50_UPI000374F038: hypothetical protein	18.5409890371
UniRef50_UPI000374F038: hypothetical protein|unclassified	18.5409890371
UniRef50_E4NNB2: Predicted transcriptional regulator	18.5382505518
UniRef50_E4NNB2: Predicted transcriptional regulator|unclassified	18.5382505518
UniRef50_R7E166: FHA domain containing protein	18.5297092989
UniRef50_R7E166: FHA domain containing protein|unclassified	18.5297092989
UniRef50_F0IC09: Cyclic nucleotide-binding domain protein	18.5240400538
UniRef50_F0IC09: Cyclic nucleotide-binding domain protein|unclassified	18.5240400538
UniRef50_UPI000373C32C: hypothetical protein	18.5183992615
UniRef50_UPI000373C32C: hypothetical protein|unclassified	18.5183992615
UniRef50_UPI0004761FD6: forkhead-associated protein	18.5102852135
UniRef50_UPI0004761FD6: forkhead-associated protein|unclassified	18.5102852135
UniRef50_D9X541: NHL repeat-containing protein	18.4548659083
UniRef50_D9X541: NHL repeat-containing protein|unclassified	18.4548659083
UniRef50_S4AXX9	18.4519388361
UniRef50_S4AXX9|unclassified	18.4519388361
UniRef50_UPI00046834CC: hypothetical protein	18.4495196431
UniRef50_UPI00046834CC: hypothetical protein|unclassified	18.4495196431
UniRef50_U1QI34: Transcriptional regulator	18.4311362643
UniRef50_U1QI34: Transcriptional regulator|unclassified	18.4311362643
UniRef50_N6YHA9: CHAD domain containing protein (Fragment)	18.4281613499
UniRef50_N6YHA9: CHAD domain containing protein (Fragment)|unclassified	18.4281613499
UniRef50_G8NVH6	18.4169932185
UniRef50_G8NVH6|unclassified	18.4169932185
UniRef50_H8MTK9: M23 peptidase domain-containing protein	18.3958450478
UniRef50_H8MTK9: M23 peptidase domain-containing protein|unclassified	18.3958450478
UniRef50_X1V1R9: Marine sediment metagenome DNA, contig: S12H4_S26923 (Fragment)	18.3887883983
UniRef50_X1V1R9: Marine sediment metagenome DNA, contig: S12H4_S26923 (Fragment)|unclassified	18.3887883983
UniRef50_UPI0003B65349: ArsR family transcriptional regulator	18.3842978358
UniRef50_UPI0003B65349: ArsR family transcriptional regulator|unclassified	18.3842978358
UniRef50_UPI00047D0A71: hypothetical protein	18.3790721634
UniRef50_UPI00047D0A71: hypothetical protein|unclassified	18.3790721634
UniRef50_X0YIE8: Marine sediment metagenome DNA, contig: S01H1_S35652	18.3124021008
UniRef50_X0YIE8: Marine sediment metagenome DNA, contig: S01H1_S35652|unclassified	18.3124021008
UniRef50_UPI000365778D: hypothetical protein	18.2850776420
UniRef50_UPI000365778D: hypothetical protein|unclassified	18.2850776420
UniRef50_S6HU40: YD repeat-containing protein (Fragment)	18.2763277527
UniRef50_S6HU40: YD repeat-containing protein (Fragment)|unclassified	18.2763277527
UniRef50_B0JR55: Possible sensor with CHASE2 domain	18.2698574393
UniRef50_B0JR55: Possible sensor with CHASE2 domain|unclassified	18.2698574393
UniRef50_Q39V12: Zinc metalloendopeptidase, M23 family	18.2660684933
UniRef50_Q39V12: Zinc metalloendopeptidase, M23 family|unclassified	18.2660684933
UniRef50_G4RN55: Transcriptional regulator, ArsR family	18.2488526275
UniRef50_G4RN55: Transcriptional regulator, ArsR family|unclassified	18.2488526275
UniRef50_B1L3B7: Transcriptional regulator, ArsR family	18.2356629081
UniRef50_B1L3B7: Transcriptional regulator, ArsR family|unclassified	18.2356629081
UniRef50_U0EIM7	18.2251249402
UniRef50_U0EIM7|unclassified	18.2251249402
UniRef50_Q2WAT8: HD-GYP domain	18.2057108399
UniRef50_Q2WAT8: HD-GYP domain|unclassified	18.2057108399
UniRef50_W1JF81	18.1948221836
UniRef50_W1JF81|unclassified	18.1948221836
UniRef50_UPI00046F94F9: ArsR family transcriptional regulator	18.1937423716
UniRef50_UPI00046F94F9: ArsR family transcriptional regulator|unclassified	18.1937423716
UniRef50_G8P123	18.1932693942
UniRef50_G8P123|unclassified	18.1932693942
UniRef50_X8F9X2	18.1833209356
UniRef50_X8F9X2|unclassified	18.1833209356
UniRef50_A6NQI3: Peptidase, M23 family	18.1791652935
UniRef50_A6NQI3: Peptidase, M23 family|unclassified	18.1791652935
UniRef50_G8NWX1: Di-glucose binding within endoplasmic reticulum	18.1756789409
UniRef50_G8NWX1: Di-glucose binding within endoplasmic reticulum|unclassified	18.1756789409
UniRef50_V2RK85	18.1681319691
UniRef50_V2RK85|unclassified	18.1681319691
UniRef50_UPI0003787DD3: hypothetical protein	18.1620503995
UniRef50_UPI0003787DD3: hypothetical protein|unclassified	18.1620503995
UniRef50_UPI00036ED7F2: hypothetical protein	18.1456951082
UniRef50_UPI00036ED7F2: hypothetical protein|unclassified	18.1456951082
UniRef50_UPI0003B5646B: cytochrome B561	18.1296623646
UniRef50_UPI0003B5646B: cytochrome B561|unclassified	18.1296623646
UniRef50_B4VY31: Conserved domain protein	18.1290822730
UniRef50_B4VY31: Conserved domain protein|unclassified	18.1290822730
UniRef50_I5CFQ2: Peptidase M23	18.1224885925
UniRef50_I5CFQ2: Peptidase M23|unclassified	18.1224885925
UniRef50_Q46EH5	18.1131886311
UniRef50_Q46EH5|unclassified	18.1131886311
UniRef50_A1AWV4: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	18.0941562000
UniRef50_A1AWV4: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	18.0941562000
UniRef50_A2SSL0: Putative adenylyl cyclase CyaB	18.0645222263
UniRef50_A2SSL0: Putative adenylyl cyclase CyaB|unclassified	18.0645222263
UniRef50_S2ZKV5	18.0452097957
UniRef50_S2ZKV5|unclassified	18.0452097957
UniRef50_V9R7A5: Peptidase	18.0362772521
UniRef50_V9R7A5: Peptidase|unclassified	18.0362772521
UniRef50_A5UK81: Predicted transcriptional regulator	18.0202464089
UniRef50_A5UK81: Predicted transcriptional regulator|unclassified	18.0202464089
UniRef50_X8A0N2	18.0189497799
UniRef50_X8A0N2|unclassified	18.0189497799
UniRef50_UPI000361397D: hypothetical protein, partial	18.0147516633
UniRef50_UPI000361397D: hypothetical protein, partial|unclassified	18.0147516633
UniRef50_UPI000471B160: hypothetical protein	18.0034457286
UniRef50_UPI000471B160: hypothetical protein|unclassified	18.0034457286
UniRef50_E4NS75: HTH domain-containing protein	17.9885190815
UniRef50_E4NS75: HTH domain-containing protein|unclassified	17.9885190815
UniRef50_Q2NUL0	17.9847680723
UniRef50_Q2NUL0|unclassified	17.9847680723
UniRef50_A6TV47: Peptidase M23B	17.9728954429
UniRef50_A6TV47: Peptidase M23B|unclassified	17.9728954429
UniRef50_Q2FP43: Adenylate cyclase	17.9667033912
UniRef50_Q2FP43: Adenylate cyclase|unclassified	17.9667033912
UniRef50_D6SUI9: Peptidase M23	17.9316692261
UniRef50_D6SUI9: Peptidase M23|unclassified	17.9316692261
UniRef50_Q1YJ95: Diguanylate cyclase family	17.9239528771
UniRef50_Q1YJ95: Diguanylate cyclase family|unclassified	17.9239528771
UniRef50_L1MGE9: Peptidase, M23 family	17.8904169060
UniRef50_L1MGE9: Peptidase, M23 family|unclassified	17.8904169060
UniRef50_B2S3U1	17.8597401827
UniRef50_B2S3U1|unclassified	17.8597401827
UniRef50_UPI00046F6F53: ArsR family transcriptional regulator	17.8584604945
UniRef50_UPI00046F6F53: ArsR family transcriptional regulator|unclassified	17.8584604945
UniRef50_UPI0003B44B7C: adenylate cyclase	17.8502450545
UniRef50_UPI0003B44B7C: adenylate cyclase|unclassified	17.8502450545
UniRef50_L9UVA2: Adenylyl cyclase CyaB	17.8321009275
UniRef50_L9UVA2: Adenylyl cyclase CyaB|unclassified	17.8321009275
UniRef50_UPI0003FF3549: ATPase	17.8188375019
UniRef50_UPI0003FF3549: ATPase|unclassified	17.8188375019
UniRef50_O27871	17.8175577838
UniRef50_O27871|unclassified	17.8175577838
UniRef50_UPI000365C71A: hypothetical protein, partial	17.7750319269
UniRef50_UPI000365C71A: hypothetical protein, partial|unclassified	17.7750319269
UniRef50_G8LUV2	17.7674075067
UniRef50_G8LUV2|unclassified	17.7674075067
UniRef50_C9RMG1: Peptidase M23	17.7667313259
UniRef50_C9RMG1: Peptidase M23|unclassified	17.7667313259
UniRef50_S9QNF2	17.7573477359
UniRef50_S9QNF2|unclassified	17.7573477359
UniRef50_UPI00042447BA: hypothetical protein	17.7531878916
UniRef50_UPI00042447BA: hypothetical protein|unclassified	17.7531878916
UniRef50_Q3BKI9	17.7310690834
UniRef50_Q3BKI9|unclassified	17.7310690834
UniRef50_F0TBU9: Adenylyl cyclase CyaB	17.7241004236
UniRef50_F0TBU9: Adenylyl cyclase CyaB|unclassified	17.7241004236
UniRef50_UPI00030C9EF9: peptidase	17.6879093526
UniRef50_UPI00030C9EF9: peptidase|unclassified	17.6879093526
UniRef50_C4ZKC7: CHAD domain containing protein	17.6701243619
UniRef50_C4ZKC7: CHAD domain containing protein|unclassified	17.6701243619
UniRef50_X0RDY8: Adenylate cyclase	17.6433356335
UniRef50_X0RDY8: Adenylate cyclase|unclassified	17.6433356335
UniRef50_UPI00040BFFB6: hypothetical protein	17.6411710903
UniRef50_UPI00040BFFB6: hypothetical protein|unclassified	17.6411710903
UniRef50_UPI0003798E92: hypothetical protein	17.6256663347
UniRef50_UPI0003798E92: hypothetical protein|unclassified	17.6256663347
UniRef50_Q47S54	17.6021997612
UniRef50_Q47S54|unclassified	17.6021997612
UniRef50_D9SGV8: CHAD domain containing protein	17.5969179735
UniRef50_D9SGV8: CHAD domain containing protein|unclassified	17.5969179735
UniRef50_Q1N0J2: Peptidase, M23/M37 family protein	17.5768265649
