# Gene Family	SampleAmmonia_assimilation_Abundance-RPKs
UniRef50_UPI0003656843: hypothetical protein	104.3005997025
UniRef50_UPI0003656843: hypothetical protein|unclassified	104.3005997025
UniRef50_UPI0003B61A27: ammonium transporter	104.1967003998
UniRef50_UPI0003B61A27: ammonium transporter|unclassified	104.1967003998
UniRef50_UPI000365F632: hypothetical protein	104.1485881048
UniRef50_UPI000365F632: hypothetical protein|unclassified	104.1485881048
UniRef50_G4C2V5	104.1060105217
UniRef50_G4C2V5|unclassified	104.1060105217
UniRef50_UPI0002559A4E: glutamate-ammonia-ligase adenylyltransferase, partial	102.9655232340
UniRef50_UPI0002559A4E: glutamate-ammonia-ligase adenylyltransferase, partial|unclassified	102.9655232340
UniRef50_UPI0004781616: hypothetical protein	102.2103018553
UniRef50_UPI0004781616: hypothetical protein|unclassified	102.2103018553
UniRef50_N6V170	101.8728895953
UniRef50_N6V170|unclassified	101.8728895953
UniRef50_R5Z7B4	101.6951537030
UniRef50_R5Z7B4|unclassified	101.6951537030
UniRef50_UPI00046FCCAD: hypothetical protein	101.1522011886
UniRef50_UPI00046FCCAD: hypothetical protein|unclassified	101.1522011886
UniRef50_Q4FUP5: Bifunctional uridylyltransferase/uridylyl-removing enzyme	100.7096929816
UniRef50_Q4FUP5: Bifunctional uridylyltransferase/uridylyl-removing enzyme|unclassified	100.7096929816
UniRef50_UPI00025562B5: protein-P-II uridylyltransferase	100.6793049066
UniRef50_UPI00025562B5: protein-P-II uridylyltransferase|unclassified	100.6793049066
UniRef50_UPI00046F2CFC: hypothetical protein	100.2366455953
UniRef50_UPI00046F2CFC: hypothetical protein|unclassified	100.2366455953
UniRef50_Q5FPT6: Bifunctional uridylyltransferase/uridylyl-removing enzyme	99.9738598742
UniRef50_Q5FPT6: Bifunctional uridylyltransferase/uridylyl-removing enzyme|unclassified	99.9738598742
UniRef50_Q31G41: Bifunctional uridylyltransferase/uridylyl-removing enzyme	99.9079427879
UniRef50_Q31G41: Bifunctional uridylyltransferase/uridylyl-removing enzyme|unclassified	99.9079427879
UniRef50_J5NRH1	99.8318193819
UniRef50_J5NRH1|unclassified	99.8318193819
UniRef50_X1UNQ6: Marine sediment metagenome DNA, contig: S12H4_S15985 (Fragment)	99.2205186083
UniRef50_X1UNQ6: Marine sediment metagenome DNA, contig: S12H4_S15985 (Fragment)|unclassified	99.2205186083
UniRef50_UPI000466AAF6: protein-PII uridylyltransferase, partial	99.1887997205
UniRef50_UPI000466AAF6: protein-PII uridylyltransferase, partial|unclassified	99.1887997205
UniRef50_UPI00036CF73F: hypothetical protein	98.5259364153
UniRef50_UPI00036CF73F: hypothetical protein|unclassified	98.5259364153
UniRef50_UPI0004723E13: hypothetical protein, partial	98.0995174227
UniRef50_UPI0004723E13: hypothetical protein, partial|unclassified	98.0995174227
UniRef50_U1ESB9	97.4381807181
UniRef50_U1ESB9|unclassified	97.4381807181
UniRef50_Q605D9: Glutamate-ammonia-ligase adenylyltransferase	95.0226201800
UniRef50_Q605D9: Glutamate-ammonia-ligase adenylyltransferase|unclassified	95.0226201800
UniRef50_T1BCC1: Glutamate synthase subunit beta (Fragment)	94.1273899670
UniRef50_T1BCC1: Glutamate synthase subunit beta (Fragment)|unclassified	94.1273899670
UniRef50_K1SNA8: Oxidoreductase (Fragment)	94.1120208559
UniRef50_K1SNA8: Oxidoreductase (Fragment)|unclassified	94.1120208559
UniRef50_UPI0003B406B8: PII uridylyl-transferase	94.0621048461
UniRef50_UPI0003B406B8: PII uridylyl-transferase|unclassified	94.0621048461
UniRef50_UPI0003F58FAD: pyridine nucleotide-disulfide oxidoreductase	91.3246611726
UniRef50_UPI0003F58FAD: pyridine nucleotide-disulfide oxidoreductase|unclassified	91.3246611726
UniRef50_D8LB53	91.1171538623
UniRef50_D8LB53|unclassified	91.1171538623
UniRef50_Q9A4S7: Glutamate-ammonia-ligase adenylyltransferase	90.6699465508
UniRef50_Q9A4S7: Glutamate-ammonia-ligase adenylyltransferase|unclassified	90.6699465508
UniRef50_UPI00047254D0: hypothetical protein	89.0699269274
UniRef50_UPI00047254D0: hypothetical protein|unclassified	89.0699269274
UniRef50_X1R444: Marine sediment metagenome DNA, contig: S06H3_S25530 (Fragment)	89.0302408925
UniRef50_X1R444: Marine sediment metagenome DNA, contig: S06H3_S25530 (Fragment)|unclassified	89.0302408925
UniRef50_R0GCI0	88.4703458294
UniRef50_R0GCI0|unclassified	88.4703458294
UniRef50_UPI000262C9C2: PII uridylyl-transferase	87.2018511510
UniRef50_UPI000262C9C2: PII uridylyl-transferase|unclassified	87.2018511510
UniRef50_Q7VYQ0: Glutamate-ammonia-ligase adenylyltransferase	85.8946145647
UniRef50_Q7VYQ0: Glutamate-ammonia-ligase adenylyltransferase|unclassified	85.8946145647
UniRef50_UPI0003B6B8B6: glutamine-synthetase adenylyltransferase	85.3279104042
UniRef50_UPI0003B6B8B6: glutamine-synthetase adenylyltransferase|unclassified	85.3279104042
UniRef50_Q5NPH0: Bifunctional uridylyltransferase/uridylyl-removing enzyme	85.2396950908
UniRef50_Q5NPH0: Bifunctional uridylyltransferase/uridylyl-removing enzyme|unclassified	85.2396950908
UniRef50_R7I8N1: Glutamate synthase NADH/NADPH small subunit	83.8521722581
UniRef50_R7I8N1: Glutamate synthase NADH/NADPH small subunit|unclassified	83.8521722581
UniRef50_K2F3U9	83.7237251734
UniRef50_K2F3U9|unclassified	83.7237251734
UniRef50_UPI0002375F06: glutamine amidotransferase class-II	82.7444022459
UniRef50_UPI0002375F06: glutamine amidotransferase class-II|unclassified	82.7444022459
UniRef50_UPI0003022C54: hypothetical protein	82.7019584295
UniRef50_UPI0003022C54: hypothetical protein|unclassified	82.7019584295
UniRef50_UPI0004717384: hypothetical protein, partial	82.4717590292
UniRef50_UPI0004717384: hypothetical protein, partial|unclassified	82.4717590292
UniRef50_J9KLQ1	81.5420311876
UniRef50_J9KLQ1|unclassified	81.5420311876
UniRef50_UPI00046CD945: hypothetical protein	81.0359930581
UniRef50_UPI00046CD945: hypothetical protein|unclassified	81.0359930581
UniRef50_UPI000372B112: hypothetical protein, partial	80.1721822530
UniRef50_UPI000372B112: hypothetical protein, partial|unclassified	80.1721822530
UniRef50_D6ZU25	79.2424674075
UniRef50_D6ZU25|unclassified	79.2424674075
UniRef50_UPI000473E90C: hypothetical protein	79.1954162868
UniRef50_UPI000473E90C: hypothetical protein|unclassified	79.1954162868
UniRef50_Q6AFH2: Glutamate-ammonia-ligase adenylyltransferase	79.0139979970
UniRef50_Q6AFH2: Glutamate-ammonia-ligase adenylyltransferase|unclassified	79.0139979970
UniRef50_UPI0003A40A4E: hypothetical protein	78.7933328195
UniRef50_UPI0003A40A4E: hypothetical protein|unclassified	78.7933328195
UniRef50_I9BH27: Ferredoxin-dependent glutamate synthase (Fragment)	78.5700427629
UniRef50_I9BH27: Ferredoxin-dependent glutamate synthase (Fragment)|unclassified	78.5700427629
UniRef50_UPI00047C2C2F: selenate reductase subunit YgfK, partial	78.5029331810
UniRef50_UPI00047C2C2F: selenate reductase subunit YgfK, partial|unclassified	78.5029331810
UniRef50_UPI00046F776E: hypothetical protein	78.4957063180
UniRef50_UPI00046F776E: hypothetical protein|unclassified	78.4957063180
UniRef50_A3VHA8	78.1726652031
UniRef50_A3VHA8|unclassified	78.1726652031
UniRef50_UPI0003667190: hypothetical protein	78.0291137334
UniRef50_UPI0003667190: hypothetical protein|unclassified	78.0291137334
UniRef50_W8Y1E7	76.8431407661
UniRef50_W8Y1E7|unclassified	76.8431407661
UniRef50_UPI00041C94EB: ammonium transporter	76.8055183204
UniRef50_UPI00041C94EB: ammonium transporter|unclassified	76.8055183204
UniRef50_R6GA40	76.5587098392
UniRef50_R6GA40|unclassified	76.5587098392
UniRef50_UPI00047C6FD2: hypothetical protein	76.2849198718
UniRef50_UPI00047C6FD2: hypothetical protein|unclassified	76.2849198718
UniRef50_UPI00036A1520: hypothetical protein	74.8127720716
UniRef50_UPI00036A1520: hypothetical protein|unclassified	74.8127720716
UniRef50_J9BSR4	74.7337711871
UniRef50_J9BSR4|unclassified	74.7337711871
UniRef50_D7AF64: NADPH-Fe(3+) oxidoreductase subunit beta	74.3886898997
UniRef50_D7AF64: NADPH-Fe(3+) oxidoreductase subunit beta|unclassified	74.3886898997
UniRef50_UPI00046D05B1: hypothetical protein	74.0598510957
UniRef50_UPI00046D05B1: hypothetical protein|unclassified	74.0598510957
UniRef50_W4YBI0	74.0193181879
UniRef50_W4YBI0|unclassified	74.0193181879
UniRef50_A0A038G0M9	73.7245990121
UniRef50_A0A038G0M9|unclassified	73.7245990121
UniRef50_UPI00037443B6: hypothetical protein	72.0738750035
UniRef50_UPI00037443B6: hypothetical protein|unclassified	72.0738750035
UniRef50_W4V5E4: Glutamate synthase	71.9583771965
UniRef50_W4V5E4: Glutamate synthase|unclassified	71.9583771965
UniRef50_K2DMV7	70.7168267156
UniRef50_K2DMV7|unclassified	70.7168267156
UniRef50_J8RTR6	69.9932275243
UniRef50_J8RTR6|unclassified	69.9932275243
UniRef50_R5SRE2	69.9626224368
UniRef50_R5SRE2|unclassified	69.9626224368
UniRef50_UPI000381A265: hypothetical protein, partial	69.8531388227
UniRef50_UPI000381A265: hypothetical protein, partial|unclassified	69.8531388227
UniRef50_UPI0003B3530D: Fis family transcriptional regulator	69.7338888098
UniRef50_UPI0003B3530D: Fis family transcriptional regulator|unclassified	69.7338888098
UniRef50_UPI0003824452: hypothetical protein	69.2445442130
UniRef50_UPI0003824452: hypothetical protein|unclassified	69.2445442130
UniRef50_UPI0001CC0B34: PII uridylyl-transferase, partial	68.9118039337
UniRef50_UPI0001CC0B34: PII uridylyl-transferase, partial|unclassified	68.9118039337
UniRef50_UPI00038294C7: hypothetical protein	68.6843057951
UniRef50_UPI00038294C7: hypothetical protein|unclassified	68.6843057951
UniRef50_A0A011QXE4	68.4387866293
UniRef50_A0A011QXE4|unclassified	68.4387866293
UniRef50_UPI00031A6ACC: hypothetical protein	68.3390851172
UniRef50_UPI00031A6ACC: hypothetical protein|unclassified	68.3390851172
UniRef50_UPI0002D5BEC9: hypothetical protein	68.1186316601
UniRef50_UPI0002D5BEC9: hypothetical protein|unclassified	68.1186316601
UniRef50_UPI0003EB3FB1: hypothetical protein	68.0077175329
UniRef50_UPI0003EB3FB1: hypothetical protein|unclassified	68.0077175329
UniRef50_O26293: Putative glutamine amidotransferase MTH_191	67.9982739360
UniRef50_O26293: Putative glutamine amidotransferase MTH_191|unclassified	67.9982739360
UniRef50_K1Z739	67.8463981124
UniRef50_K1Z739|unclassified	67.8463981124
UniRef50_V2J7N5: Putative oxidoreductase Fe-S binding subunit	67.7475487649
UniRef50_V2J7N5: Putative oxidoreductase Fe-S binding subunit|unclassified	67.7475487649
UniRef50_UPI0003B5798A: PII uridylyl-transferase	67.5458033652
UniRef50_UPI0003B5798A: PII uridylyl-transferase|unclassified	67.5458033652
UniRef50_T1B8E9: Glutamate synthase subunit beta (Fragment)	67.4303154676
UniRef50_T1B8E9: Glutamate synthase subunit beta (Fragment)|unclassified	67.4303154676
UniRef50_A0A011MEB8	67.0922260829
UniRef50_A0A011MEB8|unclassified	67.0922260829
UniRef50_UPI00037330E3: hypothetical protein	66.3137078411
UniRef50_UPI00037330E3: hypothetical protein|unclassified	66.3137078411
UniRef50_UPI0001FFEC29: PII uridylyl-transferase, partial	66.0520787138
UniRef50_UPI0001FFEC29: PII uridylyl-transferase, partial|unclassified	66.0520787138
UniRef50_G6YFN2	66.0188454735
UniRef50_G6YFN2|unclassified	66.0188454735
UniRef50_U1M2Q3	65.3349046831
UniRef50_U1M2Q3|unclassified	65.3349046831
UniRef50_C2BE46	64.6926785005
UniRef50_C2BE46|unclassified	64.6926785005
UniRef50_UPI00046CED77: hypothetical protein	64.6150585214
UniRef50_UPI00046CED77: hypothetical protein|unclassified	64.6150585214
UniRef50_Q9JX72: Glutamate-ammonia-ligase adenylyltransferase	64.4707403985
UniRef50_Q9JX72: Glutamate-ammonia-ligase adenylyltransferase|unclassified	64.4707403985
UniRef50_X1CY55: Marine sediment metagenome DNA, contig: S01H4_S18873 (Fragment)	64.4703988999
UniRef50_X1CY55: Marine sediment metagenome DNA, contig: S01H4_S18873 (Fragment)|unclassified	64.4703988999
UniRef50_UPI00031AEE1C: ATPase AAA	63.9967802024
UniRef50_UPI00031AEE1C: ATPase AAA|unclassified	63.9967802024
UniRef50_UPI00029B3561: multi-sensor hybrid histidine kinase	63.8494063128
UniRef50_UPI00029B3561: multi-sensor hybrid histidine kinase|unclassified	63.8494063128
UniRef50_K2FFN7	63.8114540755
UniRef50_K2FFN7|unclassified	63.8114540755
UniRef50_R6XC37: Oxidoreductase NAD-binding domain protein	63.3618823245
UniRef50_R6XC37: Oxidoreductase NAD-binding domain protein|unclassified	63.3618823245
UniRef50_UPI0003754575: hypothetical protein, partial	63.1487010064
UniRef50_UPI0003754575: hypothetical protein, partial|unclassified	63.1487010064
UniRef50_UPI0004634640: hypothetical protein	63.0585038164
UniRef50_UPI0004634640: hypothetical protein|unclassified	63.0585038164
UniRef50_UPI0000510281: (Glutamate--ammonia-ligase) adenylyltransferase, partial	63.0271858029
UniRef50_UPI0000510281: (Glutamate--ammonia-ligase) adenylyltransferase, partial|unclassified	63.0271858029
UniRef50_UPI00035F9E55: hypothetical protein	63.0019843719
UniRef50_UPI00035F9E55: hypothetical protein|unclassified	63.0019843719
UniRef50_UPI000255D4C6: ferredoxin-NADP(+) reductase subunit alpha	62.5604777242
UniRef50_UPI000255D4C6: ferredoxin-NADP(+) reductase subunit alpha|unclassified	62.5604777242
UniRef50_W2V0M8	62.2187558718
UniRef50_W2V0M8|unclassified	62.2187558718
UniRef50_J8V5K2	62.0536023804
UniRef50_J8V5K2|unclassified	62.0536023804
UniRef50_X1H5Y2: Marine sediment metagenome DNA, contig: S03H2_S05338 (Fragment)	61.5163529939
UniRef50_X1H5Y2: Marine sediment metagenome DNA, contig: S03H2_S05338 (Fragment)|unclassified	61.5163529939
UniRef50_B7XGB8: Ammonium transporter (Fragment)	61.2624251917
UniRef50_B7XGB8: Ammonium transporter (Fragment)|unclassified	61.2624251917
UniRef50_UPI00047972CB: hypothetical protein, partial	60.4005264199
UniRef50_UPI00047972CB: hypothetical protein, partial|unclassified	60.4005264199
UniRef50_UPI00047E66F7: glutamate-ammonia-ligase adenylyltransferase	60.0778503512
UniRef50_UPI00047E66F7: glutamate-ammonia-ligase adenylyltransferase|unclassified	60.0778503512
UniRef50_UPI0003C114D5: PREDICTED: glutamate synthase 1 [NADH], chloroplastic-like	59.7691216846
UniRef50_UPI0003C114D5: PREDICTED: glutamate synthase 1 [NADH], chloroplastic-like|unclassified	59.7691216846
UniRef50_UPI000470A681: hypothetical protein, partial	59.3764754197
UniRef50_UPI000470A681: hypothetical protein, partial|unclassified	59.3764754197
UniRef50_UPI00036A0940: hypothetical protein	58.6413377654
UniRef50_UPI00036A0940: hypothetical protein|unclassified	58.6413377654
UniRef50_UPI000367B066: hypothetical protein	58.5768673282
UniRef50_UPI000367B066: hypothetical protein|unclassified	58.5768673282
UniRef50_UPI0002EFE985: hypothetical protein	58.5037312399
UniRef50_UPI0002EFE985: hypothetical protein|unclassified	58.5037312399
UniRef50_UPI0003B4561F: hypothetical protein	58.3289649375
UniRef50_UPI0003B4561F: hypothetical protein|unclassified	58.3289649375
UniRef50_UPI0001FFE280: PII uridylyl-transferase, partial	58.3202493320
UniRef50_UPI0001FFE280: PII uridylyl-transferase, partial|unclassified	58.3202493320
UniRef50_A3WWG8	56.9555624471
UniRef50_A3WWG8|unclassified	56.9555624471
UniRef50_UPI00044137DB: ammonium transporter	56.8102133330
UniRef50_UPI00044137DB: ammonium transporter|unclassified	56.8102133330
UniRef50_UPI0003706E6C: hypothetical protein, partial	56.5643972687
UniRef50_UPI0003706E6C: hypothetical protein, partial|unclassified	56.5643972687
UniRef50_UPI00024915FB: ammonia permease	56.1297370186
UniRef50_UPI00024915FB: ammonia permease|unclassified	56.1297370186
UniRef50_K2G1Y7	56.0839222449
UniRef50_K2G1Y7|unclassified	56.0839222449
UniRef50_UPI0003B3611C: selenate reductase	55.8984318973
UniRef50_UPI0003B3611C: selenate reductase|unclassified	55.8984318973
UniRef50_UPI00037CA9FA: hypothetical protein	54.4267343369
UniRef50_UPI00037CA9FA: hypothetical protein|unclassified	54.4267343369
UniRef50_UPI00046F4545: hypothetical protein	54.3809807652
UniRef50_UPI00046F4545: hypothetical protein|unclassified	54.3809807652
UniRef50_UPI00047E9FBE: hypothetical protein	54.1136288607
UniRef50_UPI00047E9FBE: hypothetical protein|unclassified	54.1136288607
UniRef50_UPI00036C9C3C: hypothetical protein	53.5346938791
UniRef50_UPI00036C9C3C: hypothetical protein|unclassified	53.5346938791
UniRef50_UPI0003108EFD: hypothetical protein	53.5063588075
UniRef50_UPI0003108EFD: hypothetical protein|unclassified	53.5063588075
UniRef50_UPI00026310B8: histidine kinase	53.0922517314
UniRef50_UPI00026310B8: histidine kinase|unclassified	53.0922517314
UniRef50_A0A011MWP8: Transcriptional regulatory protein FixJ	53.0421431431
UniRef50_A0A011MWP8: Transcriptional regulatory protein FixJ|unclassified	53.0421431431
UniRef50_UPI00037B5745: hypothetical protein, partial	52.7889021598
UniRef50_UPI00037B5745: hypothetical protein, partial|unclassified	52.7889021598
UniRef50_U0EFE3	52.7709691503
UniRef50_U0EFE3|unclassified	52.7709691503
UniRef50_X1GYM2: Marine sediment metagenome DNA, contig: S03H2_L05787	52.5551421555
UniRef50_X1GYM2: Marine sediment metagenome DNA, contig: S03H2_L05787|unclassified	52.5551421555
UniRef50_UPI0000E0E608: putative glutamate-ammonia-ligase adenylyltransferase	51.9076504912
UniRef50_UPI0000E0E608: putative glutamate-ammonia-ligase adenylyltransferase|unclassified	51.9076504912
UniRef50_UPI000464D915: hypothetical protein, partial	51.6747240110
UniRef50_UPI000464D915: hypothetical protein, partial|unclassified	51.6747240110
UniRef50_W0JLB9	50.8310981542
UniRef50_W0JLB9|unclassified	50.8310981542
UniRef50_UPI000477606C: ammonium permease	50.7659105323
UniRef50_UPI000477606C: ammonium permease|unclassified	50.7659105323
UniRef50_UPI00047DE448: glutamate synthase	50.7070872359
UniRef50_UPI00047DE448: glutamate synthase|unclassified	50.7070872359
UniRef50_A0A059G6Q5: Glutamate synthase	50.5916315275
UniRef50_A0A059G6Q5: Glutamate synthase|unclassified	50.5916315275
UniRef50_UPI00030A0812: hypothetical protein	50.5709168473
UniRef50_UPI00030A0812: hypothetical protein|unclassified	50.5709168473
UniRef50_UPI0004736CD6: hypothetical protein	50.5513412571
UniRef50_UPI0004736CD6: hypothetical protein|unclassified	50.5513412571
UniRef50_W1W469: Oxidoreductase, pyridine nucleotide-disulfide family (Fragment)	50.4808889096
UniRef50_W1W469: Oxidoreductase, pyridine nucleotide-disulfide family (Fragment)|unclassified	50.4808889096
UniRef50_R7A168	50.4536834134
UniRef50_R7A168|unclassified	50.4536834134
UniRef50_UPI000462F7AB: hypothetical protein, partial	50.3897640808
UniRef50_UPI000462F7AB: hypothetical protein, partial|unclassified	50.3897640808
UniRef50_X0WCY4: Marine sediment metagenome DNA, contig: S01H1_S34104 (Fragment)	50.1835036985
UniRef50_X0WCY4: Marine sediment metagenome DNA, contig: S01H1_S34104 (Fragment)|unclassified	50.1835036985
UniRef50_UPI00046E9678: hypothetical protein	49.9814246078
UniRef50_UPI00046E9678: hypothetical protein|unclassified	49.9814246078
UniRef50_H4SF24	49.5149232773
UniRef50_H4SF24|unclassified	49.5149232773
UniRef50_X1K6E3: Marine sediment metagenome DNA, contig: S06H3_L05143 (Fragment)	49.0462164770
UniRef50_X1K6E3: Marine sediment metagenome DNA, contig: S06H3_L05143 (Fragment)|unclassified	49.0462164770
UniRef50_C0AXW0	48.8077842546
UniRef50_C0AXW0|unclassified	48.8077842546
UniRef50_UPI00047C6AAD: LuxR family transcriptional regulator	48.3866765994
UniRef50_UPI00047C6AAD: LuxR family transcriptional regulator|unclassified	48.3866765994
UniRef50_UPI0003647468: hypothetical protein	48.3272859544
UniRef50_UPI0003647468: hypothetical protein|unclassified	48.3272859544
UniRef50_K2D024	47.5095425327
UniRef50_K2D024|unclassified	47.5095425327
UniRef50_UPI000370EECE: hypothetical protein	47.4524155114
UniRef50_UPI000370EECE: hypothetical protein|unclassified	47.4524155114
UniRef50_R5KMG8	46.9167737310
UniRef50_R5KMG8|unclassified	46.9167737310
UniRef50_UPI0003A96C00: glutamine amidotransferase	46.7959423872
UniRef50_UPI0003A96C00: glutamine amidotransferase|unclassified	46.7959423872
UniRef50_UPI0003C1599E: PREDICTED: two-component response regulator ARR10-like, partial	46.4483279089
UniRef50_UPI0003C1599E: PREDICTED: two-component response regulator ARR10-like, partial|unclassified	46.4483279089
UniRef50_UPI0004772CE6: ammonia permease	46.0441430927
UniRef50_UPI0004772CE6: ammonia permease|unclassified	46.0441430927
UniRef50_UPI0003819D07: hypothetical protein	46.0410635089
UniRef50_UPI0003819D07: hypothetical protein|unclassified	46.0410635089
UniRef50_H4JC50	45.7881377273
UniRef50_H4JC50|unclassified	45.7881377273
UniRef50_UPI000373C5A4: hypothetical protein	45.5705308784
UniRef50_UPI000373C5A4: hypothetical protein|unclassified	45.5705308784
UniRef50_UPI00035DF2D8: hypothetical protein	44.9542816792
UniRef50_UPI00035DF2D8: hypothetical protein|unclassified	44.9542816792
UniRef50_UPI00047B9E09: ammonium permease	44.8222171117
UniRef50_UPI00047B9E09: ammonium permease|unclassified	44.8222171117
UniRef50_W1YR69: Oxidoreductase, pyridine nucleotide-disulfide family (Fragment)	44.6346848943
UniRef50_W1YR69: Oxidoreductase, pyridine nucleotide-disulfide family (Fragment)|unclassified	44.6346848943
UniRef50_UPI00036B40FF: chemotaxis protein CheY	44.5837155859
UniRef50_UPI00036B40FF: chemotaxis protein CheY|unclassified	44.5837155859
UniRef50_Q31L55	44.5454147119
UniRef50_Q31L55|unclassified	44.5454147119
UniRef50_UPI0000510488: glutamine synthetase adenylyltransferase, partial	44.4808776847
UniRef50_UPI0000510488: glutamine synthetase adenylyltransferase, partial|unclassified	44.4808776847
UniRef50_UPI000379BD50: hypothetical protein	44.1206116469
UniRef50_UPI000379BD50: hypothetical protein|unclassified	44.1206116469
UniRef50_UPI0003B50B65: glutamate-ammonia ligase adenylyltransferase	43.1414927398
UniRef50_UPI0003B50B65: glutamate-ammonia ligase adenylyltransferase|unclassified	43.1414927398
UniRef50_UPI0002C3E718: glutamate synthase beta subunit, putative, partial	42.8166613173
UniRef50_UPI0002C3E718: glutamate synthase beta subunit, putative, partial|unclassified	42.8166613173
UniRef50_UPI000262D053: glutamine synthetase	42.3433176834
UniRef50_UPI000262D053: glutamine synthetase|unclassified	42.3433176834
UniRef50_UPI000466890B: hypothetical protein	42.1171274377
UniRef50_UPI000466890B: hypothetical protein|unclassified	42.1171274377
UniRef50_C6NYV9: Ammonium transporter	41.5324566673
UniRef50_C6NYV9: Ammonium transporter|unclassified	41.5324566673
UniRef50_R7A919	41.5235896005
UniRef50_R7A919|unclassified	41.5235896005
UniRef50_UPI0004753FA7: hypothetical protein, partial	41.3960831709
UniRef50_UPI0004753FA7: hypothetical protein, partial|unclassified	41.3960831709
UniRef50_W1YT03	41.1962739595
UniRef50_W1YT03|unclassified	41.1962739595
UniRef50_W7WIJ9	40.8601214590
UniRef50_W7WIJ9|unclassified	40.8601214590
UniRef50_X0W8X0: Marine sediment metagenome DNA, contig: S01H1_S21466 (Fragment)	40.7785741299
UniRef50_X0W8X0: Marine sediment metagenome DNA, contig: S01H1_S21466 (Fragment)|unclassified	40.7785741299
UniRef50_X0VM52: Marine sediment metagenome DNA, contig: S01H1_S07433 (Fragment)	40.2497327124
UniRef50_X0VM52: Marine sediment metagenome DNA, contig: S01H1_S07433 (Fragment)|unclassified	40.2497327124
UniRef50_C0EQV7	40.0064820377
UniRef50_C0EQV7|unclassified	40.0064820377
UniRef50_UPI00047D920B: hypothetical protein	39.9271869070
UniRef50_UPI00047D920B: hypothetical protein|unclassified	39.9271869070
UniRef50_X1P6T4: Marine sediment metagenome DNA, contig: S06H3_S25705 (Fragment)	39.8563155791
UniRef50_X1P6T4: Marine sediment metagenome DNA, contig: S06H3_S25705 (Fragment)|unclassified	39.8563155791
UniRef50_Q9X706: Bifunctional uridylyltransferase/uridylyl-removing enzyme	39.6632111011
UniRef50_Q9X706: Bifunctional uridylyltransferase/uridylyl-removing enzyme|unclassified	39.6632111011
UniRef50_B1BJN1: Oxidoreductase, NAD-binding	39.1334904449
UniRef50_B1BJN1: Oxidoreductase, NAD-binding|unclassified	39.1334904449
UniRef50_UPI00047EAFFA: hypothetical protein	38.8474063858
UniRef50_UPI00047EAFFA: hypothetical protein|unclassified	38.8474063858
UniRef50_UPI0004662188: hypothetical protein, partial	38.4600186091
UniRef50_UPI0004662188: hypothetical protein, partial|unclassified	38.4600186091
UniRef50_UPI00047810C0: hypothetical protein, partial	38.3198971963
UniRef50_UPI00047810C0: hypothetical protein, partial|unclassified	38.3198971963
UniRef50_UPI0001FFEF54: glutamate synthase large subunit	38.0800626672
UniRef50_UPI0001FFEF54: glutamate synthase large subunit|unclassified	38.0800626672
UniRef50_A0L3T5	37.9945446241
UniRef50_A0L3T5|unclassified	37.9945446241
UniRef50_W1I894: Ammonium transporter (Fragment)	37.7277125190
UniRef50_W1I894: Ammonium transporter (Fragment)|unclassified	37.7277125190
UniRef50_UPI00036B47DA: hypothetical protein	37.3193372930
UniRef50_UPI00036B47DA: hypothetical protein|unclassified	37.3193372930
UniRef50_UPI00045E83F2: LuxR family transcriptional regulator	37.1710380173
UniRef50_UPI00045E83F2: LuxR family transcriptional regulator|unclassified	37.1710380173
UniRef50_UPI00035D00E5: hypothetical protein	36.9054665404
UniRef50_UPI00035D00E5: hypothetical protein|unclassified	36.9054665404
UniRef50_UPI0003B72BA0: hydrogenase	36.8630942956
UniRef50_UPI0003B72BA0: hydrogenase|unclassified	36.8630942956
UniRef50_A0A011PFB8: Transcriptional regulatory protein TdiR	36.7955451645
UniRef50_A0A011PFB8: Transcriptional regulatory protein TdiR|unclassified	36.7955451645
UniRef50_UPI0002ECE849: hypothetical protein	36.2422014597
UniRef50_UPI0002ECE849: hypothetical protein|unclassified	36.2422014597
UniRef50_C7REX7: Nitrogen regulatory protein P-II (GlnB, GlnK)	35.9082186079
UniRef50_C7REX7: Nitrogen regulatory protein P-II (GlnB, GlnK)|unclassified	35.9082186079
UniRef50_A0A011PG29	35.5317012838
UniRef50_A0A011PG29|unclassified	35.5317012838
UniRef50_S2LYF3: FAD(NAD)-dependent oxidoreductase	35.5056797077
UniRef50_S2LYF3: FAD(NAD)-dependent oxidoreductase|unclassified	35.5056797077
UniRef50_UPI0003B33D0B: glutamine-synthetase adenylyltransferase	35.3861231383
UniRef50_UPI0003B33D0B: glutamine-synthetase adenylyltransferase|unclassified	35.3861231383
UniRef50_UPI0002C3D14A: glutamate synthase beta subunit, putative, partial	34.8206821319
UniRef50_UPI0002C3D14A: glutamate synthase beta subunit, putative, partial|unclassified	34.8206821319
UniRef50_I8RY17: Ferredoxin-dependent glutamate synthase (Fragment)	34.7932921524
UniRef50_I8RY17: Ferredoxin-dependent glutamate synthase (Fragment)|unclassified	34.7932921524
UniRef50_X1KJA3: Marine sediment metagenome DNA, contig: S06H3_C00119 (Fragment)	34.5614278180
UniRef50_X1KJA3: Marine sediment metagenome DNA, contig: S06H3_C00119 (Fragment)|unclassified	34.5614278180
UniRef50_F2MBP9	34.2621187999
UniRef50_F2MBP9|unclassified	34.2621187999
UniRef50_K1UC06: Nitrogen regulatory protein P-II	34.0904857075
UniRef50_K1UC06: Nitrogen regulatory protein P-II|unclassified	34.0904857075
