# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-RPKs
UniRef50_A6EH63: Possible gluconolactonase|unclassified	26.6770902178
UniRef50_UPI000366E794: hypothetical protein	26.6299716385
UniRef50_UPI000366E794: hypothetical protein|unclassified	26.6299716385
UniRef50_M0P5K0: MOFRL domain protein	26.6280132718
UniRef50_M0P5K0: MOFRL domain protein|unclassified	26.6280132718
UniRef50_W1N369: Gluconolactonase	26.5570439837
UniRef50_W1N369: Gluconolactonase|unclassified	26.5570439837
UniRef50_Q7NCV7: Gll2869 protein	26.5377297744
UniRef50_Q7NCV7: Gll2869 protein|unclassified	26.5377297744
UniRef50_UPI00047BAC9C: hypothetical protein	26.4751090914
UniRef50_UPI00047BAC9C: hypothetical protein|unclassified	26.4751090914
UniRef50_UPI000479D8B7: aldehyde dehydrogenase	26.2860230005
UniRef50_UPI000479D8B7: aldehyde dehydrogenase|unclassified	26.2860230005
UniRef50_W4U3I6: An allosteric effector of glucose-6-phosphate dehydrogenase	26.2604176590
UniRef50_W4U3I6: An allosteric effector of glucose-6-phosphate dehydrogenase|unclassified	26.2604176590
UniRef50_UPI0003B6D0E1: betaine-aldehyde dehydrogenase	26.1577986239
UniRef50_UPI0003B6D0E1: betaine-aldehyde dehydrogenase|unclassified	26.1577986239
UniRef50_UPI0003D0EA04: PREDICTED: aldehyde dehydrogenase family 3 member B1-like isoform X1	26.1413795094
UniRef50_UPI0003D0EA04: PREDICTED: aldehyde dehydrogenase family 3 member B1-like isoform X1|unclassified	26.1413795094
UniRef50_UPI000362C65C: hypothetical protein	26.0442924033
UniRef50_UPI000362C65C: hypothetical protein|unclassified	26.0442924033
UniRef50_UPI00041F8B35: polyphosphate glucokinase	26.0286330863
UniRef50_UPI00041F8B35: polyphosphate glucokinase|unclassified	26.0286330863
UniRef50_P43503: Benzaldehyde dehydrogenase [NAD(+)]	26.0253842353
UniRef50_P43503: Benzaldehyde dehydrogenase [NAD(+)]|unclassified	26.0253842353
UniRef50_UPI0003B64CE1: OxPP cycle protein OpcA	25.9656819751
UniRef50_UPI0003B64CE1: OxPP cycle protein OpcA|unclassified	25.9656819751
UniRef50_UPI000382F824: hypothetical protein M271_01115	25.9377183201
UniRef50_UPI000382F824: hypothetical protein M271_01115|unclassified	25.9377183201
UniRef50_D1C2P1: Phosphoglycerate mutase	25.9209316962
UniRef50_D1C2P1: Phosphoglycerate mutase|unclassified	25.9209316962
UniRef50_X4UDD9: Histidine phosphatase	25.9191300947
UniRef50_X4UDD9: Histidine phosphatase|unclassified	25.9191300947
UniRef50_UPI000468DC49: hypothetical protein	25.8830739280
UniRef50_UPI000468DC49: hypothetical protein|unclassified	25.8830739280
UniRef50_H8GW21: Glucose 6-phosphate dehydrogenase assembly protein OpcA, putative	25.8247681345
UniRef50_H8GW21: Glucose 6-phosphate dehydrogenase assembly protein OpcA, putative|unclassified	25.8247681345
UniRef50_Q8W033: Aldehyde dehydrogenase family 3 member I1, chloroplastic	25.7245160756
UniRef50_Q8W033: Aldehyde dehydrogenase family 3 member I1, chloroplastic|unclassified	25.7245160756
UniRef50_UPI000367A423: hypothetical protein	25.7208958754
UniRef50_UPI000367A423: hypothetical protein|unclassified	25.7208958754
UniRef50_UPI00038162BB: hypothetical protein	25.6050169437
UniRef50_UPI00038162BB: hypothetical protein|unclassified	25.6050169437
UniRef50_UPI00034858C4: aldehyde dehydrogenase	25.5792555866
UniRef50_UPI00034858C4: aldehyde dehydrogenase|unclassified	25.5792555866
UniRef50_UPI00037EEBC7: hypothetical protein	25.5787576777
UniRef50_UPI00037EEBC7: hypothetical protein|unclassified	25.5787576777
UniRef50_X0S4D2: Marine sediment metagenome DNA, contig: S01H1_C00346 (Fragment)	25.5255103269
UniRef50_X0S4D2: Marine sediment metagenome DNA, contig: S01H1_C00346 (Fragment)|unclassified	25.5255103269
UniRef50_UPI00037758B6: hypothetical protein, partial	25.5207626304
UniRef50_UPI00037758B6: hypothetical protein, partial|unclassified	25.5207626304
UniRef50_UPI0003645D4E: hypothetical protein	25.4071357401
UniRef50_UPI0003645D4E: hypothetical protein|unclassified	25.4071357401
UniRef50_UPI00037700FE: hypothetical protein	25.3615397654
UniRef50_UPI00037700FE: hypothetical protein|unclassified	25.3615397654
UniRef50_UPI0002627729: 2-dehydro-3-deoxygluconokinase	25.2553408012
UniRef50_UPI0002627729: 2-dehydro-3-deoxygluconokinase|unclassified	25.2553408012
UniRef50_UPI00016C40A1: hypothetical protein	25.1328698843
UniRef50_UPI00016C40A1: hypothetical protein|unclassified	25.1328698843
UniRef50_UPI0003625AF1: aldehyde dehydrogenase, partial	25.0971106850
UniRef50_UPI0003625AF1: aldehyde dehydrogenase, partial|unclassified	25.0971106850
UniRef50_O75891: Cytosolic 10-formyltetrahydrofolate dehydrogenase	24.9779273493
UniRef50_O75891: Cytosolic 10-formyltetrahydrofolate dehydrogenase|unclassified	24.9779273493
UniRef50_UPI00039A7CC0: MULTISPECIES: aldehyde dehydrogenase	24.9497688018
UniRef50_UPI00039A7CC0: MULTISPECIES: aldehyde dehydrogenase|unclassified	24.9497688018
UniRef50_UPI0003F19399: aldehyde dehydrogenase family 3 member B1 isoform c	24.8160892501
UniRef50_UPI0003F19399: aldehyde dehydrogenase family 3 member B1 isoform c|unclassified	24.8160892501
UniRef50_UPI0003AD0A29: hypothetical protein	24.7194356019
UniRef50_UPI0003AD0A29: hypothetical protein|unclassified	24.7194356019
UniRef50_UPI00036CA1BE: hypothetical protein	24.6846309889
UniRef50_UPI00036CA1BE: hypothetical protein|unclassified	24.6846309889
UniRef50_UPI0003B66123: gluconolaconase, partial	24.6658045645
UniRef50_UPI0003B66123: gluconolaconase, partial|unclassified	24.6658045645
UniRef50_UPI000420F324: hypothetical protein	24.6053709063
UniRef50_UPI000420F324: hypothetical protein|unclassified	24.6053709063
UniRef50_UPI0002652736: PREDICTED: aldehyde dehydrogenase family 9 member A1-A-like	24.5945787959
UniRef50_UPI0002652736: PREDICTED: aldehyde dehydrogenase family 9 member A1-A-like|unclassified	24.5945787959
UniRef50_UPI0003B7958A: glucokinase	24.4900551276
UniRef50_UPI0003B7958A: glucokinase|unclassified	24.4900551276
UniRef50_A8KX72: SMP-30/Gluconolaconase/LRE domain protein	24.4807307303
UniRef50_A8KX72: SMP-30/Gluconolaconase/LRE domain protein|unclassified	24.4807307303
UniRef50_Q97U28: 2-dehydro-3-deoxy-D-gluconate/2-dehydro-3-deoxy-phosphogluconate aldolase	24.3897987749
UniRef50_Q97U28: 2-dehydro-3-deoxy-D-gluconate/2-dehydro-3-deoxy-phosphogluconate aldolase|unclassified	24.3897987749
UniRef50_UPI000478BE6B: hypothetical protein	24.3492799171
UniRef50_UPI000478BE6B: hypothetical protein|unclassified	24.3492799171
UniRef50_UPI0003645625: hypothetical protein	24.3302035747
UniRef50_UPI0003645625: hypothetical protein|unclassified	24.3302035747
UniRef50_W4HNS9: SMP-30/gluconolaconase/LRE-like region	24.2546910657
UniRef50_W4HNS9: SMP-30/gluconolaconase/LRE-like region|unclassified	24.2546910657
UniRef50_UPI00036A80AE: hypothetical protein	24.2301820046
UniRef50_UPI00036A80AE: hypothetical protein|unclassified	24.2301820046
UniRef50_UPI0002657B15: PREDICTED: gluconolactonase-like, partial	24.2090762021
UniRef50_UPI0002657B15: PREDICTED: gluconolactonase-like, partial|unclassified	24.2090762021
UniRef50_UPI00036D8A55: hypothetical protein	24.1959456902
UniRef50_UPI00036D8A55: hypothetical protein|unclassified	24.1959456902
UniRef50_UPI00026C4F70: 2-dehydro-3-deoxygluconokinase	24.1331207727
UniRef50_UPI00026C4F70: 2-dehydro-3-deoxygluconokinase|unclassified	24.1331207727
UniRef50_N6UY15: Putative gluconolactonase protein	24.1286675399
UniRef50_N6UY15: Putative gluconolactonase protein|unclassified	24.1286675399
UniRef50_UPI0003722D3D: hypothetical protein, partial	24.1255874980
UniRef50_UPI0003722D3D: hypothetical protein, partial|unclassified	24.1255874980
UniRef50_A0A011PAE3	24.1078273917
UniRef50_A0A011PAE3|unclassified	24.1078273917
UniRef50_D5BE59: ROK family protein	24.0728090748
UniRef50_D5BE59: ROK family protein|unclassified	24.0728090748
UniRef50_UPI000237AD1B: aldehyde dehydrogenase	24.0370577958
UniRef50_UPI000237AD1B: aldehyde dehydrogenase|unclassified	24.0370577958
UniRef50_A0A059FU44: Gluconolactonase	24.0069047361
UniRef50_A0A059FU44: Gluconolactonase|unclassified	24.0069047361
UniRef50_Q6BA76	23.9482688063
UniRef50_Q6BA76|unclassified	23.9482688063
UniRef50_F2GW34	23.9106970315
UniRef50_F2GW34|unclassified	23.9106970315
UniRef50_UPI0004692991: 6-phosphogluconolactonase	23.8564438441
UniRef50_UPI0004692991: 6-phosphogluconolactonase|unclassified	23.8564438441
UniRef50_UPI0004692488: hypothetical protein	23.7599269851
UniRef50_UPI0004692488: hypothetical protein|unclassified	23.7599269851
UniRef50_UPI00029B1F55: succinate-semialdehyde dehydrogenase	23.6688904765
UniRef50_UPI00029B1F55: succinate-semialdehyde dehydrogenase|unclassified	23.6688904765
UniRef50_D2Q4L5: Glucose-6-P dehydrogenase subunit-like protein	23.6450284563
UniRef50_D2Q4L5: Glucose-6-P dehydrogenase subunit-like protein|unclassified	23.6450284563
UniRef50_UPI000360F81F: hypothetical protein	23.5608781462
UniRef50_UPI000360F81F: hypothetical protein|unclassified	23.5608781462
UniRef50_UPI0003F07A7B: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase, dimeric NADP-preferring	23.5566201131
UniRef50_UPI0003F07A7B: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	23.5566201131
UniRef50_UPI000479C466: hypothetical protein	23.5173647635
UniRef50_UPI000479C466: hypothetical protein|unclassified	23.5173647635
UniRef50_A6VRW1: MOFRL domain protein	23.4988418167
UniRef50_A6VRW1: MOFRL domain protein|unclassified	23.4988418167
UniRef50_O86447: Coniferyl aldehyde dehydrogenase	23.4438455657
UniRef50_O86447: Coniferyl aldehyde dehydrogenase|unclassified	23.4438455657
UniRef50_Q9JLJ2: 4-trimethylaminobutyraldehyde dehydrogenase	23.3630242011
UniRef50_Q9JLJ2: 4-trimethylaminobutyraldehyde dehydrogenase|unclassified	23.3630242011
UniRef50_UPI000363F0F7: hypothetical protein	23.2630982712
UniRef50_UPI000363F0F7: hypothetical protein|unclassified	23.2630982712
UniRef50_UPI00036B365C: hypothetical protein	23.2487626513
UniRef50_UPI00036B365C: hypothetical protein|unclassified	23.2487626513
UniRef50_D7C7F9: Calcium-binding protein	23.2416927598
UniRef50_D7C7F9: Calcium-binding protein|unclassified	23.2416927598
UniRef50_D1C7Y1: Glucose-6-P dehydrogenase subunit-like protein	23.1820470392
UniRef50_D1C7Y1: Glucose-6-P dehydrogenase subunit-like protein|unclassified	23.1820470392
UniRef50_C7R460: Glucose-6-P dehydrogenase subunit-like protein	23.1362276310
UniRef50_C7R460: Glucose-6-P dehydrogenase subunit-like protein|unclassified	23.1362276310
UniRef50_J2V6P1: Gluconolactonase (Fragment)	23.1259911495
UniRef50_J2V6P1: Gluconolactonase (Fragment)|unclassified	23.1259911495
UniRef50_B5JJC7: SMP-30/Gluconolaconase/LRE-like region superfamily	23.1228088924
UniRef50_B5JJC7: SMP-30/Gluconolaconase/LRE-like region superfamily|unclassified	23.1228088924
UniRef50_R5XC86	23.1035395174
UniRef50_R5XC86|unclassified	23.1035395174
UniRef50_UPI000362388B: hypothetical protein	23.0714466228
UniRef50_UPI000362388B: hypothetical protein|unclassified	23.0714466228
UniRef50_UPI0003D26110: PREDICTED: aldehyde dehydrogenase family 2 member B4, mitochondrial-like	22.9395082166
UniRef50_UPI0003D26110: PREDICTED: aldehyde dehydrogenase family 2 member B4, mitochondrial-like|unclassified	22.9395082166
UniRef50_UPI0004635A6D: 3-oxoacyl-ACP reductase	22.9178067377
UniRef50_UPI0004635A6D: 3-oxoacyl-ACP reductase|unclassified	22.9178067377
UniRef50_A0A022MEG2: Calcium-binding protein (Fragment)	22.8804439975
UniRef50_A0A022MEG2: Calcium-binding protein (Fragment)|unclassified	22.8804439975
UniRef50_UPI00035FA1AB: hypothetical protein	22.8278021992
UniRef50_UPI00035FA1AB: hypothetical protein|unclassified	22.8278021992
UniRef50_R7LAI1	22.8120825316
UniRef50_R7LAI1|unclassified	22.8120825316
UniRef50_U3P8T1: Oxppcycle protein	22.8055131521
UniRef50_U3P8T1: Oxppcycle protein|unclassified	22.8055131521
UniRef50_UPI000344351A: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring	22.7922357510
UniRef50_UPI000344351A: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	22.7922357510
UniRef50_UPI000366474A: hypothetical protein	22.7586309056
UniRef50_UPI000366474A: hypothetical protein|unclassified	22.7586309056
UniRef50_Q3JY01	22.7219814070
UniRef50_Q3JY01|unclassified	22.7219814070
UniRef50_Q01VT5: Glucose-6-P dehydrogenase subunit-like protein	22.7011557546
UniRef50_Q01VT5: Glucose-6-P dehydrogenase subunit-like protein|unclassified	22.7011557546
UniRef50_R7ART1: Hydroxypyruvate reductase	22.6977452660
UniRef50_R7ART1: Hydroxypyruvate reductase|unclassified	22.6977452660
UniRef50_UPI0003A4417A: 6-phosphogluconolactonase	22.6845096419
UniRef50_UPI0003A4417A: 6-phosphogluconolactonase|unclassified	22.6845096419
UniRef50_A0A011R4T0: 6-phosphogluconolactonase	22.6795320995
UniRef50_A0A011R4T0: 6-phosphogluconolactonase|unclassified	22.6795320995
UniRef50_UPI0004740A00: hypothetical protein, partial	22.6538773268
UniRef50_UPI0004740A00: hypothetical protein, partial|unclassified	22.6538773268
UniRef50_I4F069: Glucose-6-P dehydrogenase subunit	22.6424021685
UniRef50_I4F069: Glucose-6-P dehydrogenase subunit|unclassified	22.6424021685
UniRef50_V6VJ51	22.6370725243
UniRef50_V6VJ51|unclassified	22.6370725243
UniRef50_UPI0003C7B62A: hypothetical protein	22.6240040279
UniRef50_UPI0003C7B62A: hypothetical protein|unclassified	22.6240040279
UniRef50_X8FBT1: Glucose-6-phosphate dehydrogenase assembly protein OpcA	22.6147527889
UniRef50_X8FBT1: Glucose-6-phosphate dehydrogenase assembly protein OpcA|unclassified	22.6147527889
UniRef50_F8B5I5: Glucose-6-phosphate dehydrogenase subunit	22.4507793026
UniRef50_F8B5I5: Glucose-6-phosphate dehydrogenase subunit|unclassified	22.4507793026
UniRef50_K1YYZ8	22.4350069397
UniRef50_K1YYZ8|unclassified	22.4350069397
UniRef50_A4CNC0: Gluconolactonase (Precursor)	22.3910956302
UniRef50_A4CNC0: Gluconolactonase (Precursor)|unclassified	22.3910956302
UniRef50_D8MLI9: SMP-30/Gluconolaconase/LRE domain protein	22.3809147673
UniRef50_D8MLI9: SMP-30/Gluconolaconase/LRE domain protein|unclassified	22.3809147673
UniRef50_UPI0004739186: hypothetical protein, partial	22.3100742876
UniRef50_UPI0004739186: hypothetical protein, partial|unclassified	22.3100742876
UniRef50_UPI0003B5315B: gluconolactonase	22.2959513328
UniRef50_UPI0003B5315B: gluconolactonase|unclassified	22.2959513328
UniRef50_O57693: NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase	22.2228405865
UniRef50_O57693: NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase|unclassified	22.2228405865
UniRef50_X1UZU3: Marine sediment metagenome DNA, contig: S12H4_S10759 (Fragment)	22.1643801283
UniRef50_X1UZU3: Marine sediment metagenome DNA, contig: S12H4_S10759 (Fragment)|unclassified	22.1643801283
UniRef50_UPI00036EFEAB: hypothetical protein	22.1099868910
UniRef50_UPI00036EFEAB: hypothetical protein|unclassified	22.1099868910
UniRef50_Q9KWS5: 2-aminomuconic 6-semialdehyde dehydrogenase	22.0575779979
UniRef50_Q9KWS5: 2-aminomuconic 6-semialdehyde dehydrogenase|unclassified	22.0575779979
UniRef50_D6XYI5: Phosphoglycerate mutase	22.0572028815
UniRef50_D6XYI5: Phosphoglycerate mutase|unclassified	22.0572028815
UniRef50_UPI0004415A08: NAD-dependent succinate aldehyde dehydrogenase	22.0363409744
UniRef50_UPI0004415A08: NAD-dependent succinate aldehyde dehydrogenase|unclassified	22.0363409744
UniRef50_UPI0003FA9877: hypothetical protein	22.0344923218
UniRef50_UPI0003FA9877: hypothetical protein|unclassified	22.0344923218
UniRef50_UPI00047E123E: aldehyde dehydrogenase	21.9891795186
UniRef50_UPI00047E123E: aldehyde dehydrogenase|unclassified	21.9891795186
UniRef50_UPI0003612B61: hypothetical protein, partial	21.9164854101
UniRef50_UPI0003612B61: hypothetical protein, partial|unclassified	21.9164854101
UniRef50_X8AV82: Glucose-6-phosphate dehydrogenase subunit	21.9091846515
UniRef50_X8AV82: Glucose-6-phosphate dehydrogenase subunit|unclassified	21.9091846515
UniRef50_R6WD46	21.8636222460
UniRef50_R6WD46|unclassified	21.8636222460
UniRef50_W1JVG7: Gluconolactonase (Fragment)	21.8400707460
UniRef50_W1JVG7: Gluconolactonase (Fragment)|unclassified	21.8400707460
UniRef50_UPI00016C46D1: PfkB domain protein	21.8025091749
UniRef50_UPI00016C46D1: PfkB domain protein|unclassified	21.8025091749
UniRef50_UPI0003B710D8: fructuronate reductase	21.7864511780
UniRef50_UPI0003B710D8: fructuronate reductase|unclassified	21.7864511780
UniRef50_A1BB28: Phosphoglycerate mutase	21.7816472578
UniRef50_A1BB28: Phosphoglycerate mutase|unclassified	21.7816472578
UniRef50_K0FZW3: Gluconolactonase	21.7774256662
UniRef50_K0FZW3: Gluconolactonase|unclassified	21.7774256662
UniRef50_O32507: Succinate-semialdehyde dehydrogenase [NADP(+)]	21.7606650730
UniRef50_O32507: Succinate-semialdehyde dehydrogenase [NADP(+)]|unclassified	21.7606650730
UniRef50_UPI000273CF58: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase-like	21.7328497159
UniRef50_UPI000273CF58: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase-like|unclassified	21.7328497159
UniRef50_T0J0E0	21.6969559035
UniRef50_T0J0E0|unclassified	21.6969559035
UniRef50_UPI00047C8DCC: aldehyde dehydrogenase	21.6968288461
UniRef50_UPI00047C8DCC: aldehyde dehydrogenase|unclassified	21.6968288461
UniRef50_UPI0003A34F7E: 6-phosphogluconolactonase	21.6853509297
UniRef50_UPI0003A34F7E: 6-phosphogluconolactonase|unclassified	21.6853509297
UniRef50_UPI00034FD2A8: PREDICTED: fatty aldehyde dehydrogenase	21.6542134793
UniRef50_UPI00034FD2A8: PREDICTED: fatty aldehyde dehydrogenase|unclassified	21.6542134793
UniRef50_UPI00046304E4: hypothetical protein	21.6161787381
UniRef50_UPI00046304E4: hypothetical protein|unclassified	21.6161787381
UniRef50_A6ULK6: SMP-30/Gluconolaconase/LRE domain protein	21.6155926606
UniRef50_A6ULK6: SMP-30/Gluconolaconase/LRE domain protein|unclassified	21.6155926606
UniRef50_A0A059MRH2: Oxidoreductase	21.5560295895
UniRef50_A0A059MRH2: Oxidoreductase|unclassified	21.5560295895
UniRef50_UPI00046AF738: glucokinase	21.5321841355
UniRef50_UPI00046AF738: glucokinase|unclassified	21.5321841355
UniRef50_UPI00045E9664: 6-phosphogluconolactonase	21.5185845005
UniRef50_UPI00045E9664: 6-phosphogluconolactonase|unclassified	21.5185845005
UniRef50_UPI000478279F: succinate-semialdehyde dehydrogenase	21.3852006787
UniRef50_UPI000478279F: succinate-semialdehyde dehydrogenase|unclassified	21.3852006787
UniRef50_UPI0002378B0D: aldehyde dehydrogenase	21.3303084462
UniRef50_UPI0002378B0D: aldehyde dehydrogenase|unclassified	21.3303084462
UniRef50_UPI000331520A: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring	21.3195635121
UniRef50_UPI000331520A: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	21.3195635121
UniRef50_Q3JX81	21.3004996881
UniRef50_Q3JX81|unclassified	21.3004996881
UniRef50_Q57572: Pyruvate kinase	21.2605987270
UniRef50_Q57572: Pyruvate kinase|unclassified	21.2605987270
UniRef50_UPI000372A1B6: hypothetical protein	21.2507408291
UniRef50_UPI000372A1B6: hypothetical protein|unclassified	21.2507408291
UniRef50_A3JCN1: Hydroxypyruvate reductase	21.2127594836
UniRef50_A3JCN1: Hydroxypyruvate reductase|unclassified	21.2127594836
UniRef50_A6WL70	21.1917851079
UniRef50_A6WL70|unclassified	21.1917851079
UniRef50_Q7NGJ0: OpcA protein	21.1820112372
UniRef50_Q7NGJ0: OpcA protein|unclassified	21.1820112372
UniRef50_UPI00036D46AF: hypothetical protein	21.1577845856
UniRef50_UPI00036D46AF: hypothetical protein|unclassified	21.1577845856
UniRef50_UPI0003B754CC: aldehyde dehydrogenase, partial	21.1555813247
UniRef50_UPI0003B754CC: aldehyde dehydrogenase, partial|unclassified	21.1555813247
UniRef50_UPI0003B49B08: aldehyde dehydrogenase	21.0996008749
UniRef50_UPI0003B49B08: aldehyde dehydrogenase|unclassified	21.0996008749
UniRef50_B1KD91: SMP-30/Gluconolaconase/LRE domain protein	21.0621456763
UniRef50_B1KD91: SMP-30/Gluconolaconase/LRE domain protein|unclassified	21.0621456763
UniRef50_UPI0003739DB3: benzaldehyde dehydrogenase	21.0444969698
UniRef50_UPI0003739DB3: benzaldehyde dehydrogenase|unclassified	21.0444969698
UniRef50_D6XXY0: SMP-30/Gluconolaconase/LRE domain protein	21.0296714875
UniRef50_D6XXY0: SMP-30/Gluconolaconase/LRE domain protein|unclassified	21.0296714875
UniRef50_UPI0001746415: Pyruvate kinase	21.0019040522
UniRef50_UPI0001746415: Pyruvate kinase|unclassified	21.0019040522
UniRef50_UPI00029ABF67: OxPP cycle protein OpcA, partial	20.9215671150
UniRef50_UPI00029ABF67: OxPP cycle protein OpcA, partial|unclassified	20.9215671150
UniRef50_X7X6B8: Glucose-6-phosphate dehydrogenase subunit	20.9084820687
UniRef50_X7X6B8: Glucose-6-phosphate dehydrogenase subunit|unclassified	20.9084820687
UniRef50_UPI000371F735: hypothetical protein	20.8721056275
UniRef50_UPI000371F735: hypothetical protein|unclassified	20.8721056275
UniRef50_UPI0003710F72: hypothetical protein, partial	20.8287280960
UniRef50_UPI0003710F72: hypothetical protein, partial|unclassified	20.8287280960
UniRef50_K6ZWL8: Gluconolactonase	20.7894122892
UniRef50_K6ZWL8: Gluconolactonase|unclassified	20.7894122892
UniRef50_F7YWE2: Phosphoglycerate mutase	20.7868706565
UniRef50_F7YWE2: Phosphoglycerate mutase|unclassified	20.7868706565
UniRef50_T0CK16	20.7560472079
UniRef50_T0CK16|unclassified	20.7560472079
UniRef50_UPI0003AF4F98: PREDICTED: aldehyde dehydrogenase family 9 member A1-like	20.7505595596
UniRef50_UPI0003AF4F98: PREDICTED: aldehyde dehydrogenase family 9 member A1-like|unclassified	20.7505595596
UniRef50_UPI000360A2C2: hypothetical protein	20.7461512552
UniRef50_UPI000360A2C2: hypothetical protein|unclassified	20.7461512552
UniRef50_B3PBK7: Regucalcin	20.7073537432
UniRef50_B3PBK7: Regucalcin|unclassified	20.7073537432
UniRef50_UPI000465592B: coniferyl aldehyde dehydrogenase, partial	20.6657910683
UniRef50_UPI000465592B: coniferyl aldehyde dehydrogenase, partial|unclassified	20.6657910683
UniRef50_F0Q4U9: SMP-30/Gluconolaconase/LRE-like region-containing protein	20.6336482839
UniRef50_F0Q4U9: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	20.6336482839
UniRef50_UPI0003706C29: hypothetical protein	20.6155165682
UniRef50_UPI0003706C29: hypothetical protein|unclassified	20.6155165682
UniRef50_D0MJB8: ROK family protein	20.6124729513
UniRef50_D0MJB8: ROK family protein|unclassified	20.6124729513
UniRef50_UPI000465C864: hypothetical protein	20.5492452983
UniRef50_UPI000465C864: hypothetical protein|unclassified	20.5492452983
UniRef50_P45416: 2-dehydro-3-deoxygluconokinase	20.5265392841
UniRef50_P45416: 2-dehydro-3-deoxygluconokinase|unclassified	20.5265392841
UniRef50_C6Y1C5: ROK family protein	20.4715588644
UniRef50_C6Y1C5: ROK family protein|unclassified	20.4715588644
UniRef50_UPI0002485D90: aldehyde dehydrogenase	20.4282355785
UniRef50_UPI0002485D90: aldehyde dehydrogenase|unclassified	20.4282355785
UniRef50_UPI000474E23D: hypothetical protein, partial	20.4177929290
UniRef50_UPI000474E23D: hypothetical protein, partial|unclassified	20.4177929290
UniRef50_UPI0002488638: 2-dehydro-3-deoxygluconokinase	20.3647164031
UniRef50_UPI0002488638: 2-dehydro-3-deoxygluconokinase|unclassified	20.3647164031
UniRef50_UPI0003B44E90: aldehyde dehydrogenase	20.2742954216
UniRef50_UPI0003B44E90: aldehyde dehydrogenase|unclassified	20.2742954216
UniRef50_C5BV16: SMP-30/Gluconolaconase/LRE domain protein	20.2647961570
UniRef50_C5BV16: SMP-30/Gluconolaconase/LRE domain protein|unclassified	20.2647961570
UniRef50_D6CHI8: DNA glyceraldehide-3-phosphate (Fragment)	20.2424185368
UniRef50_D6CHI8: DNA glyceraldehide-3-phosphate (Fragment)|unclassified	20.2424185368
UniRef50_UPI00034B63B9: hypothetical protein	20.2124515117
UniRef50_UPI00034B63B9: hypothetical protein|unclassified	20.2124515117
UniRef50_E4RT62: ROK family protein	20.1644651087
UniRef50_E4RT62: ROK family protein|unclassified	20.1644651087
UniRef50_UPI0003B4B55B: polyphosphate glucokinase	20.1552280704
UniRef50_UPI0003B4B55B: polyphosphate glucokinase|unclassified	20.1552280704
UniRef50_UPI00035DB744: hypothetical protein	20.1533073264
UniRef50_UPI00035DB744: hypothetical protein|unclassified	20.1533073264
UniRef50_UPI0001D391C5: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial	20.0906812868
UniRef50_UPI0001D391C5: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial|unclassified	20.0906812868
UniRef50_UPI0002559D36: D-mannonate oxidoreductase	20.0854148509
UniRef50_UPI0002559D36: D-mannonate oxidoreductase|unclassified	20.0854148509
UniRef50_D2QGV6: ROK family protein	20.0844553750
UniRef50_D2QGV6: ROK family protein|unclassified	20.0844553750
UniRef50_UPI00037CB7EE: hypothetical protein, partial	20.0834862913
UniRef50_UPI00037CB7EE: hypothetical protein, partial|unclassified	20.0834862913
UniRef50_B9TQ24	20.0759574276
UniRef50_B9TQ24|unclassified	20.0759574276
UniRef50_B0C8P4: Phosphoglycerate mutase, putative	20.0711912768
UniRef50_B0C8P4: Phosphoglycerate mutase, putative|unclassified	20.0711912768
UniRef50_UPI0002E44F21: hypothetical protein	19.9900360986
UniRef50_UPI0002E44F21: hypothetical protein|unclassified	19.9900360986
UniRef50_Q4J939: Phosphoglycerate kinase	19.9405219413
UniRef50_Q4J939: Phosphoglycerate kinase|unclassified	19.9405219413
UniRef50_UPI00037A3815: hypothetical protein	19.9189570370
UniRef50_UPI00037A3815: hypothetical protein|unclassified	19.9189570370
UniRef50_UPI000379833A: hypothetical protein	19.8898257952
UniRef50_UPI000379833A: hypothetical protein|unclassified	19.8898257952
UniRef50_UPI0001F2729C: mannitol 2-dehydrogenase	19.8427795408
UniRef50_UPI0001F2729C: mannitol 2-dehydrogenase|unclassified	19.8427795408
UniRef50_A5FT19	19.8387048255
UniRef50_A5FT19|unclassified	19.8387048255
UniRef50_J2E6D3	19.7817054797
UniRef50_J2E6D3|unclassified	19.7817054797
UniRef50_F3F6P8: Gluconolactonase (Fragment)	19.7698769085
UniRef50_F3F6P8: Gluconolactonase (Fragment)|unclassified	19.7698769085
UniRef50_UPI00047380E7: hypothetical protein, partial	19.7600696967
UniRef50_UPI00047380E7: hypothetical protein, partial|unclassified	19.7600696967
UniRef50_A4VTI2	19.7552628546
