# Gene Family	SampleBacterial_Cytoskeleton_Abundance-RPKs
UniRef50_F8L310: Chlamydia virulence plasmid protein pGP5-D|unclassified	14.8524045673
UniRef50_UPI00036DE5F8: hypothetical protein	14.8507115656
UniRef50_UPI00036DE5F8: hypothetical protein|unclassified	14.8507115656
UniRef50_UPI0003B50E9A: DNA segregation ATPase	14.8249887124
UniRef50_UPI0003B50E9A: DNA segregation ATPase|unclassified	14.8249887124
UniRef50_A7NJU4	14.7615424956
UniRef50_A7NJU4|unclassified	14.7615424956
UniRef50_U8FJY3	14.7117534069
UniRef50_U8FJY3|unclassified	14.7117534069
UniRef50_B8IZT4	14.7057580197
UniRef50_B8IZT4|unclassified	14.7057580197
UniRef50_A0QNG3: Penicillin-binding protein A	14.7037827229
UniRef50_A0QNG3: Penicillin-binding protein A|unclassified	14.7037827229
UniRef50_UPI00037A92EE: hypothetical protein	14.6948662232
UniRef50_UPI00037A92EE: hypothetical protein|unclassified	14.6948662232
UniRef50_UPI00016B25C1: cell division protein FtsA, partial	14.6657301031
UniRef50_UPI00016B25C1: cell division protein FtsA, partial|unclassified	14.6657301031
UniRef50_D4H2T7	14.6227528600
UniRef50_D4H2T7|unclassified	14.6227528600
UniRef50_S4XQJ8: ParA	14.5576682285
UniRef50_S4XQJ8: ParA|unclassified	14.5576682285
UniRef50_UPI00040314B0: rod shape-determining protein MreD	14.5483644021
UniRef50_UPI00040314B0: rod shape-determining protein MreD|unclassified	14.5483644021
UniRef50_R6PV26: CobQ/CobB/MinD/ParA nucleotide binding domain protein	14.5330952077
UniRef50_R6PV26: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	14.5330952077
UniRef50_K1T572: Protein containing DNA translocase ftsK gamma domain protein	14.5239554805
UniRef50_K1T572: Protein containing DNA translocase ftsK gamma domain protein|unclassified	14.5239554805
UniRef50_Q313Q0: Polypeptide-transport-associated domain protein FtsQ-type	14.5107999518
UniRef50_Q313Q0: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	14.5107999518
UniRef50_R5ZDY8: ATPases involved in chromosome partitioning	14.4913297094
UniRef50_R5ZDY8: ATPases involved in chromosome partitioning|unclassified	14.4913297094
UniRef50_C7PRE2	14.4738108360
UniRef50_C7PRE2|unclassified	14.4738108360
UniRef50_H5XJ04: ATPase involved in chromosome partitioning	14.4405537946
UniRef50_H5XJ04: ATPase involved in chromosome partitioning|unclassified	14.4405537946
UniRef50_A9BA90: Tfp pilus assembly protein, ATPase PilM	14.4310004586
UniRef50_A9BA90: Tfp pilus assembly protein, ATPase PilM|unclassified	14.4310004586
UniRef50_D4M153: ATPases involved in chromosome partitioning	14.4182012385
UniRef50_D4M153: ATPases involved in chromosome partitioning|unclassified	14.4182012385
UniRef50_D4H745: Cobyrinic acid ac-diamide synthase	14.3769495502
UniRef50_D4H745: Cobyrinic acid ac-diamide synthase|unclassified	14.3769495502
UniRef50_K1UK39: ParB-like partition protein	14.3621617193
UniRef50_K1UK39: ParB-like partition protein|unclassified	14.3621617193
UniRef50_X1LTX3: Marine sediment metagenome DNA, contig: S06H3_S04170 (Fragment)	14.3477287536
UniRef50_X1LTX3: Marine sediment metagenome DNA, contig: S06H3_S04170 (Fragment)|unclassified	14.3477287536
UniRef50_T3GEK9	14.3426436817
UniRef50_T3GEK9|unclassified	14.3426436817
UniRef50_Q02BB7: ParB domain protein nuclease	14.2948570478
UniRef50_Q02BB7: ParB domain protein nuclease|unclassified	14.2948570478
UniRef50_UPI000362DFF5: hypothetical protein	14.2937940376
UniRef50_UPI000362DFF5: hypothetical protein|unclassified	14.2937940376
UniRef50_M3HQ96: ParB-like protein	14.2865529370
UniRef50_M3HQ96: ParB-like protein|unclassified	14.2865529370
UniRef50_UPI000474E99D: septum site-determining protein MinC	14.2509856983
UniRef50_UPI000474E99D: septum site-determining protein MinC|unclassified	14.2509856983
UniRef50_UPI000478E9BF: chromosome partitioning protein ParB	14.2386859888
UniRef50_UPI000478E9BF: chromosome partitioning protein ParB|unclassified	14.2386859888
UniRef50_UPI00046538B3: rod shape-determining protein MreD	14.1690232921
UniRef50_UPI00046538B3: rod shape-determining protein MreD|unclassified	14.1690232921
UniRef50_D7CP51: Cobyrinic acid ac-diamide synthase	14.1669533160
UniRef50_D7CP51: Cobyrinic acid ac-diamide synthase|unclassified	14.1669533160
UniRef50_E6UJQ3: Cobyrinic acid ac-diamide synthase	14.1329016780
UniRef50_E6UJQ3: Cobyrinic acid ac-diamide synthase|unclassified	14.1329016780
UniRef50_UPI00047908A3: cell division protein FtsI	14.1306760047
UniRef50_UPI00047908A3: cell division protein FtsI|unclassified	14.1306760047
UniRef50_Q0RBJ6	14.1185068455
UniRef50_Q0RBJ6|unclassified	14.1185068455
UniRef50_A0A031FMV5	14.1018726915
UniRef50_A0A031FMV5|unclassified	14.1018726915
UniRef50_V6ZMY3	14.0845070423
UniRef50_V6ZMY3|unclassified	14.0845070423
UniRef50_A1BJX5: Polypeptide-transport-associated domain protein, FtsQ-type	14.0355922520
UniRef50_A1BJX5: Polypeptide-transport-associated domain protein, FtsQ-type|unclassified	14.0355922520
UniRef50_S8B802	14.0242388335
UniRef50_S8B802|unclassified	14.0242388335
UniRef50_F8X4T4	13.9868196592
UniRef50_F8X4T4|unclassified	13.9868196592
UniRef50_UPI00034DE442: hypothetical protein	13.9674749300
UniRef50_UPI00034DE442: hypothetical protein|unclassified	13.9674749300
UniRef50_B8HLH1: Polypeptide-transport-associated domain protein FtsQ-type	13.9460812364
UniRef50_B8HLH1: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	13.9460812364
UniRef50_L0T911: Penicillin-binding protein PbpB	13.8978191105
UniRef50_L0T911: Penicillin-binding protein PbpB|unclassified	13.8978191105
UniRef50_A3DCK1: Polypeptide-transport-associated domain protein FtsQ-type	13.8673085969
UniRef50_A3DCK1: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	13.8673085969
UniRef50_UPI000466D143: rod shape-determining protein RodA, partial	13.8556620146
UniRef50_UPI000466D143: rod shape-determining protein RodA, partial|unclassified	13.8556620146
UniRef50_Q8FST5	13.7967123512
UniRef50_Q8FST5|unclassified	13.7967123512
UniRef50_I0GJL4	13.7385254972
UniRef50_I0GJL4|unclassified	13.7385254972
UniRef50_UPI000468194A: hypothetical protein	13.7341042501
UniRef50_UPI000468194A: hypothetical protein|unclassified	13.7341042501
UniRef50_D1ARZ4: Cobyrinic acid ac-diamide synthase	13.7261784173
UniRef50_D1ARZ4: Cobyrinic acid ac-diamide synthase|unclassified	13.7261784173
UniRef50_C8XEZ0: Cobyrinic acid ac-diamide synthase	13.7243449535
UniRef50_C8XEZ0: Cobyrinic acid ac-diamide synthase|unclassified	13.7243449535
UniRef50_B1ZVE5: Cobyrinic acid ac-diamide synthase	13.7155935564
UniRef50_B1ZVE5: Cobyrinic acid ac-diamide synthase|unclassified	13.7155935564
UniRef50_R9FAT2: Septum site determining protein	13.7099003942
UniRef50_R9FAT2: Septum site determining protein|unclassified	13.7099003942
UniRef50_W9U1B8	13.6079611201
UniRef50_W9U1B8|unclassified	13.6079611201
UniRef50_Q3Y018: Cobyrinic acid a,c-diamide synthase	13.6078111303
UniRef50_Q3Y018: Cobyrinic acid a,c-diamide synthase|unclassified	13.6078111303
UniRef50_R4MI40	13.5834784765
UniRef50_R4MI40|unclassified	13.5834784765
UniRef50_UPI0004638991: hypothetical protein	13.5710654303
UniRef50_UPI0004638991: hypothetical protein|unclassified	13.5710654303
UniRef50_W7UJL8: Cobyrinic acid a,c-diamide synthase	13.5324748124
UniRef50_W7UJL8: Cobyrinic acid a,c-diamide synthase|unclassified	13.5324748124
UniRef50_A0A011QJS8	13.5159817352
UniRef50_A0A011QJS8|unclassified	13.5159817352
UniRef50_W1DK10: Chromosome (Plasmid) partitioning protein ParB	13.4828488606
UniRef50_W1DK10: Chromosome (Plasmid) partitioning protein ParB|unclassified	13.4828488606
UniRef50_UPI0003EE643C: hypothetical protein	13.4798802562
UniRef50_UPI0003EE643C: hypothetical protein|unclassified	13.4798802562
UniRef50_A0LWE5: Septum site determining protein	13.4403614585
UniRef50_A0LWE5: Septum site determining protein|unclassified	13.4403614585
UniRef50_UPI0002D3A892: hypothetical protein	13.4330453454
UniRef50_UPI0002D3A892: hypothetical protein|unclassified	13.4330453454
UniRef50_UPI00037828F7: hypothetical protein	13.3488149370
UniRef50_UPI00037828F7: hypothetical protein|unclassified	13.3488149370
UniRef50_R6Q621: Site-determining protein	13.3254335807
UniRef50_R6Q621: Site-determining protein|unclassified	13.3254335807
UniRef50_UPI00036D436F: hypothetical protein	13.3229756783
UniRef50_UPI00036D436F: hypothetical protein|unclassified	13.3229756783
UniRef50_R1GPE8: Rod shape-determining protein MreC	13.3127067417
UniRef50_R1GPE8: Rod shape-determining protein MreC|unclassified	13.3127067417
UniRef50_B8G5X4	13.2671081678
UniRef50_B8G5X4|unclassified	13.2671081678
UniRef50_A1SDM1: Septum site determining protein	13.2637131542
UniRef50_A1SDM1: Septum site determining protein|unclassified	13.2637131542
UniRef50_UPI0003B2E1F8: cell division protein DivIVA	13.2506032149
UniRef50_UPI0003B2E1F8: cell division protein DivIVA|unclassified	13.2506032149
UniRef50_Q1PY47: Similar to chromosome partitioning protein ParA	13.2398080191
UniRef50_Q1PY47: Similar to chromosome partitioning protein ParA|unclassified	13.2398080191
UniRef50_H1DBA7	13.2124784808
UniRef50_H1DBA7|unclassified	13.2124784808
UniRef50_W1UW17: Cobyrinic acid ac-diamide synthase (Fragment)	13.2069318459
UniRef50_W1UW17: Cobyrinic acid ac-diamide synthase (Fragment)|unclassified	13.2069318459
UniRef50_UPI000472BE81: hypothetical protein, partial	13.1925301583
UniRef50_UPI000472BE81: hypothetical protein, partial|unclassified	13.1925301583
UniRef50_C6XMZ2	13.1778543231
UniRef50_C6XMZ2|unclassified	13.1778543231
UniRef50_UPI000379A902: cell division protein ZipA, partial	13.1683924293
UniRef50_UPI000379A902: cell division protein ZipA, partial|unclassified	13.1683924293
UniRef50_UPI000375B5A4: hypothetical protein	13.1350761620
UniRef50_UPI000375B5A4: hypothetical protein|unclassified	13.1350761620
UniRef50_UPI0004757107: hypothetical protein	13.1190805206
UniRef50_UPI0004757107: hypothetical protein|unclassified	13.1190805206
UniRef50_R9KJ91: Chromosome partitioning protein	13.1046568838
UniRef50_R9KJ91: Chromosome partitioning protein|unclassified	13.1046568838
UniRef50_A9GDX8	13.0906892403
UniRef50_A9GDX8|unclassified	13.0906892403
UniRef50_UPI0003B6AB6F: ADP-ribose pyrophosphatase	13.0367637668
UniRef50_UPI0003B6AB6F: ADP-ribose pyrophosphatase|unclassified	13.0367637668
UniRef50_U3HME7	13.0298439752
UniRef50_U3HME7|unclassified	13.0298439752
UniRef50_C2CJM1: CobQ/CobB/MinD/ParA nucleotide binding domain protein	12.9714398231
UniRef50_C2CJM1: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	12.9714398231
UniRef50_R5TRS3	12.9345379522
UniRef50_R5TRS3|unclassified	12.9345379522
UniRef50_F0GZ88	12.9100493399
UniRef50_F0GZ88|unclassified	12.9100493399
UniRef50_UPI00037EB80C: hypothetical protein, partial	12.8864684717
UniRef50_UPI00037EB80C: hypothetical protein, partial|unclassified	12.8864684717
UniRef50_Q8DJ34: Tll1395 protein	12.8760151060
UniRef50_Q8DJ34: Tll1395 protein|unclassified	12.8760151060
UniRef50_D1C0U8: Cobyrinic acid ac-diamide synthase	12.8745647987
UniRef50_D1C0U8: Cobyrinic acid ac-diamide synthase|unclassified	12.8745647987
UniRef50_Q2Y677: Sporulation related protein	12.8726559336
UniRef50_Q2Y677: Sporulation related protein|unclassified	12.8726559336
UniRef50_R2A5H5	12.8652404144
UniRef50_R2A5H5|unclassified	12.8652404144
UniRef50_UPI0004765242: hypothetical protein	12.8249542490
UniRef50_UPI0004765242: hypothetical protein|unclassified	12.8249542490
UniRef50_U7UNR0: Sporulation initiation inhibitor protein Soj	12.8127361916
UniRef50_U7UNR0: Sporulation initiation inhibitor protein Soj|unclassified	12.8127361916
UniRef50_F3S3E1	12.8044677570
UniRef50_F3S3E1|unclassified	12.8044677570
UniRef50_UPI0004752D2A: cell division protein FtsQ	12.8038611498
UniRef50_UPI0004752D2A: cell division protein FtsQ|unclassified	12.8038611498
UniRef50_UPI00046D264F: hypothetical protein	12.7434264424
UniRef50_UPI00046D264F: hypothetical protein|unclassified	12.7434264424
UniRef50_UPI000464F361: hypothetical protein	12.7345176219
UniRef50_UPI000464F361: hypothetical protein|unclassified	12.7345176219
UniRef50_G9YEF0: Sporulation initiation inhibitor protein Soj domain protein	12.7341596992
UniRef50_G9YEF0: Sporulation initiation inhibitor protein Soj domain protein|unclassified	12.7341596992
UniRef50_B1XQW2: ParA, plasmid partitioning protein	12.6730464772
UniRef50_B1XQW2: ParA, plasmid partitioning protein|unclassified	12.6730464772
UniRef50_Q2IEN6: Cobyrinic acid a,c-diamide synthase	12.6672228049
UniRef50_Q2IEN6: Cobyrinic acid a,c-diamide synthase|unclassified	12.6672228049
UniRef50_UPI00037C0D3F: hypothetical protein	12.5754387126
UniRef50_UPI00037C0D3F: hypothetical protein|unclassified	12.5754387126
UniRef50_E1QL02: ATPase-like, ParA/MinD	12.5671766397
UniRef50_E1QL02: ATPase-like, ParA/MinD|unclassified	12.5671766397
UniRef50_D2MNN6	12.5584654870
UniRef50_D2MNN6|unclassified	12.5584654870
UniRef50_C7HC73	12.5583615107
UniRef50_C7HC73|unclassified	12.5583615107
UniRef50_B5GMT9: Plasmid partitioning protein ParA	12.5434810687
UniRef50_B5GMT9: Plasmid partitioning protein ParA|unclassified	12.5434810687
UniRef50_UPI000404735A: cell division protein DivIVA	12.5285898589
UniRef50_UPI000404735A: cell division protein DivIVA|unclassified	12.5285898589
UniRef50_UPI0003B52FF8: cell division protein MraZ	12.5261846294
UniRef50_UPI0003B52FF8: cell division protein MraZ|unclassified	12.5261846294
UniRef50_X1ACZ8: Marine sediment metagenome DNA, contig: S01H4_L06595 (Fragment)	12.5239201128
UniRef50_X1ACZ8: Marine sediment metagenome DNA, contig: S01H4_L06595 (Fragment)|unclassified	12.5239201128
UniRef50_UPI00046E5C38: stage V sporulation protein D, partial	12.5194336058
UniRef50_UPI00046E5C38: stage V sporulation protein D, partial|unclassified	12.5194336058
UniRef50_W9E4G1	12.5004322418
UniRef50_W9E4G1|unclassified	12.5004322418
UniRef50_F1TH30: Sporulation initiation inhibitor soj family protein	12.4496873007
UniRef50_F1TH30: Sporulation initiation inhibitor soj family protein|unclassified	12.4496873007
UniRef50_UPI00030FED7D: hypothetical protein	12.4388203083
UniRef50_UPI00030FED7D: hypothetical protein|unclassified	12.4388203083
UniRef50_UPI0002485095: ParB family chromosome partitioning protein	12.3893930189
UniRef50_UPI0002485095: ParB family chromosome partitioning protein|unclassified	12.3893930189
UniRef50_Q9ZIQ4: MRP ATPase homolog	12.3768769501
UniRef50_Q9ZIQ4: MRP ATPase homolog|unclassified	12.3768769501
UniRef50_S4DQT6: Replication-associated protein RepB family protein	12.3341612054
UniRef50_S4DQT6: Replication-associated protein RepB family protein|unclassified	12.3341612054
UniRef50_UPI0001744DB6: Peptidoglycan glycosyltransferase	12.3210326273
UniRef50_UPI0001744DB6: Peptidoglycan glycosyltransferase|unclassified	12.3210326273
UniRef50_C0FWT7	12.3002924008
UniRef50_C0FWT7|unclassified	12.3002924008
UniRef50_UPI000364CA00: hypothetical protein	12.2958296647
UniRef50_UPI000364CA00: hypothetical protein|unclassified	12.2958296647
UniRef50_UPI000454B207: PREDICTED: cAMP-binding protein 1-like	12.2895114794
UniRef50_UPI000454B207: PREDICTED: cAMP-binding protein 1-like|unclassified	12.2895114794
UniRef50_UPI0001CBFAF8: hypothetical protein, partial	12.2704004818
UniRef50_UPI0001CBFAF8: hypothetical protein, partial|unclassified	12.2704004818
UniRef50_D1B2L0	12.2495412175
UniRef50_D1B2L0|unclassified	12.2495412175
UniRef50_Q3SR54: Plasmid segregation oscillating ATPase ParF	12.2476031065
UniRef50_Q3SR54: Plasmid segregation oscillating ATPase ParF|unclassified	12.2476031065
UniRef50_G9RNQ3	12.2414540934
UniRef50_G9RNQ3|unclassified	12.2414540934
UniRef50_C5AFR5: DNA segregation ATPase FtsK/SpoIIIE-like protein	12.2089088395
UniRef50_C5AFR5: DNA segregation ATPase FtsK/SpoIIIE-like protein|unclassified	12.2089088395
UniRef50_UPI00016B24E2: ParBc, ParB-like nuclease domain	12.1975585905
UniRef50_UPI00016B24E2: ParBc, ParB-like nuclease domain|unclassified	12.1975585905
UniRef50_W9AQ82: Chromosome partitioning ATPase	12.1747677546
UniRef50_W9AQ82: Chromosome partitioning ATPase|unclassified	12.1747677546
UniRef50_UPI000371C9B6: hypothetical protein, partial	12.1735701193
UniRef50_UPI000371C9B6: hypothetical protein, partial|unclassified	12.1735701193
UniRef50_A0YSJ7	12.1728359439
UniRef50_A0YSJ7|unclassified	12.1728359439
UniRef50_X1K094: Marine sediment metagenome DNA, contig: S06H3_C03197 (Fragment)	12.1539098608
UniRef50_X1K094: Marine sediment metagenome DNA, contig: S06H3_C03197 (Fragment)|unclassified	12.1539098608
UniRef50_UPI0002193ADB: cell division initiation protein FtsQ, partial	12.1476878785
UniRef50_UPI0002193ADB: cell division initiation protein FtsQ, partial|unclassified	12.1476878785
UniRef50_G5IZD8: Chromosome partitioning protein, ParB family	12.1248022671
UniRef50_G5IZD8: Chromosome partitioning protein, ParB family|unclassified	12.1248022671
UniRef50_R9JEB5: Chromosome partitioning protein	12.1189570139
UniRef50_R9JEB5: Chromosome partitioning protein|unclassified	12.1189570139
UniRef50_M6RW27: PF13491 domain protein	12.0871396629
UniRef50_M6RW27: PF13491 domain protein|unclassified	12.0871396629
UniRef50_Q72JE3	12.0491043954
UniRef50_Q72JE3|unclassified	12.0491043954
UniRef50_UPI00016C006E: septum site-determining protein MinC	11.9947065523
UniRef50_UPI00016C006E: septum site-determining protein MinC|unclassified	11.9947065523
UniRef50_UPI00047D90CB: hypothetical protein	11.9845919380
UniRef50_UPI00047D90CB: hypothetical protein|unclassified	11.9845919380
UniRef50_T1CEE9: Cobyrinic acid a,c-diamide synthase (Fragment)	11.9798191767
UniRef50_T1CEE9: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	11.9798191767
UniRef50_UPI0003B3CBAF: cell division protein FtsQ	11.9737968581
UniRef50_UPI0003B3CBAF: cell division protein FtsQ|unclassified	11.9737968581
UniRef50_E4AR63	11.9681676775
UniRef50_E4AR63|unclassified	11.9681676775
UniRef50_D4MNH7: ATPases involved in chromosome partitioning	11.9593901809
UniRef50_D4MNH7: ATPases involved in chromosome partitioning|unclassified	11.9593901809
UniRef50_UPI00047A563A: cell division protein FtsQ	11.9545927919
UniRef50_UPI00047A563A: cell division protein FtsQ|unclassified	11.9545927919
UniRef50_C4XTB4: Chromosome partitioning protein ParA	11.9431206417
UniRef50_C4XTB4: Chromosome partitioning protein ParA|unclassified	11.9431206417
UniRef50_UPI000289C613: cell division protein FtsK	11.9375723198
UniRef50_UPI000289C613: cell division protein FtsK|unclassified	11.9375723198
UniRef50_UPI00047CD7CD: hypothetical protein	11.9173493124
UniRef50_UPI00047CD7CD: hypothetical protein|unclassified	11.9173493124
UniRef50_UPI0003611C76: hypothetical protein	11.9136173352
UniRef50_UPI0003611C76: hypothetical protein|unclassified	11.9136173352
UniRef50_UPI00037DB0B4: hypothetical protein	11.8893289531
UniRef50_UPI00037DB0B4: hypothetical protein|unclassified	11.8893289531
UniRef50_G9ZEG7	11.8490226643
UniRef50_G9ZEG7|unclassified	11.8490226643
UniRef50_B1ZSK8: Cobyrinic acid ac-diamide synthase	11.7561779472
UniRef50_B1ZSK8: Cobyrinic acid ac-diamide synthase|unclassified	11.7561779472
UniRef50_R5EC53	11.7406599040
UniRef50_R5EC53|unclassified	11.7406599040
UniRef50_G3ZZZ5	11.7261536811
UniRef50_G3ZZZ5|unclassified	11.7261536811
UniRef50_UPI00030183D8: hypothetical protein	11.7155827386
UniRef50_UPI00030183D8: hypothetical protein|unclassified	11.7155827386
UniRef50_UPI0004719099: hypothetical protein, partial	11.7118391662
UniRef50_UPI0004719099: hypothetical protein, partial|unclassified	11.7118391662
UniRef50_UPI00047177A9: NUDIX hydrolase	11.6464418008
UniRef50_UPI00047177A9: NUDIX hydrolase|unclassified	11.6464418008
UniRef50_T0Y4V0: Chromosome segregation ATPase (Fragment)	11.6317605293
UniRef50_T0Y4V0: Chromosome segregation ATPase (Fragment)|unclassified	11.6317605293
UniRef50_UPI0003B3445D: penicillin-binding protein	11.6181978846
UniRef50_UPI0003B3445D: penicillin-binding protein|unclassified	11.6181978846
UniRef50_UPI000174468D: sporulation initiation inhibitor Soj	11.6163039675
UniRef50_UPI000174468D: sporulation initiation inhibitor Soj|unclassified	11.6163039675
UniRef50_E6K0I0: DivIVA protein	11.5920327764
UniRef50_E6K0I0: DivIVA protein|unclassified	11.5920327764
UniRef50_E9SEG2: Sporulation initiation inhibitor protein Soj domain protein	11.5837349431
UniRef50_E9SEG2: Sporulation initiation inhibitor protein Soj domain protein|unclassified	11.5837349431
UniRef50_X1AY78: Marine sediment metagenome DNA, contig: S01H4_L03462 (Fragment)	11.5750464862
UniRef50_X1AY78: Marine sediment metagenome DNA, contig: S01H4_L03462 (Fragment)|unclassified	11.5750464862
UniRef50_UPI0004740F26: sodium:proton antiporter, partial	11.5506452618
UniRef50_UPI0004740F26: sodium:proton antiporter, partial|unclassified	11.5506452618
UniRef50_UPI00026282CA: hypothetical protein	11.5425388073
UniRef50_UPI00026282CA: hypothetical protein|unclassified	11.5425388073
UniRef50_C5C7W6	11.5372407818
UniRef50_C5C7W6|unclassified	11.5372407818
UniRef50_U2RVE1	11.5248376898
UniRef50_U2RVE1|unclassified	11.5248376898
UniRef50_R5UDK2	11.4963713495
UniRef50_R5UDK2|unclassified	11.4963713495
UniRef50_C8PT64: POTRA domain protein, FtsQ-type	11.4886866163
UniRef50_C8PT64: POTRA domain protein, FtsQ-type|unclassified	11.4886866163
UniRef50_D7WBC2: CpaE-like protein	11.4422146033
UniRef50_D7WBC2: CpaE-like protein|unclassified	11.4422146033
UniRef50_UPI00047C4E7D: hypothetical protein	11.4417698855
UniRef50_UPI00047C4E7D: hypothetical protein|unclassified	11.4417698855
UniRef50_R5D2Q3: ATPases involved in chromosome partitioning	11.4332742172
UniRef50_R5D2Q3: ATPases involved in chromosome partitioning|unclassified	11.4332742172
UniRef50_G7QE60: Cobyrinic acid ac-diamide synthase	11.3891563484
UniRef50_G7QE60: Cobyrinic acid ac-diamide synthase|unclassified	11.3891563484
UniRef50_UPI00034A5468: hypothetical protein	11.3224715705
UniRef50_UPI00034A5468: hypothetical protein|unclassified	11.3224715705
UniRef50_UPI0003033014: hypothetical protein	11.3215297161
UniRef50_UPI0003033014: hypothetical protein|unclassified	11.3215297161
UniRef50_UPI0003768DDE: hypothetical protein	11.3153321023
UniRef50_UPI0003768DDE: hypothetical protein|unclassified	11.3153321023
UniRef50_W4L9K8	11.3135540641
UniRef50_W4L9K8|unclassified	11.3135540641
UniRef50_UPI000465CACA: hypothetical protein	11.2846513744
UniRef50_UPI000465CACA: hypothetical protein|unclassified	11.2846513744
UniRef50_R5HUK2	11.2343447017
UniRef50_R5HUK2|unclassified	11.2343447017
UniRef50_UPI000472F458: hypothetical protein	11.2077675380
UniRef50_UPI000472F458: hypothetical protein|unclassified	11.2077675380
UniRef50_UPI0003615574: hypothetical protein, partial	11.1695717853
UniRef50_UPI0003615574: hypothetical protein, partial|unclassified	11.1695717853
UniRef50_U1DL93	11.1635521143
UniRef50_U1DL93|unclassified	11.1635521143
UniRef50_UPI0003B683FD: rod shape-determining protein MreD	11.0953179980
UniRef50_UPI0003B683FD: rod shape-determining protein MreD|unclassified	11.0953179980
UniRef50_UPI0003B49326: signal peptide protein	11.0930977384
UniRef50_UPI0003B49326: signal peptide protein|unclassified	11.0930977384
UniRef50_UPI0003B78F77: cell division protein FtsQ	11.0660792295
UniRef50_UPI0003B78F77: cell division protein FtsQ|unclassified	11.0660792295
UniRef50_D1CCK6	11.0577553895
UniRef50_D1CCK6|unclassified	11.0577553895
UniRef50_X8CME3: CobQ/CobB/MinD/ParA nucleotide binding domain protein	11.0438909856
UniRef50_X8CME3: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	11.0438909856
UniRef50_W8C0A8	11.0306133566
UniRef50_W8C0A8|unclassified	11.0306133566
UniRef50_B3DYU4: Chromosome (Plasmid) partitioning ATPase, ParA family	10.9886793624
UniRef50_B3DYU4: Chromosome (Plasmid) partitioning ATPase, ParA family|unclassified	10.9886793624
UniRef50_UPI0001746B39: penicillin-binding protein 2	10.9800267815
UniRef50_UPI0001746B39: penicillin-binding protein 2|unclassified	10.9800267815
UniRef50_H2HFB6: Putative morphological differentiation-related protein	10.9251148240
UniRef50_H2HFB6: Putative morphological differentiation-related protein|unclassified	10.9251148240
UniRef50_UPI000287C6E9: parB-like partition protein	10.9152068903
UniRef50_UPI000287C6E9: parB-like partition protein|unclassified	10.9152068903
UniRef50_UPI0004256F2E: rod shape-determining protein MreC	10.8603371000
UniRef50_UPI0004256F2E: rod shape-determining protein MreC|unclassified	10.8603371000
UniRef50_Q0IBI7: Proline-rich region	10.8276132875
UniRef50_Q0IBI7: Proline-rich region|unclassified	10.8276132875
UniRef50_Z5X4G8: Cell division protein FtsI	10.8249755655
UniRef50_Z5X4G8: Cell division protein FtsI|unclassified	10.8249755655
UniRef50_UPI00047D27A3: peptidoglycan glycosyltransferase	10.8057595937
UniRef50_UPI00047D27A3: peptidoglycan glycosyltransferase|unclassified	10.8057595937
UniRef50_X1HV61: Marine sediment metagenome DNA, contig: S03H2_S01372 (Fragment)	10.7973623317
UniRef50_X1HV61: Marine sediment metagenome DNA, contig: S03H2_S01372 (Fragment)|unclassified	10.7973623317
UniRef50_A8ZLY4: CobQ/CobB/MinD/ParA family protein	10.7777027805
UniRef50_A8ZLY4: CobQ/CobB/MinD/ParA family protein|unclassified	10.7777027805
UniRef50_UPI0001744E25: chromosome partitioning protein	10.7746640570
UniRef50_UPI0001744E25: chromosome partitioning protein|unclassified	10.7746640570
UniRef50_R5AL16	10.7623764508
UniRef50_R5AL16|unclassified	10.7623764508
UniRef50_T3TQE2	10.7457140753
UniRef50_T3TQE2|unclassified	10.7457140753
UniRef50_UPI0002FB20DF: hypothetical protein	10.7159255847
UniRef50_UPI0002FB20DF: hypothetical protein|unclassified	10.7159255847
UniRef50_O87308	10.6906546038
UniRef50_O87308|unclassified	10.6906546038
UniRef50_UPI000379DAD8: hypothetical protein	10.6902849208
UniRef50_UPI000379DAD8: hypothetical protein|unclassified	10.6902849208
UniRef50_K9U1E6: Polypeptide-transport-associated domain protein FtsQ-type	10.6860109489
UniRef50_K9U1E6: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	10.6860109489
UniRef50_UPI000380A4E3: hypothetical protein	10.6671125205
UniRef50_UPI000380A4E3: hypothetical protein|unclassified	10.6671125205
UniRef50_UPI00016C4286: maf protein	10.6009309237
UniRef50_UPI00016C4286: maf protein|unclassified	10.6009309237
UniRef50_V2Y2P3: Putative sporulation initiation inhibitor protein Soj	10.5910602331
UniRef50_V2Y2P3: Putative sporulation initiation inhibitor protein Soj|unclassified	10.5910602331
UniRef50_UPI00047D55E9: hypothetical protein	10.5832678112
UniRef50_UPI00047D55E9: hypothetical protein|unclassified	10.5832678112
UniRef50_UPI00046F6C1C: hypothetical protein	10.5744965594
UniRef50_UPI00046F6C1C: hypothetical protein|unclassified	10.5744965594
UniRef50_C8WNE6: Partition protein A	10.5638598542
UniRef50_C8WNE6: Partition protein A|unclassified	10.5638598542
