# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-RPKs
UniRef50_UPI0004734AA9: hypothetical protein, partial	85.4627302946
UniRef50_UPI0004734AA9: hypothetical protein, partial|unclassified	85.4627302946
UniRef50_UPI0004785C11: orotate phosphoribosyltransferase	85.3682010194
UniRef50_UPI0004785C11: orotate phosphoribosyltransferase|unclassified	85.3682010194
UniRef50_O67914: Uracil phosphoribosyltransferase	85.2800011709
UniRef50_O67914: Uracil phosphoribosyltransferase|unclassified	85.2800011709
UniRef50_A2BJL3: Carbamoyl-phosphate synthase large chain	85.2094750767
UniRef50_A2BJL3: Carbamoyl-phosphate synthase large chain|unclassified	85.2094750767
UniRef50_O58855: Orotate phosphoribosyltransferase	85.1147962191
UniRef50_O58855: Orotate phosphoribosyltransferase|unclassified	85.1147962191
UniRef50_S9EFR0: Carbamoyl phosphate synthase large subunit	84.9213366404
UniRef50_S9EFR0: Carbamoyl phosphate synthase large subunit|unclassified	84.9213366404
UniRef50_UPI0004725A0F: hypothetical protein	83.5857257103
UniRef50_UPI0004725A0F: hypothetical protein|unclassified	83.5857257103
UniRef50_J9FNU8	82.7793784824
UniRef50_J9FNU8|unclassified	82.7793784824
UniRef50_B3PM96: Uracil phosphoribosyltransferase	82.6997458876
UniRef50_B3PM96: Uracil phosphoribosyltransferase|unclassified	82.6997458876
UniRef50_I2DHB6: Carbamoyl phosphate synthase small subunit	81.9875285460
UniRef50_I2DHB6: Carbamoyl phosphate synthase small subunit|unclassified	81.9875285460
UniRef50_Q7VD69: Dihydroorotase	81.9794124034
UniRef50_Q7VD69: Dihydroorotase|unclassified	81.9794124034
UniRef50_Q9K8V6: Carbamoyl-phosphate synthase arginine-specific small chain	81.8302064915
UniRef50_Q9K8V6: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	81.8302064915
UniRef50_R7IKX3	80.9944520574
UniRef50_R7IKX3|unclassified	80.9944520574
UniRef50_Q46JD8: Orotidine 5'-phosphate decarboxylase	80.8067538640
UniRef50_Q46JD8: Orotidine 5'-phosphate decarboxylase|unclassified	80.8067538640
UniRef50_Q04R73: Orotate phosphoribosyltransferase	80.7645155598
UniRef50_Q04R73: Orotate phosphoribosyltransferase|unclassified	80.7645155598
UniRef50_B1VF60: Uracil phosphoribosyltransferase	80.3211391082
UniRef50_B1VF60: Uracil phosphoribosyltransferase|unclassified	80.3211391082
UniRef50_UPI00047A1CBC: dihydroorotate dehydrogenase	80.3046200435
UniRef50_UPI00047A1CBC: dihydroorotate dehydrogenase|unclassified	80.3046200435
UniRef50_UPI0003779C82: hypothetical protein	79.7610288765
UniRef50_UPI0003779C82: hypothetical protein|unclassified	79.7610288765
UniRef50_X7ZXU9	79.4614868399
UniRef50_X7ZXU9|unclassified	79.4614868399
UniRef50_UPI00016C3D4E: orotidine 5-phosphate decarboxylase	79.1405694109
UniRef50_UPI00016C3D4E: orotidine 5-phosphate decarboxylase|unclassified	79.1405694109
UniRef50_UPI0003F0CC39: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like, partial	77.9745258732
UniRef50_UPI0003F0CC39: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like, partial|unclassified	77.9745258732
UniRef50_UPI0003045834: hypothetical protein	77.8626475690
UniRef50_UPI0003045834: hypothetical protein|unclassified	77.8626475690
UniRef50_UPI00037217DA: hypothetical protein, partial	77.7054976860
UniRef50_UPI00037217DA: hypothetical protein, partial|unclassified	77.7054976860
UniRef50_UPI00042B5517: Dihydroorotate dehydrogenase, putative isoform 1	77.5783126020
UniRef50_UPI00042B5517: Dihydroorotate dehydrogenase, putative isoform 1|unclassified	77.5783126020
UniRef50_UPI000367F33A: hypothetical protein	77.4949992459
UniRef50_UPI000367F33A: hypothetical protein|unclassified	77.4949992459
UniRef50_P20054: Protein PYR1-3	77.2132304761
UniRef50_P20054: Protein PYR1-3|unclassified	77.2132304761
UniRef50_R6L992	77.0263187609
UniRef50_R6L992|unclassified	77.0263187609
UniRef50_UPI00037D726C: hypothetical protein	76.9476315735
UniRef50_UPI00037D726C: hypothetical protein|unclassified	76.9476315735
UniRef50_UPI00040F3C8C: dihydroorotate dehydrogenase	75.6680800589
UniRef50_UPI00040F3C8C: dihydroorotate dehydrogenase|unclassified	75.6680800589
UniRef50_X1I5W4: Marine sediment metagenome DNA, contig: S03H2_S26536 (Fragment)	74.6075103851
UniRef50_X1I5W4: Marine sediment metagenome DNA, contig: S03H2_S26536 (Fragment)|unclassified	74.6075103851
UniRef50_V7Z1X3: Carbamoyl phosphate synthase small subunit	74.0388415721
UniRef50_V7Z1X3: Carbamoyl phosphate synthase small subunit|unclassified	74.0388415721
UniRef50_UPI00035EE90B: hypothetical protein	73.4218165221
UniRef50_UPI00035EE90B: hypothetical protein|unclassified	73.4218165221
UniRef50_UPI0003B54D98: aspartate carbamoyltransferase	73.1869207748
UniRef50_UPI0003B54D98: aspartate carbamoyltransferase|unclassified	73.1869207748
UniRef50_UPI00035C9C59: hypothetical protein	73.1076938121
UniRef50_UPI00035C9C59: hypothetical protein|unclassified	73.1076938121
UniRef50_R6BPP9	73.0826059022
UniRef50_R6BPP9|unclassified	73.0826059022
UniRef50_Q2J838: Orotidine 5'-phosphate decarboxylase	72.9808686954
UniRef50_Q2J838: Orotidine 5'-phosphate decarboxylase|unclassified	72.9808686954
UniRef50_UPI0003B35215: dihydroorotase	72.9036400496
UniRef50_UPI0003B35215: dihydroorotase|unclassified	72.9036400496
UniRef50_Q9RSC5: Orotidine 5'-phosphate decarboxylase	72.8953366668
UniRef50_Q9RSC5: Orotidine 5'-phosphate decarboxylase|unclassified	72.8953366668
UniRef50_UPI00046EDB67: hypothetical protein	72.5175278654
UniRef50_UPI00046EDB67: hypothetical protein|unclassified	72.5175278654
UniRef50_UPI0004778337: uracil phosphoribosyltransferase	72.4123596475
UniRef50_UPI0004778337: uracil phosphoribosyltransferase|unclassified	72.4123596475
UniRef50_UPI000382B2B5: hypothetical protein	72.2410687278
UniRef50_UPI000382B2B5: hypothetical protein|unclassified	72.2410687278
UniRef50_UPI0002000EFA: hypothetical protein, partial	72.1309885626
UniRef50_UPI0002000EFA: hypothetical protein, partial|unclassified	72.1309885626
UniRef50_UPI000394248D: PREDICTED: CAD protein-like, partial	71.9915988020
UniRef50_UPI000394248D: PREDICTED: CAD protein-like, partial|unclassified	71.9915988020
UniRef50_Q1DNB0: Orotate phosphoribosyltransferase	71.2613955102
UniRef50_Q1DNB0: Orotate phosphoribosyltransferase|unclassified	71.2613955102
UniRef50_UPI0001746AE4: pyrimidine regulatory protein PyrR	71.0577821214
UniRef50_UPI0001746AE4: pyrimidine regulatory protein PyrR|unclassified	71.0577821214
UniRef50_Q91437: CAD protein	70.9412710171
UniRef50_Q91437: CAD protein|unclassified	70.9412710171
UniRef50_UPI0003A9165A: oxidoreductase	70.2185266462
UniRef50_UPI0003A9165A: oxidoreductase|unclassified	70.2185266462
UniRef50_B3RI24	70.1056252536
UniRef50_B3RI24|unclassified	70.1056252536
UniRef50_UPI0004688BC8: hypothetical protein	69.6953166271
UniRef50_UPI0004688BC8: hypothetical protein|unclassified	69.6953166271
UniRef50_T1UCA5: Carbamoyl-phosphate synthase small chain, CPSase domain protein	69.3929718526
UniRef50_T1UCA5: Carbamoyl-phosphate synthase small chain, CPSase domain protein|unclassified	69.3929718526
UniRef50_P72753: Uracil phosphoribosyltransferase	69.2598469884
UniRef50_P72753: Uracil phosphoribosyltransferase|unclassified	69.2598469884
UniRef50_UPI0003C12A02: PREDICTED: CAD protein	69.0477291094
UniRef50_UPI0003C12A02: PREDICTED: CAD protein|unclassified	69.0477291094
UniRef50_J9GLM6: Carbamoyl-phosphate synthase, small subunit	69.0128892642
UniRef50_J9GLM6: Carbamoyl-phosphate synthase, small subunit|unclassified	69.0128892642
UniRef50_UPI000329B02A: PREDICTED: CAD protein-like	68.6358108518
UniRef50_UPI000329B02A: PREDICTED: CAD protein-like|unclassified	68.6358108518
UniRef50_P05990: CAD protein	68.5246356339
UniRef50_P05990: CAD protein|unclassified	68.5246356339
UniRef50_X1FP62: Marine sediment metagenome DNA, contig: S03H2_C01467 (Fragment)	68.3407045543
UniRef50_X1FP62: Marine sediment metagenome DNA, contig: S03H2_C01467 (Fragment)|unclassified	68.3407045543
UniRef50_O66726: Aspartate carbamoyltransferase	68.1835283387
UniRef50_O66726: Aspartate carbamoyltransferase|unclassified	68.1835283387
UniRef50_UPI00047330A9: hypothetical protein, partial	67.8948056919
UniRef50_UPI00047330A9: hypothetical protein, partial|unclassified	67.8948056919
UniRef50_A6USD4: Uracil phosphoribosyltransferase	67.6690649515
UniRef50_A6USD4: Uracil phosphoribosyltransferase|unclassified	67.6690649515
UniRef50_Q7XKC8: Dihydroorotate dehydrogenase (quinone), mitochondrial	67.5060968673
UniRef50_Q7XKC8: Dihydroorotate dehydrogenase (quinone), mitochondrial|unclassified	67.5060968673
UniRef50_UPI0002F045D9: hypothetical protein	67.4583916131
UniRef50_UPI0002F045D9: hypothetical protein|unclassified	67.4583916131
UniRef50_X1V3D9: Marine sediment metagenome DNA, contig: S12H4_S21643 (Fragment)	67.3373544181
UniRef50_X1V3D9: Marine sediment metagenome DNA, contig: S12H4_S21643 (Fragment)|unclassified	67.3373544181
UniRef50_UPI0003C899E7: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial, partial	67.2846095258
UniRef50_UPI0003C899E7: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial, partial|unclassified	67.2846095258
UniRef50_UPI000378371A: hypothetical protein, partial	65.9937101197
UniRef50_UPI000378371A: hypothetical protein, partial|unclassified	65.9937101197
UniRef50_R6Z243: Carbamoyl-phosphate synthase large subunit	65.9178563276
UniRef50_R6Z243: Carbamoyl-phosphate synthase large subunit|unclassified	65.9178563276
UniRef50_UPI00037AE70C: hypothetical protein, partial	65.8814251592
UniRef50_UPI00037AE70C: hypothetical protein, partial|unclassified	65.8814251592
UniRef50_B1GYY3: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	65.6870879437
UniRef50_B1GYY3: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	65.6870879437
UniRef50_UPI00036E6B8F: MULTISPECIES: hypothetical protein	65.6829608425
UniRef50_UPI00036E6B8F: MULTISPECIES: hypothetical protein|unclassified	65.6829608425
UniRef50_UPI0003018BE7: hypothetical protein	65.5684800818
UniRef50_UPI0003018BE7: hypothetical protein|unclassified	65.5684800818
UniRef50_UPI0003FE2AA2: hypothetical protein	65.3549515696
UniRef50_UPI0003FE2AA2: hypothetical protein|unclassified	65.3549515696
UniRef50_Q57700: Orotidine 5'-phosphate decarboxylase	65.2230190118
UniRef50_Q57700: Orotidine 5'-phosphate decarboxylase|unclassified	65.2230190118
UniRef50_UPI0003F55BF3: carbamoyl phosphate synthase small subunit	64.6685010290
UniRef50_UPI0003F55BF3: carbamoyl phosphate synthase small subunit|unclassified	64.6685010290
UniRef50_Q58885: Dihydroorotase	64.3907247301
UniRef50_Q58885: Dihydroorotase|unclassified	64.3907247301
UniRef50_Q6B940: Carbamoyl-phosphate synthase small chain	63.9397620365
UniRef50_Q6B940: Carbamoyl-phosphate synthase small chain|unclassified	63.9397620365
UniRef50_Q2JX67: Bifunctional protein PyrR	63.9017449972
UniRef50_Q2JX67: Bifunctional protein PyrR|unclassified	63.9017449972
UniRef50_UPI0004711DAB: hypothetical protein	63.8672664306
UniRef50_UPI0004711DAB: hypothetical protein|unclassified	63.8672664306
UniRef50_UPI00047265D4: amidohydrolase	63.8032754495
UniRef50_UPI00047265D4: amidohydrolase|unclassified	63.8032754495
UniRef50_W5XD42: Dihydroorotase	63.7435416201
UniRef50_W5XD42: Dihydroorotase|unclassified	63.7435416201
UniRef50_Q5UYF1: Dihydroorotate dehydrogenase (quinone)	63.7210516923
UniRef50_Q5UYF1: Dihydroorotate dehydrogenase (quinone)|unclassified	63.7210516923
UniRef50_W1WEQ1: Carbamoyl-phosphate synthase large chain (Fragment)	63.5623844035
UniRef50_W1WEQ1: Carbamoyl-phosphate synthase large chain (Fragment)|unclassified	63.5623844035
UniRef50_A7TAZ7: Predicted protein (Fragment)	62.8526400553
UniRef50_A7TAZ7: Predicted protein (Fragment)|unclassified	62.8526400553
UniRef50_W5XBA3: Orotate phosphoribosyltransferase	62.1359703088
UniRef50_W5XBA3: Orotate phosphoribosyltransferase|unclassified	62.1359703088
UniRef50_U2GJT0	61.9779931217
UniRef50_U2GJT0|unclassified	61.9779931217
UniRef50_UPI000366DD33: hypothetical protein	61.9479624567
UniRef50_UPI000366DD33: hypothetical protein|unclassified	61.9479624567
UniRef50_O93937: Protein pyrABCN	61.8952227326
UniRef50_O93937: Protein pyrABCN|unclassified	61.8952227326
UniRef50_P27708: CAD protein	61.5771199622
UniRef50_P27708: CAD protein|unclassified	61.5771199622
UniRef50_P31327: Carbamoyl-phosphate synthase [ammonia], mitochondrial	61.4981211352
UniRef50_P31327: Carbamoyl-phosphate synthase [ammonia], mitochondrial|unclassified	61.4981211352
UniRef50_X1G0R2: Marine sediment metagenome DNA, contig: S03H2_S08192 (Fragment)	60.9700315391
UniRef50_X1G0R2: Marine sediment metagenome DNA, contig: S03H2_S08192 (Fragment)|unclassified	60.9700315391
UniRef50_UPI0004736959: hypothetical protein, partial	60.7532164560
UniRef50_UPI0004736959: hypothetical protein, partial|unclassified	60.7532164560
UniRef50_R5GQD2	60.2326629748
UniRef50_R5GQD2|unclassified	60.2326629748
UniRef50_UPI0004646F8E: hypothetical protein, partial	60.0808947092
UniRef50_UPI0004646F8E: hypothetical protein, partial|unclassified	60.0808947092
UniRef50_K1SHS7: Carbamoyl-phosphate synthase small subunit (Fragment)	59.8553007915
UniRef50_K1SHS7: Carbamoyl-phosphate synthase small subunit (Fragment)|unclassified	59.8553007915
UniRef50_UPI000476A67A: orotidine 5''-phosphate decarboxylase	59.4170665275
UniRef50_UPI000476A67A: orotidine 5''-phosphate decarboxylase|unclassified	59.4170665275
UniRef50_UPI0002490B59: carbamoyl-phosphate synthase large subunit	58.9916705330
UniRef50_UPI0002490B59: carbamoyl-phosphate synthase large subunit|unclassified	58.9916705330
UniRef50_B2V790: Orotidine 5'-phosphate decarboxylase	58.7151006153
UniRef50_B2V790: Orotidine 5'-phosphate decarboxylase|unclassified	58.7151006153
UniRef50_UPI0003B75466: uracil phosphoribosyltransferase	58.6781600065
UniRef50_UPI0003B75466: uracil phosphoribosyltransferase|unclassified	58.6781600065
UniRef50_UPI00037E58EF: hypothetical protein	58.6542237883
UniRef50_UPI00037E58EF: hypothetical protein|unclassified	58.6542237883
UniRef50_UPI000478A073: hypothetical protein	58.3575042112
UniRef50_UPI000478A073: hypothetical protein|unclassified	58.3575042112
UniRef50_Q91293: Carbamoyl-phosphate synthase [ammonia], mitochondrial	57.6339228074
UniRef50_Q91293: Carbamoyl-phosphate synthase [ammonia], mitochondrial|unclassified	57.6339228074
UniRef50_C5A1Y3: Orotate phosphoribosyltransferase	56.7968939285
UniRef50_C5A1Y3: Orotate phosphoribosyltransferase|unclassified	56.7968939285
UniRef50_Q8ZZC7: Dihydroorotase	56.7942397111
UniRef50_Q8ZZC7: Dihydroorotase|unclassified	56.7942397111
UniRef50_Q31MH4: Uracil phosphoribosyltransferase	56.6334594069
UniRef50_Q31MH4: Uracil phosphoribosyltransferase|unclassified	56.6334594069
UniRef50_B5YFH2: Orotidine 5'-phosphate decarboxylase	56.5850070066
UniRef50_B5YFH2: Orotidine 5'-phosphate decarboxylase|unclassified	56.5850070066
UniRef50_R6CLF7: WGS project CAID00000000 data contig chromosome 08	56.5134516065
UniRef50_R6CLF7: WGS project CAID00000000 data contig chromosome 08|unclassified	56.5134516065
UniRef50_UPI00037C472F: hypothetical protein, partial	56.5114575729
UniRef50_UPI00037C472F: hypothetical protein, partial|unclassified	56.5114575729
UniRef50_UPI000440B7CA: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like	56.4915945431
UniRef50_UPI000440B7CA: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like|unclassified	56.4915945431
UniRef50_Q9RX68: Orotate phosphoribosyltransferase	56.4211829318
UniRef50_Q9RX68: Orotate phosphoribosyltransferase|unclassified	56.4211829318
UniRef50_UPI00047708F7: hypothetical protein	56.4177640481
UniRef50_UPI00047708F7: hypothetical protein|unclassified	56.4177640481
UniRef50_UPI0003EBD399: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like	56.1459096018
UniRef50_UPI0003EBD399: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like|unclassified	56.1459096018
UniRef50_UPI00045EB8F2: hypothetical protein	56.0705804370
UniRef50_UPI00045EB8F2: hypothetical protein|unclassified	56.0705804370
UniRef50_UPI0003813F91: hypothetical protein	55.9851896911
UniRef50_UPI0003813F91: hypothetical protein|unclassified	55.9851896911
UniRef50_W5XHN2: Transcriptional regulator, TetR family protein	55.9340533939
UniRef50_W5XHN2: Transcriptional regulator, TetR family protein|unclassified	55.9340533939
UniRef50_UPI00047E19C1: aspartate carbamoyltransferase	55.6762475811
UniRef50_UPI00047E19C1: aspartate carbamoyltransferase|unclassified	55.6762475811
UniRef50_A8A8H6: Aspartate carbamoyltransferase	54.7842343578
UniRef50_A8A8H6: Aspartate carbamoyltransferase|unclassified	54.7842343578
UniRef50_UPI0003644AC6: hypothetical protein	54.6630987482
UniRef50_UPI0003644AC6: hypothetical protein|unclassified	54.6630987482
UniRef50_C6TER7	53.8927292036
UniRef50_C6TER7|unclassified	53.8927292036
UniRef50_P58888: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	53.8841351499
UniRef50_P58888: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	53.8841351499
UniRef50_O08317: Carbamoyl-phosphate synthase arginine-specific small chain	53.6712169283
UniRef50_O08317: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	53.6712169283
UniRef50_UPI0003454C17: hypothetical protein	53.5114915907
UniRef50_UPI0003454C17: hypothetical protein|unclassified	53.5114915907
UniRef50_UPI00035F959F: hypothetical protein	53.3313543318
UniRef50_UPI00035F959F: hypothetical protein|unclassified	53.3313543318
UniRef50_UPI00037C0F82: hypothetical protein	53.0799035931
UniRef50_UPI00037C0F82: hypothetical protein|unclassified	53.0799035931
UniRef50_UPI00029A2EBC: dihydroorotase	52.9537925735
UniRef50_UPI00029A2EBC: dihydroorotase|unclassified	52.9537925735
UniRef50_UPI00035DE79A: hypothetical protein	52.9508357879
UniRef50_UPI00035DE79A: hypothetical protein|unclassified	52.9508357879
UniRef50_K7U3I9	52.8196449600
UniRef50_K7U3I9|unclassified	52.8196449600
UniRef50_B3DX48: Dihydroorotate dehydrogenase (quinone)	52.5930365235
UniRef50_B3DX48: Dihydroorotate dehydrogenase (quinone)|unclassified	52.5930365235
UniRef50_UPI0004764813: orotidine 5''-phosphate decarboxylase	52.5661300107
UniRef50_UPI0004764813: orotidine 5''-phosphate decarboxylase|unclassified	52.5661300107
UniRef50_UPI0003767F33: hypothetical protein	52.4403359529
UniRef50_UPI0003767F33: hypothetical protein|unclassified	52.4403359529
UniRef50_T1H0M1	52.4035667028
UniRef50_T1H0M1|unclassified	52.4035667028
UniRef50_W1VVK2: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Fragment)	52.1182028243
UniRef50_W1VVK2: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Fragment)|unclassified	52.1182028243
UniRef50_D2NT48: Predicted thioesterase involved in non-ribosomal peptide biosynthesis	51.9178481941
UniRef50_D2NT48: Predicted thioesterase involved in non-ribosomal peptide biosynthesis|unclassified	51.9178481941
UniRef50_O29513: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	51.6592052155
UniRef50_O29513: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	51.6592052155
UniRef50_UPI0001A626C9: carbamoyl-phosphate synthetase, partial	51.6243861234
UniRef50_UPI0001A626C9: carbamoyl-phosphate synthetase, partial|unclassified	51.6243861234
UniRef50_UPI000473A57B: hypothetical protein, partial	51.3764403461
UniRef50_UPI000473A57B: hypothetical protein, partial|unclassified	51.3764403461
UniRef50_UPI000478605E: dihydroorotate oxidase	50.7598982213
UniRef50_UPI000478605E: dihydroorotate oxidase|unclassified	50.7598982213
UniRef50_UPI0004785EA6: hypothetical protein	50.7329631957
UniRef50_UPI0004785EA6: hypothetical protein|unclassified	50.7329631957
UniRef50_UPI000379D6F8: hypothetical protein	50.2891660718
UniRef50_UPI000379D6F8: hypothetical protein|unclassified	50.2891660718
UniRef50_UPI0003A5B3B6: MULTISPECIES: orotidine 5-phosphate decarboxylase	49.8861437763
UniRef50_UPI0003A5B3B6: MULTISPECIES: orotidine 5-phosphate decarboxylase|unclassified	49.8861437763
UniRef50_Q8U1U1: Orotidine 5'-phosphate decarboxylase	49.3536984962
UniRef50_Q8U1U1: Orotidine 5'-phosphate decarboxylase|unclassified	49.3536984962
UniRef50_R6XC37: Oxidoreductase NAD-binding domain protein	49.2454029525
UniRef50_R6XC37: Oxidoreductase NAD-binding domain protein|unclassified	49.2454029525
UniRef50_T2RFM3: Putative imidazolonepropionase domain protein	49.2403483711
UniRef50_T2RFM3: Putative imidazolonepropionase domain protein|unclassified	49.2403483711
UniRef50_UPI000262D075: phosphoribosyltransferase	49.2088566945
UniRef50_UPI000262D075: phosphoribosyltransferase|unclassified	49.2088566945
UniRef50_X1F770: Marine sediment metagenome DNA, contig: S03H2_C01045 (Fragment)	49.0758914004
UniRef50_X1F770: Marine sediment metagenome DNA, contig: S03H2_C01045 (Fragment)|unclassified	49.0758914004
UniRef50_UPI0003B48392: dihydroorotase	48.8917791673
UniRef50_UPI0003B48392: dihydroorotase|unclassified	48.8917791673
UniRef50_UPI0002889C3E: orotidine 5''''-phosphate decarboxylase	48.8063253415
UniRef50_UPI0002889C3E: orotidine 5''''-phosphate decarboxylase|unclassified	48.8063253415
UniRef50_UPI00035E7441: hypothetical protein	48.7992902451
UniRef50_UPI00035E7441: hypothetical protein|unclassified	48.7992902451
UniRef50_Q1MRK9: Orotidine 5'-phosphate decarboxylase	48.6656300230
UniRef50_Q1MRK9: Orotidine 5'-phosphate decarboxylase|unclassified	48.6656300230
UniRef50_X0ZJ69: Marine sediment metagenome DNA, contig: S01H4_L01857 (Fragment)	48.5572899791
UniRef50_X0ZJ69: Marine sediment metagenome DNA, contig: S01H4_L01857 (Fragment)|unclassified	48.5572899791
UniRef50_UPI00037F7604: MULTISPECIES: hypothetical protein	48.5378398378
UniRef50_UPI00037F7604: MULTISPECIES: hypothetical protein|unclassified	48.5378398378
UniRef50_UPI00047E1EB4: carbamoyl phosphate synthase small subunit	48.0996332306
UniRef50_UPI00047E1EB4: carbamoyl phosphate synthase small subunit|unclassified	48.0996332306
UniRef50_Q3ISU0: Uracil phosphoribosyltransferase	48.0646932508
UniRef50_Q3ISU0: Uracil phosphoribosyltransferase|unclassified	48.0646932508
UniRef50_B0R7K0: Uracil phosphoribosyltransferase	47.7958617484
UniRef50_B0R7K0: Uracil phosphoribosyltransferase|unclassified	47.7958617484
UniRef50_UPI00037C4D1E: hypothetical protein	47.6956020974
UniRef50_UPI00037C4D1E: hypothetical protein|unclassified	47.6956020974
UniRef50_P24220: Orotidine 5'-phosphate decarboxylase	47.5570695976
UniRef50_P24220: Orotidine 5'-phosphate decarboxylase|unclassified	47.5570695976
UniRef50_Q8U4A0: Dihydroorotase	47.4066948946
UniRef50_Q8U4A0: Dihydroorotase|unclassified	47.4066948946
UniRef50_Q8PW55: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	46.6521192976
UniRef50_Q8PW55: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	46.6521192976
UniRef50_O26232: Orotidine 5'-phosphate decarboxylase	45.1922468850
UniRef50_O26232: Orotidine 5'-phosphate decarboxylase|unclassified	45.1922468850
UniRef50_UPI000421C46C: dihydroorotase	45.1232668573
UniRef50_UPI000421C46C: dihydroorotase|unclassified	45.1232668573
UniRef50_A6TVR3: Aspartate transcarbamylase regulatory subunit	44.8653401993
UniRef50_A6TVR3: Aspartate transcarbamylase regulatory subunit|unclassified	44.8653401993
UniRef50_UPI00032927EC: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like	44.7462335822
UniRef50_UPI00032927EC: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like|unclassified	44.7462335822
UniRef50_UPI00037BB2F7: hypothetical protein	44.4885256654
UniRef50_UPI00037BB2F7: hypothetical protein|unclassified	44.4885256654
UniRef50_R6A1V6: Carbamoyl-phosphate synthase small chain	44.3239058599
UniRef50_R6A1V6: Carbamoyl-phosphate synthase small chain|unclassified	44.3239058599
UniRef50_W5XCB3: Orotidine 5'-phosphate decarboxylase	43.9492746152
UniRef50_W5XCB3: Orotidine 5'-phosphate decarboxylase|unclassified	43.9492746152
UniRef50_UPI0003712D87: hypothetical protein	43.6905643314
UniRef50_UPI0003712D87: hypothetical protein|unclassified	43.6905643314
UniRef50_R6R5N8: 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	43.6191388850
UniRef50_R6R5N8: 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases|unclassified	43.6191388850
UniRef50_UPI000372D09C: hypothetical protein	43.5838371928
UniRef50_UPI000372D09C: hypothetical protein|unclassified	43.5838371928
UniRef50_UPI000478538C: hypothetical protein	43.5500446974
UniRef50_UPI000478538C: hypothetical protein|unclassified	43.5500446974
UniRef50_UPI00036A9395: MULTISPECIES: hypothetical protein	43.4641236963
UniRef50_UPI00036A9395: MULTISPECIES: hypothetical protein|unclassified	43.4641236963
UniRef50_G9E729: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)	43.1771527113
UniRef50_G9E729: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)|unclassified	43.1771527113
UniRef50_UPI00036F0444: hypothetical protein	42.8737762790
UniRef50_UPI00036F0444: hypothetical protein|unclassified	42.8737762790
UniRef50_R0VLL1	42.6001285488
UniRef50_R0VLL1|unclassified	42.6001285488
UniRef50_R7IMA2	42.5003686118
UniRef50_R7IMA2|unclassified	42.5003686118
UniRef50_Q8TSA6: Dihydroorotase	42.4976799870
UniRef50_Q8TSA6: Dihydroorotase|unclassified	42.4976799870
UniRef50_UPI0003B31771: dihydroorotase	42.4384030200
UniRef50_UPI0003B31771: dihydroorotase|unclassified	42.4384030200
UniRef50_UPI00042BF56D: PREDICTED: LOW QUALITY PROTEIN: CAD protein	42.2186217877
UniRef50_UPI00042BF56D: PREDICTED: LOW QUALITY PROTEIN: CAD protein|unclassified	42.2186217877
UniRef50_UPI0003B3D768: hypothetical protein, partial	42.1216493946
UniRef50_UPI0003B3D768: hypothetical protein, partial|unclassified	42.1216493946
UniRef50_UPI000365EE32: hypothetical protein	41.8493533104
UniRef50_UPI000365EE32: hypothetical protein|unclassified	41.8493533104
UniRef50_UPI0004549FC5: PREDICTED: LOW QUALITY PROTEIN: CAD protein, partial	41.4802449000
UniRef50_UPI0004549FC5: PREDICTED: LOW QUALITY PROTEIN: CAD protein, partial|unclassified	41.4802449000
UniRef50_R6M6I1	41.3061117979
UniRef50_R6M6I1|unclassified	41.3061117979
UniRef50_Q8Q0J4: Orotate phosphoribosyltransferase	41.1768212237
UniRef50_Q8Q0J4: Orotate phosphoribosyltransferase|unclassified	41.1768212237
UniRef50_Q1AVY7: Dihydroorotase	40.8117138913
UniRef50_Q1AVY7: Dihydroorotase|unclassified	40.8117138913
