# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-CPM
UniRef50_UPI0002B4CB38: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like|unclassified	295.243
UniRef50_X1E8D2: Marine sediment metagenome DNA, contig: S01H4_S22899 (Fragment)	294.971
UniRef50_X1E8D2: Marine sediment metagenome DNA, contig: S01H4_S22899 (Fragment)|unclassified	294.971
UniRef50_P32748: Dihydroorotate dehydrogenase (quinone), mitochondrial	294.382
UniRef50_P32748: Dihydroorotate dehydrogenase (quinone), mitochondrial|unclassified	294.382
UniRef50_R4TX02: Carbamoylphosphate synthetase (Fragment)	292.058
UniRef50_R4TX02: Carbamoylphosphate synthetase (Fragment)|unclassified	292.058
UniRef50_G5G3Y8	290.774
UniRef50_G5G3Y8|unclassified	290.774
UniRef50_X1RRC5: Marine sediment metagenome DNA, contig: S06H3_S22411 (Fragment)	290.605
UniRef50_X1RRC5: Marine sediment metagenome DNA, contig: S06H3_S22411 (Fragment)|unclassified	290.605
UniRef50_UPI0004742197: hypothetical protein, partial	288.834
UniRef50_UPI0004742197: hypothetical protein, partial|unclassified	288.834
UniRef50_R1HQL9: Putative thioesterase	287.934
UniRef50_R1HQL9: Putative thioesterase|unclassified	287.934
UniRef50_UPI00039E5579: 2-polyprenylphenol hydroxylase	287.887
UniRef50_UPI00039E5579: 2-polyprenylphenol hydroxylase|unclassified	287.887
UniRef50_Q8EXA4: Orotidine 5'-phosphate decarboxylase	287.791
UniRef50_Q8EXA4: Orotidine 5'-phosphate decarboxylase|unclassified	287.791
UniRef50_Q979G6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	287.399
UniRef50_Q979G6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	287.399
UniRef50_R6DBV4: Carbamoyl-phosphate synthase small chain	287.128
UniRef50_R6DBV4: Carbamoyl-phosphate synthase small chain|unclassified	287.128
UniRef50_UPI00036882A7: hypothetical protein	286.96
UniRef50_UPI00036882A7: hypothetical protein|unclassified	286.96
UniRef50_X1FNU8: Marine sediment metagenome DNA, contig: S03H2_L02851 (Fragment)	286.927
UniRef50_X1FNU8: Marine sediment metagenome DNA, contig: S03H2_L02851 (Fragment)|unclassified	286.927
UniRef50_UPI0001913AF4: aspartate carbamoyltransferase catalytic subunit	286.107
UniRef50_UPI0001913AF4: aspartate carbamoyltransferase catalytic subunit|unclassified	286.107
UniRef50_UPI000471541A: hypothetical protein	285.868
UniRef50_UPI000471541A: hypothetical protein|unclassified	285.868
UniRef50_W4U564: Carbamoyl-phosphate synthase	283.141
UniRef50_W4U564: Carbamoyl-phosphate synthase|unclassified	283.141
UniRef50_Q7UYX5: Orotate phosphoribosyltransferase	282.787
UniRef50_Q7UYX5: Orotate phosphoribosyltransferase|unclassified	282.787
UniRef50_Q9HMH9: Dihydroorotase	281.2
UniRef50_Q9HMH9: Dihydroorotase|unclassified	281.2
UniRef50_I4WI90: Putative thioesterase	280.04
UniRef50_I4WI90: Putative thioesterase|unclassified	280.04
UniRef50_Q8TS37: Orotidine 5'-phosphate decarboxylase	279.746
UniRef50_Q8TS37: Orotidine 5'-phosphate decarboxylase|unclassified	279.746
UniRef50_X0XTN4: Marine sediment metagenome DNA, contig: S01H1_S30033 (Fragment)	278.987
UniRef50_X0XTN4: Marine sediment metagenome DNA, contig: S01H1_S30033 (Fragment)|unclassified	278.987
UniRef50_UPI000473AA9E: Orotate phosphoribosyltransferase, partial	276.249
UniRef50_UPI000473AA9E: Orotate phosphoribosyltransferase, partial|unclassified	276.249
UniRef50_UPI0004734AA9: hypothetical protein, partial	273.878
UniRef50_UPI0004734AA9: hypothetical protein, partial|unclassified	273.878
UniRef50_UPI0004785C11: orotate phosphoribosyltransferase	273.575
UniRef50_UPI0004785C11: orotate phosphoribosyltransferase|unclassified	273.575
UniRef50_O67914: Uracil phosphoribosyltransferase	273.292
UniRef50_O67914: Uracil phosphoribosyltransferase|unclassified	273.292
UniRef50_A2BJL3: Carbamoyl-phosphate synthase large chain	273.066
UniRef50_A2BJL3: Carbamoyl-phosphate synthase large chain|unclassified	273.066
UniRef50_O58855: Orotate phosphoribosyltransferase	272.762
UniRef50_O58855: Orotate phosphoribosyltransferase|unclassified	272.762
UniRef50_S9EFR0: Carbamoyl phosphate synthase large subunit	272.143
UniRef50_S9EFR0: Carbamoyl phosphate synthase large subunit|unclassified	272.143
UniRef50_UPI0004725A0F: hypothetical protein	267.862
UniRef50_UPI0004725A0F: hypothetical protein|unclassified	267.862
UniRef50_J9FNU8	265.278
UniRef50_J9FNU8|unclassified	265.278
UniRef50_B3PM96: Uracil phosphoribosyltransferase	265.023
UniRef50_B3PM96: Uracil phosphoribosyltransferase|unclassified	265.023
UniRef50_I2DHB6: Carbamoyl phosphate synthase small subunit	262.741
UniRef50_I2DHB6: Carbamoyl phosphate synthase small subunit|unclassified	262.741
UniRef50_Q7VD69: Dihydroorotase	262.715
UniRef50_Q7VD69: Dihydroorotase|unclassified	262.715
UniRef50_Q9K8V6: Carbamoyl-phosphate synthase arginine-specific small chain	262.237
UniRef50_Q9K8V6: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	262.237
UniRef50_R7IKX3	259.558
UniRef50_R7IKX3|unclassified	259.558
UniRef50_Q46JD8: Orotidine 5'-phosphate decarboxylase	258.957
UniRef50_Q46JD8: Orotidine 5'-phosphate decarboxylase|unclassified	258.957
UniRef50_Q04R73: Orotate phosphoribosyltransferase	258.821
UniRef50_Q04R73: Orotate phosphoribosyltransferase|unclassified	258.821
UniRef50_B1VF60: Uracil phosphoribosyltransferase	257.401
UniRef50_B1VF60: Uracil phosphoribosyltransferase|unclassified	257.401
UniRef50_UPI00047A1CBC: dihydroorotate dehydrogenase	257.348
UniRef50_UPI00047A1CBC: dihydroorotate dehydrogenase|unclassified	257.348
UniRef50_UPI0003779C82: hypothetical protein	255.606
UniRef50_UPI0003779C82: hypothetical protein|unclassified	255.606
UniRef50_X7ZXU9	254.646
UniRef50_X7ZXU9|unclassified	254.646
UniRef50_UPI00016C3D4E: orotidine 5-phosphate decarboxylase	253.617
UniRef50_UPI00016C3D4E: orotidine 5-phosphate decarboxylase|unclassified	253.617
UniRef50_UPI0003F0CC39: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like, partial	249.88
UniRef50_UPI0003F0CC39: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like, partial|unclassified	249.88
UniRef50_UPI0003045834: hypothetical protein	249.522
UniRef50_UPI0003045834: hypothetical protein|unclassified	249.522
UniRef50_UPI00037217DA: hypothetical protein, partial	249.018
UniRef50_UPI00037217DA: hypothetical protein, partial|unclassified	249.018
UniRef50_UPI00042B5517: Dihydroorotate dehydrogenase, putative isoform 1	248.611
UniRef50_UPI00042B5517: Dihydroorotate dehydrogenase, putative isoform 1|unclassified	248.611
UniRef50_UPI000367F33A: hypothetical protein	248.344
UniRef50_UPI000367F33A: hypothetical protein|unclassified	248.344
UniRef50_P20054: Protein PYR1-3	247.441
UniRef50_P20054: Protein PYR1-3|unclassified	247.441
UniRef50_R6L992	246.842
UniRef50_R6L992|unclassified	246.842
UniRef50_UPI00037D726C: hypothetical protein	246.59
UniRef50_UPI00037D726C: hypothetical protein|unclassified	246.59
UniRef50_UPI00040F3C8C: dihydroorotate dehydrogenase	242.489
UniRef50_UPI00040F3C8C: dihydroorotate dehydrogenase|unclassified	242.489
UniRef50_X1I5W4: Marine sediment metagenome DNA, contig: S03H2_S26536 (Fragment)	239.09
UniRef50_X1I5W4: Marine sediment metagenome DNA, contig: S03H2_S26536 (Fragment)|unclassified	239.09
UniRef50_V7Z1X3: Carbamoyl phosphate synthase small subunit	237.268
UniRef50_V7Z1X3: Carbamoyl phosphate synthase small subunit|unclassified	237.268
UniRef50_UPI00035EE90B: hypothetical protein	235.291
UniRef50_UPI00035EE90B: hypothetical protein|unclassified	235.291
UniRef50_UPI0003B54D98: aspartate carbamoyltransferase	234.538
UniRef50_UPI0003B54D98: aspartate carbamoyltransferase|unclassified	234.538
UniRef50_UPI00035C9C59: hypothetical protein	234.284
UniRef50_UPI00035C9C59: hypothetical protein|unclassified	234.284
UniRef50_R6BPP9	234.204
UniRef50_R6BPP9|unclassified	234.204
UniRef50_Q2J838: Orotidine 5'-phosphate decarboxylase	233.878
UniRef50_Q2J838: Orotidine 5'-phosphate decarboxylase|unclassified	233.878
UniRef50_UPI0003B35215: dihydroorotase	233.63
UniRef50_UPI0003B35215: dihydroorotase|unclassified	233.63
UniRef50_Q9RSC5: Orotidine 5'-phosphate decarboxylase	233.603
UniRef50_Q9RSC5: Orotidine 5'-phosphate decarboxylase|unclassified	233.603
UniRef50_UPI00046EDB67: hypothetical protein	232.393
UniRef50_UPI00046EDB67: hypothetical protein|unclassified	232.393
UniRef50_UPI0004778337: uracil phosphoribosyltransferase	232.056
UniRef50_UPI0004778337: uracil phosphoribosyltransferase|unclassified	232.056
UniRef50_UPI000382B2B5: hypothetical protein	231.507
UniRef50_UPI000382B2B5: hypothetical protein|unclassified	231.507
UniRef50_UPI0002000EFA: hypothetical protein, partial	231.154
UniRef50_UPI0002000EFA: hypothetical protein, partial|unclassified	231.154
UniRef50_UPI000394248D: PREDICTED: CAD protein-like, partial	230.707
UniRef50_UPI000394248D: PREDICTED: CAD protein-like, partial|unclassified	230.707
UniRef50_Q1DNB0: Orotate phosphoribosyltransferase	228.367
UniRef50_Q1DNB0: Orotate phosphoribosyltransferase|unclassified	228.367
UniRef50_UPI0001746AE4: pyrimidine regulatory protein PyrR	227.715
UniRef50_UPI0001746AE4: pyrimidine regulatory protein PyrR|unclassified	227.715
UniRef50_Q91437: CAD protein	227.341
UniRef50_Q91437: CAD protein|unclassified	227.341
UniRef50_UPI0003A9165A: oxidoreductase	225.025
UniRef50_UPI0003A9165A: oxidoreductase|unclassified	225.025
UniRef50_B3RI24	224.663
UniRef50_B3RI24|unclassified	224.663
UniRef50_UPI0004688BC8: hypothetical protein	223.349
UniRef50_UPI0004688BC8: hypothetical protein|unclassified	223.349
UniRef50_T1UCA5: Carbamoyl-phosphate synthase small chain, CPSase domain protein	222.38
UniRef50_T1UCA5: Carbamoyl-phosphate synthase small chain, CPSase domain protein|unclassified	222.38
UniRef50_P72753: Uracil phosphoribosyltransferase	221.953
UniRef50_P72753: Uracil phosphoribosyltransferase|unclassified	221.953
UniRef50_UPI0003C12A02: PREDICTED: CAD protein	221.273
UniRef50_UPI0003C12A02: PREDICTED: CAD protein|unclassified	221.273
UniRef50_J9GLM6: Carbamoyl-phosphate synthase, small subunit	221.162
UniRef50_J9GLM6: Carbamoyl-phosphate synthase, small subunit|unclassified	221.162
UniRef50_UPI000329B02A: PREDICTED: CAD protein-like	219.953
UniRef50_UPI000329B02A: PREDICTED: CAD protein-like|unclassified	219.953
UniRef50_P05990: CAD protein	219.597
UniRef50_P05990: CAD protein|unclassified	219.597
UniRef50_X1FP62: Marine sediment metagenome DNA, contig: S03H2_C01467 (Fragment)	219.008
UniRef50_X1FP62: Marine sediment metagenome DNA, contig: S03H2_C01467 (Fragment)|unclassified	219.008
UniRef50_O66726: Aspartate carbamoyltransferase	218.504
UniRef50_O66726: Aspartate carbamoyltransferase|unclassified	218.504
UniRef50_UPI00047330A9: hypothetical protein, partial	217.579
UniRef50_UPI00047330A9: hypothetical protein, partial|unclassified	217.579
UniRef50_A6USD4: Uracil phosphoribosyltransferase	216.855
UniRef50_A6USD4: Uracil phosphoribosyltransferase|unclassified	216.855
UniRef50_Q7XKC8: Dihydroorotate dehydrogenase (quinone), mitochondrial	216.333
UniRef50_Q7XKC8: Dihydroorotate dehydrogenase (quinone), mitochondrial|unclassified	216.333
UniRef50_UPI0002F045D9: hypothetical protein	216.18
UniRef50_UPI0002F045D9: hypothetical protein|unclassified	216.18
UniRef50_X1V3D9: Marine sediment metagenome DNA, contig: S12H4_S21643 (Fragment)	215.792
UniRef50_X1V3D9: Marine sediment metagenome DNA, contig: S12H4_S21643 (Fragment)|unclassified	215.792
UniRef50_UPI0003C899E7: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial, partial	215.623
UniRef50_UPI0003C899E7: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial, partial|unclassified	215.623
UniRef50_UPI000378371A: hypothetical protein, partial	211.486
UniRef50_UPI000378371A: hypothetical protein, partial|unclassified	211.486
UniRef50_R6Z243: Carbamoyl-phosphate synthase large subunit	211.243
UniRef50_R6Z243: Carbamoyl-phosphate synthase large subunit|unclassified	211.243
UniRef50_UPI00037AE70C: hypothetical protein, partial	211.126
UniRef50_UPI00037AE70C: hypothetical protein, partial|unclassified	211.126
UniRef50_B1GYY3: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	210.504
UniRef50_B1GYY3: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	210.504
UniRef50_UPI00036E6B8F: MULTISPECIES: hypothetical protein	210.49
UniRef50_UPI00036E6B8F: MULTISPECIES: hypothetical protein|unclassified	210.49
UniRef50_UPI0003018BE7: hypothetical protein	210.124
UniRef50_UPI0003018BE7: hypothetical protein|unclassified	210.124
UniRef50_UPI0003FE2AA2: hypothetical protein	209.439
UniRef50_UPI0003FE2AA2: hypothetical protein|unclassified	209.439
UniRef50_Q57700: Orotidine 5'-phosphate decarboxylase	209.016
UniRef50_Q57700: Orotidine 5'-phosphate decarboxylase|unclassified	209.016
UniRef50_UPI0003F55BF3: carbamoyl phosphate synthase small subunit	207.239
UniRef50_UPI0003F55BF3: carbamoyl phosphate synthase small subunit|unclassified	207.239
UniRef50_Q58885: Dihydroorotase	206.349
UniRef50_Q58885: Dihydroorotase|unclassified	206.349
UniRef50_Q6B940: Carbamoyl-phosphate synthase small chain	204.904
UniRef50_Q6B940: Carbamoyl-phosphate synthase small chain|unclassified	204.904
UniRef50_Q2JX67: Bifunctional protein PyrR	204.782
UniRef50_Q2JX67: Bifunctional protein PyrR|unclassified	204.782
UniRef50_UPI0004711DAB: hypothetical protein	204.672
UniRef50_UPI0004711DAB: hypothetical protein|unclassified	204.672
UniRef50_UPI00047265D4: amidohydrolase	204.467
UniRef50_UPI00047265D4: amidohydrolase|unclassified	204.467
UniRef50_W5XD42: Dihydroorotase	204.275
UniRef50_W5XD42: Dihydroorotase|unclassified	204.275
UniRef50_Q5UYF1: Dihydroorotate dehydrogenase (quinone)	204.203
UniRef50_Q5UYF1: Dihydroorotate dehydrogenase (quinone)|unclassified	204.203
UniRef50_W1WEQ1: Carbamoyl-phosphate synthase large chain (Fragment)	203.695
UniRef50_W1WEQ1: Carbamoyl-phosphate synthase large chain (Fragment)|unclassified	203.695
UniRef50_A7TAZ7: Predicted protein (Fragment)	201.42
UniRef50_A7TAZ7: Predicted protein (Fragment)|unclassified	201.42
UniRef50_W5XBA3: Orotate phosphoribosyltransferase	199.124
UniRef50_W5XBA3: Orotate phosphoribosyltransferase|unclassified	199.124
UniRef50_U2GJT0	198.617
UniRef50_U2GJT0|unclassified	198.617
UniRef50_UPI000366DD33: hypothetical protein	198.521
UniRef50_UPI000366DD33: hypothetical protein|unclassified	198.521
UniRef50_O93937: Protein pyrABCN	198.352
UniRef50_O93937: Protein pyrABCN|unclassified	198.352
UniRef50_P27708: CAD protein	197.333
UniRef50_P27708: CAD protein|unclassified	197.333
UniRef50_P31327: Carbamoyl-phosphate synthase [ammonia], mitochondrial	197.079
UniRef50_P31327: Carbamoyl-phosphate synthase [ammonia], mitochondrial|unclassified	197.079
UniRef50_X1G0R2: Marine sediment metagenome DNA, contig: S03H2_S08192 (Fragment)	195.387
UniRef50_X1G0R2: Marine sediment metagenome DNA, contig: S03H2_S08192 (Fragment)|unclassified	195.387
UniRef50_UPI0004736959: hypothetical protein, partial	194.692
UniRef50_UPI0004736959: hypothetical protein, partial|unclassified	194.692
UniRef50_R5GQD2	193.024
UniRef50_R5GQD2|unclassified	193.024
UniRef50_UPI0004646F8E: hypothetical protein, partial	192.538
UniRef50_UPI0004646F8E: hypothetical protein, partial|unclassified	192.538
UniRef50_K1SHS7: Carbamoyl-phosphate synthase small subunit (Fragment)	191.815
UniRef50_K1SHS7: Carbamoyl-phosphate synthase small subunit (Fragment)|unclassified	191.815
UniRef50_UPI000476A67A: orotidine 5''-phosphate decarboxylase	190.41
UniRef50_UPI000476A67A: orotidine 5''-phosphate decarboxylase|unclassified	190.41
UniRef50_UPI0002490B59: carbamoyl-phosphate synthase large subunit	189.047
UniRef50_UPI0002490B59: carbamoyl-phosphate synthase large subunit|unclassified	189.047
UniRef50_B2V790: Orotidine 5'-phosphate decarboxylase	188.161
UniRef50_B2V790: Orotidine 5'-phosphate decarboxylase|unclassified	188.161
UniRef50_UPI0003B75466: uracil phosphoribosyltransferase	188.043
UniRef50_UPI0003B75466: uracil phosphoribosyltransferase|unclassified	188.043
UniRef50_UPI00037E58EF: hypothetical protein	187.966
UniRef50_UPI00037E58EF: hypothetical protein|unclassified	187.966
UniRef50_UPI000478A073: hypothetical protein	187.015
UniRef50_UPI000478A073: hypothetical protein|unclassified	187.015
UniRef50_Q91293: Carbamoyl-phosphate synthase [ammonia], mitochondrial	184.696
UniRef50_Q91293: Carbamoyl-phosphate synthase [ammonia], mitochondrial|unclassified	184.696
UniRef50_C5A1Y3: Orotate phosphoribosyltransferase	182.014
UniRef50_C5A1Y3: Orotate phosphoribosyltransferase|unclassified	182.014
UniRef50_Q8ZZC7: Dihydroorotase	182.005
UniRef50_Q8ZZC7: Dihydroorotase|unclassified	182.005
UniRef50_Q31MH4: Uracil phosphoribosyltransferase	181.49
UniRef50_Q31MH4: Uracil phosphoribosyltransferase|unclassified	181.49
UniRef50_B5YFH2: Orotidine 5'-phosphate decarboxylase	181.335
UniRef50_B5YFH2: Orotidine 5'-phosphate decarboxylase|unclassified	181.335
UniRef50_R6CLF7: WGS project CAID00000000 data contig chromosome 08	181.105
UniRef50_R6CLF7: WGS project CAID00000000 data contig chromosome 08|unclassified	181.105
UniRef50_UPI00037C472F: hypothetical protein, partial	181.099
UniRef50_UPI00037C472F: hypothetical protein, partial|unclassified	181.099
UniRef50_UPI000440B7CA: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like	181.035
UniRef50_UPI000440B7CA: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like|unclassified	181.035
UniRef50_Q9RX68: Orotate phosphoribosyltransferase	180.81
UniRef50_Q9RX68: Orotate phosphoribosyltransferase|unclassified	180.81
UniRef50_UPI00047708F7: hypothetical protein	180.799
UniRef50_UPI00047708F7: hypothetical protein|unclassified	180.799
UniRef50_UPI0003EBD399: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like	179.928
UniRef50_UPI0003EBD399: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like|unclassified	179.928
UniRef50_UPI00045EB8F2: hypothetical protein	179.686
UniRef50_UPI00045EB8F2: hypothetical protein|unclassified	179.686
UniRef50_UPI0003813F91: hypothetical protein	179.413
UniRef50_UPI0003813F91: hypothetical protein|unclassified	179.413
UniRef50_W5XHN2: Transcriptional regulator, TetR family protein	179.249
UniRef50_W5XHN2: Transcriptional regulator, TetR family protein|unclassified	179.249
UniRef50_UPI00047E19C1: aspartate carbamoyltransferase	178.422
UniRef50_UPI00047E19C1: aspartate carbamoyltransferase|unclassified	178.422
UniRef50_A8A8H6: Aspartate carbamoyltransferase	175.564
UniRef50_A8A8H6: Aspartate carbamoyltransferase|unclassified	175.564
UniRef50_UPI0003644AC6: hypothetical protein	175.176
UniRef50_UPI0003644AC6: hypothetical protein|unclassified	175.176
UniRef50_C6TER7	172.707
UniRef50_C6TER7|unclassified	172.707
UniRef50_P58888: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	172.679
UniRef50_P58888: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	172.679
UniRef50_O08317: Carbamoyl-phosphate synthase arginine-specific small chain	171.997
UniRef50_O08317: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	171.997
UniRef50_UPI0003454C17: hypothetical protein	171.485
UniRef50_UPI0003454C17: hypothetical protein|unclassified	171.485
UniRef50_UPI00035F959F: hypothetical protein	170.908
UniRef50_UPI00035F959F: hypothetical protein|unclassified	170.908
UniRef50_UPI00037C0F82: hypothetical protein	170.102
UniRef50_UPI00037C0F82: hypothetical protein|unclassified	170.102
UniRef50_UPI00029A2EBC: dihydroorotase	169.698
UniRef50_UPI00029A2EBC: dihydroorotase|unclassified	169.698
UniRef50_UPI00035DE79A: hypothetical protein	169.689
UniRef50_UPI00035DE79A: hypothetical protein|unclassified	169.689
UniRef50_K7U3I9	169.268
UniRef50_K7U3I9|unclassified	169.268
UniRef50_B3DX48: Dihydroorotate dehydrogenase (quinone)	168.542
UniRef50_B3DX48: Dihydroorotate dehydrogenase (quinone)|unclassified	168.542
UniRef50_UPI0004764813: orotidine 5''-phosphate decarboxylase	168.456
UniRef50_UPI0004764813: orotidine 5''-phosphate decarboxylase|unclassified	168.456
UniRef50_UPI0003767F33: hypothetical protein	168.053
UniRef50_UPI0003767F33: hypothetical protein|unclassified	168.053
UniRef50_T1H0M1	167.935
UniRef50_T1H0M1|unclassified	167.935
UniRef50_W1VVK2: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Fragment)	167.02
UniRef50_W1VVK2: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Fragment)|unclassified	167.02
UniRef50_D2NT48: Predicted thioesterase involved in non-ribosomal peptide biosynthesis	166.378
UniRef50_D2NT48: Predicted thioesterase involved in non-ribosomal peptide biosynthesis|unclassified	166.378
UniRef50_O29513: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	165.549
UniRef50_O29513: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	165.549
UniRef50_UPI0001A626C9: carbamoyl-phosphate synthetase, partial	165.438
UniRef50_UPI0001A626C9: carbamoyl-phosphate synthetase, partial|unclassified	165.438
UniRef50_UPI000473A57B: hypothetical protein, partial	164.643
UniRef50_UPI000473A57B: hypothetical protein, partial|unclassified	164.643
UniRef50_UPI000478605E: dihydroorotate oxidase	162.667
UniRef50_UPI000478605E: dihydroorotate oxidase|unclassified	162.667
UniRef50_UPI0004785EA6: hypothetical protein	162.581
UniRef50_UPI0004785EA6: hypothetical protein|unclassified	162.581
UniRef50_UPI000379D6F8: hypothetical protein	161.159
UniRef50_UPI000379D6F8: hypothetical protein|unclassified	161.159
UniRef50_UPI0003A5B3B6: MULTISPECIES: orotidine 5-phosphate decarboxylase	159.867
UniRef50_UPI0003A5B3B6: MULTISPECIES: orotidine 5-phosphate decarboxylase|unclassified	159.867
UniRef50_Q8U1U1: Orotidine 5'-phosphate decarboxylase	158.161
UniRef50_Q8U1U1: Orotidine 5'-phosphate decarboxylase|unclassified	158.161
UniRef50_R6XC37: Oxidoreductase NAD-binding domain protein	157.814
UniRef50_R6XC37: Oxidoreductase NAD-binding domain protein|unclassified	157.814
UniRef50_T2RFM3: Putative imidazolonepropionase domain protein	157.798
UniRef50_T2RFM3: Putative imidazolonepropionase domain protein|unclassified	157.798
UniRef50_UPI000262D075: phosphoribosyltransferase	157.697
UniRef50_UPI000262D075: phosphoribosyltransferase|unclassified	157.697
UniRef50_X1F770: Marine sediment metagenome DNA, contig: S03H2_C01045 (Fragment)	157.271
UniRef50_X1F770: Marine sediment metagenome DNA, contig: S03H2_C01045 (Fragment)|unclassified	157.271
UniRef50_UPI0003B48392: dihydroorotase	156.681
UniRef50_UPI0003B48392: dihydroorotase|unclassified	156.681
UniRef50_UPI0002889C3E: orotidine 5''''-phosphate decarboxylase	156.407
UniRef50_UPI0002889C3E: orotidine 5''''-phosphate decarboxylase|unclassified	156.407
UniRef50_UPI00035E7441: hypothetical protein	156.384
UniRef50_UPI00035E7441: hypothetical protein|unclassified	156.384
UniRef50_Q1MRK9: Orotidine 5'-phosphate decarboxylase	155.956
UniRef50_Q1MRK9: Orotidine 5'-phosphate decarboxylase|unclassified	155.956
UniRef50_X0ZJ69: Marine sediment metagenome DNA, contig: S01H4_L01857 (Fragment)	155.609
UniRef50_X0ZJ69: Marine sediment metagenome DNA, contig: S01H4_L01857 (Fragment)|unclassified	155.609
UniRef50_UPI00037F7604: MULTISPECIES: hypothetical protein	155.546
UniRef50_UPI00037F7604: MULTISPECIES: hypothetical protein|unclassified	155.546
UniRef50_UPI00047E1EB4: carbamoyl phosphate synthase small subunit	154.142
UniRef50_UPI00047E1EB4: carbamoyl phosphate synthase small subunit|unclassified	154.142
UniRef50_Q3ISU0: Uracil phosphoribosyltransferase	154.03
UniRef50_Q3ISU0: Uracil phosphoribosyltransferase|unclassified	154.03
UniRef50_B0R7K0: Uracil phosphoribosyltransferase	153.169
UniRef50_B0R7K0: Uracil phosphoribosyltransferase|unclassified	153.169
UniRef50_UPI00037C4D1E: hypothetical protein	152.847
UniRef50_UPI00037C4D1E: hypothetical protein|unclassified	152.847
UniRef50_P24220: Orotidine 5'-phosphate decarboxylase	152.403
UniRef50_P24220: Orotidine 5'-phosphate decarboxylase|unclassified	152.403
UniRef50_Q8U4A0: Dihydroorotase	151.922
UniRef50_Q8U4A0: Dihydroorotase|unclassified	151.922
UniRef50_Q8PW55: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	149.503
UniRef50_Q8PW55: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	149.503
UniRef50_O26232: Orotidine 5'-phosphate decarboxylase	144.825
UniRef50_O26232: Orotidine 5'-phosphate decarboxylase|unclassified	144.825
UniRef50_UPI000421C46C: dihydroorotase	144.604
UniRef50_UPI000421C46C: dihydroorotase|unclassified	144.604
UniRef50_A6TVR3: Aspartate transcarbamylase regulatory subunit	143.777
UniRef50_A6TVR3: Aspartate transcarbamylase regulatory subunit|unclassified	143.777
UniRef50_UPI00032927EC: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like	143.396
UniRef50_UPI00032927EC: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like|unclassified	143.396
UniRef50_UPI00037BB2F7: hypothetical protein	142.57
UniRef50_UPI00037BB2F7: hypothetical protein|unclassified	142.57
UniRef50_R6A1V6: Carbamoyl-phosphate synthase small chain	142.042
UniRef50_R6A1V6: Carbamoyl-phosphate synthase small chain|unclassified	142.042
UniRef50_W5XCB3: Orotidine 5'-phosphate decarboxylase	140.842
UniRef50_W5XCB3: Orotidine 5'-phosphate decarboxylase|unclassified	140.842
UniRef50_UPI0003712D87: hypothetical protein	140.013
UniRef50_UPI0003712D87: hypothetical protein|unclassified	140.013
UniRef50_R6R5N8: 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	139.784
UniRef50_R6R5N8: 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases|unclassified	139.784
UniRef50_UPI000372D09C: hypothetical protein	139.671
UniRef50_UPI000372D09C: hypothetical protein|unclassified	139.671
UniRef50_UPI000478538C: hypothetical protein	139.562
UniRef50_UPI000478538C: hypothetical protein|unclassified	139.562
UniRef50_UPI00036A9395: MULTISPECIES: hypothetical protein	139.287
UniRef50_UPI00036A9395: MULTISPECIES: hypothetical protein|unclassified	139.287
UniRef50_G9E729: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)	138.367
UniRef50_G9E729: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)|unclassified	138.367
UniRef50_UPI00036F0444: hypothetical protein	137.395
UniRef50_UPI00036F0444: hypothetical protein|unclassified	137.395
UniRef50_R0VLL1	136.518
UniRef50_R0VLL1|unclassified	136.518
