# Gene Family	SampleBiotin_biosynthesis_Abundance-RPKs
UniRef50_UPI000382FB28: hypothetical protein	16.5883799872
UniRef50_UPI000382FB28: hypothetical protein|unclassified	16.5883799872
UniRef50_UPI00046EE781: hypothetical protein	16.5755919854
UniRef50_UPI00046EE781: hypothetical protein|unclassified	16.5755919854
UniRef50_UPI00034B1D82: hypothetical protein	16.5714877068
UniRef50_UPI00034B1D82: hypothetical protein|unclassified	16.5714877068
UniRef50_UPI0003B5F4FA: malonyl-CoA O-methyltransferase	16.5624606077
UniRef50_UPI0003B5F4FA: malonyl-CoA O-methyltransferase|unclassified	16.5624606077
UniRef50_Q7NFL5: ATP-dependent dethiobiotin synthetase BioD	16.5400690771
UniRef50_Q7NFL5: ATP-dependent dethiobiotin synthetase BioD|unclassified	16.5400690771
UniRef50_U6HBJ2: 2 amino 3 ketobutyrate coenzyme A ligase	16.5382104801
UniRef50_U6HBJ2: 2 amino 3 ketobutyrate coenzyme A ligase|unclassified	16.5382104801
UniRef50_X4Z5I4	16.5154140452
UniRef50_X4Z5I4|unclassified	16.5154140452
UniRef50_H8E0F8	16.4970003897
UniRef50_H8E0F8|unclassified	16.4970003897
UniRef50_UPI00037A6CBC: hypothetical protein, partial	16.4645863199
UniRef50_UPI00037A6CBC: hypothetical protein, partial|unclassified	16.4645863199
UniRef50_Q8RHK9: Energy-coupling factor transporter ATP-binding protein EcfA2	16.4500131296
UniRef50_Q8RHK9: Energy-coupling factor transporter ATP-binding protein EcfA2|unclassified	16.4500131296
UniRef50_UPI0003A5600C: biotin biosynthesis protein BioY	16.4437200675
UniRef50_UPI0003A5600C: biotin biosynthesis protein BioY|unclassified	16.4437200675
UniRef50_Q6NGW9: 6-carboxyhexanoate--CoA ligase	16.4340073343
UniRef50_Q6NGW9: 6-carboxyhexanoate--CoA ligase|unclassified	16.4340073343
UniRef50_UPI000473029E: hypothetical protein, partial	16.4006874029
UniRef50_UPI000473029E: hypothetical protein, partial|unclassified	16.4006874029
UniRef50_UPI0004676302: coronafacic acid synthetase	16.3960139151
UniRef50_UPI0004676302: coronafacic acid synthetase|unclassified	16.3960139151
UniRef50_UPI00034C4825: biotin-(acetyl-CoA carboxylase) ligase	16.3881154579
UniRef50_UPI00034C4825: biotin-(acetyl-CoA carboxylase) ligase|unclassified	16.3881154579
UniRef50_UPI000473A311: hypothetical protein, partial	16.3872863216
UniRef50_UPI000473A311: hypothetical protein, partial|unclassified	16.3872863216
UniRef50_Z5XHE1: AMP-dependent synthetase	16.3442159878
UniRef50_Z5XHE1: AMP-dependent synthetase|unclassified	16.3442159878
UniRef50_D4DV70	16.3419113240
UniRef50_D4DV70|unclassified	16.3419113240
UniRef50_F3FF43	16.2612374405
UniRef50_F3FF43|unclassified	16.2612374405
UniRef50_UPI000362746B: hypothetical protein	16.2556116857
UniRef50_UPI000362746B: hypothetical protein|unclassified	16.2556116857
UniRef50_UPI00046AFF24: biotin operon repressor	16.2141958916
UniRef50_UPI00046AFF24: biotin operon repressor|unclassified	16.2141958916
UniRef50_UPI0002EF8F43: hypothetical protein	16.1805745055
UniRef50_UPI0002EF8F43: hypothetical protein|unclassified	16.1805745055
UniRef50_UPI000051054A: O-succinylbenzoate-CoA ligase, partial	16.1669825732
UniRef50_UPI000051054A: O-succinylbenzoate-CoA ligase, partial|unclassified	16.1669825732
UniRef50_Q49625: Lepb1170_C3_227	16.1503441864
UniRef50_Q49625: Lepb1170_C3_227|unclassified	16.1503441864
UniRef50_K2BMU5	16.1424855388
UniRef50_K2BMU5|unclassified	16.1424855388
UniRef50_E2AXT7: Acyl-CoA synthetase family member 2, mitochondrial	16.1349654665
UniRef50_E2AXT7: Acyl-CoA synthetase family member 2, mitochondrial|unclassified	16.1349654665
UniRef50_UPI000363F7D0: hypothetical protein	16.1324950783
UniRef50_UPI000363F7D0: hypothetical protein|unclassified	16.1324950783
UniRef50_UPI00036D62D7: hypothetical protein	16.1266536878
UniRef50_UPI00036D62D7: hypothetical protein|unclassified	16.1266536878
UniRef50_UPI00047740AF: hypothetical protein, partial	16.0890927039
UniRef50_UPI00047740AF: hypothetical protein, partial|unclassified	16.0890927039
UniRef50_UPI0003B440DC: long-chain acyl-CoA synthetase	16.0349757237
UniRef50_UPI0003B440DC: long-chain acyl-CoA synthetase|unclassified	16.0349757237
UniRef50_UPI00047C9754: AMP-dependent synthetase	16.0202398335
UniRef50_UPI00047C9754: AMP-dependent synthetase|unclassified	16.0202398335
UniRef50_S9S2L6	15.9906859013
UniRef50_S9S2L6|unclassified	15.9906859013
UniRef50_UPI000289E37D: AMP-binding domain protein	15.9872747292
UniRef50_UPI000289E37D: AMP-binding domain protein|unclassified	15.9872747292
UniRef50_UPI000372F344: hypothetical protein	15.9730888526
UniRef50_UPI000372F344: hypothetical protein|unclassified	15.9730888526
UniRef50_UPI000345759E: AMP-dependent synthetase	15.9429553761
UniRef50_UPI000345759E: AMP-dependent synthetase|unclassified	15.9429553761
UniRef50_UPI0003688E80: hypothetical protein, partial	15.9292449571
UniRef50_UPI0003688E80: hypothetical protein, partial|unclassified	15.9292449571
UniRef50_UPI0002DB4FC6: hypothetical protein	15.9246120602
UniRef50_UPI0002DB4FC6: hypothetical protein|unclassified	15.9246120602
UniRef50_C2MBL8	15.9187023060
UniRef50_C2MBL8|unclassified	15.9187023060
UniRef50_A0L3L8: Biotin synthesis protein BioH	15.8722596785
UniRef50_A0L3L8: Biotin synthesis protein BioH|unclassified	15.8722596785
UniRef50_UPI000379B1BC: hypothetical protein	15.8439830059
UniRef50_UPI000379B1BC: hypothetical protein|unclassified	15.8439830059
UniRef50_Q9KER6: ATP-dependent dethiobiotin synthetase BioD	15.8421797479
UniRef50_Q9KER6: ATP-dependent dethiobiotin synthetase BioD|unclassified	15.8421797479
UniRef50_UPI0002FA811E: hypothetical protein	15.8405188873
UniRef50_UPI0002FA811E: hypothetical protein|unclassified	15.8405188873
UniRef50_UPI0003660CB0: hypothetical protein	15.8292207784
UniRef50_UPI0003660CB0: hypothetical protein|unclassified	15.8292207784
UniRef50_UPI00037571F8: hypothetical protein, partial	15.8263170971
UniRef50_UPI00037571F8: hypothetical protein, partial|unclassified	15.8263170971
UniRef50_UPI000366E8A4: hypothetical protein	15.8206601807
UniRef50_UPI000366E8A4: hypothetical protein|unclassified	15.8206601807
UniRef50_UPI00047BFD79: long-chain fatty acid--CoA ligase	15.8126975864
UniRef50_UPI00047BFD79: long-chain fatty acid--CoA ligase|unclassified	15.8126975864
UniRef50_T2IHU9	15.8000798009
UniRef50_T2IHU9|unclassified	15.8000798009
UniRef50_UPI00037C5A14: hypothetical protein	15.7872304575
UniRef50_UPI00037C5A14: hypothetical protein|unclassified	15.7872304575
UniRef50_UPI000366ACDB: hypothetical protein	15.7182909423
UniRef50_UPI000366ACDB: hypothetical protein|unclassified	15.7182909423
UniRef50_UPI0003B77865: biotin	15.7126921093
UniRef50_UPI0003B77865: biotin|unclassified	15.7126921093
UniRef50_UPI0003B68986: feruloyl-CoA synthase, partial	15.7077346049
UniRef50_UPI0003B68986: feruloyl-CoA synthase, partial|unclassified	15.7077346049
UniRef50_UPI00036FE8B0: MULTISPECIES: hypothetical protein	15.6905668251
UniRef50_UPI00036FE8B0: MULTISPECIES: hypothetical protein|unclassified	15.6905668251
UniRef50_UPI000375EF2A: hypothetical protein	15.6464844984
UniRef50_UPI000375EF2A: hypothetical protein|unclassified	15.6464844984
UniRef50_UPI000237A186: dethiobiotin synthase	15.6456837328
UniRef50_UPI000237A186: dethiobiotin synthase|unclassified	15.6456837328
UniRef50_UPI00037243A0: hypothetical protein, partial	15.6435352340
UniRef50_UPI00037243A0: hypothetical protein, partial|unclassified	15.6435352340
UniRef50_I3UE44: Dethiobiotin synthase	15.6109303620
UniRef50_I3UE44: Dethiobiotin synthase|unclassified	15.6109303620
UniRef50_Q2Y9Y7: Pimeloyl-[acyl-carrier protein] methyl ester esterase	15.6063046055
UniRef50_Q2Y9Y7: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	15.6063046055
UniRef50_UPI0004632A7E: MULTISPECIES: 8-amino-7-oxononanoate synthase, partial	15.5895065600
UniRef50_UPI0004632A7E: MULTISPECIES: 8-amino-7-oxononanoate synthase, partial|unclassified	15.5895065600
UniRef50_UPI0002003819: long-chain-fatty-acid--CoA ligase, partial	15.5641710863
UniRef50_UPI0002003819: long-chain-fatty-acid--CoA ligase, partial|unclassified	15.5641710863
UniRef50_UPI0003761592: hypothetical protein	15.5419607535
UniRef50_UPI0003761592: hypothetical protein|unclassified	15.5419607535
UniRef50_O57884	15.5394857986
UniRef50_O57884|unclassified	15.5394857986
UniRef50_I6Z235: 2-succinylbenzoate--CoA ligase	15.5371086429
UniRef50_I6Z235: 2-succinylbenzoate--CoA ligase|unclassified	15.5371086429
UniRef50_UPI00037479CF: hypothetical protein	15.5252625179
UniRef50_UPI00037479CF: hypothetical protein|unclassified	15.5252625179
UniRef50_UPI000375CE59: hypothetical protein	15.5130254217
UniRef50_UPI000375CE59: hypothetical protein|unclassified	15.5130254217
UniRef50_UPI000478CA24: hypothetical protein	15.4694479015
UniRef50_UPI000478CA24: hypothetical protein|unclassified	15.4694479015
UniRef50_UPI0002003816: long-chain-fatty-acid--CoA ligase	15.4559129263
UniRef50_UPI0002003816: long-chain-fatty-acid--CoA ligase|unclassified	15.4559129263
UniRef50_UPI00036D3969: hypothetical protein	15.4187792174
UniRef50_UPI00036D3969: hypothetical protein|unclassified	15.4187792174
UniRef50_H2EPJ7: Acyl-CoA synthetase	15.3846763983
UniRef50_H2EPJ7: Acyl-CoA synthetase|unclassified	15.3846763983
UniRef50_I6GRM3: Short chain dehydrogenase family protein (Fragment)	15.3771812308
UniRef50_I6GRM3: Short chain dehydrogenase family protein (Fragment)|unclassified	15.3771812308
UniRef50_UPI0003617C32: hypothetical protein	15.3674925750
UniRef50_UPI0003617C32: hypothetical protein|unclassified	15.3674925750
UniRef50_UPI00030E84B5: hypothetical protein	15.2922413062
UniRef50_UPI00030E84B5: hypothetical protein|unclassified	15.2922413062
UniRef50_UPI000365A5D4: hypothetical protein	15.2658578277
UniRef50_UPI000365A5D4: hypothetical protein|unclassified	15.2658578277
UniRef50_UPI0003669FA4: hypothetical protein, partial	15.2631414797
UniRef50_UPI0003669FA4: hypothetical protein, partial|unclassified	15.2631414797
UniRef50_UPI00045EA222: AMP-dependent synthetase	15.2597013350
UniRef50_UPI00045EA222: AMP-dependent synthetase|unclassified	15.2597013350
UniRef50_UPI000477CE0D: peptide synthetase	15.2474178897
UniRef50_UPI000477CE0D: peptide synthetase|unclassified	15.2474178897
UniRef50_UPI00036DDA39: hypothetical protein	15.2287052063
UniRef50_UPI00036DDA39: hypothetical protein|unclassified	15.2287052063
UniRef50_E5C0S0	15.2075117769
UniRef50_E5C0S0|unclassified	15.2075117769
UniRef50_UPI0003B53C06: transcriptional regulator	15.1774434430
UniRef50_UPI0003B53C06: transcriptional regulator|unclassified	15.1774434430
UniRef50_Q5FSZ8: Biotin synthesis protein BioH	15.1719400059
UniRef50_Q5FSZ8: Biotin synthesis protein BioH|unclassified	15.1719400059
UniRef50_UPI00025597AD: biotin biosynthesis protein BioC	15.0915514540
UniRef50_UPI00025597AD: biotin biosynthesis protein BioC|unclassified	15.0915514540
UniRef50_B8ILB8	15.0813338486
UniRef50_B8ILB8|unclassified	15.0813338486
UniRef50_UPI0002886EBC: acyl-CoA synthetase	15.0809847549
UniRef50_UPI0002886EBC: acyl-CoA synthetase|unclassified	15.0809847549
UniRef50_UPI000366B6B7: hypothetical protein	15.0795320899
UniRef50_UPI000366B6B7: hypothetical protein|unclassified	15.0795320899
UniRef50_UPI000263100E: AMP-dependent synthetase	15.0768843524
UniRef50_UPI000263100E: AMP-dependent synthetase|unclassified	15.0768843524
UniRef50_F9EPX6	15.0633462367
UniRef50_F9EPX6|unclassified	15.0633462367
UniRef50_D3D4J7: Non-ribosomal peptide synthase	15.0533110015
UniRef50_D3D4J7: Non-ribosomal peptide synthase|unclassified	15.0533110015
UniRef50_UPI00037DD99B: hypothetical protein	15.0527100734
UniRef50_UPI00037DD99B: hypothetical protein|unclassified	15.0527100734
UniRef50_UPI0001746BED: 2-acyl-glycerophospho-ethanolamine acyltransferase	15.0149976636
UniRef50_UPI0001746BED: 2-acyl-glycerophospho-ethanolamine acyltransferase|unclassified	15.0149976636
UniRef50_UPI00047B7C23: hypothetical protein	14.9869591075
UniRef50_UPI00047B7C23: hypothetical protein|unclassified	14.9869591075
UniRef50_UPI0003B6B13A: crotonobetaine/carnitine-CoA ligase	14.9179718330
UniRef50_UPI0003B6B13A: crotonobetaine/carnitine-CoA ligase|unclassified	14.9179718330
UniRef50_A2SKP7: Biotin synthesis protein BioC	14.9080650897
UniRef50_A2SKP7: Biotin synthesis protein BioC|unclassified	14.9080650897
UniRef50_UPI0004674650: hypothetical protein	14.8381717204
UniRef50_UPI0004674650: hypothetical protein|unclassified	14.8381717204
UniRef50_UPI0003B63A21: aminotransferase	14.8373108655
UniRef50_UPI0003B63A21: aminotransferase|unclassified	14.8373108655
UniRef50_UPI00047184C6: hypothetical protein	14.8179152641
UniRef50_UPI00047184C6: hypothetical protein|unclassified	14.8179152641
UniRef50_UPI0003642DFA: hypothetical protein	14.7750745564
UniRef50_UPI0003642DFA: hypothetical protein|unclassified	14.7750745564
UniRef50_UPI00047DF427: hypothetical protein	14.7174070713
UniRef50_UPI00047DF427: hypothetical protein|unclassified	14.7174070713
UniRef50_UPI00047BAB90: dethiobiotin synthase	14.7004504355
UniRef50_UPI00047BAB90: dethiobiotin synthase|unclassified	14.7004504355
UniRef50_UPI00040CF949: MULTISPECIES: hypothetical protein	14.6865509908
UniRef50_UPI00040CF949: MULTISPECIES: hypothetical protein|unclassified	14.6865509908
UniRef50_UPI0001744450: Biotin-(acetyl-CoA carboxylase) ligase	14.6730435527
UniRef50_UPI0001744450: Biotin-(acetyl-CoA carboxylase) ligase|unclassified	14.6730435527
UniRef50_Q47C03: Carboxylesterase BioH (Pimeloyl-CoA synthesis)	14.6088987117
UniRef50_Q47C03: Carboxylesterase BioH (Pimeloyl-CoA synthesis)|unclassified	14.6088987117
UniRef50_UPI00042B822A: AMP-dependent synthetase and ligase family protein isoform 2	14.6082308242
UniRef50_UPI00042B822A: AMP-dependent synthetase and ligase family protein isoform 2|unclassified	14.6082308242
UniRef50_UPI00040ADA08: aminotransferase	14.6057934133
UniRef50_UPI00040ADA08: aminotransferase|unclassified	14.6057934133
UniRef50_UPI0003A65A34: hypothetical protein	14.6001676201
UniRef50_UPI0003A65A34: hypothetical protein|unclassified	14.6001676201
UniRef50_X0Y7T6: Marine sediment metagenome DNA, contig: S01H1_S37918 (Fragment)	14.5942486309
UniRef50_X0Y7T6: Marine sediment metagenome DNA, contig: S01H1_S37918 (Fragment)|unclassified	14.5942486309
UniRef50_UPI000299D23C: hypothetical membrane protein	14.5917618191
UniRef50_UPI000299D23C: hypothetical membrane protein|unclassified	14.5917618191
UniRef50_UPI0003959B2A: peptide synthetase, partial	14.5878225823
UniRef50_UPI0003959B2A: peptide synthetase, partial|unclassified	14.5878225823
UniRef50_UPI000441563D: PLP-dependent transferase	14.5628541725
UniRef50_UPI000441563D: PLP-dependent transferase|unclassified	14.5628541725
UniRef50_UPI00046D556F: hypothetical protein	14.5393412109
UniRef50_UPI00046D556F: hypothetical protein|unclassified	14.5393412109
UniRef50_J9CJC1	14.5382657365
UniRef50_J9CJC1|unclassified	14.5382657365
UniRef50_I7DYU5	14.5016893173
UniRef50_I7DYU5|unclassified	14.5016893173
UniRef50_UPI0003511ED7: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like, partial	14.4984597968
UniRef50_UPI0003511ED7: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like, partial|unclassified	14.4984597968
UniRef50_UPI0004679531: hypothetical protein	14.4977517465
UniRef50_UPI0004679531: hypothetical protein|unclassified	14.4977517465
UniRef50_UPI0003C131C4: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like	14.4870493983
UniRef50_UPI0003C131C4: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like|unclassified	14.4870493983
UniRef50_UPI00039597E6: acetyl-CoA acetyltransferase, partial	14.4804340719
UniRef50_UPI00039597E6: acetyl-CoA acetyltransferase, partial|unclassified	14.4804340719
UniRef50_UPI00047090C1: hypothetical protein	14.3603153967
UniRef50_UPI00047090C1: hypothetical protein|unclassified	14.3603153967
UniRef50_UPI000300185F: AMP-dependent synthetase	14.3582442749
UniRef50_UPI000300185F: AMP-dependent synthetase|unclassified	14.3582442749
UniRef50_UPI000381C100: hypothetical protein	14.3403084108
UniRef50_UPI000381C100: hypothetical protein|unclassified	14.3403084108
UniRef50_UPI00047669BD: hypothetical protein, partial	14.3402992512
UniRef50_UPI00047669BD: hypothetical protein, partial|unclassified	14.3402992512
UniRef50_UPI00046AF81C: hypothetical protein	14.2911497976
UniRef50_UPI00046AF81C: hypothetical protein|unclassified	14.2911497976
UniRef50_A3Y9C0: BioH protein	14.2702060231
UniRef50_A3Y9C0: BioH protein|unclassified	14.2702060231
UniRef50_UPI000464A954: hypothetical protein	14.2679806305
UniRef50_UPI000464A954: hypothetical protein|unclassified	14.2679806305
UniRef50_UPI00036A3EBB: hypothetical protein, partial	14.2656803416
UniRef50_UPI00036A3EBB: hypothetical protein, partial|unclassified	14.2656803416
UniRef50_UPI000465A9A8: MULTISPECIES: hypothetical protein	14.2595867862
UniRef50_UPI000465A9A8: MULTISPECIES: hypothetical protein|unclassified	14.2595867862
UniRef50_UPI000381E2BF: hypothetical protein, partial	14.2423541745
UniRef50_UPI000381E2BF: hypothetical protein, partial|unclassified	14.2423541745
UniRef50_A0A011QSZ2	14.2346013336
UniRef50_A0A011QSZ2|unclassified	14.2346013336
UniRef50_U5XZ33	14.2209765964
UniRef50_U5XZ33|unclassified	14.2209765964
UniRef50_UPI000363F87F: hypothetical protein	14.2185427072
UniRef50_UPI000363F87F: hypothetical protein|unclassified	14.2185427072
UniRef50_Q2RLL2	14.2177332074
UniRef50_Q2RLL2|unclassified	14.2177332074
UniRef50_UPI000467D5BD: hypothetical protein	14.1551633979
UniRef50_UPI000467D5BD: hypothetical protein|unclassified	14.1551633979
UniRef50_X1HPM8: Marine sediment metagenome DNA, contig: S03H2_S00619 (Fragment)	14.1203937901
UniRef50_X1HPM8: Marine sediment metagenome DNA, contig: S03H2_S00619 (Fragment)|unclassified	14.1203937901
UniRef50_UPI0003F09597: PREDICTED: long-chain fatty acid transport protein 6-like	14.1106034037
UniRef50_UPI0003F09597: PREDICTED: long-chain fatty acid transport protein 6-like|unclassified	14.1106034037
UniRef50_UPI000375C317: hypothetical protein	14.0973141651
UniRef50_UPI000375C317: hypothetical protein|unclassified	14.0973141651
UniRef50_UPI0003460FCB: hypothetical protein	14.0633616986
UniRef50_UPI0003460FCB: hypothetical protein|unclassified	14.0633616986
UniRef50_UPI00036ECC5A: hypothetical protein	14.0633215588
UniRef50_UPI00036ECC5A: hypothetical protein|unclassified	14.0633215588
UniRef50_UPI00037E3A7F: hypothetical protein	14.0511399697
UniRef50_UPI00037E3A7F: hypothetical protein|unclassified	14.0511399697
UniRef50_UPI00046594E7: hypothetical protein, partial	14.0399988820
UniRef50_UPI00046594E7: hypothetical protein, partial|unclassified	14.0399988820
UniRef50_UPI00046F652F: hypothetical protein	14.0354839125
UniRef50_UPI00046F652F: hypothetical protein|unclassified	14.0354839125
UniRef50_UPI0004764AD1: methyltransferase type 11	14.0095630222
UniRef50_UPI0004764AD1: methyltransferase type 11|unclassified	14.0095630222
UniRef50_UPI000479A9DE: biotin synthase	13.9900512900
UniRef50_UPI000479A9DE: biotin synthase|unclassified	13.9900512900
UniRef50_UPI000237A4CE: NRPS-associated AMP-binding protein	13.9546864272
UniRef50_UPI000237A4CE: NRPS-associated AMP-binding protein|unclassified	13.9546864272
UniRef50_UPI0004160B87: hypothetical protein	13.9414289010
UniRef50_UPI0004160B87: hypothetical protein|unclassified	13.9414289010
UniRef50_UPI00037ADC01: hypothetical protein, partial	13.9397960645
UniRef50_UPI00037ADC01: hypothetical protein, partial|unclassified	13.9397960645
UniRef50_UPI00037DD4ED: hypothetical protein	13.9144185852
UniRef50_UPI00037DD4ED: hypothetical protein|unclassified	13.9144185852
UniRef50_UPI00037FEF17: hypothetical protein	13.8980142028
UniRef50_UPI00037FEF17: hypothetical protein|unclassified	13.8980142028
UniRef50_UPI00034B9611: AMP-dependent synthetase	13.8697520996
UniRef50_UPI00034B9611: AMP-dependent synthetase|unclassified	13.8697520996
UniRef50_UPI00041C605B: hypothetical protein	13.8043635047
UniRef50_UPI00041C605B: hypothetical protein|unclassified	13.8043635047
UniRef50_Q4G176: Acyl-CoA synthetase family member 3, mitochondrial	13.7999275666
UniRef50_Q4G176: Acyl-CoA synthetase family member 3, mitochondrial|unclassified	13.7999275666
UniRef50_UPI000478619B: hypothetical protein	13.7268223621
UniRef50_UPI000478619B: hypothetical protein|unclassified	13.7268223621
UniRef50_C9RPK4: 6-carboxyhexanoate--CoA ligase	13.7030603487
UniRef50_C9RPK4: 6-carboxyhexanoate--CoA ligase|unclassified	13.7030603487
UniRef50_UPI000464B100: hypothetical protein	13.6873988859
UniRef50_UPI000464B100: hypothetical protein|unclassified	13.6873988859
UniRef50_N8TZP3	13.6589168070
UniRef50_N8TZP3|unclassified	13.6589168070
UniRef50_UPI000225AC41: acylglycerophosphoethanolamine acyltransferase	13.6490075630
UniRef50_UPI000225AC41: acylglycerophosphoethanolamine acyltransferase|unclassified	13.6490075630
UniRef50_C2EUC2	13.6333900034
UniRef50_C2EUC2|unclassified	13.6333900034
UniRef50_UPI00037F673E: hypothetical protein	13.5634130660
UniRef50_UPI00037F673E: hypothetical protein|unclassified	13.5634130660
UniRef50_UPI000011F913: non-ribosomal peptide synthetase/acyl-CoA dehydrogenase fusion protein	13.5562362328
UniRef50_UPI000011F913: non-ribosomal peptide synthetase/acyl-CoA dehydrogenase fusion protein|unclassified	13.5562362328
UniRef50_UPI000225FD50: AMP-dependent synthetase and ligase	13.5211345363
UniRef50_UPI000225FD50: AMP-dependent synthetase and ligase|unclassified	13.5211345363
UniRef50_UPI00046E68D6: hypothetical protein, partial	13.5183214674
UniRef50_UPI00046E68D6: hypothetical protein, partial|unclassified	13.5183214674
UniRef50_UPI0003782588: hypothetical protein	13.4992073692
UniRef50_UPI0003782588: hypothetical protein|unclassified	13.4992073692
UniRef50_UPI000464CAB4: hypothetical protein	13.4787577779
UniRef50_UPI000464CAB4: hypothetical protein|unclassified	13.4787577779
UniRef50_UPI00035C3B27: hypothetical protein	13.4756774821
UniRef50_UPI00035C3B27: hypothetical protein|unclassified	13.4756774821
UniRef50_UPI0003B5B569: malonyl-CoA O-methyltransferase	13.4728327141
UniRef50_UPI0003B5B569: malonyl-CoA O-methyltransferase|unclassified	13.4728327141
UniRef50_UPI0004718C41: biotin--acetyl-CoA-carboxylase ligase	13.4724522287
UniRef50_UPI0004718C41: biotin--acetyl-CoA-carboxylase ligase|unclassified	13.4724522287
UniRef50_B9T9T5	13.4487238971
UniRef50_B9T9T5|unclassified	13.4487238971
UniRef50_UPI0002FC447B: hypothetical protein	13.4428609335
UniRef50_UPI0002FC447B: hypothetical protein|unclassified	13.4428609335
UniRef50_UPI0002001DF3: hypothetical protein	13.4350029179
UniRef50_UPI0002001DF3: hypothetical protein|unclassified	13.4350029179
UniRef50_UPI00036FC743: hypothetical protein, partial	13.4121449682
UniRef50_UPI00036FC743: hypothetical protein, partial|unclassified	13.4121449682
UniRef50_UPI0003744F5B: hypothetical protein	13.3754284879
UniRef50_UPI0003744F5B: hypothetical protein|unclassified	13.3754284879
UniRef50_UPI00047CFB70: hypothetical protein	13.3510745499
UniRef50_UPI00047CFB70: hypothetical protein|unclassified	13.3510745499
UniRef50_UPI00037A30EF: hypothetical protein	13.3382186426
UniRef50_UPI00037A30EF: hypothetical protein|unclassified	13.3382186426
UniRef50_UPI000373A267: hypothetical protein	13.2930967184
UniRef50_UPI000373A267: hypothetical protein|unclassified	13.2930967184
UniRef50_UPI00046D8803: hypothetical protein	13.2702202184
UniRef50_UPI00046D8803: hypothetical protein|unclassified	13.2702202184
UniRef50_UPI00016A342B: long-chain-fatty-acid--CoA ligase, putative, partial	13.2669549438
UniRef50_UPI00016A342B: long-chain-fatty-acid--CoA ligase, putative, partial|unclassified	13.2669549438
UniRef50_UPI00046967EB: pimelyl-ACP methyl ester esterase	13.2120311878
UniRef50_UPI00046967EB: pimelyl-ACP methyl ester esterase|unclassified	13.2120311878
UniRef50_A0A038FKR1	13.2078784895
UniRef50_A0A038FKR1|unclassified	13.2078784895
UniRef50_B4V844: Dethiobiotin synthetase	13.2050605342
UniRef50_B4V844: Dethiobiotin synthetase|unclassified	13.2050605342
UniRef50_UPI0002492B2C: biotin--acetyl-CoA-carboxylase ligase	13.1903246603
UniRef50_UPI0002492B2C: biotin--acetyl-CoA-carboxylase ligase|unclassified	13.1903246603
UniRef50_UPI000465D493: hypothetical protein	13.1895842668
UniRef50_UPI000465D493: hypothetical protein|unclassified	13.1895842668
UniRef50_D5ZEW2: Acyl-CoA synthetase	13.1612313559
UniRef50_D5ZEW2: Acyl-CoA synthetase|unclassified	13.1612313559
UniRef50_UPI0004714E65: biotin, partial	13.1575483324
UniRef50_UPI0004714E65: biotin, partial|unclassified	13.1575483324
UniRef50_UPI0003691D97: hypothetical protein	13.1476116086
UniRef50_UPI0003691D97: hypothetical protein|unclassified	13.1476116086
UniRef50_UPI00038258FD: hypothetical protein	13.1435386395
UniRef50_UPI00038258FD: hypothetical protein|unclassified	13.1435386395
UniRef50_O28538: 3-hydroxy-3-methylglutaryl-coenzyme A reductase	13.1226008740
UniRef50_O28538: 3-hydroxy-3-methylglutaryl-coenzyme A reductase|unclassified	13.1226008740
UniRef50_UPI000367FEB0: hypothetical protein	13.1014226283
UniRef50_UPI000367FEB0: hypothetical protein|unclassified	13.1014226283
UniRef50_K2F6B0	13.0952522541
UniRef50_K2F6B0|unclassified	13.0952522541
UniRef50_C4LK80: Biotin biosynthesis bifunctional protein BioWF	13.0901423144
UniRef50_C4LK80: Biotin biosynthesis bifunctional protein BioWF|unclassified	13.0901423144
UniRef50_W5XAM8: Peptidase M16 domain-containing protein	13.0467738782
UniRef50_W5XAM8: Peptidase M16 domain-containing protein|unclassified	13.0467738782
UniRef50_W7X0Z0	13.0446355002
UniRef50_W7X0Z0|unclassified	13.0446355002
UniRef50_UPI0003774458: hypothetical protein	13.0247108217
UniRef50_UPI0003774458: hypothetical protein|unclassified	13.0247108217
UniRef50_UPI00047657CD: acyl-CoA synthetase, partial	13.0244097770
UniRef50_UPI00047657CD: acyl-CoA synthetase, partial|unclassified	13.0244097770
UniRef50_A3VZ16	13.0241516508
UniRef50_A3VZ16|unclassified	13.0241516508
UniRef50_UPI0001FFF018: AMP-dependent synthetase	12.9854065318
UniRef50_UPI0001FFF018: AMP-dependent synthetase|unclassified	12.9854065318
UniRef50_Q8YLR5: Alr5231 protein	12.9232493745
UniRef50_Q8YLR5: Alr5231 protein|unclassified	12.9232493745
UniRef50_UPI00031A8A4C: hypothetical protein	12.9087024269
UniRef50_UPI00031A8A4C: hypothetical protein|unclassified	12.9087024269
UniRef50_X8CJL8: AMP-binding enzyme family protein	12.8676559579
UniRef50_X8CJL8: AMP-binding enzyme family protein|unclassified	12.8676559579
UniRef50_G4CKT5: Biotin biosynthesis protein BioC	12.8512725368
UniRef50_G4CKT5: Biotin biosynthesis protein BioC|unclassified	12.8512725368
UniRef50_D4DMM6	12.8427464885
UniRef50_D4DMM6|unclassified	12.8427464885
UniRef50_L8UCW0	12.8289473684
